Date,GICS
2000-01-04 00:00:00+00:00,-0.01675258
2000-01-05 00:00:00+00:00,-0.01664499
2000-01-06 00:00:00+00:00,-0.00236531
2000-01-07 00:00:00+00:00,-0.01184211
2000-01-10 00:00:00+00:00,0.01384820
2000-01-11 00:00:00+00:00,0.03871477
2000-01-12 00:00:00+00:00,0.02587992
2000-01-13 00:00:00+00:00,0.01813075
2000-01-14 00:00:00+00:00,0.05137940
2000-01-18 00:00:00+00:00,0.02857143
2000-01-19 00:00:00+00:00,0.00972290
2000-01-20 00:00:00+00:00,0.01158301
2000-01-21 00:00:00+00:00,-0.00287908
2000-01-24 00:00:00+00:00,-0.01009130
2000-01-25 00:00:00+00:00,0.02079304
2000-01-26 00:00:00+00:00,-0.02367855
2000-01-27 00:00:00+00:00,-0.01307823
2000-01-28 00:00:00+00:00,-0.00755177
2000-01-31 00:00:00+00:00,0.01735941
2000-02-01 00:00:00+00:00,0.03023235
2000-02-02 00:00:00+00:00,-0.02627807
2000-02-03 00:00:00+00:00,0.01426499
2000-02-04 00:00:00+00:00,0.02999040
2000-02-07 00:00:00+00:00,-0.01724953
2000-02-08 00:00:00+00:00,-0.02220100
2000-02-09 00:00:00+00:00,0.02685547
2000-02-10 00:00:00+00:00,0.02932692
2000-02-11 00:00:00+00:00,-0.00142248
2000-02-14 00:00:00+00:00,0.01848341
2000-02-15 00:00:00+00:00,0.00516917
2000-02-16 00:00:00+00:00,-0.00210970
2000-02-17 00:00:00+00:00,-0.02015468
2000-02-18 00:00:00+00:00,-0.01424163
2000-02-22 00:00:00+00:00,0.00884956
2000-02-23 00:00:00+00:00,0.00665399
2000-02-24 00:00:00+00:00,0.01514434
2000-02-25 00:00:00+00:00,0.00374883
2000-02-28 00:00:00+00:00,-0.00256590
2000-02-29 00:00:00+00:00,0.02028536
2000-03-01 00:00:00+00:00,0.05093772
2000-03-02 00:00:00+00:00,0.00360685
2000-03-03 00:00:00+00:00,-0.00225023
2000-03-06 00:00:00+00:00,0.02751466
2000-03-07 00:00:00+00:00,0.00289210
2000-03-08 00:00:00+00:00,-0.08873114
2000-03-09 00:00:00+00:00,0.01721731
2000-03-10 00:00:00+00:00,-0.00759669
2000-03-13 00:00:00+00:00,0.01063584
2000-03-14 00:00:00+00:00,-0.00943179
2000-03-15 00:00:00+00:00,-0.01647332
2000-03-16 00:00:00+00:00,0.00304094
2000-03-17 00:00:00+00:00,-0.00233645
2000-03-20 00:00:00+00:00,-0.05714286
2000-03-21 00:00:00+00:00,0.01065375
2000-03-22 00:00:00+00:00,-0.00913023
2000-03-23 00:00:00+00:00,0.00048356
2000-03-24 00:00:00+00:00,0.01353311
2000-03-27 00:00:00+00:00,0.00336215
2000-03-28 00:00:00+00:00,-0.02152080
2000-03-29 00:00:00+00:00,-0.02685051
2000-03-30 00:00:00+00:00,0.01105923
2000-03-31 00:00:00+00:00,0.02142837
2000-04-03 00:00:00+00:00,-0.02025072
2000-04-04 00:00:00+00:00,-0.04956055
2000-04-05 00:00:00+00:00,0.01581722
2000-04-06 00:00:00+00:00,-0.00696691
2000-04-07 00:00:00+00:00,-0.01496259
2000-04-10 00:00:00+00:00,-0.04607595
2000-04-11 00:00:00+00:00,0.00207900
2000-04-12 00:00:00+00:00,0.06431535
2000-04-13 00:00:00+00:00,0.00877193
2000-04-14 00:00:00+00:00,-0.02625656
2000-04-17 00:00:00+00:00,0.01314459
2000-04-18 00:00:00+00:00,0.00978916
2000-04-19 00:00:00+00:00,0.03866301
2000-04-20 00:00:00+00:00,-0.00146699
2000-04-24 00:00:00+00:00,0.00905975
2000-04-25 00:00:00+00:00,-0.01509618
2000-04-26 00:00:00+00:00,-0.02435424
2000-04-27 00:00:00+00:00,0.01197007
2000-04-28 00:00:00+00:00,0.01634473
2000-05-01 00:00:00+00:00,0.02230272
2000-05-02 00:00:00+00:00,0.04396405
2000-05-03 00:00:00+00:00,-0.02232779
2000-05-04 00:00:00+00:00,0.01729522
2000-05-05 00:00:00+00:00,0.00071429
2000-05-08 00:00:00+00:00,0.01119314
2000-05-09 00:00:00+00:00,0.02731983
2000-05-10 00:00:00+00:00,0.00837599
2000-05-11 00:00:00+00:00,0.03153989
2000-05-12 00:00:00+00:00,0.01665146
2000-05-15 00:00:00+00:00,0.00746437
2000-05-16 00:00:00+00:00,0.00360523
2000-05-17 00:00:00+00:00,0.00450450
2000-05-18 00:00:00+00:00,0.02966292
2000-05-19 00:00:00+00:00,-0.01107174
2000-05-22 00:00:00+00:00,-0.03342246
2000-05-23 00:00:00+00:00,0.00136054
2000-05-24 00:00:00+00:00,0.04852608
2000-05-25 00:00:00+00:00,0.01896780
2000-05-26 00:00:00+00:00,-0.01311762
2000-05-30 00:00:00+00:00,-0.00044014
2000-05-31 00:00:00+00:00,-0.03834825
2000-06-01 00:00:00+00:00,0.02827648
