Date,MXP
2002-01-18 00:00:00+00:00,-0.00543028
2002-01-22 00:00:00+00:00,-0.00212118
2002-01-23 00:00:00+00:00,0.00138530
2002-01-24 00:00:00+00:00,0.00276880
2002-01-25 00:00:00+00:00,-0.00350230
2002-01-28 00:00:00+00:00,-0.00553761
2002-01-29 00:00:00+00:00,-0.01082832
2002-01-30 00:00:00+00:00,0.01442531
2002-01-31 00:00:00+00:00,0.00000000
2002-02-01 00:00:00+00:00,0.00000000
2002-02-04 00:00:00+00:00,0.00138530
2002-02-05 00:00:00+00:00,0.00941394
2002-02-06 00:00:00+00:00,0.00486909
2002-02-07 00:00:00+00:00,-0.01081775
2002-02-08 00:00:00+00:00,0.01198157
2002-02-11 00:00:00+00:00,-0.00045809
2002-02-12 00:00:00+00:00,0.00732936
2002-02-13 00:00:00+00:00,0.00072993
2002-02-14 00:00:00+00:00,-0.00200730
2002-02-15 00:00:00+00:00,0.00273898
2002-02-19 00:00:00+00:00,-0.00282640
2002-02-20 00:00:00+00:00,0.00274098
2002-02-21 00:00:00+00:00,0.00000000
2002-02-22 00:00:00+00:00,-0.00200730
2002-02-25 00:00:00+00:00,0.00959342
2002-02-26 00:00:00+00:00,-0.00954719
2002-02-27 00:00:00+00:00,0.00137049
2002-02-28 00:00:00+00:00,-0.00410846
2002-03-01 00:00:00+00:00,0.00961274
2002-03-04 00:00:00+00:00,0.00200310
2002-03-05 00:00:00+00:00,0.00072793
2002-03-06 00:00:00+00:00,0.00136488
2002-03-07 00:00:00+00:00,0.00063648
2002-03-08 00:00:00+00:00,0.00136302
2002-03-11 00:00:00+00:00,0.00118128
2002-03-12 00:00:00+00:00,-0.00862852
2002-03-13 00:00:00+00:00,-0.00063822
2002-03-14 00:00:00+00:00,-0.00072939
2002-03-15 00:00:00+00:00,-0.01075857
2002-03-18 00:00:00+00:00,-0.00202765
2002-03-19 00:00:00+00:00,0.00415014
2002-03-20 00:00:00+00:00,0.00064469
2002-03-21 00:00:00+00:00,0.00460193
2002-03-22 00:00:00+00:00,0.00000000
2002-03-25 00:00:00+00:00,0.01157556
2002-03-26 00:00:00+00:00,-0.00419976
2002-03-27 00:00:00+00:00,0.00896615
2002-03-28 00:00:00+00:00,-0.00063822
2002-04-01 00:00:00+00:00,0.00127644
2002-04-02 00:00:00+00:00,-0.00337130
2002-04-03 00:00:00+00:00,-0.00209854
2002-04-04 00:00:00+00:00,0.00000000
2002-04-05 00:00:00+00:00,0.00694381
2002-04-08 00:00:00+00:00,-0.00345989
2002-04-09 00:00:00+00:00,-0.00136761
2002-04-10 00:00:00+00:00,-0.00209854
2002-04-11 00:00:00+00:00,-0.01023298
2002-04-12 00:00:00+00:00,-0.00780318
2002-04-15 00:00:00+00:00,-0.00341234
2002-04-16 00:00:00+00:00,0.00129474
2002-04-17 00:00:00+00:00,-0.01774492
2002-04-18 00:00:00+00:00,0.00400932
2002-04-19 00:00:00+00:00,-0.00929973
2002-04-22 00:00:00+00:00,0.00392413
2002-04-23 00:00:00+00:00,-0.00251913
2002-04-24 00:00:00+00:00,-0.00074745
2002-04-25 00:00:00+00:00,-0.01121181
2002-04-26 00:00:00+00:00,0.00206709
2002-04-29 00:00:00+00:00,-0.00985915
2002-04-30 00:00:00+00:00,-0.00396040
2002-05-01 00:00:00+00:00,-0.00756287
2002-05-02 00:00:00+00:00,-0.01214421
2002-05-03 00:00:00+00:00,0.00572519
2002-05-06 00:00:00+00:00,-0.00922931
2002-05-07 00:00:00+00:00,-0.00076445
2002-05-08 00:00:00+00:00,0.01796464
2002-05-09 00:00:00+00:00,-0.01061108
