Date,EURCHF
2000-07-14 00:00:00+00:00,-0.00181019
2000-07-17 00:00:00+00:00,0.00129416
2000-07-18 00:00:00+00:00,0.00174599
2000-07-19 00:00:00+00:00,-0.00213206
2000-07-20 00:00:00+00:00,0.00168154
2000-07-21 00:00:00+00:00,0.00529921
2000-07-24 00:00:00+00:00,-0.00109564
2000-07-25 00:00:00+00:00,-0.00193461
2000-07-26 00:00:00+00:00,0.00180738
2000-07-27 00:00:00+00:00,-0.00316007
2000-07-28 00:00:00+00:00,-0.00303637
2000-07-31 00:00:00+00:00,-0.00071170
2000-08-01 00:00:00+00:00,-0.00362460
2000-08-02 00:00:00+00:00,-0.00317728
2000-08-03 00:00:00+00:00,0.00493603
2000-08-04 00:00:00+00:00,0.00304503
2000-08-07 00:00:00+00:00,-0.00168187
2000-08-08 00:00:00+00:00,-0.00414320
2000-08-09 00:00:00+00:00,0.00012974
2000-08-10 00:00:00+00:00,0.00499416
2000-08-11 00:00:00+00:00,0.00789235
2000-08-14 00:00:00+00:00,0.00322186
2000-08-15 00:00:00+00:00,0.00579002
2000-08-16 00:00:00+00:00,0.00224517
2000-08-17 00:00:00+00:00,0.00192209
2000-08-18 00:00:00+00:00,-0.00396851
2000-08-21 00:00:00+00:00,0.00102623
2000-08-22 00:00:00+00:00,-0.00134624
2000-08-23 00:00:00+00:00,-0.01270126
2000-08-24 00:00:00+00:00,-0.00865186
2000-08-25 00:00:00+00:00,-0.00045390
2000-08-29 00:00:00+00:00,0.00505869
2000-08-30 00:00:00+00:00,0.00058222
2000-08-31 00:00:00+00:00,-0.00058211
2000-09-01 00:00:00+00:00,0.00452840
2000-09-05 00:00:00+00:00,0.00238833
2000-09-06 00:00:00+00:00,-0.00509316
2000-09-07 00:00:00+00:00,0.00187434
2000-09-08 00:00:00+00:00,-0.00245383
2000-09-11 00:00:00+00:00,-0.03148435
2000-09-13 00:00:00+00:00,-0.00085397
2000-09-14 00:00:00+00:00,0.00381203
2000-09-18 00:00:00+00:00,-0.01250573
2000-09-19 00:00:00+00:00,-0.01311195
2000-09-20 00:00:00+00:00,-0.00689792
2000-09-21 00:00:00+00:00,0.01064892
2000-09-22 00:00:00+00:00,0.00741476
2000-09-25 00:00:00+00:00,-0.00435356
2000-09-27 00:00:00+00:00,0.00654459
2000-09-28 00:00:00+00:00,0.00375593
2000-09-29 00:00:00+00:00,-0.00170996
2000-10-02 00:00:00+00:00,0.00026330
2000-10-03 00:00:00+00:00,-0.00895090
2000-10-04 00:00:00+00:00,0.00231390
2000-10-05 00:00:00+00:00,0.00290525
2000-10-06 00:00:00+00:00,-0.00283510
2000-10-09 00:00:00+00:00,0.00000000
2000-10-10 00:00:00+00:00,0.00290506
2000-10-11 00:00:00+00:00,-0.00988924
2000-10-12 00:00:00+00:00,-0.01331743
2000-10-13 00:00:00+00:00,0.01047225
2000-10-16 00:00:00+00:00,-0.00384820
2000-10-17 00:00:00+00:00,0.00166179
2000-10-18 00:00:00+00:00,-0.01256315
2000-10-19 00:00:00+00:00,0.00775246
2000-10-20 00:00:00+00:00,-0.00619133
2000-10-23 00:00:00+00:00,0.00113530
2000-10-24 00:00:00+00:00,0.00173518
2000-10-25 00:00:00+00:00,0.00353404
2000-10-26 00:00:00+00:00,0.00419329
2000-10-30 00:00:00+00:00,0.01760213
2000-10-31 00:00:00+00:00,0.00539900
2000-11-01 00:00:00+00:00,0.00151038
2000-11-02 00:00:00+00:00,-0.00019686
2000-11-06 00:00:00+00:00,-0.00610477
2000-11-07 00:00:00+00:00,-0.00026333
2000-11-09 00:00:00+00:00,-0.00131683
2000-11-10 00:00:00+00:00,0.00276698
2000-11-13 00:00:00+00:00,-0.00309211
2000-11-14 00:00:00+00:00,0.00039534
2000-11-15 00:00:00+00:00,0.00691700
2000-11-16 00:00:00+00:00,-0.00039391
2000-11-17 00:00:00+00:00,0.00157594
2000-11-20 00:00:00+00:00,-0.00032808
2000-11-21 00:00:00+00:00,-0.00610356
2000-11-22 00:00:00+00:00,-0.00157988
2000-11-24 00:00:00+00:00,-0.00428223
2000-11-27 00:00:00+00:00,-0.00376362
2000-11-28 00:00:00+00:00,-0.00476316
2000-11-29 00:00:00+00:00,0.00145889
2000-11-30 00:00:00+00:00,-0.00225285
2000-12-01 00:00:00+00:00,0.00729685
2000-12-04 00:00:00+00:00,-0.00641110
2000-12-05 00:00:00+00:00,0.00026522
2000-12-06 00:00:00+00:00,0.00894929
2000-12-07 00:00:00+00:00,-0.00442245
2000-12-08 00:00:00+00:00,-0.00105841
2000-12-11 00:00:00+00:00,-0.00622146
2000-12-12 00:00:00+00:00,0.00073260
2000-12-13 00:00:00+00:00,-0.00471166
2000-12-14 00:00:00+00:00,-0.00252760
2000-12-15 00:00:00+00:00,0.00026674
2000-12-18 00:00:00+00:00,-0.00273370
2000-12-19 00:00:00+00:00,0.00313794
2000-12-20 00:00:00+00:00,0.01566458
2000-12-21 00:00:00+00:00,0.00668034
2000-12-22 00:00:00+00:00,-0.00079103
2000-12-26 00:00:00+00:00,-0.00672646
2000-12-27 00:00:00+00:00,0.01078542
2000-12-28 00:00:00+00:00,-0.00684436
2000-12-29 00:00:00+00:00,0.00297167
2001-01-02 00:00:00+00:00,-0.00211012
2001-01-03 00:00:00+00:00,-0.00752525
2001-01-04 00:00:00+00:00,0.01563742
2001-01-05 00:00:00+00:00,0.00604905
2001-01-08 00:00:00+00:00,-0.00688344
2001-01-09 00:00:00+00:00,0.00013155
2001-01-10 00:00:00+00:00,0.00374901
2001-01-11 00:00:00+00:00,0.00919057
2001-01-12 00:00:00+00:00,0.00522773
2001-01-16 00:00:00+00:00,0.00202047
2001-01-17 00:00:00+00:00,-0.00130217
2001-01-18 00:00:00+00:00,-0.01263926
2001-01-19 00:00:00+00:00,0.00314713
2001-01-22 00:00:00+00:00,0.00386227
2001-01-23 00:00:00+00:00,-0.00156801
2001-01-24 00:00:00+00:00,-0.00261540
2001-01-25 00:00:00+00:00,-0.00294599
2001-01-26 00:00:00+00:00,-0.00242226
2001-01-29 00:00:00+00:00,-0.00479286
2001-01-30 00:00:00+00:00,0.00414637
2001-01-31 00:00:00+00:00,0.00820910
2001-02-01 00:00:00+00:00,0.00405547
2001-02-02 00:00:00+00:00,0.00613577
2001-02-05 00:00:00+00:00,-0.00130149
2001-02-06 00:00:00+00:00,0.00377678
2001-02-07 00:00:00+00:00,-0.00396490
2001-02-08 00:00:00+00:00,-0.00566664
2001-02-09 00:00:00+00:00,0.00352688
2001-02-12 00:00:00+00:00,0.00547659
2001-02-13 00:00:00+00:00,-0.00500650
2001-02-14 00:00:00+00:00,-0.00456294
2001-02-15 00:00:00+00:00,-0.00209068
2001-02-16 00:00:00+00:00,0.00660606
2001-02-20 00:00:00+00:00,-0.00117340
2001-02-21 00:00:00+00:00,-0.00136977
2001-02-22 00:00:00+00:00,-0.00241499
2001-02-23 00:00:00+00:00,0.00646932
2001-02-26 00:00:00+00:00,0.00006514
2001-02-27 00:00:00+00:00,0.00130268
2001-02-28 00:00:00+00:00,0.00520698
2001-03-01 00:00:00+00:00,-0.00467411
2001-03-02 00:00:00+00:00,0.00273295
2001-03-05 00:00:00+00:00,-0.00467897
2001-03-06 00:00:00+00:00,0.00625326
2001-03-07 00:00:00+00:00,-0.00090910
2001-03-08 00:00:00+00:00,0.00058464
2001-03-09 00:00:00+00:00,0.00123385
2001-03-12 00:00:00+00:00,-0.00298546
2001-03-13 00:00:00+00:00,0.00077998
2001-03-14 00:00:00+00:00,-0.00298857
2001-03-15 00:00:00+00:00,-0.00260654
2001-03-16 00:00:00+00:00,-0.00430641
2001-03-19 00:00:00+00:00,-0.00150396
2001-03-20 00:00:00+00:00,0.00497350
2001-03-21 00:00:00+00:00,-0.00417809
2001-03-22 00:00:00+00:00,-0.00366372
2001-03-23 00:00:00+00:00,0.00111410
2001-03-26 00:00:00+00:00,0.00668108
2001-03-27 00:00:00+00:00,-0.00228489
2001-03-28 00:00:00+00:00,-0.00509771
2001-03-29 00:00:00+00:00,-0.00615909
2001-03-30 00:00:00+00:00,0.00663819
2001-04-02 00:00:00+00:00,-0.00576444
2001-04-03 00:00:00+00:00,0.00052559
2001-04-04 00:00:00+00:00,0.00151057
2001-04-05 00:00:00+00:00,-0.00065630
2001-04-06 00:00:00+00:00,0.00262605
2001-04-09 00:00:00+00:00,-0.00091785
2001-04-10 00:00:00+00:00,-0.00295198
2001-04-11 00:00:00+00:00,-0.01090527
2001-04-12 00:00:00+00:00,0.00535007
2001-04-16 00:00:00+00:00,0.00105402
2001-04-17 00:00:00+00:00,0.00592573
2001-04-18 00:00:00+00:00,0.00557999
2001-04-19 00:00:00+00:00,-0.00346972
2001-04-20 00:00:00+00:00,0.00118033
2001-04-23 00:00:00+00:00,0.00078642
2001-04-24 00:00:00+00:00,0.00242369
2001-04-25 00:00:00+00:00,-0.00202800
2001-04-26 00:00:00+00:00,0.01159136
2001-04-27 00:00:00+00:00,-0.02129045
2001-04-30 00:00:00+00:00,0.02053577
2001-05-01 00:00:00+00:00,0.00429883
2001-05-02 00:00:00+00:00,0.00194970
2001-05-03 00:00:00+00:00,-0.00129845
2001-05-04 00:00:00+00:00,0.00350809
2001-05-07 00:00:00+00:00,-0.00356657
2001-05-08 00:00:00+00:00,-0.00097447
2001-05-09 00:00:00+00:00,0.00104011
2001-05-10 00:00:00+00:00,-0.00649730
2001-05-11 00:00:00+00:00,-0.00443257
2001-05-14 00:00:00+00:00,-0.00156811
2001-05-15 00:00:00+00:00,0.00117701
2001-05-16 00:00:00+00:00,0.00084962
2001-05-17 00:00:00+00:00,0.00398484
2001-05-18 00:00:00+00:00,-0.00136924
2001-05-21 00:00:00+00:00,-0.00267502
2001-05-22 00:00:00+00:00,-0.00352803
2001-05-23 00:00:00+00:00,-0.00634900
2001-05-24 00:00:00+00:00,-0.00091924
2001-05-25 00:00:00+00:00,0.00302174
2001-05-29 00:00:00+00:00,-0.00209891
2001-05-30 00:00:00+00:00,0.00006566
2001-05-31 00:00:00+00:00,-0.00551543
2001-06-01 00:00:00+00:00,0.00184368
2001-06-04 00:00:00+00:00,-0.00407841
2001-06-05 00:00:00+00:00,-0.00092281
2001-06-06 00:00:00+00:00,0.00329750
2001-06-07 00:00:00+00:00,0.00763760
2001-06-08 00:00:00+00:00,-0.00032795
2001-06-11 00:00:00+00:00,-0.00459167
2001-06-12 00:00:00+00:00,0.00269560
2001-06-13 00:00:00+00:00,0.00584373
2001-06-14 00:00:00+00:00,-0.00373159
2001-06-15 00:00:00+00:00,0.00722828
2001-06-18 00:00:00+00:00,-0.00307712
2001-06-19 00:00:00+00:00,-0.00163945
2001-06-20 00:00:00+00:00,-0.00308460
2001-06-21 00:00:00+00:00,-0.00723066
2001-06-22 00:00:00+00:00,-0.00039583
2001-06-25 00:00:00+00:00,0.00145167
2001-06-26 00:00:00+00:00,0.00369247
2001-06-27 00:00:00+00:00,-0.00315914
2001-06-28 00:00:00+00:00,-0.00125239
2001-06-29 00:00:00+00:00,0.00501220
2001-07-02 00:00:00+00:00,-0.00460496
2001-07-03 00:00:00+00:00,0.00382434
2001-07-05 00:00:00+00:00,-0.00210596
2001-07-06 00:00:00+00:00,-0.00243774
2001-07-09 00:00:00+00:00,0.00415567
2001-07-10 00:00:00+00:00,-0.00098743
2001-07-11 00:00:00+00:00,-0.00632286
2001-07-12 00:00:00+00:00,-0.00773043
2001-07-13 00:00:00+00:00,0.00265322
2001-07-16 00:00:00+00:00,0.00000000
2001-07-17 00:00:00+00:00,-0.00655803
2001-07-18 00:00:00+00:00,-0.00657895
2001-07-19 00:00:00+00:00,0.00333378
2001-07-20 00:00:00+00:00,-0.00106510
2001-07-23 00:00:00+00:00,0.00253080
2001-07-24 00:00:00+00:00,-0.00159638
2001-07-25 00:00:00+00:00,0.00599121
2001-07-26 00:00:00+00:00,0.00000000
2001-07-27 00:00:00+00:00,0.00039822
2001-07-30 00:00:00+00:00,0.00159257
2001-07-31 00:00:00+00:00,0.00212173
2001-08-01 00:00:00+00:00,-0.00410650
2001-08-02 00:00:00+00:00,0.00106192
2001-08-03 00:00:00+00:00,-0.00066331
2001-08-06 00:00:00+00:00,-0.00272046
2001-08-07 00:00:00+00:00,-0.00106298
2001-08-08 00:00:00+00:00,-0.00113002
2001-08-09 00:00:00+00:00,-0.00000000
2001-08-10 00:00:00+00:00,0.00991021
2001-08-13 00:00:00+00:00,0.00542723
2001-08-14 00:00:00+00:00,0.00079208
2001-08-15 00:00:00+00:00,0.00191343
2001-08-16 00:00:00+00:00,0.00065924
2001-08-17 00:00:00+00:00,0.00079083
2001-08-20 00:00:00+00:00,-0.00092227
2001-08-21 00:00:00+00:00,-0.00158176
2001-08-22 00:00:00+00:00,0.00639799
2001-08-23 00:00:00+00:00,-0.00269595
2001-08-24 00:00:00+00:00,0.00111938
2001-08-27 00:00:00+00:00,-0.00072387
2001-08-28 00:00:00+00:00,-0.00441022
2001-08-29 00:00:00+00:00,0.00224304
2001-08-30 00:00:00+00:00,-0.00408594
2001-08-31 00:00:00+00:00,0.00204715
2001-09-04 00:00:00+00:00,-0.00448578
2001-09-05 00:00:00+00:00,-0.00125612
2001-09-06 00:00:00+00:00,0.00019845
2001-09-07 00:00:00+00:00,0.00628389
2001-09-10 00:00:00+00:00,-0.00032968
2001-09-11 00:00:00+00:00,-0.00857294
2001-09-13 00:00:00+00:00,-0.00980197
2001-09-14 00:00:00+00:00,-0.00825346
2001-09-17 00:00:00+00:00,-0.01375839
2001-09-18 00:00:00+00:00,-0.00290560
2001-09-19 00:00:00+00:00,-0.00669960
2001-09-20 00:00:00+00:00,-0.00665444
2001-09-21 00:00:00+00:00,-0.03002024
2001-09-24 00:00:00+00:00,0.02911137
2001-09-25 00:00:00+00:00,0.00356116
2001-09-26 00:00:00+00:00,0.01182663
2001-09-27 00:00:00+00:00,0.00679579
2001-09-28 00:00:00+00:00,-0.00839824
2001-10-01 00:00:00+00:00,0.01074538
2001-10-02 00:00:00+00:00,0.00554691
2001-10-03 00:00:00+00:00,-0.00398003
2001-10-04 00:00:00+00:00,0.00331193
2001-10-05 00:00:00+00:00,-0.00263176
2001-10-08 00:00:00+00:00,0.00000000
2001-10-09 00:00:00+00:00,-0.00108108
2001-10-10 00:00:00+00:00,-0.00067600
2001-10-11 00:00:00+00:00,0.00385422
2001-10-12 00:00:00+00:00,-0.00587124
2001-10-15 00:00:00+00:00,-0.00406119
2001-10-16 00:00:00+00:00,0.00779978
2001-10-17 00:00:00+00:00,-0.00459397
2001-10-18 00:00:00+00:00,-0.00264085
2001-10-19 00:00:00+00:00,-0.00183076
2001-10-22 00:00:00+00:00,0.00291822
2001-10-23 00:00:00+00:00,0.00033882
2001-10-24 00:00:00+00:00,0.00284572
2001-10-25 00:00:00+00:00,-0.00751015
2001-10-26 00:00:00+00:00,-0.00095070
2001-10-29 00:00:00+00:00,-0.00230994
2001-10-30 00:00:00+00:00,-0.00537342
2001-10-31 00:00:00+00:00,0.00170509
2001-11-01 00:00:00+00:00,0.00197615
2001-11-02 00:00:00+00:00,0.00102117
2001-11-05 00:00:00+00:00,0.00054433
2001-11-06 00:00:00+00:00,-0.00258486
2001-11-07 00:00:00+00:00,-0.00156654
2001-11-08 00:00:00+00:00,-0.00361282
2001-11-09 00:00:00+00:00,-0.00143403
2001-11-13 00:00:00+00:00,0.00915738
2001-11-14 00:00:00+00:00,-0.00408191
2001-11-15 00:00:00+00:00,-0.00409026
2001-11-16 00:00:00+00:00,0.00109305
2001-11-19 00:00:00+00:00,-0.00969614
2001-11-20 00:00:00+00:00,-0.00315631
2001-11-21 00:00:00+00:00,-0.00316129
2001-11-23 00:00:00+00:00,0.01390514
2001-11-26 00:00:00+00:00,0.00088871
2001-11-27 00:00:00+00:00,-0.00170823
2001-11-28 00:00:00+00:00,-0.00191479
2001-11-29 00:00:00+00:00,0.01033539
2001-11-30 00:00:00+00:00,0.00217909
2001-12-03 00:00:00+00:00,0.00618921
2001-12-04 00:00:00+00:00,-0.00461048
2001-12-05 00:00:00+00:00,0.00319445
2001-12-06 00:00:00+00:00,0.00047496
2001-12-07 00:00:00+00:00,0.00183162
2001-12-10 00:00:00+00:00,0.00548966
2001-12-11 00:00:00+00:00,-0.00662341
2001-12-12 00:00:00+00:00,-0.00047467
2001-12-13 00:00:00+00:00,0.00088177
2001-12-14 00:00:00+00:00,-0.00515254
2001-12-17 00:00:00+00:00,0.00286221
2001-12-18 00:00:00+00:00,0.00054440
2001-12-19 00:00:00+00:00,-0.00040819
2001-12-20 00:00:00+00:00,-0.00857376
2001-12-21 00:00:00+00:00,-0.00006834
2001-12-24 00:00:00+00:00,0.02344017
2001-12-26 00:00:00+00:00,0.00270179
2001-12-27 00:00:00+00:00,-0.00640809
2001-12-28 00:00:00+00:00,-0.00257174
2001-12-31 00:00:00+00:00,-0.00121976
2002-01-02 00:00:00+00:00,0.00766206
2002-01-03 00:00:00+00:00,-0.00148598
2002-01-04 00:00:00+00:00,-0.00763823
2002-01-07 00:00:00+00:00,-0.00549600
2002-01-08 00:00:00+00:00,0.00401415
2002-01-09 00:00:00+00:00,0.00366624
2002-01-10 00:00:00+00:00,0.00169411
2002-01-11 00:00:00+00:00,-0.00473934
2002-01-14 00:00:00+00:00,0.00427553
2002-01-15 00:00:00+00:00,-0.00609426
2002-01-16 00:00:00+00:00,-0.01283619
2002-01-17 00:00:00+00:00,0.00225579
2002-01-18 00:00:00+00:00,-0.00013656
2002-01-22 00:00:00+00:00,0.00505292
2002-01-23 00:00:00+00:00,-0.00544885
2002-01-24 00:00:00+00:00,0.00375632
2002-01-25 00:00:00+00:00,0.00484014
2002-01-28 00:00:00+00:00,-0.00435256
2002-01-29 00:00:00+00:00,0.00163577
2002-01-30 00:00:00+00:00,0.00068101
2002-01-31 00:00:00+00:00,0.00769283
2002-02-01 00:00:00+00:00,0.00101729
2002-02-04 00:00:00+00:00,-0.00115246
2002-02-05 00:00:00+00:00,-0.00495184
2002-02-06 00:00:00+00:00,-0.00183599
2002-02-07 00:00:00+00:00,0.00034030
2002-02-08 00:00:00+00:00,0.00462711
2002-02-11 00:00:00+00:00,0.00183299
2002-02-12 00:00:00+00:00,0.00210269
2002-02-13 00:00:00+00:00,0.00433634
2002-02-14 00:00:00+00:00,0.00365087
2002-02-15 00:00:00+00:00,-0.00040491
2002-02-19 00:00:00+00:00,-0.00668242
2002-02-20 00:00:00+00:00,0.00169319
2002-02-21 00:00:00+00:00,0.00074435
2002-02-22 00:00:00+00:00,-0.00033820
2002-02-25 00:00:00+00:00,-0.00581828
2002-02-26 00:00:00+00:00,0.00074637
2002-02-27 00:00:00+00:00,0.00047477
2002-02-28 00:00:00+00:00,-0.00122059
2002-03-01 00:00:00+00:00,0.00271407
2002-03-04 00:00:00+00:00,0.00081317
2002-03-05 00:00:00+00:00,-0.00020321
2002-03-06 00:00:00+00:00,-0.00298083
2002-03-07 00:00:00+00:00,-0.00237466
2002-03-08 00:00:00+00:00,0.00217347
2002-03-11 00:00:00+00:00,-0.00549600
2002-03-12 00:00:00+00:00,-0.00129260
2002-03-13 00:00:00+00:00,-0.00177003
2002-03-14 00:00:00+00:00,-0.00940247
2002-03-15 00:00:00+00:00,0.00233854
2002-03-18 00:00:00+00:00,0.00109913
2002-03-19 00:00:00+00:00,0.00226571
2002-03-20 00:00:00+00:00,-0.00157729
2002-03-21 00:00:00+00:00,-0.00178449
2002-03-22 00:00:00+00:00,0.00013739
2002-03-25 00:00:00+00:00,-0.00020606
2002-03-26 00:00:00+00:00,0.00137391
2002-03-27 00:00:00+00:00,0.00240269
2002-03-28 00:00:00+00:00,0.00329105
2002-04-01 00:00:00+00:00,-0.00472312
2002-04-02 00:00:00+00:00,-0.00054889
2002-04-03 00:00:00+00:00,-0.00219614
2002-04-04 00:00:00+00:00,0.00013740
2002-04-05 00:00:00+00:00,0.00377799
2002-04-08 00:00:00+00:00,0.00116558
2002-04-09 00:00:00+00:00,0.00322028
2002-04-10 00:00:00+00:00,0.00123136
2002-04-11 00:00:00+00:00,-0.00280323
2002-04-12 00:00:00+00:00,-0.00034235
2002-04-15 00:00:00+00:00,0.00294460
2002-04-16 00:00:00+00:00,0.00129923
2002-04-17 00:00:00+00:00,0.00300649
2002-04-18 00:00:00+00:00,-0.00368475
2002-04-19 00:00:00+00:00,-0.00061522
2002-04-22 00:00:00+00:00,0.00314551
2002-04-23 00:00:00+00:00,-0.00232129
2002-04-24 00:00:00+00:00,-0.00136705
2002-04-25 00:00:00+00:00,-0.00389877
2002-04-26 00:00:00+00:00,0.00068531
2002-04-29 00:00:00+00:00,-0.00095910
2002-04-30 00:00:00+00:00,-0.01171955
2002-05-01 00:00:00+00:00,-0.00379180
2002-05-02 00:00:00+00:00,0.00186503
2002-05-03 00:00:00+00:00,0.00303553
2002-05-06 00:00:00+00:00,0.00089538
2002-05-07 00:00:00+00:00,-0.00234063
2002-05-08 00:00:00+00:00,0.00144738
2002-05-09 00:00:00+00:00,-0.00309917
2002-05-10 00:00:00+00:00,0.00206939
2002-05-13 00:00:00+00:00,0.00041345
2002-05-14 00:00:00+00:00,0.00365140
2002-05-15 00:00:00+00:00,-0.00247559
2002-05-16 00:00:00+00:00,0.00151473
2002-05-17 00:00:00+00:00,-0.00144479
2002-05-20 00:00:00+00:00,-0.00275387
2002-05-21 00:00:00+00:00,-0.00275767
2002-05-22 00:00:00+00:00,0.00317592
2002-05-23 00:00:00+00:00,0.00172319
2002-05-24 00:00:00+00:00,0.00606019
2002-05-28 00:00:00+00:00,0.00528665
2002-05-29 00:00:00+00:00,0.00684838
2002-05-30 00:00:00+00:00,-0.00395850
2002-05-31 00:00:00+00:00,-0.00068381
2002-06-03 00:00:00+00:00,0.00656680
2002-06-04 00:00:00+00:00,0.00327265
2002-06-05 00:00:00+00:00,0.00108910
2002-06-06 00:00:00+00:00,0.00421826
2002-06-07 00:00:00+00:00,-0.00563515
2002-06-10 00:00:00+00:00,0.00340437
2002-06-11 00:00:00+00:00,0.00367047
2002-06-12 00:00:00+00:00,0.00535993
2002-06-13 00:00:00+00:00,-0.00351851
2002-06-14 00:00:00+00:00,-0.00569376
2002-06-17 00:00:00+00:00,0.00115891
2002-06-18 00:00:00+00:00,-0.00034065
2002-06-19 00:00:00+00:00,-0.00592845
2002-06-20 00:00:00+00:00,0.00061509
2002-06-21 00:00:00+00:00,-0.00553430
2002-06-24 00:00:00+00:00,0.00041110
2002-06-25 00:00:00+00:00,0.00054802
2002-06-26 00:00:00+00:00,0.00130119
2002-06-27 00:00:00+00:00,0.00465371
2002-06-28 00:00:00+00:00,-0.00184351
2002-07-01 00:00:00+00:00,-0.00129861
2002-07-02 00:00:00+00:00,-0.00506087
2002-07-03 00:00:00+00:00,-0.00246829
2002-07-05 00:00:00+00:00,0.00446214
2002-07-08 00:00:00+00:00,0.00438356
2002-07-09 00:00:00+00:00,0.00519410
2002-07-10 00:00:00+00:00,-0.00320382
2002-07-11 00:00:00+00:00,-0.00662206
2002-07-12 00:00:00+00:00,0.00479485
2002-07-15 00:00:00+00:00,-0.00430504
2002-07-16 00:00:00+00:00,0.00164350
2002-07-17 00:00:00+00:00,-0.00171057
2002-07-18 00:00:00+00:00,-0.00109574
2002-07-19 00:00:00+00:00,-0.00486501
2002-07-22 00:00:00+00:00,-0.00707466
2002-07-23 00:00:00+00:00,-0.00317045
2002-07-24 00:00:00+00:00,-0.00911162
2002-07-25 00:00:00+00:00,-0.00013870
2002-07-26 00:00:00+00:00,-0.00006935
2002-07-29 00:00:00+00:00,0.01414702
2002-07-30 00:00:00+00:00,0.00165266
2002-07-31 00:00:00+00:00,-0.00701754
2002-08-01 00:00:00+00:00,-0.00504004
2002-08-02 00:00:00+00:00,0.00249187
2002-08-05 00:00:00+00:00,0.00407881
2002-08-06 00:00:00+00:00,0.00441532
2002-08-07 00:00:00+00:00,0.00158315
