Date,CZK
2004-09-14 00:00:00+00:00,0.00596831
2004-09-15 00:00:00+00:00,-0.01908279
2004-09-16 00:00:00+00:00,0.00849389
2004-09-17 00:00:00+00:00,0.00319752
2004-09-20 00:00:00+00:00,-0.00411925
2004-09-21 00:00:00+00:00,0.01991641
2004-09-22 00:00:00+00:00,-0.01553081
2004-09-23 00:00:00+00:00,-0.00195654
2004-09-24 00:00:00+00:00,0.00360769
2004-09-27 00:00:00+00:00,0.00540179
2004-09-28 00:00:00+00:00,0.00430990
2004-09-29 00:00:00+00:00,-0.00911325
2004-09-30 00:00:00+00:00,0.02376177
2004-10-01 00:00:00+00:00,-0.00437125
2004-10-04 00:00:00+00:00,-0.01630075
2004-10-05 00:00:00+00:00,0.00708746
2004-10-06 00:00:00+00:00,-0.00337769
2004-10-07 00:00:00+00:00,0.01363613
2004-10-08 00:00:00+00:00,0.01110489
2004-10-12 00:00:00+00:00,-0.01783181
2004-10-13 00:00:00+00:00,0.00490697
2004-10-14 00:00:00+00:00,0.00713849
2004-10-15 00:00:00+00:00,0.01077126
2004-10-18 00:00:00+00:00,0.01425106
2004-10-19 00:00:00+00:00,-0.00210748
2004-10-20 00:00:00+00:00,0.00271248
2004-10-21 00:00:00+00:00,0.00812641
2004-10-22 00:00:00+00:00,0.00389688
2004-10-25 00:00:00+00:00,0.01615557
2004-10-26 00:00:00+00:00,-0.00979374
2004-10-27 00:00:00+00:00,-0.00009941
2004-10-28 00:00:00+00:00,0.00208779
2004-10-29 00:00:00+00:00,0.01569173
2004-11-01 00:00:00+00:00,-0.00827749
2004-11-02 00:00:00+00:00,-0.00534336
2004-11-03 00:00:00+00:00,0.02202599
2004-11-04 00:00:00+00:00,0.00471050
2004-11-05 00:00:00+00:00,0.01380458
2004-11-08 00:00:00+00:00,-0.00223638
2004-11-09 00:00:00+00:00,-0.00340699
2004-11-10 00:00:00+00:00,-0.00351031
2004-11-12 00:00:00+00:00,0.01250305
2004-11-15 00:00:00+00:00,-0.00106781
2004-11-16 00:00:00+00:00,0.00786713
2004-11-17 00:00:00+00:00,0.01963914
2004-11-18 00:00:00+00:00,-0.00986779
2004-11-19 00:00:00+00:00,0.01810042
2004-11-22 00:00:00+00:00,0.00095415
2004-11-23 00:00:00+00:00,0.00934624
2004-11-24 00:00:00+00:00,0.01072259
2004-11-26 00:00:00+00:00,0.02416234
2004-11-29 00:00:00+00:00,-0.00354378
2004-11-30 00:00:00+00:00,0.00205531
2004-12-01 00:00:00+00:00,0.00923938
2004-12-02 00:00:00+00:00,-0.00148637
2004-12-03 00:00:00+00:00,0.03002835
2004-12-06 00:00:00+00:00,-0.00192344
2004-12-07 00:00:00+00:00,0.00421728
2004-12-08 00:00:00+00:00,-0.02140799
2004-12-09 00:00:00+00:00,0.00110972
2004-12-10 00:00:00+00:00,-0.00794861
2004-12-13 00:00:00+00:00,0.00686679
2004-12-14 00:00:00+00:00,0.00285701
2004-12-15 00:00:00+00:00,0.01564513
2004-12-16 00:00:00+00:00,-0.02976897
2004-12-17 00:00:00+00:00,0.02141268
2004-12-20 00:00:00+00:00,0.01559132
2004-12-21 00:00:00+00:00,-0.00891841
2004-12-22 00:00:00+00:00,0.00356506
2004-12-23 00:00:00+00:00,0.01094990
2004-12-27 00:00:00+00:00,0.02359561
2004-12-28 00:00:00+00:00,-0.00475379
2004-12-29 00:00:00+00:00,0.00260733
2004-12-30 00:00:00+00:00,0.01337883
2004-12-31 00:00:00+00:00,-0.01021273
2005-01-03 00:00:00+00:00,-0.01479290
2005-01-04 00:00:00+00:00,-0.03350946
2005-01-05 00:00:00+00:00,0.00610876
2005-01-06 00:00:00+00:00,-0.01286689
2005-01-07 00:00:00+00:00,-0.01990967
2005-01-10 00:00:00+00:00,0.01349967
2005-01-11 00:00:00+00:00,0.00055486
2005-01-12 00:00:00+00:00,0.01922988
2005-01-13 00:00:00+00:00,-0.01501763
2005-01-14 00:00:00+00:00,-0.01462379
2005-01-18 00:00:00+00:00,-0.00850411
2005-01-19 00:00:00+00:00,0.00340692
2005-01-20 00:00:00+00:00,-0.00875437
2005-01-21 00:00:00+00:00,0.01487719
2005-01-24 00:00:00+00:00,0.00966318
2005-01-25 00:00:00+00:00,-0.00952601
2005-01-26 00:00:00+00:00,0.01825784
2005-01-27 00:00:00+00:00,-0.01344074
2005-01-28 00:00:00+00:00,0.00083414
2005-01-31 00:00:00+00:00,0.00370576
2005-02-01 00:00:00+00:00,0.01156069
2005-02-02 00:00:00+00:00,-0.00271264
2005-02-03 00:00:00+00:00,-0.01330265
2005-02-04 00:00:00+00:00,-0.00685852
2005-02-07 00:00:00+00:00,-0.01082462
2005-02-08 00:00:00+00:00,-0.01064177
2005-02-09 00:00:00+00:00,0.01250294
2005-02-10 00:00:00+00:00,0.00564761
2005-02-11 00:00:00+00:00,-0.00707800
2005-02-14 00:00:00+00:00,0.01584112
2005-02-15 00:00:00+00:00,0.00778679
2005-02-16 00:00:00+00:00,0.00346420
2005-02-17 00:00:00+00:00,0.01194925
2005-02-18 00:00:00+00:00,0.00733104
2005-02-22 00:00:00+00:00,0.02557078
2005-02-23 00:00:00+00:00,-0.00550169
2005-02-24 00:00:00+00:00,-0.00451977
2005-02-25 00:00:00+00:00,0.01929785
2005-02-28 00:00:00+00:00,0.00314254
2005-03-01 00:00:00+00:00,-0.00372047
2005-03-02 00:00:00+00:00,-0.00929293
2005-03-03 00:00:00+00:00,-0.00450958
2005-03-04 00:00:00+00:00,0.02259887
2005-03-07 00:00:00+00:00,0.00375418
2005-03-08 00:00:00+00:00,0.03046795
2005-03-09 00:00:00+00:00,0.00880088
2005-03-10 00:00:00+00:00,-0.00547645
2005-03-11 00:00:00+00:00,0.00549451
2005-03-14 00:00:00+00:00,-0.00876232
2005-03-15 00:00:00+00:00,-0.02068508
2005-03-16 00:00:00+00:00,0.00764007
2005-03-17 00:00:00+00:00,0.00226919
2005-03-18 00:00:00+00:00,-0.01331853
2005-03-21 00:00:00+00:00,-0.03401117
2005-03-22 00:00:00+00:00,-0.00937429
2005-03-23 00:00:00+00:00,-0.02821918
2005-03-24 00:00:00+00:00,-0.00398610
2005-03-28 00:00:00+00:00,-0.01291521
2005-03-29 00:00:00+00:00,0.00383644
2005-03-30 00:00:00+00:00,0.01526254
2005-03-31 00:00:00+00:00,-0.00032407
2005-04-01 00:00:00+00:00,-0.00426419
2005-04-04 00:00:00+00:00,-0.00733894
2005-04-05 00:00:00+00:00,0.00699301
2005-04-06 00:00:00+00:00,-0.00394890
2005-04-07 00:00:00+00:00,-0.00074505
2005-04-08 00:00:00+00:00,0.01396973
2005-04-11 00:00:00+00:00,0.00924855
2005-04-12 00:00:00+00:00,-0.01417722
2005-04-13 00:00:00+00:00,0.00463499
2005-04-14 00:00:00+00:00,-0.02349133
2005-04-15 00:00:00+00:00,0.00318129
2005-04-18 00:00:00+00:00,0.01550750
2005-04-19 00:00:00+00:00,-0.00964079
2005-04-20 00:00:00+00:00,0.02095460
2005-04-21 00:00:00+00:00,-0.00663992
2005-04-22 00:00:00+00:00,-0.00462428
