Date,MSCIEMASIA
2023-11-28 00:00:00+00:00,0.01641508
2023-11-29 00:00:00+00:00,-0.01766727
2023-11-30 00:00:00+00:00,0.00370950
2023-12-01 00:00:00+00:00,0.00353909
2023-12-04 00:00:00+00:00,-0.02175877
2023-12-05 00:00:00+00:00,-0.01336432
2023-12-06 00:00:00+00:00,0.00108587
2023-12-07 00:00:00+00:00,0.00893454
2023-12-08 00:00:00+00:00,-0.00648325
2023-12-11 00:00:00+00:00,0.01502379
2023-12-12 00:00:00+00:00,0.00223732
2023-12-13 00:00:00+00:00,0.00612380
2023-12-14 00:00:00+00:00,0.02185567
2023-12-15 00:00:00+00:00,-0.00782077
2023-12-18 00:00:00+00:00,-0.00212749
2023-12-19 00:00:00+00:00,0.01556612
2023-12-20 00:00:00+00:00,-0.03942448
2023-12-21 00:00:00+00:00,0.03970491
2023-12-22 00:00:00+00:00,-0.01438323
2023-12-26 00:00:00+00:00,0.01661211
2023-12-27 00:00:00+00:00,0.01160903
2023-12-28 00:00:00+00:00,0.02284100
2023-12-29 00:00:00+00:00,-0.00063862
2024-01-02 00:00:00+00:00,-0.03034417
2024-01-03 00:00:00+00:00,-0.00567675
2024-01-04 00:00:00+00:00,-0.00927131
2024-01-05 00:00:00+00:00,-0.00204315
2024-01-08 00:00:00+00:00,0.00081780
2024-01-09 00:00:00+00:00,-0.03065228
2024-01-10 00:00:00+00:00,-0.00456697
2024-01-11 00:00:00+00:00,0.00956818
2024-01-12 00:00:00+00:00,0.00529977
2024-01-15 00:00:00+00:00,0.00000000
2024-01-16 00:00:00+00:00,-0.05214521
2024-01-17 00:00:00+00:00,-0.03261883
2024-01-18 00:00:00+00:00,0.02128026
2024-01-19 00:00:00+00:00,0.02318841
2024-01-22 00:00:00+00:00,-0.01762226
2024-01-23 00:00:00+00:00,0.01735137
2024-01-24 00:00:00+00:00,0.02682186
2024-01-25 00:00:00+00:00,-0.00191459
2024-01-26 00:00:00+00:00,-0.00174956
2024-01-29 00:00:00+00:00,0.00425284
2024-01-30 00:00:00+00:00,-0.01972370
2024-01-31 00:00:00+00:00,-0.01302849
2024-02-01 00:00:00+00:00,0.01664976
2024-02-02 00:00:00+00:00,0.00201123
2024-02-05 00:00:00+00:00,0.00486414
2024-02-06 00:00:00+00:00,0.05080348
2024-02-07 00:00:00+00:00,0.00195902
2024-02-08 00:00:00+00:00,-0.00970241
2024-02-09 00:00:00+00:00,0.01122767
2024-02-12 00:00:00+00:00,0.01532442
2024-02-13 00:00:00+00:00,-0.03955671
2024-02-14 00:00:00+00:00,0.03229270
2024-02-15 00:00:00+00:00,0.00772169
2024-02-16 00:00:00+00:00,0.00971896
2024-02-19 00:00:00+00:00,-0.00685539
2024-02-20 00:00:00+00:00,0.00687758
2024-02-21 00:00:00+00:00,0.00540105
2024-02-22 00:00:00+00:00,0.02686183
2024-02-23 00:00:00+00:00,0.00079384
2024-02-26 00:00:00+00:00,-0.00976036
2024-02-27 00:00:00+00:00,0.00095724
2024-02-28 00:00:00+00:00,-0.02766704
2024-02-29 00:00:00+00:00,0.00355671
2024-03-01 00:00:00+00:00,0.02678716
2024-03-04 00:00:00+00:00,0.00159210
2024-03-05 00:00:00+00:00,-0.02060789
2024-03-06 00:00:00+00:00,0.03271178
2024-03-07 00:00:00+00:00,0.01510598
2024-03-08 00:00:00+00:00,0.00070649
2024-03-11 00:00:00+00:00,0.00659082
2024-03-12 00:00:00+00:00,0.02464018
2024-03-13 00:00:00+00:00,-0.01438181
2024-03-14 00:00:00+00:00,-0.00848910
2024-03-15 00:00:00+00:00,-0.01345748
2024-03-18 00:00:00+00:00,0.00748149
2024-03-19 00:00:00+00:00,-0.01506828
2024-03-20 00:00:00+00:00,0.02015651
2024-03-21 00:00:00+00:00,0.00266062
2024-03-22 00:00:00+00:00,-0.01383353
2024-03-25 00:00:00+00:00,0.00259618
2024-03-26 00:00:00+00:00,0.00000000
2024-03-27 00:00:00+00:00,-0.00110037
2024-03-28 00:00:00+00:00,0.01006368
