Date,NASDAQ
2000-01-04 00:00:00+00:00,-0.14982442
2000-01-05 00:00:00+00:00,-0.02529866
2000-01-06 00:00:00+00:00,-0.11387900
2000-01-07 00:00:00+00:00,0.14792453
2000-01-10 00:00:00+00:00,0.11946592
2000-01-11 00:00:00+00:00,-0.10344828
2000-01-12 00:00:00+00:00,-0.04000000
2000-01-13 00:00:00+00:00,0.08505780
2000-01-14 00:00:00+00:00,0.05420945
2000-01-18 00:00:00+00:00,0.03038784
2000-01-19 00:00:00+00:00,0.02232729
2000-01-20 00:00:00+00:00,0.01376623
2000-01-21 00:00:00+00:00,0.00722301
2000-01-24 00:00:00+00:00,-0.10618331
2000-01-25 00:00:00+00:00,0.05891136
2000-01-26 00:00:00+00:00,-0.07279441
2000-01-27 00:00:00+00:00,-0.01012450
2000-01-28 00:00:00+00:00,-0.08910891
2000-01-31 00:00:00+00:00,0.07913669
2000-02-01 00:00:00+00:00,0.03626298
2000-02-02 00:00:00+00:00,0.03764453
2000-02-03 00:00:00+00:00,0.07460106
2000-02-04 00:00:00+00:00,0.01094796
2000-02-07 00:00:00+00:00,0.02302674
2000-02-08 00:00:00+00:00,0.07827739
2000-02-09 00:00:00+00:00,-0.06436726
2000-02-10 00:00:00+00:00,0.06811886
2000-02-11 00:00:00+00:00,-0.05566382
2000-02-14 00:00:00+00:00,0.00538038
2000-02-15 00:00:00+00:00,0.01709722
2000-02-16 00:00:00+00:00,-0.00692726
2000-02-17 00:00:00+00:00,0.03982630
2000-02-18 00:00:00+00:00,-0.06384016
2000-02-22 00:00:00+00:00,-0.00238693
2000-02-23 00:00:00+00:00,0.10805031
2000-02-24 00:00:00+00:00,0.02799043
2000-02-25 00:00:00+00:00,-0.02286248
2000-02-28 00:00:00+00:00,-0.01515332
2000-02-29 00:00:00+00:00,0.06581792
2000-03-01 00:00:00+00:00,0.01059865
2000-03-02 00:00:00+00:00,-0.04079740
2000-03-03 00:00:00+00:00,0.10567954
2000-03-06 00:00:00+00:00,0.01739423
2000-03-07 00:00:00+00:00,-0.04982167
2000-03-08 00:00:00+00:00,0.03532900
2000-03-09 00:00:00+00:00,0.06334081
2000-03-10 00:00:00+00:00,0.00076203
2000-03-13 00:00:00+00:00,-0.06303663
2000-03-14 00:00:00+00:00,-0.03016033
2000-03-15 00:00:00+00:00,-0.03121387
2000-03-16 00:00:00+00:00,0.05441527
