Date,EU-DJ-UTIL
2016-03-03 00:00:00+00:00,-0.00081466
2016-03-04 00:00:00+00:00,0.00081533
2016-03-07 00:00:00+00:00,-0.01303462
2016-03-08 00:00:00+00:00,-0.00453983
2016-03-09 00:00:00+00:00,0.00578031
2016-03-10 00:00:00+00:00,0.00783182
2016-03-11 00:00:00+00:00,0.02126789
2016-03-14 00:00:00+00:00,0.00560673
2016-03-15 00:00:00+00:00,-0.06849861
2016-03-16 00:00:00+00:00,-0.00450266
2016-03-17 00:00:00+00:00,0.00370066
2016-03-18 00:00:00+00:00,0.01310938
2016-03-21 00:00:00+00:00,-0.00768298
2016-03-22 00:00:00+00:00,-0.00366748
2016-03-23 00:00:00+00:00,-0.00981595
2016-03-24 00:00:00+00:00,0.00371747
2016-03-29 00:00:00+00:00,0.00905350
2016-03-30 00:00:00+00:00,0.01672104
2016-03-31 00:00:00+00:00,-0.01564380
2016-04-01 00:00:00+00:00,-0.01059495
2016-04-04 00:00:00+00:00,0.00041186
2016-04-05 00:00:00+00:00,-0.01893783
2016-04-06 00:00:00+00:00,-0.00335711
2016-04-07 00:00:00+00:00,-0.00378947
2016-04-08 00:00:00+00:00,0.02113271
2016-04-11 00:00:00+00:00,0.00496689
2016-04-12 00:00:00+00:00,0.00082372
2016-04-13 00:00:00+00:00,0.01316872
2016-04-14 00:00:00+00:00,0.00487409
2016-04-15 00:00:00+00:00,0.00444624
2016-04-18 00:00:00+00:00,0.00201207
2016-04-19 00:00:00+00:00,0.00441767
2016-04-20 00:00:00+00:00,0.01479408
2016-04-21 00:00:00+00:00,-0.00748621
2016-04-22 00:00:00+00:00,0.00277888
2016-04-25 00:00:00+00:00,-0.01068884
2016-04-26 00:00:00+00:00,0.00840336
2016-04-27 00:00:00+00:00,0.01666667
2016-04-28 00:00:00+00:00,-0.00234192
2016-04-29 00:00:00+00:00,-0.00234742
2016-05-02 00:00:00+00:00,0.00039216
2016-05-03 00:00:00+00:00,-0.01607213
2016-05-04 00:00:00+00:00,-0.01155378
2016-05-05 00:00:00+00:00,-0.00080613
2016-05-06 00:00:00+00:00,0.00403388
2016-05-09 00:00:00+00:00,0.00482121
2016-05-10 00:00:00+00:00,0.00079968
2016-05-11 00:00:00+00:00,-0.01877747
2016-05-12 00:00:00+00:00,0.00488599
2016-05-13 00:00:00+00:00,0.00769854
2016-05-16 00:00:00+00:00,-0.00241255
2016-05-17 00:00:00+00:00,-0.00523982
2016-05-18 00:00:00+00:00,-0.00688817
2016-05-19 00:00:00+00:00,-0.00203998
2016-05-20 00:00:00+00:00,0.00695012
2016-05-23 00:00:00+00:00,-0.00203004
2016-05-24 00:00:00+00:00,0.01505289
2016-05-25 00:00:00+00:00,0.00961924
2016-05-26 00:00:00+00:00,0.00913061
2016-05-27 00:00:00+00:00,0.00078678
2016-05-30 00:00:00+00:00,0.00471698
2016-05-31 00:00:00+00:00,-0.00665102
2016-06-01 00:00:00+00:00,-0.01496652
2016-06-02 00:00:00+00:00,0.00319872
2016-06-03 00:00:00+00:00,-0.00478278
2016-06-06 00:00:00+00:00,0.00838609
2016-06-07 00:00:00+00:00,0.01429706
2016-06-08 00:00:00+00:00,0.01174628
2016-06-09 00:00:00+00:00,0.02747678
2016-06-10 00:00:00+00:00,-0.05173084
2016-06-13 00:00:00+00:00,-0.02352472
2016-06-14 00:00:00+00:00,-0.02654145
2016-06-15 00:00:00+00:00,0.01635906
2016-06-16 00:00:00+00:00,-0.00825423
2016-06-17 00:00:00+00:00,0.02039118
2016-06-20 00:00:00+00:00,0.02732463
2016-06-21 00:00:00+00:00,0.00277888
2016-06-22 00:00:00+00:00,0.00277118
2016-06-23 00:00:00+00:00,0.00078958
2016-06-24 00:00:00+00:00,-0.08599606
2016-06-27 00:00:00+00:00,-0.00345274
2016-06-28 00:00:00+00:00,0.03594630
2016-06-29 00:00:00+00:00,0.03971572
2016-06-30 00:00:00+00:00,0.02734218
2016-07-01 00:00:00+00:00,-0.00234834
2016-07-04 00:00:00+00:00,0.01020008
2016-07-05 00:00:00+00:00,-0.02097087
2016-07-06 00:00:00+00:00,-0.01229671
2016-07-07 00:00:00+00:00,0.00923695
2016-07-08 00:00:00+00:00,0.01193792
2016-07-11 00:00:00+00:00,0.00629178
2016-07-12 00:00:00+00:00,0.00312622
2016-07-13 00:00:00+00:00,0.00934944
2016-07-14 00:00:00+00:00,0.00000000
2016-07-15 00:00:00+00:00,-0.00038595
2016-07-18 00:00:00+00:00,0.00193050
2016-07-19 00:00:00+00:00,-0.00655106
2016-07-20 00:00:00+00:00,0.00853375
2016-07-21 00:00:00+00:00,0.00653846
2016-07-22 00:00:00+00:00,0.00038212
2016-07-25 00:00:00+00:00,-0.00190985
2016-07-26 00:00:00+00:00,0.00612323
2016-07-27 00:00:00+00:00,-0.00076075
2016-07-28 00:00:00+00:00,-0.00494861
2016-07-29 00:00:00+00:00,0.00497322
2016-08-01 00:00:00+00:00,-0.00647126
2016-08-02 00:00:00+00:00,-0.01340996
2016-08-03 00:00:00+00:00,-0.00077670
2016-08-04 00:00:00+00:00,0.00466382
2016-08-05 00:00:00+00:00,0.00580271
2016-08-08 00:00:00+00:00,0.00115385
2016-08-09 00:00:00+00:00,0.00230503
2016-08-10 00:00:00+00:00,-0.01341510
2016-08-11 00:00:00+00:00,0.01010101
2016-08-12 00:00:00+00:00,0.00153846
2016-08-15 00:00:00+00:00,0.00307220
2016-08-16 00:00:00+00:00,-0.01761103
2016-08-17 00:00:00+00:00,-0.01792673
2016-08-18 00:00:00+00:00,0.00317460
2016-08-19 00:00:00+00:00,-0.01147152
2016-08-22 00:00:00+00:00,0.00040016
2016-08-23 00:00:00+00:00,0.00680000
2016-08-24 00:00:00+00:00,-0.00357569
2016-08-25 00:00:00+00:00,0.00000000
2016-08-26 00:00:00+00:00,0.00518341
2016-08-29 00:00:00+00:00,-0.00793336
2016-08-30 00:00:00+00:00,0.00799680
2016-08-31 00:00:00+00:00,-0.00357001
2016-09-01 00:00:00+00:00,-0.00517516
2016-09-02 00:00:00+00:00,0.02801120
2016-09-05 00:00:00+00:00,0.00739587
2016-09-06 00:00:00+00:00,-0.00311519
2016-09-07 00:00:00+00:00,0.00426357
2016-09-08 00:00:00+00:00,-0.00192976
2016-09-09 00:00:00+00:00,0.02900232
2016-09-12 00:00:00+00:00,-0.06049961
2016-09-13 00:00:00+00:00,-0.00080451
2016-09-14 00:00:00+00:00,-0.00523349
2016-09-15 00:00:00+00:00,-0.00849858
2016-09-16 00:00:00+00:00,-0.00693878
2016-09-19 00:00:00+00:00,0.01438553
2016-09-20 00:00:00+00:00,-0.00081037
2016-09-21 00:00:00+00:00,-0.00851582
2016-09-22 00:00:00+00:00,0.02535787
2016-09-23 00:00:00+00:00,-0.01196649
2016-09-26 00:00:00+00:00,-0.00565200
2016-09-27 00:00:00+00:00,-0.00324807
2016-09-28 00:00:00+00:00,0.01099796
2016-09-29 00:00:00+00:00,0.00684932
2016-09-30 00:00:00+00:00,0.00040016
2016-10-03 00:00:00+00:00,-0.00880000
2016-10-04 00:00:00+00:00,-0.00766747
2016-10-05 00:00:00+00:00,-0.01423343
2016-10-06 00:00:00+00:00,-0.00453795
2016-10-07 00:00:00+00:00,-0.01450477
2016-10-10 00:00:00+00:00,0.01345669
2016-10-11 00:00:00+00:00,-0.00207469
2016-10-12 00:00:00+00:00,0.00041580
2016-10-13 00:00:00+00:00,0.00166251
2016-10-14 00:00:00+00:00,0.01950207
2016-10-17 00:00:00+00:00,-0.00529101
2016-10-18 00:00:00+00:00,0.01963993
2016-10-19 00:00:00+00:00,0.00321027
2016-10-20 00:00:00+00:00,0.00320000
2016-10-21 00:00:00+00:00,-0.00717703
2016-10-24 00:00:00+00:00,0.00000000
2016-10-25 00:00:00+00:00,0.00040161
2016-10-26 00:00:00+00:00,0.00722601
2016-10-27 00:00:00+00:00,-0.00797130
2016-10-28 00:00:00+00:00,0.00843712
2016-10-31 00:00:00+00:00,-0.00159363
2016-11-01 00:00:00+00:00,-0.01037510
2016-11-02 00:00:00+00:00,-0.02258065
2016-11-03 00:00:00+00:00,-0.00536304
2016-11-04 00:00:00+00:00,-0.00580672
2016-11-07 00:00:00+00:00,0.00917814
2016-11-08 00:00:00+00:00,0.00124018
2016-11-09 00:00:00+00:00,-0.02146986
2016-11-10 00:00:00+00:00,-0.03628692
2016-11-11 00:00:00+00:00,-0.00437828
2016-11-14 00:00:00+00:00,-0.01759015
2016-11-15 00:00:00+00:00,0.01163832
2016-11-16 00:00:00+00:00,-0.00265487
2016-11-17 00:00:00+00:00,0.00443656
2016-11-18 00:00:00+00:00,-0.01590106
2016-11-21 00:00:00+00:00,0.00493716
2016-11-22 00:00:00+00:00,0.01295221
2016-11-23 00:00:00+00:00,-0.00837743
2016-11-24 00:00:00+00:00,-0.00135793
2016-11-25 00:00:00+00:00,0.00979519
2016-11-28 00:00:00+00:00,0.00044092
2016-11-29 00:00:00+00:00,0.00617012
2016-11-30 00:00:00+00:00,-0.07955427
2016-12-30 00:00:00+00:00,0.00000000
2017-01-02 00:00:00+00:00,0.07358739
2017-01-03 00:00:00+00:00,-0.00775194
2017-01-04 00:00:00+00:00,-0.00781250
2017-01-05 00:00:00+00:00,-0.00248653
2017-01-06 00:00:00+00:00,-0.00332364
2017-01-09 00:00:00+00:00,0.00125052
2017-01-10 00:00:00+00:00,-0.00915903
2017-01-11 00:00:00+00:00,0.00000000
2017-01-12 00:00:00+00:00,0.00924370
2017-01-13 00:00:00+00:00,0.00124896
2017-01-16 00:00:00+00:00,-0.00166320
2017-01-17 00:00:00+00:00,0.00499792
2017-01-18 00:00:00+00:00,-0.00207211
2017-01-19 00:00:00+00:00,0.00000000
2017-01-20 00:00:00+00:00,-0.00041528
2017-01-23 00:00:00+00:00,-0.00457000
2017-01-24 00:00:00+00:00,-0.00166945
2017-01-25 00:00:00+00:00,-0.00250836
2017-01-26 00:00:00+00:00,-0.00712490
2017-01-27 00:00:00+00:00,-0.00590967
2017-01-30 00:00:00+00:00,-0.01358811
2017-01-31 00:00:00+00:00,0.00430478
2017-02-01 00:00:00+00:00,-0.00942992
2017-02-02 00:00:00+00:00,0.00995240
2017-02-03 00:00:00+00:00,0.00299914
2017-02-06 00:00:00+00:00,-0.01110636
2017-02-07 00:00:00+00:00,0.00777538
2017-02-08 00:00:00+00:00,0.02014574
2017-02-09 00:00:00+00:00,0.00924370
2017-02-10 00:00:00+00:00,-0.00291424
2017-02-13 00:00:00+00:00,0.00835073
2017-02-14 00:00:00+00:00,-0.00455487
2017-02-15 00:00:00+00:00,-0.00166389
2017-02-16 00:00:00+00:00,0.00333333
2017-02-17 00:00:00+00:00,-0.00415282
2017-02-20 00:00:00+00:00,0.00542118
2017-02-21 00:00:00+00:00,0.00497719
2017-02-22 00:00:00+00:00,-0.00536525
2017-02-23 00:00:00+00:00,0.00373444
2017-02-24 00:00:00+00:00,-0.00041339
2017-02-27 00:00:00+00:00,0.00827130
2017-02-28 00:00:00+00:00,0.00410172
2017-03-01 00:00:00+00:00,0.00408497
2017-03-02 00:00:00+00:00,0.01545972
2017-03-03 00:00:00+00:00,-0.00080128
2017-03-06 00:00:00+00:00,0.00719332
2017-03-07 00:00:00+00:00,0.07046178
2017-03-08 00:00:00+00:00,-0.00360866
2017-03-09 00:00:00+00:00,0.00402414
2017-03-10 00:00:00+00:00,-0.02364729
2017-03-13 00:00:00+00:00,-0.00778689
2017-03-14 00:00:00+00:00,0.00082610
2017-03-15 00:00:00+00:00,-0.00123813
2017-03-16 00:00:00+00:00,0.00991736
2017-03-17 00:00:00+00:00,0.00409165
2017-03-20 00:00:00+00:00,-0.00162999
2017-03-21 00:00:00+00:00,0.00693878
2017-03-22 00:00:00+00:00,0.00526956
2017-03-23 00:00:00+00:00,0.00645161
2017-03-24 00:00:00+00:00,0.00240385
2017-03-27 00:00:00+00:00,0.00319744
2017-03-28 00:00:00+00:00,0.00836653
2017-03-29 00:00:00+00:00,0.01264322
2017-03-30 00:00:00+00:00,0.00156067
2017-03-31 00:00:00+00:00,0.00818076
2017-04-03 00:00:00+00:00,-0.00695518
2017-04-04 00:00:00+00:00,-0.00233463
2017-04-05 00:00:00+00:00,0.00312012
2017-04-06 00:00:00+00:00,0.00933126
2017-04-07 00:00:00+00:00,0.00077042
2017-04-10 00:00:00+00:00,-0.00769823
2017-04-11 00:00:00+00:00,0.00038790
2017-04-12 00:00:00+00:00,0.00542846
2017-04-13 00:00:00+00:00,-0.00887003
2017-04-18 00:00:00+00:00,-0.01089494
2017-04-19 00:00:00+00:00,-0.00354052
2017-04-20 00:00:00+00:00,-0.00829056
2017-04-21 00:00:00+00:00,0.00119427
2017-04-24 00:00:00+00:00,0.03578529
2017-04-25 00:00:00+00:00,-0.01151631
2017-04-26 00:00:00+00:00,-0.00970874
2017-04-27 00:00:00+00:00,0.00588235
2017-04-28 00:00:00+00:00,-0.00311891
2017-05-02 00:00:00+00:00,0.01134142
2017-05-03 00:00:00+00:00,0.00657386
2017-05-04 00:00:00+00:00,0.02573953
2017-05-05 00:00:00+00:00,0.00337079
2017-05-08 00:00:00+00:00,-0.00261292
2017-05-09 00:00:00+00:00,0.00449102
2017-05-10 00:00:00+00:00,0.00149031
2017-05-11 00:00:00+00:00,-0.00930060
2017-05-12 00:00:00+00:00,0.00600826
2017-05-15 00:00:00+00:00,0.00373274
2017-05-16 00:00:00+00:00,0.01450353
2017-05-17 00:00:00+00:00,-0.01429619
2017-05-18 00:00:00+00:00,-0.00111566
2017-05-19 00:00:00+00:00,0.01824274
2017-05-22 00:00:00+00:00,0.00548446
2017-05-23 00:00:00+00:00,0.08142886
2017-05-24 00:00:00+00:00,-0.00753769
2017-05-25 00:00:00+00:00,0.00361664
2017-05-26 00:00:00+00:00,-0.00072072
2017-05-29 00:00:00+00:00,-0.00360620
2017-05-30 00:00:00+00:00,0.00434311
2017-05-31 00:00:00+00:00,0.01225225
2017-06-01 00:00:00+00:00,0.03631185
2017-06-02 00:00:00+00:00,-0.03538303
2017-06-05 00:00:00+00:00,-0.00071225
2017-06-06 00:00:00+00:00,0.01173651
2017-06-07 00:00:00+00:00,0.00598802
2017-06-08 00:00:00+00:00,0.04516807
2017-06-09 00:00:00+00:00,0.00173370
2017-06-12 00:00:00+00:00,-0.04281239
2017-06-13 00:00:00+00:00,0.00142959
2017-06-14 00:00:00+00:00,0.00678087
2017-06-15 00:00:00+00:00,-0.00283587
2017-06-16 00:00:00+00:00,0.00959829
2017-06-19 00:00:00+00:00,0.00316901
2017-06-20 00:00:00+00:00,-0.00140400
2017-06-21 00:00:00+00:00,0.00175747
2017-06-22 00:00:00+00:00,-0.00666667
2017-06-23 00:00:00+00:00,-0.00565171
2017-06-26 00:00:00+00:00,0.00888099
2017-06-27 00:00:00+00:00,-0.02816901
2017-06-28 00:00:00+00:00,0.00108696
2017-06-29 00:00:00+00:00,-0.02026782
2017-06-30 00:00:00+00:00,-0.00591060
2017-07-03 00:00:00+00:00,0.00780379
2017-07-04 00:00:00+00:00,-0.00737463
2017-07-05 00:00:00+00:00,-0.00334324
2017-07-06 00:00:00+00:00,-0.01043608
2017-07-07 00:00:00+00:00,0.00715631
2017-07-10 00:00:00+00:00,0.01346298
2017-07-11 00:00:00+00:00,-0.00701107
2017-07-12 00:00:00+00:00,0.02303976
2017-07-13 00:00:00+00:00,0.00181620
2017-07-14 00:00:00+00:00,0.00181291
2017-07-17 00:00:00+00:00,-0.00325733
2017-07-18 00:00:00+00:00,-0.00181554
2017-07-19 00:00:00+00:00,0.00982175
2017-07-20 00:00:00+00:00,-0.00792507
2017-07-21 00:00:00+00:00,-0.01633987
2017-07-24 00:00:00+00:00,0.00738280
2017-07-25 00:00:00+00:00,-0.00219861
2017-07-26 00:00:00+00:00,0.00771208
2017-07-27 00:00:00+00:00,0.00000000
2017-07-28 00:00:00+00:00,-0.00983965
2017-07-31 00:00:00+00:00,0.00552079
2017-08-01 00:00:00+00:00,0.01317716
2017-08-02 00:00:00+00:00,-0.00397399
2017-08-03 00:00:00+00:00,0.00761697
2017-08-04 00:00:00+00:00,0.01079914
2017-08-07 00:00:00+00:00,-0.00213675
2017-08-08 00:00:00+00:00,0.00678087
2017-08-09 00:00:00+00:00,-0.00141794
2017-08-10 00:00:00+00:00,-0.00496983
2017-08-11 00:00:00+00:00,-0.00856225
2017-08-14 00:00:00+00:00,0.02302987
2017-08-15 00:00:00+00:00,0.00809005
2017-08-16 00:00:00+00:00,0.00662945
2017-08-17 00:00:00+00:00,0.00311958
2017-08-18 00:00:00+00:00,-0.00103663
2017-08-21 00:00:00+00:00,-0.00657212
2017-08-22 00:00:00+00:00,0.00452646
2017-08-23 00:00:00+00:00,-0.00589255
2017-08-24 00:00:00+00:00,0.00836820
2017-08-25 00:00:00+00:00,-0.00276625
2017-08-28 00:00:00+00:00,-0.00034674
2017-08-29 00:00:00+00:00,-0.00867152
2017-08-30 00:00:00+00:00,0.00279916
2017-08-31 00:00:00+00:00,0.00314027
2017-09-01 00:00:00+00:00,0.00834783
2017-09-04 00:00:00+00:00,-0.00655398
2017-09-05 00:00:00+00:00,0.00136489
2017-09-06 00:00:00+00:00,0.02496533
2017-09-07 00:00:00+00:00,0.03552949
2017-09-08 00:00:00+00:00,-0.00408998
2017-09-11 00:00:00+00:00,0.00958248
2017-09-12 00:00:00+00:00,-0.00918993
2017-09-13 00:00:00+00:00,-0.00687049
2017-09-14 00:00:00+00:00,-0.00933933
2017-09-15 00:00:00+00:00,-0.00349162
2017-09-18 00:00:00+00:00,-0.00140154
2017-09-19 00:00:00+00:00,0.00175439
2017-09-20 00:00:00+00:00,0.00560420
2017-09-21 00:00:00+00:00,-0.01149425
2017-09-22 00:00:00+00:00,0.00176180
2017-09-25 00:00:00+00:00,-0.00105522
2017-09-26 00:00:00+00:00,0.00211268
2017-09-27 00:00:00+00:00,-0.00175685
2017-09-28 00:00:00+00:00,-0.00703977
2017-09-29 00:00:00+00:00,0.00567175
2017-10-02 00:00:00+00:00,0.00246740
2017-10-03 00:00:00+00:00,-0.00351617
2017-10-04 00:00:00+00:00,-0.01517290
2017-10-05 00:00:00+00:00,0.01325690
2017-10-06 00:00:00+00:00,-0.00530410
2017-10-09 00:00:00+00:00,0.01848560
2017-10-10 00:00:00+00:00,-0.00383944
2017-10-11 00:00:00+00:00,0.02067274
2017-10-12 00:00:00+00:00,0.00377618
2017-10-13 00:00:00+00:00,0.00102599
2017-10-16 00:00:00+00:00,-0.00785787
2017-10-17 00:00:00+00:00,0.00654270
2017-10-18 00:00:00+00:00,-0.00444749
2017-10-19 00:00:00+00:00,0.00206186
2017-10-20 00:00:00+00:00,-0.00034294
2017-10-23 00:00:00+00:00,0.00686106
2017-10-24 00:00:00+00:00,-0.00136286
2017-10-25 00:00:00+00:00,-0.02012965
2017-10-26 00:00:00+00:00,0.02019499
2017-10-27 00:00:00+00:00,0.00341297
2017-10-30 00:00:00+00:00,0.00748299
2017-10-31 00:00:00+00:00,0.00641458
2017-11-01 00:00:00+00:00,0.00570278
2017-11-02 00:00:00+00:00,0.00033356
2017-11-03 00:00:00+00:00,-0.00233411
2017-11-06 00:00:00+00:00,0.00467914
2017-11-07 00:00:00+00:00,-0.00199601
2017-11-08 00:00:00+00:00,0.00433333
2017-11-09 00:00:00+00:00,-0.00862927
2017-11-10 00:00:00+00:00,-0.00502176
2017-11-13 00:00:00+00:00,-0.00908479
2017-11-14 00:00:00+00:00,-0.00305603
2017-11-15 00:00:00+00:00,-0.00817439
2017-11-16 00:00:00+00:00,0.00309066
2017-11-17 00:00:00+00:00,-0.01574803
2017-11-20 00:00:00+00:00,0.00521739
2017-11-21 00:00:00+00:00,0.00553633
2017-11-22 00:00:00+00:00,-0.00103235
2017-11-23 00:00:00+00:00,0.00654495
2017-11-24 00:00:00+00:00,-0.00479124
2017-11-27 00:00:00+00:00,0.00378267
2017-11-28 00:00:00+00:00,0.00513875
2017-11-29 00:00:00+00:00,0.00920245
2017-11-30 00:00:00+00:00,0.00742992
2017-12-01 00:00:00+00:00,-0.01810258
2017-12-04 00:00:00+00:00,0.00785251
2017-12-05 00:00:00+00:00,0.00505730
2017-12-06 00:00:00+00:00,0.00471857
2017-12-07 00:00:00+00:00,0.04092586
2017-12-08 00:00:00+00:00,-0.03416049
2017-12-11 00:00:00+00:00,-0.01267935
2017-12-12 00:00:00+00:00,0.00203666
2017-12-13 00:00:00+00:00,-0.02201897
2017-12-14 00:00:00+00:00,-0.01316245
2017-12-15 00:00:00+00:00,0.00280800
2017-12-18 00:00:00+00:00,0.01365068
2017-12-19 00:00:00+00:00,-0.01450276
2017-12-20 00:00:00+00:00,-0.00490540
2017-12-21 00:00:00+00:00,-0.00246479
2017-12-22 00:00:00+00:00,0.00247088
2017-12-27 00:00:00+00:00,-0.00422535
2017-12-28 00:00:00+00:00,-0.00530410
2017-12-29 00:00:00+00:00,-0.00035549
2018-01-02 00:00:00+00:00,-0.00889047
2018-01-03 00:00:00+00:00,0.00322928
2018-01-04 00:00:00+00:00,0.02038627
2018-01-05 00:00:00+00:00,0.01191728
2018-01-08 00:00:00+00:00,-0.00069276
2018-01-09 00:00:00+00:00,-0.00554593
2018-01-10 00:00:00+00:00,-0.01289648
2018-01-11 00:00:00+00:00,-0.00105932
2018-01-12 00:00:00+00:00,0.00176741
2018-01-15 00:00:00+00:00,0.00317572
2018-01-16 00:00:00+00:00,0.00984875
2018-01-17 00:00:00+00:00,0.00208986
2018-01-18 00:00:00+00:00,-0.00868961
2018-01-19 00:00:00+00:00,0.00525947
2018-01-22 00:00:00+00:00,0.00174398
2018-01-23 00:00:00+00:00,0.00243733
2018-01-24 00:00:00+00:00,-0.01771448
2018-01-25 00:00:00+00:00,-0.00601132
2018-01-26 00:00:00+00:00,0.00000000
2018-01-29 00:00:00+00:00,-0.00853789
2018-01-30 00:00:00+00:00,-0.01040545
2018-01-31 00:00:00+00:00,0.00145033
2018-02-01 00:00:00+00:00,0.00000000
2018-02-02 00:00:00+00:00,-0.02208545
2018-02-05 00:00:00+00:00,-0.01147723
2018-02-06 00:00:00+00:00,-0.03146067
2018-02-07 00:00:00+00:00,0.02088167
2018-02-08 00:00:00+00:00,-0.01818182
