Date,EURAUD
2023-03-15 00:00:00+00:00,-0.00912873
2023-03-16 00:00:00+00:00,-0.00418071
2023-03-17 00:00:00+00:00,-0.00575180
2023-03-20 00:00:00+00:00,0.00639619
2023-03-21 00:00:00+00:00,0.02237500
2023-03-22 00:00:00+00:00,0.00203930
2023-03-23 00:00:00+00:00,0.00845731
2023-03-24 00:00:00+00:00,-0.00590188
2023-03-27 00:00:00+00:00,0.00616637
2023-03-28 00:00:00+00:00,-0.00731542
2023-03-29 00:00:00+00:00,0.00721866
2023-03-30 00:00:00+00:00,0.00202890
2023-03-31 00:00:00+00:00,-0.00147402
2023-04-03 00:00:00+00:00,-0.02292422
2023-04-04 00:00:00+00:00,0.02325292
2023-04-05 00:00:00+00:00,-0.00307295
2023-04-06 00:00:00+00:00,0.01704930
2023-04-10 00:00:00+00:00,-0.00122063
2023-04-11 00:00:00+00:00,0.00531265
2023-04-12 00:00:00+00:00,-0.00018266
2023-04-13 00:00:00+00:00,-0.01286115
2023-04-14 00:00:00+00:00,0.00930460
2023-04-17 00:00:00+00:00,-0.00812909
2023-04-18 00:00:00+00:00,0.00030628
2023-04-19 00:00:00+00:00,0.00006125
2023-04-20 00:00:00+00:00,-0.00575839
2023-04-21 00:00:00+00:00,0.01627964
2023-04-24 00:00:00+00:00,0.01318279
2023-04-25 00:00:00+00:00,0.00732712
2023-04-26 00:00:00+00:00,0.02070881
2023-04-27 00:00:00+00:00,-0.01164666
2023-04-28 00:00:00+00:00,0.00444098
2023-05-01 00:00:00+00:00,-0.01663475
2023-05-02 00:00:00+00:00,-0.00417120
2023-05-03 00:00:00+00:00,0.00575827
2023-05-04 00:00:00+00:00,-0.01062738
2023-05-05 00:00:00+00:00,-0.01602525
2023-05-08 00:00:00+00:00,-0.01340187
2023-05-09 00:00:00+00:00,0.00030807
2023-05-10 00:00:00+00:00,-0.00036944
2023-05-11 00:00:00+00:00,0.00966987
2023-05-12 00:00:00+00:00,0.00478352
2023-05-15 00:00:00+00:00,-0.01358879
2023-05-16 00:00:00+00:00,0.01189302
2023-05-17 00:00:00+00:00,-0.00477648
2023-05-18 00:00:00+00:00,-0.00110436
2023-05-19 00:00:00+00:00,-0.00301057
2023-05-22 00:00:00+00:00,0.00153761
2023-05-23 00:00:00+00:00,0.00467146
2023-05-24 00:00:00+00:00,0.01919186
2023-05-25 00:00:00+00:00,0.00346042
2023-05-26 00:00:00+00:00,-0.00357662
2023-05-29 00:00:00+00:00,-0.00479806
2023-05-30 00:00:00+00:00,0.00463811
2023-05-31 00:00:00+00:00,-0.00243117
2023-06-01 00:00:00+00:00,-0.00754487
2023-06-02 00:00:00+00:00,-0.02106356
2023-06-05 00:00:00+00:00,-0.00549213
2023-06-06 00:00:00+00:00,-0.01631342
2023-06-07 00:00:00+00:00,0.00617785
2023-06-08 00:00:00+00:00,-0.00142964
2023-06-09 00:00:00+00:00,-0.01088782
2023-06-12 00:00:00+00:00,-0.00262582
2023-06-13 00:00:00+00:00,0.00131472
2023-06-14 00:00:00+00:00,0.00169109
2023-06-15 00:00:00+00:00,-0.00773743
2023-06-16 00:00:00+00:00,0.00213394
2023-06-19 00:00:00+00:00,0.00225649
