Date,AUD
2000-01-04 00:00:00+00:00,-0.01812415
2000-01-05 00:00:00+00:00,0.00701113
2000-01-06 00:00:00+00:00,-0.00820170
2000-01-07 00:00:00+00:00,0.00122007
2000-01-10 00:00:00+00:00,0.00274348
2000-01-11 00:00:00+00:00,0.00547945
2000-01-12 00:00:00+00:00,0.00000000
2000-01-13 00:00:00+00:00,0.03066181
2000-01-14 00:00:00+00:00,-0.00478397
2000-01-18 00:00:00+00:00,-0.00509516
2000-01-19 00:00:00+00:00,-0.00510817
2000-01-20 00:00:00+00:00,0.00662750
2000-01-21 00:00:00+00:00,-0.00690587
2000-01-24 00:00:00+00:00,-0.02892437
2000-01-25 00:00:00+00:00,0.00336289
2000-01-26 00:00:00+00:00,-0.01037693
2000-01-27 00:00:00+00:00,0.00859027
2000-01-28 00:00:00+00:00,-0.07056667
2000-01-31 00:00:00+00:00,0.01139962
2000-02-01 00:00:00+00:00,-0.01086272
2000-02-02 00:00:00+00:00,0.02026278
2000-02-03 00:00:00+00:00,-0.00407460
2000-02-04 00:00:00+00:00,0.00031407
2000-02-07 00:00:00+00:00,-0.00832156
2000-02-08 00:00:00+00:00,-0.00315308
2000-02-09 00:00:00+00:00,0.00536870
2000-02-10 00:00:00+00:00,-0.01259843
2000-02-11 00:00:00+00:00,0.00475436
2000-02-14 00:00:00+00:00,-0.01612648
2000-02-15 00:00:00+00:00,0.00541919
2000-02-16 00:00:00+00:00,0.00985535
2000-02-17 00:00:00+00:00,0.00189813
2000-02-18 00:00:00+00:00,-0.01327434
2000-02-22 00:00:00+00:00,-0.01177219
2000-02-23 00:00:00+00:00,-0.01264202
2000-02-24 00:00:00+00:00,-0.01610565
2000-02-25 00:00:00+00:00,-0.00064946
2000-02-28 00:00:00+00:00,-0.00682150
2000-02-29 00:00:00+00:00,0.01727510
2000-03-01 00:00:00+00:00,-0.04653417
2000-03-02 00:00:00+00:00,0.01009265
2000-03-03 00:00:00+00:00,0.00460905
2000-03-06 00:00:00+00:00,-0.02249959
2000-03-07 00:00:00+00:00,0.00498256
2000-03-08 00:00:00+00:00,0.01988071
2000-03-09 00:00:00+00:00,0.01837270
2000-03-10 00:00:00+00:00,-0.00130039
2000-03-13 00:00:00+00:00,0.00390371
2000-03-14 00:00:00+00:00,0.00081169
2000-03-15 00:00:00+00:00,-0.00892133
2000-03-16 00:00:00+00:00,-0.00456249
2000-03-17 00:00:00+00:00,-0.01796505
2000-03-20 00:00:00+00:00,0.00527357
2000-03-21 00:00:00+00:00,0.00788955
2000-03-22 00:00:00+00:00,-0.01800917
2000-03-23 00:00:00+00:00,0.00280852
2000-03-24 00:00:00+00:00,0.00857803
2000-03-27 00:00:00+00:00,0.00952694
2000-03-28 00:00:00+00:00,0.01242439
2000-03-29 00:00:00+00:00,-0.01169781
2000-03-30 00:00:00+00:00,0.00424906
2000-03-31 00:00:00+00:00,-0.01630789
