Date,US20
2000-01-04 00:00:00+00:00,0.01668985
2000-01-05 00:00:00+00:00,-0.02033655
2000-01-06 00:00:00+00:00,0.01602221
2000-01-07 00:00:00+00:00,0.01175807
2000-01-10 00:00:00+00:00,-0.00825837
2000-01-12 00:00:00+00:00,-0.01484066
2000-01-13 00:00:00+00:00,0.01958482
2000-01-14 00:00:00+00:00,-0.01141990
2000-01-18 00:00:00+00:00,-0.01218942
2000-01-19 00:00:00+00:00,0.00700523
2000-01-20 00:00:00+00:00,-0.00280350
2000-01-21 00:00:00+00:00,0.00734850
2000-01-24 00:00:00+00:00,0.01393239
2000-01-25 00:00:00+00:00,0.00553440
2000-01-26 00:00:00+00:00,0.01517761
2000-01-27 00:00:00+00:00,0.01541918
2000-01-28 00:00:00+00:00,0.02140573
2000-01-31 00:00:00+00:00,-0.01513358
2000-02-01 00:00:00+00:00,0.01457400
2000-02-02 00:00:00+00:00,0.01244684
2000-02-03 00:00:00+00:00,0.02040249
2000-02-04 00:00:00+00:00,-0.00695695
2000-02-07 00:00:00+00:00,-0.01660558
2000-02-08 00:00:00+00:00,0.02477108
2000-02-09 00:00:00+00:00,-0.01983476
2000-02-10 00:00:00+00:00,-0.01669979
2000-02-11 00:00:00+00:00,0.01044046
2000-02-14 00:00:00+00:00,0.01675026
2000-02-15 00:00:00+00:00,-0.00830810
2000-02-16 00:00:00+00:00,-0.00099200
2000-02-17 00:00:00+00:00,0.01000128
2000-02-18 00:00:00+00:00,0.01560177
2000-02-22 00:00:00+00:00,0.02075362
2000-02-23 00:00:00+00:00,-0.01402279
2000-02-24 00:00:00+00:00,0.00721730
2000-02-25 00:00:00+00:00,-0.01210471
2000-02-28 00:00:00+00:00,-0.00889301
2000-02-29 00:00:00+00:00,0.01363994
2000-03-01 00:00:00+00:00,-0.00397094
2000-03-02 00:00:00+00:00,0.00660317
2000-03-03 00:00:00+00:00,0.00858541
2000-03-06 00:00:00+00:00,-0.00787658
2000-03-07 00:00:00+00:00,-0.00165535
2000-03-08 00:00:00+00:00,-0.00462118
2000-03-09 00:00:00+00:00,0.00198811
2000-03-10 00:00:00+00:00,-0.00923343
2000-03-13 00:00:00+00:00,0.00298241
2000-03-14 00:00:00+00:00,0.01456372
2000-03-15 00:00:00+00:00,0.00889184
2000-03-16 00:00:00+00:00,0.00653615
2000-03-17 00:00:00+00:00,0.00914586
2000-03-20 00:00:00+00:00,0.00292042
2000-03-21 00:00:00+00:00,0.00518974
2000-03-22 00:00:00+00:00,-0.00066257
2000-03-23 00:00:00+00:00,0.01035604
2000-03-24 00:00:00+00:00,-0.02092477
2000-03-27 00:00:00+00:00,0.00131208
2000-03-28 00:00:00+00:00,0.00064520
2000-03-29 00:00:00+00:00,-0.00064499
2000-03-30 00:00:00+00:00,0.02276937
2000-03-31 00:00:00+00:00,0.01028934
2000-04-03 00:00:00+00:00,0.00286627
2000-04-04 00:00:00+00:00,0.01790169
2000-04-05 00:00:00+00:00,-0.00539073
2000-04-06 00:00:00+00:00,0.00285552
2000-04-07 00:00:00+00:00,0.01650242
2000-04-10 00:00:00+00:00,0.00000000
2000-04-11 00:00:00+00:00,-0.01919593
2000-04-12 00:00:00+00:00,-0.01302160
2000-04-13 00:00:00+00:00,0.01054731
2000-04-14 00:00:00+00:00,0.00445802
2000-04-17 00:00:00+00:00,-0.02762291
2000-04-18 00:00:00+00:00,-0.00062846
2000-04-19 00:00:00+00:00,0.01866233
2000-04-20 00:00:00+00:00,0.00127551
2000-04-24 00:00:00+00:00,-0.00860680
2000-04-25 00:00:00+00:00,-0.01216515
2000-04-26 00:00:00+00:00,-0.00256537
2000-04-27 00:00:00+00:00,-0.01451443
2000-04-28 00:00:00+00:00,0.00649351
2000-05-01 00:00:00+00:00,-0.00193658
2000-05-02 00:00:00+00:00,-0.01327888
2000-05-03 00:00:00+00:00,-0.02218188
2000-05-04 00:00:00+00:00,-0.02043659
2000-05-05 00:00:00+00:00,-0.00499936
2000-05-08 00:00:00+00:00,-0.01502747
2000-05-09 00:00:00+00:00,0.01245760
2000-05-10 00:00:00+00:00,0.01336715
2000-05-11 00:00:00+00:00,0.00398673
2000-05-12 00:00:00+00:00,-0.01591512
2000-05-15 00:00:00+00:00,0.01236364
2000-05-16 00:00:00+00:00,0.00997215
2000-05-17 00:00:00+00:00,-0.01190086
2000-05-18 00:00:00+00:00,-0.01929360
2000-05-19 00:00:00+00:00,0.00503965
2000-05-22 00:00:00+00:00,0.01508346
