Date,EU-CONSTRUCTION
2022-10-11 00:00:00+00:00,-0.01341120
2022-10-12 00:00:00+00:00,-0.01459059
2022-10-13 00:00:00+00:00,0.01952182
2022-10-14 00:00:00+00:00,0.01477297
2022-10-17 00:00:00+00:00,0.04054345
2022-10-18 00:00:00+00:00,0.03699007
2022-10-19 00:00:00+00:00,-0.02926526
2022-10-20 00:00:00+00:00,-0.00505476
2022-10-21 00:00:00+00:00,-0.03272804
2022-10-24 00:00:00+00:00,0.05109489
2022-10-25 00:00:00+00:00,0.04354197
2022-10-26 00:00:00+00:00,0.03954108
2022-10-27 00:00:00+00:00,-0.00542387
2022-10-28 00:00:00+00:00,0.00986710
2022-10-31 00:00:00+00:00,0.00320706
2022-11-01 00:00:00+00:00,0.00240144
2022-11-02 00:00:00+00:00,-0.00879472
2022-11-03 00:00:00+00:00,-0.03011443
2022-11-04 00:00:00+00:00,0.05340400
2022-11-07 00:00:00+00:00,-0.00436768
2022-11-08 00:00:00+00:00,0.02646240
2022-11-09 00:00:00+00:00,0.00981932
2022-11-10 00:00:00+00:00,0.08501075
2022-11-11 00:00:00+00:00,0.03655793
2022-11-14 00:00:00+00:00,-0.02227541
2022-11-15 00:00:00+00:00,-0.00074460
2022-11-16 00:00:00+00:00,-0.03817505
2022-11-17 00:00:00+00:00,-0.02392254
2022-11-18 00:00:00+00:00,0.03036126
2022-11-21 00:00:00+00:00,0.00321787
2022-11-22 00:00:00+00:00,0.01208687
2022-11-23 00:00:00+00:00,0.01559271
2022-11-24 00:00:00+00:00,0.00409989
2022-11-25 00:00:00+00:00,0.00427907
2022-11-28 00:00:00+00:00,-0.03061793
2022-11-29 00:00:00+00:00,-0.01507159
2022-11-30 00:00:00+00:00,0.00341815
2022-12-01 00:00:00+00:00,0.03260045
2022-12-02 00:00:00+00:00,0.00186706
2022-12-05 00:00:00+00:00,-0.01398210
2022-12-06 00:00:00+00:00,-0.01482454
2022-12-07 00:00:00+00:00,-0.00529601
2022-12-08 00:00:00+00:00,-0.01251659
2022-12-09 00:00:00+00:00,0.03454198
2022-12-12 00:00:00+00:00,-0.01369092
2022-12-13 00:00:00+00:00,0.02284743
2022-12-14 00:00:00+00:00,-0.00838926
2022-12-15 00:00:00+00:00,-0.06630455
2022-12-16 00:00:00+00:00,-0.02807357
2022-12-19 00:00:00+00:00,0.00451689
2022-12-20 00:00:00+00:00,-0.01214734
2022-12-21 00:00:00+00:00,0.03134858
2022-12-22 00:00:00+00:00,-0.02019025
2022-12-23 00:00:00+00:00,0.01235536
2022-12-27 00:00:00+00:00,0.00993958
2022-12-28 00:00:00+00:00,-0.00504267
2022-12-29 00:00:00+00:00,0.01438849
2022-12-30 00:00:00+00:00,-0.03108108
2023-01-02 00:00:00+00:00,0.03352941
2023-01-03 00:00:00+00:00,0.01851495
2023-01-04 00:00:00+00:00,0.04949360
2023-01-05 00:00:00+00:00,-0.00335696
2023-01-06 00:00:00+00:00,0.02316458
2023-01-09 00:00:00+00:00,0.05170822
2023-01-10 00:00:00+00:00,-0.02412676
2023-01-11 00:00:00+00:00,0.00692420
2023-01-12 00:00:00+00:00,0.02197603
2023-01-13 00:00:00+00:00,0.00413149
2023-01-16 00:00:00+00:00,0.01649337
2023-01-17 00:00:00+00:00,0.00657895
2023-01-18 00:00:00+00:00,0.02587276
2023-01-19 00:00:00+00:00,-0.03778866
2023-01-20 00:00:00+00:00,0.00606277
2023-01-23 00:00:00+00:00,0.02364444
2023-01-24 00:00:00+00:00,0.00369004
2023-01-25 00:00:00+00:00,-0.00648781
2023-01-26 00:00:00+00:00,0.00809147
2023-01-27 00:00:00+00:00,0.02330063
2023-01-30 00:00:00+00:00,-0.00813994
2023-01-31 00:00:00+00:00,-0.00660755
2023-02-01 00:00:00+00:00,0.01273552
2023-02-02 00:00:00+00:00,0.06223994
2023-02-03 00:00:00+00:00,-0.00638978
2023-02-06 00:00:00+00:00,-0.01906208
2023-02-07 00:00:00+00:00,-0.01055858
2023-02-08 00:00:00+00:00,-0.02362609
2023-02-09 00:00:00+00:00,0.02338877
2023-02-10 00:00:00+00:00,-0.02037671
2023-02-13 00:00:00+00:00,0.03425606
2023-02-14 00:00:00+00:00,-0.00221126
2023-02-15 00:00:00+00:00,0.03559264
2023-02-16 00:00:00+00:00,-0.00585676
2023-02-17 00:00:00+00:00,0.01174694
2023-02-20 00:00:00+00:00,-0.00216884
2023-02-21 00:00:00+00:00,-0.01202405
2023-02-22 00:00:00+00:00,-0.00369437
2023-02-23 00:00:00+00:00,-0.00521534
2023-02-24 00:00:00+00:00,-0.01146905
2023-02-27 00:00:00+00:00,0.02290076
2023-02-28 00:00:00+00:00,-0.01140557
2023-03-01 00:00:00+00:00,-0.00944669
2023-03-02 00:00:00+00:00,0.02813559
2023-03-03 00:00:00+00:00,0.01754972
2023-03-06 00:00:00+00:00,0.00132450
2023-03-07 00:00:00+00:00,-0.02251283
2023-03-08 00:00:00+00:00,0.00702811
2023-03-09 00:00:00+00:00,-0.00033361
2023-03-10 00:00:00+00:00,-0.03269391
2023-03-13 00:00:00+00:00,-0.05746737
2023-03-14 00:00:00+00:00,0.03813038
2023-03-15 00:00:00+00:00,-0.06028247
2023-03-16 00:00:00+00:00,0.03515625
2023-03-17 00:00:00+00:00,-0.03593859
2023-03-20 00:00:00+00:00,0.02917630
2023-03-21 00:00:00+00:00,0.03734876
2023-03-22 00:00:00+00:00,-0.01635112
2023-03-23 00:00:00+00:00,-0.02169762
2023-03-24 00:00:00+00:00,-0.06458406
2023-03-27 00:00:00+00:00,0.02719855
2023-03-28 00:00:00+00:00,0.00357782
2023-03-29 00:00:00+00:00,0.03053571
2023-03-30 00:00:00+00:00,0.02445031
2023-03-31 00:00:00+00:00,0.01755301
2023-04-03 00:00:00+00:00,-0.02308753
2023-04-04 00:00:00+00:00,-0.00906397
2023-04-05 00:00:00+00:00,-0.05638242
2023-04-06 00:00:00+00:00,-0.00252298
2023-04-11 00:00:00+00:00,0.03300866
2023-04-12 00:00:00+00:00,0.00727595
2023-04-13 00:00:00+00:00,0.01485411
2023-04-14 00:00:00+00:00,0.01562500
2023-04-17 00:00:00+00:00,0.01306620
