Date,SARONA
2022-10-28 00:00:00+00:00,-0.00131552
2022-10-31 00:00:00+00:00,-0.00075953
2022-11-01 00:00:00+00:00,0.00000000
2022-11-02 00:00:00+00:00,-0.00010132
2022-11-03 00:00:00+00:00,0.00096266
2022-11-04 00:00:00+00:00,0.00020258
2022-11-07 00:00:00+00:00,0.00020256
2022-11-08 00:00:00+00:00,0.00096212
2022-11-09 00:00:00+00:00,0.00025307
2022-11-10 00:00:00+00:00,0.00080972
2022-11-11 00:00:00+00:00,-0.00247863
2022-11-14 00:00:00+00:00,0.00030391
2022-11-15 00:00:00+00:00,-0.00020257
2022-11-16 00:00:00+00:00,0.00030389
2022-11-17 00:00:00+00:00,0.00015192
2022-11-18 00:00:00+00:00,0.00030383
2022-11-21 00:00:00+00:00,0.00025314
2022-11-22 00:00:00+00:00,0.00005062
2022-11-23 00:00:00+00:00,0.00015187
2022-11-24 00:00:00+00:00,-0.00025309
2022-11-25 00:00:00+00:00,-0.00131619
2022-11-28 00:00:00+00:00,0.00015173
2022-11-29 00:00:00+00:00,0.00070918
2022-11-30 00:00:00+00:00,-0.00005064
2022-12-01 00:00:00+00:00,0.00050638
2022-12-02 00:00:00+00:00,-0.00065806
2022-12-05 00:00:00+00:00,-0.00040510
2022-12-06 00:00:00+00:00,0.00045593
2022-12-07 00:00:00+00:00,0.00025324
2022-12-08 00:00:00+00:00,-0.00010128
2022-12-09 00:00:00+00:00,-0.00035450
2022-12-12 00:00:00+00:00,-0.00101302
2022-12-13 00:00:00+00:00,0.00101353
2022-12-14 00:00:00+00:00,0.00126627
2022-12-15 00:00:00+00:00,-0.00369489
2022-12-16 00:00:00+00:00,-0.00207900
2022-12-19 00:00:00+00:00,-0.00040613
2022-12-20 00:00:00+00:00,-0.00187884
2022-12-21 00:00:00+00:00,-0.00071164
2022-12-22 00:00:00+00:00,-0.00081367
2022-12-23 00:00:00+00:00,-0.00081404
2022-12-27 00:00:00+00:00,-0.00137433
2022-12-28 00:00:00+00:00,-0.00040752
2022-12-29 00:00:00+00:00,0.00122281
2022-12-30 00:00:00+00:00,-0.00045823
2023-01-03 00:00:00+00:00,0.00142588
2023-01-04 00:00:00+00:00,0.00152656
2023-01-05 00:00:00+00:00,-0.00122026
2023-01-06 00:00:00+00:00,0.00132282
2023-01-09 00:00:00+00:00,-0.00025418
2023-01-10 00:00:00+00:00,-0.00061010
2023-01-11 00:00:00+00:00,0.00081375
2023-01-12 00:00:00+00:00,0.00152509
2023-01-13 00:00:00+00:00,-0.00030475
2023-01-16 00:00:00+00:00,-0.00020320
2023-01-17 00:00:00+00:00,0.00137181
2023-01-18 00:00:00+00:00,0.00015230
2023-01-19 00:00:00+00:00,-0.00101523
2023-01-20 00:00:00+00:00,-0.00060948
2023-01-23 00:00:00+00:00,-0.00015242
2023-01-24 00:00:00+00:00,0.00060976
2023-01-25 00:00:00+00:00,-0.00015238
2023-01-26 00:00:00+00:00,0.00025400
2023-01-27 00:00:00+00:00,-0.00030475
2023-01-30 00:00:00+00:00,-0.00147328
2023-01-31 00:00:00+00:00,0.00035589
2023-02-01 00:00:00+00:00,-0.00040667
2023-02-02 00:00:00+00:00,0.00188123
2023-02-03 00:00:00+00:00,-0.00116822
2023-02-06 00:00:00+00:00,-0.00106724
2023-02-07 00:00:00+00:00,-0.00030513
2023-02-08 00:00:00+00:00,-0.00030520
2023-02-09 00:00:00+00:00,0.00035614
2023-02-10 00:00:00+00:00,-0.00116995
2023-02-13 00:00:00+00:00,-0.00061081
2023-02-14 00:00:00+00:00,-0.00030550
2023-02-15 00:00:00+00:00,0.00020372
2023-02-16 00:00:00+00:00,0.00020370
2023-02-17 00:00:00+00:00,-0.00035642
2023-02-20 00:00:00+00:00,-0.00030558
2023-02-21 00:00:00+00:00,-0.00035656
2023-02-22 00:00:00+00:00,0.00050950
2023-02-23 00:00:00+00:00,-0.00005094
2023-02-24 00:00:00+00:00,-0.00101880
2023-02-27 00:00:00+00:00,-0.00005123
2023-02-28 00:00:00+00:00,-0.00066272
2023-03-01 00:00:00+00:00,-0.00117293
2023-03-02 00:00:00+00:00,-0.00051033
2023-03-03 00:00:00+00:00,-0.00056154
2023-03-06 00:00:00+00:00,-0.00285962
2023-03-07 00:00:00+00:00,-0.00117786
2023-03-08 00:00:00+00:00,-0.00179340
2023-03-09 00:00:00+00:00,-0.00005129
2023-03-10 00:00:00+00:00,0.00220581
2023-03-13 00:00:00+00:00,0.01076095
2023-03-14 00:00:00+00:00,-0.00229405
2023-03-15 00:00:00+00:00,0.00745164
2023-03-16 00:00:00+00:00,-0.00294910
2023-03-17 00:00:00+00:00,0.00030544
2023-03-20 00:00:00+00:00,0.00035627
2023-03-21 00:00:00+00:00,-0.00315441
2023-03-22 00:00:00+00:00,-0.00351646
2023-03-23 00:00:00+00:00,0.00081683
2023-03-24 00:00:00+00:00,0.00209194
2023-03-27 00:00:00+00:00,-0.00173293
2023-03-28 00:00:00+00:00,-0.00112228
2023-03-29 00:00:00+00:00,-0.00081674
2023-03-30 00:00:00+00:00,-0.00188968
2023-03-31 00:00:00+00:00,-0.00025561
2023-04-03 00:00:00+00:00,0.00184077
2023-04-04 00:00:00+00:00,0.00091954
2023-04-05 00:00:00+00:00,0.00168514
2023-04-06 00:00:00+00:00,0.00066323
2023-04-11 00:00:00+00:00,-0.00188698
2023-04-12 00:00:00+00:00,-0.00081678
2023-04-13 00:00:00+00:00,0.00051073
2023-04-14 00:00:00+00:00,-0.00081695
2023-04-17 00:00:00+00:00,0.00005108
2023-04-18 00:00:00+00:00,0.00056186
2023-04-19 00:00:00+00:00,-0.00081704
2023-04-20 00:00:00+00:00,0.00122612
2023-04-21 00:00:00+00:00,-0.00010210
2023-04-24 00:00:00+00:00,-0.00061268
2023-04-25 00:00:00+00:00,0.00102150
2023-04-26 00:00:00+00:00,0.00045937
2023-04-27 00:00:00+00:00,-0.00081645
2023-04-28 00:00:00+00:00,0.00010210
2023-05-02 00:00:00+00:00,0.00096998
2023-05-03 00:00:00+00:00,-0.00025514
2023-05-04 00:00:00+00:00,0.00204134
2023-05-05 00:00:00+00:00,0.00035683
2023-05-08 00:00:00+00:00,0.00005097
2023-05-09 00:00:00+00:00,0.00020385
2023-05-10 00:00:00+00:00,0.00040766
2023-05-11 00:00:00+00:00,0.00071323
2023-05-12 00:00:00+00:00,-0.00061109
2023-05-15 00:00:00+00:00,-0.00010188
2023-05-16 00:00:00+00:00,-0.00020378
2023-05-17 00:00:00+00:00,0.00020381
2023-05-19 00:00:00+00:00,-0.00045851
2023-05-22 00:00:00+00:00,0.00010192
2023-05-23 00:00:00+00:00,-0.00035669
2023-05-24 00:00:00+00:00,-0.00030579
2023-05-25 00:00:00+00:00,-0.00056074
2023-05-26 00:00:00+00:00,-0.00056091
2023-05-30 00:00:00+00:00,0.00122399
2023-05-31 00:00:00+00:00,0.00096855
2023-06-01 00:00:00+00:00,-0.00025474
2023-06-02 00:00:00+00:00,-0.00045860
2023-06-05 00:00:00+00:00,-0.00030581
2023-06-06 00:00:00+00:00,0.00020394
2023-06-07 00:00:00+00:00,-0.00071370
2023-06-08 00:00:00+00:00,-0.00152991
2023-06-09 00:00:00+00:00,-0.00030618
2023-06-12 00:00:00+00:00,-0.00005104
2023-06-13 00:00:00+00:00,-0.00086766
2023-06-14 00:00:00+00:00,-0.00015319
2023-06-15 00:00:00+00:00,-0.00132782
2023-06-16 00:00:00+00:00,0.00030664
2023-06-19 00:00:00+00:00,-0.00020439
2023-06-20 00:00:00+00:00,0.00066438
2023-06-21 00:00:00+00:00,-0.00010217
2023-06-22 00:00:00+00:00,0.00143047
2023-06-23 00:00:00+00:00,0.00163382
2023-06-26 00:00:00+00:00,-0.00010203
2023-06-27 00:00:00+00:00,-0.00112233
2023-06-28 00:00:00+00:00,0.00040839
2023-06-29 00:00:00+00:00,-0.00076562
2023-06-30 00:00:00+00:00,0.00015319
2023-07-03 00:00:00+00:00,0.00051059
2023-07-04 00:00:00+00:00,0.00040837
2023-07-05 00:00:00+00:00,0.00010207
2023-07-06 00:00:00+00:00,-0.00127577
2023-07-07 00:00:00+00:00,0.00045961
2023-07-10 00:00:00+00:00,-0.00030634
2023-07-11 00:00:00+00:00,-0.00015319
2023-07-12 00:00:00+00:00,0.00112354
2023-07-13 00:00:00+00:00,0.00107151
2023-07-14 00:00:00+00:00,-0.00010200
2023-07-17 00:00:00+00:00,0.00000000
2023-07-18 00:00:00+00:00,0.00127505
2023-07-19 00:00:00+00:00,0.00132511
2023-07-20 00:00:00+00:00,-0.00229054
2023-07-21 00:00:00+00:00,-0.00030578
2023-07-24 00:00:00+00:00,0.00096845
2023-07-25 00:00:00+00:00,-0.00091701
2023-07-26 00:00:00+00:00,-0.00096845
2023-07-27 00:00:00+00:00,0.00030598
2023-07-28 00:00:00+00:00,0.00061187
2023-07-31 00:00:00+00:00,0.00045879
2023-08-02 00:00:00+00:00,0.00117215
2023-08-03 00:00:00+00:00,0.00005093
2023-08-04 00:00:00+00:00,-0.00005093
2023-08-07 00:00:00+00:00,0.00035654
2023-08-08 00:00:00+00:00,0.00071294
2023-08-09 00:00:00+00:00,-0.00025452
2023-08-10 00:00:00+00:00,-0.00040729
2023-08-11 00:00:00+00:00,-0.00050922
2023-08-14 00:00:00+00:00,-0.00015281
2023-08-15 00:00:00+00:00,0.00000000
2023-08-16 00:00:00+00:00,0.00045848
2023-08-17 00:00:00+00:00,-0.00117138
2023-08-18 00:00:00+00:00,0.00020384
2023-08-21 00:00:00+00:00,-0.00050955
2023-08-22 00:00:00+00:00,0.00030581
2023-08-23 00:00:00+00:00,0.00137594
2023-08-24 00:00:00+00:00,-0.00015277
2023-08-25 00:00:00+00:00,-0.00096761
2023-08-28 00:00:00+00:00,0.00091715
2023-08-29 00:00:00+00:00,0.00020371
2023-08-30 00:00:00+00:00,0.00005092
2023-08-31 00:00:00+00:00,0.00137482
2023-09-01 00:00:00+00:00,-0.00010177
2023-09-04 00:00:00+00:00,0.00005088
2023-09-05 00:00:00+00:00,0.00005088
2023-09-06 00:00:00+00:00,-0.00086496
2023-09-07 00:00:00+00:00,0.00030542
2023-09-08 00:00:00+00:00,-0.00005090
2023-09-11 00:00:00+00:00,-0.00030537
2023-09-12 00:00:00+00:00,-0.00015271
2023-09-13 00:00:00+00:00,-0.00066178
2023-09-14 00:00:00+00:00,0.00030555
2023-09-15 00:00:00+00:00,-0.00081462
2023-09-18 00:00:00+00:00,-0.00081495
2023-09-19 00:00:00+00:00,-0.00045862
2023-09-20 00:00:00+00:00,0.00010194
2023-09-21 00:00:00+00:00,0.00219153
2023-09-22 00:00:00+00:00,0.00020367
2023-09-25 00:00:00+00:00,0.00056002
2023-09-26 00:00:00+00:00,0.00020358
2023-09-27 00:00:00+00:00,0.00020356
2023-09-28 00:00:00+00:00,-0.00055974
2023-09-29 00:00:00+00:00,0.00071265
2023-10-02 00:00:00+00:00,-0.00015265
2023-10-03 00:00:00+00:00,0.00045797
2023-10-04 00:00:00+00:00,0.00025436
2023-10-05 00:00:00+00:00,0.00040694
2023-10-06 00:00:00+00:00,-0.00005085
2023-10-09 00:00:00+00:00,0.00137314
2023-10-10 00:00:00+00:00,-0.00020327
2023-10-11 00:00:00+00:00,-0.00010165
2023-10-12 00:00:00+00:00,-0.00035578
2023-10-13 00:00:00+00:00,0.00035584
2023-10-16 00:00:00+00:00,0.00055906
2023-10-17 00:00:00+00:00,-0.00045727
2023-10-18 00:00:00+00:00,-0.00030492
2023-10-19 00:00:00+00:00,0.00020332
2023-10-20 00:00:00+00:00,0.00121982
2023-10-23 00:00:00+00:00,0.00005079
2023-10-24 00:00:00+00:00,0.00081260
2023-10-25 00:00:00+00:00,0.00010153
2023-10-26 00:00:00+00:00,0.00121827
2023-10-27 00:00:00+00:00,0.00025363
2023-10-30 00:00:00+00:00,0.00055789
2023-10-31 00:00:00+00:00,0.00000000
2023-11-01 00:00:00+00:00,0.00035490
2023-11-02 00:00:00+00:00,-0.00030412
2023-11-03 00:00:00+00:00,0.00060833
2023-11-06 00:00:00+00:00,-0.00076019
2023-11-07 00:00:00+00:00,0.00035492
2023-11-08 00:00:00+00:00,-0.00070969
2023-11-09 00:00:00+00:00,-0.00040568
2023-11-10 00:00:00+00:00,-0.00050723
2023-11-13 00:00:00+00:00,-0.00015221
2023-11-14 00:00:00+00:00,0.00101482
2023-11-15 00:00:00+00:00,-0.00086207
2023-11-16 00:00:00+00:00,0.00055809
2023-11-17 00:00:00+00:00,-0.00010144
2023-11-20 00:00:00+00:00,0.00005072
2023-11-21 00:00:00+00:00,0.00000000
2023-11-22 00:00:00+00:00,-0.00015217
2023-11-23 00:00:00+00:00,-0.00055801
2023-11-24 00:00:00+00:00,-0.00060892
2023-11-27 00:00:00+00:00,0.00111681
2023-11-28 00:00:00+00:00,0.00065950
2023-11-29 00:00:00+00:00,0.00091278
2023-11-30 00:00:00+00:00,0.00015205
2023-12-01 00:00:00+00:00,0.00273667
2023-12-04 00:00:00+00:00,0.00065789
2023-12-05 00:00:00+00:00,0.00015177
2023-12-06 00:00:00+00:00,0.00015176
2023-12-07 00:00:00+00:00,-0.00025291
2023-12-08 00:00:00+00:00,-0.00070825
2023-12-11 00:00:00+00:00,0.00010122
2023-12-12 00:00:00+00:00,0.00015182
2023-12-13 00:00:00+00:00,0.00070843
2023-12-14 00:00:00+00:00,0.00232676
2023-12-15 00:00:00+00:00,-0.00005052
2023-12-18 00:00:00+00:00,-0.00121243
2023-12-19 00:00:00+00:00,-0.00010110
2023-12-20 00:00:00+00:00,-0.00045498
2023-12-21 00:00:00+00:00,-0.00020227
2023-12-22 00:00:00+00:00,-0.00010115
2023-12-27 00:00:00+00:00,-0.00010115
2023-12-28 00:00:00+00:00,0.00040461
2023-12-29 00:00:00+00:00,-0.00025283
2024-01-02 00:00:00+00:00,0.00000000
2024-01-03 00:00:00+00:00,-0.00055631
2024-01-04 00:00:00+00:00,-0.00111302
2024-01-05 00:00:00+00:00,-0.00010125
2024-01-08 00:00:00+00:00,0.00010126
2024-01-09 00:00:00+00:00,-0.00030374
2024-01-10 00:00:00+00:00,0.00015189
2024-01-11 00:00:00+00:00,0.00070875
2024-01-12 00:00:00+00:00,0.00131572
2024-01-15 00:00:00+00:00,-0.00030340
2024-01-16 00:00:00+00:00,-0.00005057
2024-01-17 00:00:00+00:00,-0.00070804
2024-01-18 00:00:00+00:00,0.00015178
2024-01-19 00:00:00+00:00,-0.00015178
2024-01-22 00:00:00+00:00,-0.00030358
2024-01-23 00:00:00+00:00,-0.00060723
2024-01-24 00:00:00+00:00,0.00000000
2024-01-25 00:00:00+00:00,0.00126550
2024-01-26 00:00:00+00:00,0.00020234
2024-01-29 00:00:00+00:00,0.00070811
2024-01-30 00:00:00+00:00,-0.00060673
2024-01-31 00:00:00+00:00,0.00060692
2024-02-01 00:00:00+00:00,0.00010112
2024-02-02 00:00:00+00:00,-0.00136502
2024-02-05 00:00:00+00:00,-0.00141657
2024-02-06 00:00:00+00:00,0.00045570
2024-02-07 00:00:00+00:00,0.00020248
2024-02-08 00:00:00+00:00,-0.00060738
2024-02-09 00:00:00+00:00,-0.00040506
2024-02-12 00:00:00+00:00,0.00111421
2024-02-13 00:00:00+00:00,0.00202460
2024-02-14 00:00:00+00:00,0.00000000
2024-02-15 00:00:00+00:00,0.00000000
2024-02-16 00:00:00+00:00,-0.00085950
2024-02-19 00:00:00+00:00,0.00015175
2024-02-20 00:00:00+00:00,0.00050582
2024-02-21 00:00:00+00:00,-0.00060677
2024-02-22 00:00:00+00:00,-0.00035407
2024-02-23 00:00:00+00:00,0.00055651
2024-02-26 00:00:00+00:00,-0.00055631
2024-02-27 00:00:00+00:00,-0.00010118
2024-02-28 00:00:00+00:00,0.00010118
2024-02-29 00:00:00+00:00,0.00050589
2024-03-01 00:00:00+00:00,0.00050577
2024-03-04 00:00:00+00:00,-0.00030337
2024-03-05 00:00:00+00:00,-0.00025283
2024-03-06 00:00:00+00:00,-0.00065743
2024-03-07 00:00:00+00:00,-0.00025292
2024-03-08 00:00:00+00:00,0.00005059
2024-03-11 00:00:00+00:00,-0.00015176
2024-03-12 00:00:00+00:00,-0.00035416
2024-03-13 00:00:00+00:00,-0.00015181
2024-03-14 00:00:00+00:00,-0.00030366
2024-03-15 00:00:00+00:00,-0.00080992
2024-03-18 00:00:00+00:00,0.00005065
2024-03-19 00:00:00+00:00,0.00035454
2024-03-20 00:00:00+00:00,0.00050638
2024-03-21 00:00:00+00:00,0.00268300
2024-03-22 00:00:00+00:00,0.00030334
2024-03-25 00:00:00+00:00,-0.00010110
2024-03-26 00:00:00+00:00,-0.00010110
2024-03-27 00:00:00+00:00,0.00020221
2024-03-28 00:00:00+00:00,-0.00005055
