Date,EU-HEALTH
2017-03-28 00:00:00+00:00,0.00241968
2017-03-29 00:00:00+00:00,0.00616870
2017-03-30 00:00:00+00:00,0.00453152
2017-03-31 00:00:00+00:00,0.00026536
2017-04-03 00:00:00+00:00,-0.00411195
2017-04-04 00:00:00+00:00,0.00932339
2017-04-05 00:00:00+00:00,-0.00343098
2017-04-06 00:00:00+00:00,-0.00529661
2017-04-07 00:00:00+00:00,-0.00212993
2017-04-10 00:00:00+00:00,0.00293490
2017-04-11 00:00:00+00:00,0.00545358
2017-04-12 00:00:00+00:00,0.00185210
2017-04-13 00:00:00+00:00,-0.00356530
2017-04-18 00:00:00+00:00,-0.01351710
2017-04-19 00:00:00+00:00,0.00188071
2017-04-20 00:00:00+00:00,-0.00053634
2017-04-21 00:00:00+00:00,-0.00160987
2017-04-24 00:00:00+00:00,0.00550927
2017-04-25 00:00:00+00:00,0.00948817
2017-04-26 00:00:00+00:00,0.00344189
2017-04-27 00:00:00+00:00,0.01160950
2017-04-28 00:00:00+00:00,-0.00417319
2017-05-02 00:00:00+00:00,0.00667889
2017-05-03 00:00:00+00:00,0.00715494
2017-05-04 00:00:00+00:00,0.00632911
2017-05-05 00:00:00+00:00,-0.00102683
2017-05-08 00:00:00+00:00,0.00025697
2017-05-09 00:00:00+00:00,0.00719332
2017-05-10 00:00:00+00:00,0.00446372
2017-05-11 00:00:00+00:00,-0.00203149
2017-05-12 00:00:00+00:00,0.01997455
2017-05-15 00:00:00+00:00,-0.00636148
2017-05-16 00:00:00+00:00,0.00225960
2017-05-17 00:00:00+00:00,-0.01202405
2017-05-18 00:00:00+00:00,-0.00354970
2017-05-19 00:00:00+00:00,0.00279898
2017-05-22 00:00:00+00:00,-0.00253743
2017-05-23 00:00:00+00:00,-0.00190791
2017-05-24 00:00:00+00:00,0.00165668
2017-05-25 00:00:00+00:00,-0.00203562
2017-05-26 00:00:00+00:00,-0.00191229
2017-05-29 00:00:00+00:00,0.00063865
2017-05-30 00:00:00+00:00,0.00114884
2017-05-31 00:00:00+00:00,0.00675762
2017-06-01 00:00:00+00:00,0.06965552
2017-06-02 00:00:00+00:00,0.00593659
2017-06-05 00:00:00+00:00,-0.01054746
2017-06-06 00:00:00+00:00,-0.01379958
2017-06-07 00:00:00+00:00,-0.01005985
2017-06-08 00:00:00+00:00,-0.00038412
2017-06-09 00:00:00+00:00,-0.00718409
2017-06-12 00:00:00+00:00,-0.00667180
2017-06-13 00:00:00+00:00,0.00622003
2017-06-14 00:00:00+00:00,0.00103026
2017-06-15 00:00:00+00:00,-0.00321626
2017-06-16 00:00:00+00:00,0.00490449
2017-06-19 00:00:00+00:00,0.01232982
2017-06-20 00:00:00+00:00,-0.00101497
2017-06-21 00:00:00+00:00,-0.00228600
2017-06-22 00:00:00+00:00,0.02049389
2017-06-23 00:00:00+00:00,-0.00461519
2017-06-26 00:00:00+00:00,-0.00075188
2017-06-27 00:00:00+00:00,-0.01103587
2017-06-28 00:00:00+00:00,-0.01090540
2017-06-29 00:00:00+00:00,-0.02564103
2017-06-30 00:00:00+00:00,0.00171053
2017-07-03 00:00:00+00:00,0.00354657
2017-07-04 00:00:00+00:00,-0.00418848
2017-07-05 00:00:00+00:00,0.00381178
2017-07-06 00:00:00+00:00,-0.01649863
2017-07-07 00:00:00+00:00,0.00213021
2017-07-10 00:00:00+00:00,0.00000000
2017-07-11 00:00:00+00:00,-0.01009698
2017-07-12 00:00:00+00:00,0.02294994
2017-07-13 00:00:00+00:00,-0.00852795
2017-07-14 00:00:00+00:00,0.00635173
2017-07-17 00:00:00+00:00,-0.00157791
2017-07-18 00:00:00+00:00,-0.00829712
2017-07-19 00:00:00+00:00,0.00411687
2017-07-20 00:00:00+00:00,-0.00330644
2017-07-21 00:00:00+00:00,-0.00610403
2017-07-24 00:00:00+00:00,-0.00240320
2017-07-25 00:00:00+00:00,0.00080300
2017-07-26 00:00:00+00:00,-0.00213961
2017-07-27 00:00:00+00:00,-0.01206111
2017-07-28 00:00:00+00:00,-0.01180141
2017-07-31 00:00:00+00:00,0.00452986
2017-08-01 00:00:00+00:00,-0.00177644
2017-08-02 00:00:00+00:00,-0.00520192
2017-08-03 00:00:00+00:00,-0.00385303
2017-08-04 00:00:00+00:00,0.00787402
2017-08-07 00:00:00+00:00,-0.00712719
2017-08-08 00:00:00+00:00,0.00372722
2017-08-09 00:00:00+00:00,-0.00316325
2017-08-10 00:00:00+00:00,-0.00400110
2017-08-11 00:00:00+00:00,-0.00498684
2017-08-14 00:00:00+00:00,0.00445496
2017-08-15 00:00:00+00:00,0.00637561
2017-08-16 00:00:00+00:00,0.00302989
2017-08-17 00:00:00+00:00,0.00370726
2017-08-18 00:00:00+00:00,-0.08536252
2017-08-21 00:00:00+00:00,-0.00402108
2017-08-22 00:00:00+00:00,0.01350411
2017-08-23 00:00:00+00:00,-0.00549451
2017-08-24 00:00:00+00:00,0.00649171
2017-08-25 00:00:00+00:00,0.00013723
2017-08-28 00:00:00+00:00,-0.00727223
2017-08-29 00:00:00+00:00,-0.00552868
2017-08-30 00:00:00+00:00,0.00347464
2017-08-31 00:00:00+00:00,0.01232687
2017-09-01 00:00:00+00:00,0.00656725
2017-09-04 00:00:00+00:00,-0.00638847
2017-09-05 00:00:00+00:00,0.00141079
2017-09-06 00:00:00+00:00,0.00191231
2017-09-07 00:00:00+00:00,0.00777096
2017-09-08 00:00:00+00:00,0.02313312
2017-09-11 00:00:00+00:00,0.00607862
2017-09-12 00:00:00+00:00,0.00525748
2017-09-13 00:00:00+00:00,-0.00174333
2017-09-14 00:00:00+00:00,0.00201505
2017-09-15 00:00:00+00:00,-0.00750771
2017-09-18 00:00:00+00:00,-0.00108064
2017-09-19 00:00:00+00:00,0.00189317
2017-09-20 00:00:00+00:00,0.00107977
2017-09-21 00:00:00+00:00,0.00539302
2017-09-22 00:00:00+00:00,0.00227974
2017-09-25 00:00:00+00:00,0.00936580
2017-09-26 00:00:00+00:00,-0.00583245
2017-09-27 00:00:00+00:00,-0.00226667
2017-09-28 00:00:00+00:00,0.00106909
2017-09-29 00:00:00+00:00,-0.00053397
2017-10-02 00:00:00+00:00,0.01856551
2017-10-03 00:00:00+00:00,-0.00209809
2017-10-04 00:00:00+00:00,0.00565046
2017-10-05 00:00:00+00:00,-0.00509604
2017-10-06 00:00:00+00:00,-0.00078802
2017-10-09 00:00:00+00:00,-0.00039432
2017-10-10 00:00:00+00:00,-0.00631164
2017-10-11 00:00:00+00:00,-0.00119095
2017-10-12 00:00:00+00:00,-0.00052994
2017-10-13 00:00:00+00:00,-0.00490456
2017-10-16 00:00:00+00:00,0.01052351
2017-10-17 00:00:00+00:00,-0.00276826
2017-10-18 00:00:00+00:00,-0.00118969
2017-10-19 00:00:00+00:00,-0.00449974
2017-10-20 00:00:00+00:00,-0.00265887
2017-10-23 00:00:00+00:00,0.00413223
2017-10-24 00:00:00+00:00,-0.01752290
2017-10-25 00:00:00+00:00,-0.01526821
2017-10-26 00:00:00+00:00,0.00246981
2017-10-27 00:00:00+00:00,0.00834930
2017-10-30 00:00:00+00:00,0.00298629
2017-10-31 00:00:00+00:00,0.00148870
2017-11-01 00:00:00+00:00,0.00162162
2017-11-02 00:00:00+00:00,-0.00984889
2017-11-03 00:00:00+00:00,0.00667666
2017-11-06 00:00:00+00:00,0.00324851
2017-11-07 00:00:00+00:00,-0.00809498
2017-11-08 00:00:00+00:00,-0.00258433
2017-11-09 00:00:00+00:00,-0.01227329
2017-11-10 00:00:00+00:00,-0.00717935
2017-11-13 00:00:00+00:00,-0.00083438
2017-11-14 00:00:00+00:00,-0.00501044
2017-11-15 00:00:00+00:00,-0.00307735
2017-11-16 00:00:00+00:00,0.01192648
2017-11-17 00:00:00+00:00,-0.00249584
2017-11-20 00:00:00+00:00,0.01195441
2017-11-21 00:00:00+00:00,0.00467033
2017-11-22 00:00:00+00:00,0.00259776
2017-11-23 00:00:00+00:00,-0.00095459
2017-11-24 00:00:00+00:00,-0.00655201
2017-11-27 00:00:00+00:00,-0.00274801
2017-11-28 00:00:00+00:00,0.00620006
2017-11-29 00:00:00+00:00,-0.00328632
2017-11-30 00:00:00+00:00,-0.00343454
2017-12-01 00:00:00+00:00,-0.00261924
2017-12-04 00:00:00+00:00,0.00345543
2017-12-05 00:00:00+00:00,-0.00643009
2017-12-06 00:00:00+00:00,-0.00041586
2017-12-07 00:00:00+00:00,-0.00457634
2017-12-08 00:00:00+00:00,-0.03050989
2017-12-11 00:00:00+00:00,0.00704615
2017-12-12 00:00:00+00:00,-0.00151578
2017-12-13 00:00:00+00:00,-0.00096605
2017-12-14 00:00:00+00:00,-0.00704517
2017-12-15 00:00:00+00:00,-0.00041736
2017-12-18 00:00:00+00:00,0.01308281
2017-12-19 00:00:00+00:00,-0.00741860
2017-12-20 00:00:00+00:00,-0.01273356
2017-12-21 00:00:00+00:00,0.00771064
2017-12-22 00:00:00+00:00,-0.00111297
2017-12-27 00:00:00+00:00,0.00264624
2017-12-28 00:00:00+00:00,-0.00319489
2017-12-29 00:00:00+00:00,-0.00181159
2018-01-02 00:00:00+00:00,0.00097724
2018-01-03 00:00:00+00:00,0.00892608
2018-01-04 00:00:00+00:00,0.00262649
2018-01-05 00:00:00+00:00,0.01309803
2018-01-08 00:00:00+00:00,0.00163310
2018-01-09 00:00:00+00:00,0.00163043
2018-01-10 00:00:00+00:00,-0.01315789
2018-01-11 00:00:00+00:00,-0.00426117
2018-01-12 00:00:00+00:00,-0.00124241
2018-01-15 00:00:00+00:00,-0.00456116
2018-01-16 00:00:00+00:00,-0.00374896
2018-01-17 00:00:00+00:00,-0.00236934
2018-01-18 00:00:00+00:00,-0.00139704
2018-01-19 00:00:00+00:00,0.00951315
2018-01-22 00:00:00+00:00,0.00221729
2018-01-23 00:00:00+00:00,0.00622235
2018-01-24 00:00:00+00:00,0.00109935
2018-01-25 00:00:00+00:00,-0.00096088
2018-01-26 00:00:00+00:00,0.01140423
2018-01-29 00:00:00+00:00,-0.00421138
2018-01-30 00:00:00+00:00,-0.00763984
2018-01-31 00:00:00+00:00,-0.01141050
2018-02-01 00:00:00+00:00,-0.02072034
2018-02-02 00:00:00+00:00,-0.00823630
2018-02-05 00:00:00+00:00,-0.02491409
2018-02-06 00:00:00+00:00,-0.01233480
2018-02-07 00:00:00+00:00,0.01055605
2018-02-08 00:00:00+00:00,-0.01147565
2018-02-09 00:00:00+00:00,-0.01711564
2018-02-12 00:00:00+00:00,0.01847365
2018-02-13 00:00:00+00:00,-0.00579839
2018-02-14 00:00:00+00:00,0.01091670
2018-02-15 00:00:00+00:00,0.00769231
2018-02-16 00:00:00+00:00,0.01335878
2018-02-19 00:00:00+00:00,-0.01086484
2018-02-20 00:00:00+00:00,0.00541886
2018-02-21 00:00:00+00:00,0.00029133
2018-02-22 00:00:00+00:00,0.00436872
2018-02-23 00:00:00+00:00,-0.00072495
2018-02-26 00:00:00+00:00,0.00783517
2018-02-27 00:00:00+00:00,-0.00604665
2018-02-28 00:00:00+00:00,-0.00999421
2018-03-01 00:00:00+00:00,-0.00994879
2018-03-02 00:00:00+00:00,-0.01108320
2018-03-05 00:00:00+00:00,0.01225344
2018-03-06 00:00:00+00:00,0.00049649
2018-03-07 00:00:00+00:00,0.00472116
2018-03-08 00:00:00+00:00,0.01013216
2018-03-09 00:00:00+00:00,0.00465184
2018-03-12 00:00:00+00:00,-0.05266120
2018-03-13 00:00:00+00:00,-0.01330409
2018-03-14 00:00:00+00:00,0.00074085
2018-03-15 00:00:00+00:00,0.00399763
2018-03-16 00:00:00+00:00,0.00309689
2018-03-19 00:00:00+00:00,-0.00808586
2018-03-20 00:00:00+00:00,-0.00029643
2018-03-21 00:00:00+00:00,-0.00029652
2018-03-22 00:00:00+00:00,-0.01245736
2018-03-23 00:00:00+00:00,-0.00270311
2018-03-26 00:00:00+00:00,-0.01460623
2018-03-27 00:00:00+00:00,0.01421149
2018-03-28 00:00:00+00:00,0.01913515
2018-03-29 00:00:00+00:00,-0.00014784
2018-04-03 00:00:00+00:00,0.02705900
2018-04-04 00:00:00+00:00,-0.03771955
2018-04-05 00:00:00+00:00,0.02363854
2018-04-06 00:00:00+00:00,-0.00175387
2018-04-09 00:00:00+00:00,0.00014641
2018-04-10 00:00:00+00:00,0.01156492
2018-04-11 00:00:00+00:00,-0.00723589
2018-04-12 00:00:00+00:00,0.00699708
2018-04-13 00:00:00+00:00,-0.00506659
2018-04-16 00:00:00+00:00,-0.00480140
2018-04-17 00:00:00+00:00,0.01067251
2018-04-18 00:00:00+00:00,-0.00057862
2018-04-19 00:00:00+00:00,-0.00564481
2018-04-20 00:00:00+00:00,-0.00291121
2018-04-23 00:00:00+00:00,0.00350365
2018-04-24 00:00:00+00:00,-0.00101833
2018-04-25 00:00:00+00:00,-0.01048493
2018-04-26 00:00:00+00:00,0.01221486
2018-04-27 00:00:00+00:00,0.00378017
2018-04-30 00:00:00+00:00,0.00434531
2018-05-02 00:00:00+00:00,0.00951832
2018-05-03 00:00:00+00:00,-0.00528571
2018-05-04 00:00:00+00:00,0.00775528
2018-05-07 00:00:00+00:00,0.00997577
2018-05-08 00:00:00+00:00,0.00225765
2018-05-09 00:00:00+00:00,0.00126707
2018-05-10 00:00:00+00:00,-0.00295276
2018-05-11 00:00:00+00:00,-0.00183331
2018-05-14 00:00:00+00:00,0.01215032
2018-05-15 00:00:00+00:00,-0.00055835
2018-05-16 00:00:00+00:00,0.00963687
2018-05-17 00:00:00+00:00,0.00484161
2018-05-18 00:00:00+00:00,-0.00151432
2018-05-21 00:00:00+00:00,0.00551496
2018-05-22 00:00:00+00:00,-0.00027424
2018-05-23 00:00:00+00:00,-0.00864079
2018-05-24 00:00:00+00:00,-0.00318207
2018-05-25 00:00:00+00:00,0.00569049
2018-05-28 00:00:00+00:00,-0.00400221
2018-05-29 00:00:00+00:00,-0.00263267
2018-05-30 00:00:00+00:00,0.00639066
2018-05-31 00:00:00+00:00,-0.01270017
2018-06-01 00:00:00+00:00,0.00922819
2018-06-04 00:00:00+00:00,-0.00027709
2018-06-05 00:00:00+00:00,-0.00674588
2018-06-06 00:00:00+00:00,0.03752790
2018-06-07 00:00:00+00:00,0.00000000
2018-06-08 00:00:00+00:00,-0.01442375
2018-06-11 00:00:00+00:00,0.00715789
2018-06-12 00:00:00+00:00,-0.00168729
2018-06-13 00:00:00+00:00,0.00676056
2018-06-14 00:00:00+00:00,0.01986570
2018-06-15 00:00:00+00:00,-0.00891632
2018-06-18 00:00:00+00:00,-0.01107266
2018-06-19 00:00:00+00:00,-0.00391882
2018-06-20 00:00:00+00:00,0.01124069
2018-06-21 00:00:00+00:00,-0.00305683
2018-06-22 00:00:00+00:00,0.01156794
2018-06-25 00:00:00+00:00,-0.01860017
2018-06-26 00:00:00+00:00,0.00056156
2018-06-27 00:00:00+00:00,0.00477059
2018-06-28 00:00:00+00:00,-0.00907694
2018-06-29 00:00:00+00:00,0.01564262
2018-07-02 00:00:00+00:00,-0.00999029
2018-07-03 00:00:00+00:00,0.00826910
2018-07-04 00:00:00+00:00,0.00750626
2018-07-05 00:00:00+00:00,-0.00137969
2018-07-06 00:00:00+00:00,0.00580271
2018-07-09 00:00:00+00:00,0.00151099
2018-07-10 00:00:00+00:00,0.00658346
2018-07-11 00:00:00+00:00,-0.01049189
2018-07-12 00:00:00+00:00,0.02244561
2018-07-13 00:00:00+00:00,0.00013468
2018-07-16 00:00:00+00:00,-0.00188527
2018-07-17 00:00:00+00:00,0.00526174
2018-07-18 00:00:00+00:00,0.02643940
2018-07-19 00:00:00+00:00,-0.02301255
2018-07-20 00:00:00+00:00,0.00441649
2018-07-23 00:00:00+00:00,-0.00106596
2018-07-24 00:00:00+00:00,0.00680272
2018-07-25 00:00:00+00:00,0.00264971
2018-07-26 00:00:00+00:00,0.01506342
2018-07-27 00:00:00+00:00,0.00325436
2018-07-30 00:00:00+00:00,-0.00519009
2018-07-31 00:00:00+00:00,-0.00195644
2018-08-01 00:00:00+00:00,0.00287507
2018-08-02 00:00:00+00:00,0.00000000
2018-08-03 00:00:00+00:00,0.00469116
2018-08-06 00:00:00+00:00,-0.00025940
2018-08-07 00:00:00+00:00,0.00454074
2018-08-08 00:00:00+00:00,-0.00955702
2018-08-09 00:00:00+00:00,0.00000000
2018-08-10 00:00:00+00:00,-0.00026079
2018-08-13 00:00:00+00:00,-0.01134733
2018-08-14 00:00:00+00:00,0.00620053
2018-08-15 00:00:00+00:00,-0.01206241
2018-08-16 00:00:00+00:00,0.00079628
2018-08-17 00:00:00+00:00,0.00437608
2018-08-20 00:00:00+00:00,0.00514919
2018-08-21 00:00:00+00:00,0.00249573
2018-08-22 00:00:00+00:00,0.00393082
2018-08-23 00:00:00+00:00,-0.00743931
2018-08-24 00:00:00+00:00,-0.00065746
2018-08-27 00:00:00+00:00,0.00539474
2018-08-28 00:00:00+00:00,-0.00405706
2018-08-29 00:00:00+00:00,0.00683311
2018-08-30 00:00:00+00:00,-0.00039154
2018-08-31 00:00:00+00:00,-0.00744222
2018-09-03 00:00:00+00:00,0.00171008
2018-09-04 00:00:00+00:00,-0.00879842
2018-09-05 00:00:00+00:00,-0.01360751
2018-09-06 00:00:00+00:00,-0.00792372
2018-09-07 00:00:00+00:00,0.03952890
2018-09-10 00:00:00+00:00,0.00134517
2018-09-11 00:00:00+00:00,0.00886620
2018-09-14 00:00:00+00:00,0.00497312
2018-09-17 00:00:00+00:00,-0.00147118
2018-09-18 00:00:00+00:00,-0.00375033
2018-09-19 00:00:00+00:00,0.00026889
2018-09-20 00:00:00+00:00,0.00282258
2018-09-21 00:00:00+00:00,0.00134030
2018-09-24 00:00:00+00:00,-0.00776335
2018-09-25 00:00:00+00:00,0.01092675
2018-09-26 00:00:00+00:00,0.00547104
2018-09-27 00:00:00+00:00,0.00517585
2018-09-28 00:00:00+00:00,-0.00079218
2018-10-01 00:00:00+00:00,0.00449260
2018-10-02 00:00:00+00:00,-0.00013154
2018-10-03 00:00:00+00:00,0.00815682
2018-10-04 00:00:00+00:00,-0.01853060
2018-10-05 00:00:00+00:00,-0.00491956
2018-10-08 00:00:00+00:00,-0.01215927
2018-10-09 00:00:00+00:00,0.00027053
2018-10-10 00:00:00+00:00,-0.01149425
2018-10-11 00:00:00+00:00,-0.01778386
2018-10-12 00:00:00+00:00,-0.00167131
2018-10-15 00:00:00+00:00,0.00627790
2018-10-16 00:00:00+00:00,0.01802301
2018-10-17 00:00:00+00:00,-0.00190658
2018-10-18 00:00:00+00:00,0.00764088
2018-10-19 00:00:00+00:00,0.00825999
2018-10-22 00:00:00+00:00,-0.00738652
2018-10-23 00:00:00+00:00,-0.01420647
2018-10-24 00:00:00+00:00,-0.00054900
2018-10-25 00:00:00+00:00,-0.01826421
2018-10-26 00:00:00+00:00,-0.00489579
2018-10-29 00:00:00+00:00,0.01560304
2018-10-30 00:00:00+00:00,0.00484429
2018-10-31 00:00:00+00:00,0.01721763
2018-11-01 00:00:00+00:00,0.00609343
2018-11-02 00:00:00+00:00,-0.00767160
2018-11-05 00:00:00+00:00,0.00596772
2018-11-06 00:00:00+00:00,-0.00552784
2018-11-07 00:00:00+00:00,0.01694685
2018-11-08 00:00:00+00:00,0.00759899
2018-11-09 00:00:00+00:00,0.00330775
2018-11-12 00:00:00+00:00,-0.00567058
2018-11-13 00:00:00+00:00,-0.00265252
2018-11-14 00:00:00+00:00,-0.00811170
2018-11-15 00:00:00+00:00,-0.01085936
2018-11-16 00:00:00+00:00,-0.00054215
2018-11-19 00:00:00+00:00,-0.00284784
2018-11-20 00:00:00+00:00,-0.00516796
2018-11-21 00:00:00+00:00,0.00205058
2018-11-22 00:00:00+00:00,-0.00272851
2018-11-23 00:00:00+00:00,0.01285910
2018-11-26 00:00:00+00:00,0.00202593
2018-11-27 00:00:00+00:00,-0.00121310
2018-11-28 00:00:00+00:00,0.00067476
2018-11-29 00:00:00+00:00,0.00593392
2018-11-30 00:00:00+00:00,0.01085936
2018-12-03 00:00:00+00:00,-0.00530504
2018-12-04 00:00:00+00:00,0.00160000
2018-12-05 00:00:00+00:00,-0.01021115
2018-12-06 00:00:00+00:00,-0.04948897
2018-12-07 00:00:00+00:00,0.00000000
2018-12-10 00:00:00+00:00,-0.03019391
2018-12-11 00:00:00+00:00,0.02705718
2018-12-13 00:00:00+00:00,-0.00288303
2018-12-14 00:00:00+00:00,-0.00605810
2018-12-17 00:00:00+00:00,-0.00166228
2018-12-18 00:00:00+00:00,-0.02039684
2018-12-19 00:00:00+00:00,-0.00014164
2018-12-20 00:00:00+00:00,-0.01090806
2018-12-21 00:00:00+00:00,-0.00529934
2018-12-27 00:00:00+00:00,-0.01886249
2018-12-28 00:00:00+00:00,0.01922512
2019-01-02 00:00:00+00:00,0.00863931
2019-01-03 00:00:00+00:00,0.00342612
2019-01-04 00:00:00+00:00,0.01607626
2019-01-07 00:00:00+00:00,-0.00868104
2019-01-08 00:00:00+00:00,0.01271186
2019-01-09 00:00:00+00:00,0.00655509
2019-01-10 00:00:00+00:00,0.00027712
2019-01-11 00:00:00+00:00,-0.00055409
2019-01-14 00:00:00+00:00,-0.01441441
2019-01-15 00:00:00+00:00,0.01026579
2019-01-16 00:00:00+00:00,0.00069599
2019-01-17 00:00:00+00:00,0.00194742
2019-01-18 00:00:00+00:00,0.00999584
2019-01-21 00:00:00+00:00,-0.00164948
2019-01-22 00:00:00+00:00,-0.00192758
2019-01-23 00:00:00+00:00,0.00013795
2019-01-24 00:00:00+00:00,-0.00620690
2019-01-25 00:00:00+00:00,-0.00333102
2019-01-28 00:00:00+00:00,-0.00933018
2019-01-29 00:00:00+00:00,0.00801237
2019-01-30 00:00:00+00:00,-0.00041835
2019-01-31 00:00:00+00:00,0.01199777
2019-02-01 00:00:00+00:00,0.00427350
2019-02-04 00:00:00+00:00,0.00370625
2019-02-05 00:00:00+00:00,0.01613786
2019-02-06 00:00:00+00:00,0.00201884
2019-02-07 00:00:00+00:00,-0.00805910
2019-02-08 00:00:00+00:00,0.01949898
2019-02-11 00:00:00+00:00,0.00026951
2019-02-12 00:00:00+00:00,0.00363734
2019-02-13 00:00:00+00:00,0.00026846
2019-02-14 00:00:00+00:00,0.00389157
2019-02-15 00:00:00+00:00,0.01443657
2019-02-18 00:00:00+00:00,0.00013177
2019-02-19 00:00:00+00:00,-0.00355731
2019-02-20 00:00:00+00:00,0.00740447
2019-02-21 00:00:00+00:00,-0.00525003
2019-02-22 00:00:00+00:00,0.00184721
2019-02-25 00:00:00+00:00,0.00342421
2019-02-26 00:00:00+00:00,0.00249377
2019-02-27 00:00:00+00:00,-0.00340403
2019-02-28 00:00:00+00:00,0.00275880
2019-03-01 00:00:00+00:00,0.00353727
2019-03-04 00:00:00+00:00,0.00613577
2019-03-05 00:00:00+00:00,0.00846964
2019-03-06 00:00:00+00:00,-0.00308761
2019-03-07 00:00:00+00:00,-0.00051620
2019-03-08 00:00:00+00:00,0.03253712
2019-03-11 00:00:00+00:00,0.00884035
2019-03-12 00:00:00+00:00,-0.01229773
2019-03-13 00:00:00+00:00,0.00524246
2019-03-14 00:00:00+00:00,0.01003911
2019-03-15 00:00:00+00:00,0.00309797
2019-03-18 00:00:00+00:00,-0.00180157
2019-03-19 00:00:00+00:00,0.00425422
2019-03-20 00:00:00+00:00,-0.00474968
2019-03-21 00:00:00+00:00,0.00103186
2019-03-22 00:00:00+00:00,-0.00579822
2019-03-25 00:00:00+00:00,-0.00531363
2019-03-26 00:00:00+00:00,0.01446254
2019-03-27 00:00:00+00:00,-0.00359620
2019-03-28 00:00:00+00:00,0.00657386
2019-03-29 00:00:00+00:00,0.00166475
2019-04-01 00:00:00+00:00,0.00690361
2019-04-02 00:00:00+00:00,0.00012697
2019-04-03 00:00:00+00:00,-0.00558588
2019-04-04 00:00:00+00:00,-0.00191498
2019-04-05 00:00:00+00:00,0.00153492
2019-04-08 00:00:00+00:00,-0.00332056
2019-04-09 00:00:00+00:00,0.00038442
2019-04-10 00:00:00+00:00,-0.00422698
2019-04-11 00:00:00+00:00,-0.00720350
2019-04-12 00:00:00+00:00,-0.01023581
2019-04-15 00:00:00+00:00,0.00130907
2019-04-16 00:00:00+00:00,-0.00169957
2019-04-17 00:00:00+00:00,-0.02187009
2019-04-18 00:00:00+00:00,0.00013389
2019-04-23 00:00:00+00:00,0.00883534
