Date,ALUMINIUM
2021-10-12 00:00:00+00:00,0.01603703
2021-10-13 00:00:00+00:00,0.00675291
2021-10-14 00:00:00+00:00,0.05737837
2021-10-15 00:00:00+00:00,0.02424098
2021-10-18 00:00:00+00:00,0.03457005
2021-10-19 00:00:00+00:00,-0.00481329
2021-10-20 00:00:00+00:00,-0.09472050
2021-10-21 00:00:00+00:00,0.01263141
2021-10-22 00:00:00+00:00,-0.07085020
2021-10-25 00:00:00+00:00,0.00016682
2021-10-26 00:00:00+00:00,-0.04495126
2021-10-27 00:00:00+00:00,-0.06529210
2021-10-28 00:00:00+00:00,-0.08140351
2021-10-29 00:00:00+00:00,0.02731131
2021-11-01 00:00:00+00:00,-0.00172679
2021-11-02 00:00:00+00:00,-0.00438998
2021-11-03 00:00:00+00:00,-0.01594969
2021-11-04 00:00:00+00:00,-0.10258982
2021-11-05 00:00:00+00:00,-0.00528117
2021-11-08 00:00:00+00:00,0.02487464
2021-11-09 00:00:00+00:00,-0.03396009
2021-11-11 00:00:00+00:00,0.03210696
2021-11-12 00:00:00+00:00,0.04330560
2021-11-15 00:00:00+00:00,-0.00983359
2021-11-16 00:00:00+00:00,-0.03051776
2021-11-17 00:00:00+00:00,0.02202514
2021-11-18 00:00:00+00:00,0.00829599
2021-11-19 00:00:00+00:00,0.01967089
2021-11-22 00:00:00+00:00,-0.00074198
2021-11-26 00:00:00+00:00,-0.02830889
2021-11-29 00:00:00+00:00,0.00401184
2021-11-30 00:00:00+00:00,-0.00085625
2021-12-01 00:00:00+00:00,0.01333079
2021-12-02 00:00:00+00:00,-0.01606841
2021-12-03 00:00:00+00:00,0.00391558
2021-12-06 00:00:00+00:00,-0.01322298
2021-12-08 00:00:00+00:00,0.00269932
2021-12-09 00:00:00+00:00,0.00276612
2021-12-10 00:00:00+00:00,-0.01095238
2021-12-13 00:00:00+00:00,0.02857143
2021-12-14 00:00:00+00:00,-0.02482069
2021-12-15 00:00:00+00:00,-0.01109199
2021-12-16 00:00:00+00:00,0.04389867
2021-12-17 00:00:00+00:00,0.01449821
2021-12-20 00:00:00+00:00,-0.01929957
2021-12-21 00:00:00+00:00,0.09173273
2021-12-22 00:00:00+00:00,0.05183175
2021-12-23 00:00:00+00:00,0.00912041
2021-12-27 00:00:00+00:00,-0.00192240
2021-12-28 00:00:00+00:00,0.00000000
2021-12-29 00:00:00+00:00,-0.00928034
2021-12-30 00:00:00+00:00,-0.00486037
2021-12-31 00:00:00+00:00,-0.02187335
2022-01-04 00:00:00+00:00,0.03610269
2022-01-05 00:00:00+00:00,0.05109553
2022-01-06 00:00:00+00:00,0.00990437
2022-01-07 00:00:00+00:00,-0.00059483
2022-01-10 00:00:00+00:00,0.00510465
2022-01-11 00:00:00+00:00,0.03801541
2022-01-12 00:00:00+00:00,0.00373878
2022-01-13 00:00:00+00:00,-0.00974026
2022-01-14 00:00:00+00:00,0.01248543
2022-01-18 00:00:00+00:00,0.02266523
2022-01-19 00:00:00+00:00,0.02636735
2022-01-20 00:00:00+00:00,0.03892240
2022-01-21 00:00:00+00:00,-0.04884400
2022-01-24 00:00:00+00:00,-0.00395129
2022-01-25 00:00:00+00:00,0.02121114
2022-01-26 00:00:00+00:00,0.01003886
2022-01-27 00:00:00+00:00,0.00392377
2022-01-31 00:00:00+00:00,-0.01746829
2022-02-01 00:00:00+00:00,-0.00462737
2022-02-02 00:00:00+00:00,-0.04518392
2022-02-03 00:00:00+00:00,0.02843016
2022-02-04 00:00:00+00:00,0.01729624
2022-02-07 00:00:00+00:00,0.04170342
2022-02-08 00:00:00+00:00,0.04096614
2022-02-09 00:00:00+00:00,0.02279246
2022-02-10 00:00:00+00:00,0.02812097
2022-02-11 00:00:00+00:00,-0.02697189
2022-02-15 00:00:00+00:00,-0.00893880
2022-02-16 00:00:00+00:00,0.02114571
2022-02-17 00:00:00+00:00,0.00471125
2022-02-18 00:00:00+00:00,-0.00341530
2022-02-22 00:00:00+00:00,0.02159367
2022-02-23 00:00:00+00:00,0.00723764
2022-02-24 00:00:00+00:00,0.04151963
2022-02-25 00:00:00+00:00,-0.00275728
2022-02-28 00:00:00+00:00,0.00649063
2022-03-01 00:00:00+00:00,0.05822673
2022-03-02 00:00:00+00:00,0.05743678
2022-03-03 00:00:00+00:00,0.10461239
2022-03-04 00:00:00+00:00,0.03691718
2022-03-07 00:00:00+00:00,-0.06877758
2022-03-08 00:00:00+00:00,-0.11873963
2022-03-09 00:00:00+00:00,-0.05073508
2022-03-10 00:00:00+00:00,0.02078313
2022-03-11 00:00:00+00:00,0.04994125
2022-03-14 00:00:00+00:00,-0.03582945
2022-03-15 00:00:00+00:00,-0.09064851
2022-03-16 00:00:00+00:00,0.00244088
2022-03-17 00:00:00+00:00,0.06280750
2022-03-18 00:00:00+00:00,0.01804200
2022-03-21 00:00:00+00:00,0.06659806
2022-03-22 00:00:00+00:00,-0.00796586
2022-03-23 00:00:00+00:00,0.06577066
2022-03-24 00:00:00+00:00,0.00470263
2022-03-25 00:00:00+00:00,-0.01101322
2022-03-28 00:00:00+00:00,0.00779510
2022-03-29 00:00:00+00:00,-0.04530387
2022-03-30 00:00:00+00:00,0.03276910
2022-03-31 00:00:00+00:00,-0.02010226
2022-04-01 00:00:00+00:00,0.00014296
2022-04-04 00:00:00+00:00,-0.01801029
2022-04-05 00:00:00+00:00,-0.03471616
2022-04-06 00:00:00+00:00,-0.00810772
2022-04-07 00:00:00+00:00,-0.03443223
2022-04-08 00:00:00+00:00,-0.00905544
2022-04-11 00:00:00+00:00,-0.08283804
2022-04-12 00:00:00+00:00,0.01484804
2022-04-13 00:00:00+00:00,-0.00912297
2022-04-14 00:00:00+00:00,0.02061221
2022-04-19 00:00:00+00:00,-0.02726440
2022-04-20 00:00:00+00:00,0.01307746
2022-04-21 00:00:00+00:00,0.01373647
2022-04-22 00:00:00+00:00,-0.02156396
2022-04-25 00:00:00+00:00,-0.09817790
2022-04-26 00:00:00+00:00,-0.00999675
2022-04-27 00:00:00+00:00,0.02098816
2022-04-28 00:00:00+00:00,-0.02661934
2022-04-29 00:00:00+00:00,0.01599403
2022-05-03 00:00:00+00:00,-0.04559543
2022-05-04 00:00:00+00:00,0.02717716
2022-05-05 00:00:00+00:00,-0.07662867
2022-05-06 00:00:00+00:00,-0.05393872
2022-05-09 00:00:00+00:00,-0.06460650
