Date,DX
2001-11-20 00:00:00+00:00,-0.00544079
2001-11-21 00:00:00+00:00,0.00852442
2001-11-22 00:00:00+00:00,0.00152775
2001-11-23 00:00:00+00:00,0.00118735
2001-11-26 00:00:00+00:00,-0.00508604
2001-11-27 00:00:00+00:00,-0.00356930
2001-11-28 00:00:00+00:00,-0.01242976
2001-11-29 00:00:00+00:00,0.00034267
2001-11-30 00:00:00+00:00,-0.01199143
2001-12-03 00:00:00+00:00,0.00947867
2001-12-04 00:00:00+00:00,0.00111502
2001-12-05 00:00:00+00:00,0.00685812
2001-12-06 00:00:00+00:00,-0.01529261
2001-12-07 00:00:00+00:00,0.00852199
2001-12-10 00:00:00+00:00,0.00351449
2001-12-11 00:00:00+00:00,-0.00342349
2001-12-12 00:00:00+00:00,-0.01320302
2001-12-13 00:00:00+00:00,0.00759406
2001-12-14 00:00:00+00:00,-0.01547189
2001-12-17 00:00:00+00:00,0.00259875
2001-12-18 00:00:00+00:00,0.00138420
2001-12-19 00:00:00+00:00,0.00691623
2001-12-20 00:00:00+00:00,0.00077539
2001-12-21 00:00:00+00:00,0.02230451
2001-12-24 00:00:00+00:00,0.01924879
2001-12-26 00:00:00+00:00,-0.00210899
2001-12-27 00:00:00+00:00,-0.00574179
2001-12-28 00:00:00+00:00,-0.00431911
2001-12-31 00:00:00+00:00,-0.01035478
2002-01-02 00:00:00+00:00,-0.01603959
2002-01-03 00:00:00+00:00,0.00464436
2002-01-04 00:00:00+00:00,0.00360391
2002-01-07 00:00:00+00:00,0.00376874
2002-01-08 00:00:00+00:00,0.00444558
2002-01-09 00:00:00+00:00,0.00281498
2002-01-10 00:00:00+00:00,-0.00093705
2002-01-11 00:00:00+00:00,-0.00528424
2002-01-14 00:00:00+00:00,-0.00256366
2002-01-15 00:00:00+00:00,0.01446175
2002-01-16 00:00:00+00:00,0.00433305
2002-01-17 00:00:00+00:00,0.00406952
2002-01-18 00:00:00+00:00,-0.00575345
2002-01-22 00:00:00+00:00,0.00322416
2002-01-23 00:00:00+00:00,0.01338416
2002-01-24 00:00:00+00:00,0.00201952
2002-01-25 00:00:00+00:00,0.02034297
2002-01-28 00:00:00+00:00,0.00266267
2002-01-29 00:00:00+00:00,-0.00731322
2002-01-30 00:00:00+00:00,0.00275252
2002-01-31 00:00:00+00:00,0.00899625
2002-02-01 00:00:00+00:00,-0.01019985
2002-02-04 00:00:00+00:00,-0.01491915
2002-02-05 00:00:00+00:00,0.00856495
2002-02-06 00:00:00+00:00,-0.00083639
2002-02-07 00:00:00+00:00,-0.00468423
2002-02-08 00:00:00+00:00,-0.00117381
2002-02-11 00:00:00+00:00,-0.00906040
2002-02-12 00:00:00+00:00,-0.00404517
2002-02-13 00:00:00+00:00,0.00903564
2002-02-14 00:00:00+00:00,-0.00652774
2002-02-15 00:00:00+00:00,0.00319060
2002-02-19 00:00:00+00:00,-0.00503018
2002-02-20 00:00:00+00:00,0.01008573
2002-02-21 00:00:00+00:00,0.00334532
2002-02-22 00:00:00+00:00,-0.01052016
2002-02-25 00:00:00+00:00,0.00973644
2002-02-26 00:00:00+00:00,0.01152690
2002-02-27 00:00:00+00:00,-0.00448468
2002-02-28 00:00:00+00:00,-0.00615897
2002-03-01 00:00:00+00:00,0.00333946
2002-03-04 00:00:00+00:00,-0.01000167
2002-03-05 00:00:00+00:00,-0.00494220
2002-03-06 00:00:00+00:00,-0.01041229
2002-03-07 00:00:00+00:00,-0.02008947
2002-03-08 00:00:00+00:00,0.01978172
2002-03-11 00:00:00+00:00,-0.00388284
2002-03-12 00:00:00+00:00,0.00084574
2002-03-13 00:00:00+00:00,0.00295883
2002-03-14 00:00:00+00:00,-0.01114300
2002-03-15 00:00:00+00:00,-0.00229202
2002-03-18 00:00:00+00:00,0.00492946
2002-03-19 00:00:00+00:00,-0.00016956
2002-03-20 00:00:00+00:00,-0.00508733
2002-03-21 00:00:00+00:00,0.00476029
2002-03-22 00:00:00+00:00,0.01009159
2002-03-25 00:00:00+00:00,0.00033752
2002-03-26 00:00:00+00:00,0.00134987
2002-03-27 00:00:00+00:00,0.00514291
2002-03-28 00:00:00+00:00,0.00252292
2002-04-01 00:00:00+00:00,-0.01461448
2002-04-02 00:00:00+00:00,0.00076149
2002-04-03 00:00:00+00:00,-0.00405954
2002-04-04 00:00:00+00:00,0.00491525
2002-04-05 00:00:00+00:00,-0.00397329
2002-04-08 00:00:00+00:00,0.00813146
2002-04-09 00:00:00+00:00,-0.00995445
2002-04-10 00:00:00+00:00,-0.00186536
2002-04-11 00:00:00+00:00,-0.00305525
2002-04-12 00:00:00+00:00,0.00628984
2002-04-15 00:00:00+00:00,-0.00050839
2002-04-16 00:00:00+00:00,-0.00423801
2002-04-17 00:00:00+00:00,-0.01477958
2002-04-18 00:00:00+00:00,-0.00359404
2002-04-19 00:00:00+00:00,-0.00102872
2002-04-22 00:00:00+00:00,0.00188695
2002-04-23 00:00:00+00:00,0.00222793
2002-04-24 00:00:00+00:00,-0.00796028
2002-04-25 00:00:00+00:00,-0.01048470
2002-04-26 00:00:00+00:00,-0.00898488
2002-04-29 00:00:00+00:00,-0.00156209
2002-04-30 00:00:00+00:00,0.00469035
2002-05-01 00:00:00+00:00,-0.01057192
2002-05-02 00:00:00+00:00,0.00540117
2002-05-03 00:00:00+00:00,-0.02102520
2002-05-06 00:00:00+00:00,0.00008782
2002-05-07 00:00:00+00:00,0.00544481
2002-05-08 00:00:00+00:00,0.01681555
2002-05-09 00:00:00+00:00,-0.00712203
2002-05-10 00:00:00+00:00,-0.00958773
2002-05-13 00:00:00+00:00,0.00210194
2002-05-14 00:00:00+00:00,0.01671041
2002-05-15 00:00:00+00:00,-0.01657267
2002-05-16 00:00:00+00:00,0.00489939
2002-05-17 00:00:00+00:00,-0.02019850
