Date,LEANHOG
2000-01-04 00:00:00+00:00,-0.00663298
2000-01-05 00:00:00+00:00,-0.00745440
2000-01-06 00:00:00+00:00,0.01860095
2000-01-07 00:00:00+00:00,0.02288149
2000-01-10 00:00:00+00:00,0.00593286
2000-01-11 00:00:00+00:00,0.01326053
2000-01-12 00:00:00+00:00,-0.01208366
2000-01-13 00:00:00+00:00,-0.00498442
2000-01-14 00:00:00+00:00,0.01513261
2000-01-18 00:00:00+00:00,0.00154871
2000-01-19 00:00:00+00:00,0.01930502
2000-01-20 00:00:00+00:00,0.00871960
2000-01-21 00:00:00+00:00,0.02328058
2000-01-24 00:00:00+00:00,-0.01462606
2000-01-25 00:00:00+00:00,-0.00227964
2000-01-26 00:00:00+00:00,0.00792079
2000-01-27 00:00:00+00:00,-0.01442235
2000-01-28 00:00:00+00:00,0.00840721
2000-01-31 00:00:00+00:00,0.01415094
2000-02-01 00:00:00+00:00,0.01055807
2000-02-02 00:00:00+00:00,-0.00090158
2000-02-03 00:00:00+00:00,0.02223224
2000-02-04 00:00:00+00:00,0.01339286
2000-02-07 00:00:00+00:00,0.00738880
2000-02-08 00:00:00+00:00,-0.02133922
2000-02-09 00:00:00+00:00,-0.01738484
2000-02-10 00:00:00+00:00,0.00224383
2000-02-11 00:00:00+00:00,0.01226627
2000-02-14 00:00:00+00:00,-0.05939124
2000-02-15 00:00:00+00:00,-0.04131599
2000-02-16 00:00:00+00:00,0.04268960
2000-02-17 00:00:00+00:00,-0.01193573
2000-02-18 00:00:00+00:00,-0.00077042
2000-02-22 00:00:00+00:00,0.00308071
2000-02-23 00:00:00+00:00,-0.03433410
2000-02-24 00:00:00+00:00,0.00938673
2000-02-25 00:00:00+00:00,0.02351292
2000-02-28 00:00:00+00:00,0.01762452
2000-02-29 00:00:00+00:00,0.00290298
2000-03-01 00:00:00+00:00,0.00351843
2000-03-02 00:00:00+00:00,0.00533374
2000-03-03 00:00:00+00:00,0.03362886
2000-03-06 00:00:00+00:00,0.02563329
2000-03-07 00:00:00+00:00,-0.00996727
2000-03-08 00:00:00+00:00,-0.00239521
2000-03-09 00:00:00+00:00,0.02057552
2000-03-10 00:00:00+00:00,0.03782260
2000-03-13 00:00:00+00:00,-0.00290824
2000-03-14 00:00:00+00:00,0.00145879
2000-03-15 00:00:00+00:00,-0.00582496
2000-03-16 00:00:00+00:00,-0.01167542
2000-03-17 00:00:00+00:00,0.01464772
2000-03-20 00:00:00+00:00,-0.00393013
2000-03-21 00:00:00+00:00,-0.01097293
2000-03-22 00:00:00+00:00,-0.01442237
2000-03-23 00:00:00+00:00,-0.00995986
2000-03-24 00:00:00+00:00,0.01701493
2000-03-27 00:00:00+00:00,0.04928223
2000-03-28 00:00:00+00:00,0.01755396
2000-03-29 00:00:00+00:00,0.00042723
2000-03-30 00:00:00+00:00,0.02348086
2000-03-31 00:00:00+00:00,0.00183694
2000-04-03 00:00:00+00:00,0.00308555
2000-04-04 00:00:00+00:00,-0.02521008
2000-04-05 00:00:00+00:00,0.00355013
2000-04-06 00:00:00+00:00,0.00098870
2000-04-07 00:00:00+00:00,0.03297014
2000-04-10 00:00:00+00:00,0.00769016
2000-04-11 00:00:00+00:00,-0.02930096
2000-04-12 00:00:00+00:00,0.04419263
2000-04-13 00:00:00+00:00,0.00041655
2000-04-14 00:00:00+00:00,0.00513390
2000-04-17 00:00:00+00:00,-0.01922013
2000-04-18 00:00:00+00:00,0.02787456
2000-04-19 00:00:00+00:00,0.00993789
2000-04-20 00:00:00+00:00,0.01827676
2000-04-24 00:00:00+00:00,0.01484003
2000-04-25 00:00:00+00:00,-0.00122001
2000-04-26 00:00:00+00:00,0.00934959
2000-04-27 00:00:00+00:00,-0.00457174
2000-04-28 00:00:00+00:00,-0.00805910
2000-05-01 00:00:00+00:00,-0.00336700
2000-05-02 00:00:00+00:00,-0.00579515
2000-05-03 00:00:00+00:00,-0.04841109
2000-05-04 00:00:00+00:00,0.02114136
2000-05-05 00:00:00+00:00,0.00068194
2000-05-08 00:00:00+00:00,-0.01359250
2000-05-09 00:00:00+00:00,-0.02053388
2000-05-10 00:00:00+00:00,-0.01245330
2000-05-11 00:00:00+00:00,-0.00097222
2000-05-12 00:00:00+00:00,-0.00319614
2000-05-15 00:00:00+00:00,-0.05581136
2000-05-16 00:00:00+00:00,0.00401895
2000-05-17 00:00:00+00:00,0.00343348
2000-05-18 00:00:00+00:00,-0.00628392
2000-05-19 00:00:00+00:00,-0.10394265
2000-05-22 00:00:00+00:00,0.00560000
2000-05-23 00:00:00+00:00,0.01278977
2000-05-24 00:00:00+00:00,-0.02105263
2000-05-25 00:00:00+00:00,0.00191388
2000-05-26 00:00:00+00:00,0.01594896
2000-05-30 00:00:00+00:00,-0.01945774
2000-05-31 00:00:00+00:00,0.01793435
2000-06-01 00:00:00+00:00,-0.00111696
2000-06-02 00:00:00+00:00,0.02480000
2000-06-05 00:00:00+00:00,-0.00127898
2000-06-06 00:00:00+00:00,0.01095008
2000-06-07 00:00:00+00:00,-0.01932367
2000-06-08 00:00:00+00:00,-0.01095890
2000-06-09 00:00:00+00:00,0.01482675
2000-06-12 00:00:00+00:00,-0.02079974
2000-06-13 00:00:00+00:00,-0.01933924
2000-06-14 00:00:00+00:00,-0.00129032
2000-06-15 00:00:00+00:00,0.00080580
2000-06-16 00:00:00+00:00,0.03438257
2000-06-19 00:00:00+00:00,0.00514056
2000-06-20 00:00:00+00:00,0.01048387
2000-06-21 00:00:00+00:00,0.00351606
2000-06-22 00:00:00+00:00,0.00607806
2000-06-23 00:00:00+00:00,0.03493590
2000-06-26 00:00:00+00:00,-0.03073248
2000-06-27 00:00:00+00:00,-0.02648475
2000-06-28 00:00:00+00:00,0.00722080
2000-06-29 00:00:00+00:00,0.01733547
2000-06-30 00:00:00+00:00,-0.01120000
2000-07-03 00:00:00+00:00,-0.01282051
2000-07-05 00:00:00+00:00,-0.01503638
2000-07-06 00:00:00+00:00,0.02326338
2000-07-07 00:00:00+00:00,0.00649878
2000-07-10 00:00:00+00:00,-0.02079610
2000-07-11 00:00:00+00:00,-0.04073652
2000-07-12 00:00:00+00:00,-0.02096918
2000-07-13 00:00:00+00:00,-0.00348548
2000-07-14 00:00:00+00:00,0.00714642
2000-07-17 00:00:00+00:00,-0.00331840
2000-07-18 00:00:00+00:00,-0.00083403
2000-07-19 00:00:00+00:00,-0.02387312
2000-07-20 00:00:00+00:00,0.00474979
2000-07-21 00:00:00+00:00,-0.00726965
2000-07-24 00:00:00+00:00,0.00306122
2000-07-25 00:00:00+00:00,-0.00084890
2000-07-26 00:00:00+00:00,0.00508906
2000-07-27 00:00:00+00:00,0.00962838
2000-07-28 00:00:00+00:00,-0.00454775
2000-07-31 00:00:00+00:00,-0.00843170
2000-08-01 00:00:00+00:00,-0.01265823
2000-08-02 00:00:00+00:00,-0.01534527
2000-08-03 00:00:00+00:00,-0.00396894
2000-08-04 00:00:00+00:00,0.00345304
2000-08-07 00:00:00+00:00,-0.00309971
2000-08-08 00:00:00+00:00,-0.05028414
2000-08-09 00:00:00+00:00,0.00838238
2000-08-10 00:00:00+00:00,0.00406576
