Date,MSCITAIWAN
2023-01-16 00:00:00+00:00,0.01727108
2023-01-17 00:00:00+00:00,-0.00256981
2023-01-18 00:00:00+00:00,0.01390797
2023-01-19 00:00:00+00:00,0.00681896
2023-01-20 00:00:00+00:00,0.00628824
2023-01-23 00:00:00+00:00,0.01796001
2023-01-24 00:00:00+00:00,0.03545273
2023-01-25 00:00:00+00:00,-0.00669825
2023-01-26 00:00:00+00:00,0.00524934
2023-01-27 00:00:00+00:00,0.01144913
2023-01-30 00:00:00+00:00,-0.01277490
2023-01-31 00:00:00+00:00,-0.05045872
2023-02-01 00:00:00+00:00,0.01762336
2023-02-02 00:00:00+00:00,0.03011146
2023-02-03 00:00:00+00:00,0.00180328
2023-02-06 00:00:00+00:00,-0.03060056
2023-02-07 00:00:00+00:00,-0.00116492
2023-02-08 00:00:00+00:00,0.03512569
2023-02-09 00:00:00+00:00,-0.00147251
2023-02-10 00:00:00+00:00,0.00049124
2023-02-13 00:00:00+00:00,-0.00490116
2023-02-14 00:00:00+00:00,0.01820263
2023-02-15 00:00:00+00:00,-0.04731707
2023-02-16 00:00:00+00:00,0.02182242
2023-02-17 00:00:00+00:00,-0.01878089
2023-02-20 00:00:00+00:00,0.00648811
2023-02-21 00:00:00+00:00,-0.00414388
2023-02-22 00:00:00+00:00,-0.01081891
2023-02-23 00:00:00+00:00,0.01581693
2023-02-24 00:00:00+00:00,-0.00596323
2023-02-27 00:00:00+00:00,-0.00766539
2023-02-28 00:00:00+00:00,-0.00957179
2023-03-01 00:00:00+00:00,0.02601108
2023-03-02 00:00:00+00:00,-0.00331236
2023-03-03 00:00:00+00:00,0.00265428
2023-03-06 00:00:00+00:00,0.02150893
2023-03-07 00:00:00+00:00,0.01344262
2023-03-08 00:00:00+00:00,-0.01449275
2023-03-09 00:00:00+00:00,-0.00098425
2023-03-10 00:00:00+00:00,-0.01854892
2023-03-13 00:00:00+00:00,-0.01220940
2023-03-14 00:00:00+00:00,-0.02785297
2023-03-15 00:00:00+00:00,0.00388842
2023-03-16 00:00:00+00:00,-0.00860179
2023-03-17 00:00:00+00:00,0.02592342
2023-03-20 00:00:00+00:00,-0.00769359
2023-03-21 00:00:00+00:00,0.00402887
2023-03-22 00:00:00+00:00,0.01906036
2023-03-23 00:00:00+00:00,0.00721903
2023-03-24 00:00:00+00:00,0.00602704
2023-03-27 00:00:00+00:00,-0.00825777
2023-03-28 00:00:00+00:00,-0.00865306
2023-03-29 00:00:00+00:00,0.00477602
2023-03-30 00:00:00+00:00,0.00639239
2023-03-31 00:00:00+00:00,0.00293160
2023-04-03 00:00:00+00:00,-0.00357259
2023-04-04 00:00:00+00:00,0.04400261
2023-04-05 00:00:00+00:00,0.00647144
2023-04-06 00:00:00+00:00,-0.03160781
2023-04-07 00:00:00+00:00,0.00081927
2023-04-10 00:00:00+00:00,-0.00114604
2023-04-11 00:00:00+00:00,0.00606557
2023-04-12 00:00:00+00:00,-0.00375756
2023-04-13 00:00:00+00:00,-0.01800622
2023-04-14 00:00:00+00:00,0.01667094
2023-04-17 00:00:00+00:00,-0.00016388
2023-04-18 00:00:00+00:00,-0.00966579
2023-04-19 00:00:00+00:00,-0.01992097
2023-04-20 00:00:00+00:00,0.00232790
2023-04-21 00:00:00+00:00,-0.00548173
2023-04-24 00:00:00+00:00,-0.01002171
2023-04-25 00:00:00+00:00,-0.03111929
2023-04-26 00:00:00+00:00,-0.00934579
2023-04-27 00:00:00+00:00,0.00905055
2023-04-28 00:00:00+00:00,0.00714286
2023-05-01 00:00:00+00:00,0.01311586
2023-05-02 00:00:00+00:00,-0.00334784
2023-05-03 00:00:00+00:00,-0.01459242
2023-05-04 00:00:00+00:00,0.00725983
2023-05-05 00:00:00+00:00,0.00537996
2023-05-08 00:00:00+00:00,0.01105898
2023-05-09 00:00:00+00:00,0.00950634
2023-05-10 00:00:00+00:00,-0.02091633
2023-05-11 00:00:00+00:00,-0.00503187
2023-05-12 00:00:00+00:00,-0.00437269
2023-05-15 00:00:00+00:00,-0.00322446
2023-05-16 00:00:00+00:00,0.02635580
2023-05-17 00:00:00+00:00,0.03485076
2023-05-18 00:00:00+00:00,0.02605276
2023-05-19 00:00:00+00:00,0.00760149
2023-05-22 00:00:00+00:00,-0.01482675
2023-05-23 00:00:00+00:00,0.00016359
2023-05-24 00:00:00+00:00,-0.00539745
2023-05-25 00:00:00+00:00,0.01364907
2023-05-26 00:00:00+00:00,0.02384815
2023-05-29 00:00:00+00:00,0.00792267
2023-05-30 00:00:00+00:00,-0.00094325
2023-05-31 00:00:00+00:00,-0.01022817
2023-06-01 00:00:00+00:00,0.01224165
2023-06-02 00:00:00+00:00,0.01800223
2023-06-05 00:00:00+00:00,0.00563380
2023-06-06 00:00:00+00:00,0.01053459
2023-06-07 00:00:00+00:00,0.01973066
2023-06-08 00:00:00+00:00,-0.02123373
2023-06-09 00:00:00+00:00,0.01253133
2023-06-12 00:00:00+00:00,0.02397896
2023-06-13 00:00:00+00:00,0.04260883
2023-06-14 00:00:00+00:00,-0.00106953
2023-06-15 00:00:00+00:00,0.01492087
2023-06-16 00:00:00+00:00,-0.00643231
2023-06-19 00:00:00+00:00,-0.00707618
2023-06-20 00:00:00+00:00,-0.01174876
2023-06-21 00:00:00+00:00,-0.00091338
2023-06-22 00:00:00+00:00,-0.00792321
2023-06-23 00:00:00+00:00,-0.00430041
2023-06-26 00:00:00+00:00,0.00200524
2023-06-27 00:00:00+00:00,-0.00723522
2023-06-28 00:00:00+00:00,0.00155063
2023-06-29 00:00:00+00:00,-0.00108376
2023-06-30 00:00:00+00:00,0.00046497
2023-07-03 00:00:00+00:00,0.01456235
2023-07-04 00:00:00+00:00,0.00763475
2023-07-05 00:00:00+00:00,-0.01579827
2023-07-06 00:00:00+00:00,-0.04224705
2023-07-07 00:00:00+00:00,-0.00703895
2023-07-10 00:00:00+00:00,-0.01004710
2023-07-11 00:00:00+00:00,0.04070685
2023-07-12 00:00:00+00:00,0.00803834
2023-07-13 00:00:00+00:00,0.02708277
2023-07-14 00:00:00+00:00,0.01913440
2023-07-17 00:00:00+00:00,0.00000000
2023-07-18 00:00:00+00:00,-0.00330777
2023-07-19 00:00:00+00:00,-0.00933876
2023-07-20 00:00:00+00:00,0.00364465
2023-07-21 00:00:00+00:00,-0.01227087
2023-07-24 00:00:00+00:00,-0.01702454
2023-07-25 00:00:00+00:00,0.02334511
2023-07-26 00:00:00+00:00,-0.00804493
2023-07-27 00:00:00+00:00,0.01143293
2023-07-28 00:00:00+00:00,0.00363967
2023-07-31 00:00:00+00:00,-0.01903898
2023-08-01 00:00:00+00:00,0.01374465
2023-08-02 00:00:00+00:00,-0.04095253
2023-08-03 00:00:00+00:00,-0.02757125
2023-08-04 00:00:00+00:00,0.02245250
2023-08-07 00:00:00+00:00,0.01879174
2023-08-08 00:00:00+00:00,-0.02061538
2023-08-09 00:00:00+00:00,0.00139838
2023-08-10 00:00:00+00:00,-0.01443875
2023-08-11 00:00:00+00:00,-0.00797373
2023-08-14 00:00:00+00:00,-0.02716709
2023-08-15 00:00:00+00:00,0.00382044
2023-08-16 00:00:00+00:00,-0.00588048
2023-08-17 00:00:00+00:00,0.00573705
2023-08-18 00:00:00+00:00,-0.01319345
2023-08-21 00:00:00+00:00,-0.00512082
2023-08-22 00:00:00+00:00,0.01122514
2023-08-23 00:00:00+00:00,0.00973974
2023-08-24 00:00:00+00:00,0.01470588
2023-08-25 00:00:00+00:00,-0.02275206
2023-08-28 00:00:00+00:00,0.00653803
2023-08-29 00:00:00+00:00,0.00697085
2023-08-30 00:00:00+00:00,0.00534928
2023-08-31 00:00:00+00:00,-0.00250391
2023-09-01 00:00:00+00:00,0.00000000
2023-09-04 00:00:00+00:00,0.02072785
2023-09-05 00:00:00+00:00,-0.00485437
2023-09-06 00:00:00+00:00,-0.00376648
2023-09-07 00:00:00+00:00,-0.02266289
2023-09-08 00:00:00+00:00,0.00000000
2023-09-11 00:00:00+00:00,-0.01638562
2023-09-12 00:00:00+00:00,0.01941280
2023-09-13 00:00:00+00:00,-0.00206513
2023-09-14 00:00:00+00:00,0.03307888
2023-09-15 00:00:00+00:00,0.00907242
2023-09-18 00:00:00+00:00,-0.02647563
2023-09-19 00:00:00+00:00,-0.01120581
2023-09-20 00:00:00+00:00,-0.00491907
2023-09-21 00:00:00+00:00,-0.01590078
2023-09-22 00:00:00+00:00,-0.00032315
2023-09-25 00:00:00+00:00,0.00727332
2023-09-26 00:00:00+00:00,-0.00994865
2023-09-27 00:00:00+00:00,-0.00178282
2023-09-28 00:00:00+00:00,0.00405910
2023-09-29 00:00:00+00:00,0.00048512
2023-10-02 00:00:00+00:00,0.00321234
2023-10-03 00:00:00+00:00,-0.00899454
2023-10-04 00:00:00+00:00,-0.02477876
2023-10-05 00:00:00+00:00,0.03194263
2023-10-06 00:00:00+00:00,0.00753930
2023-10-09 00:00:00+00:00,0.00000000
2023-10-10 00:00:00+00:00,0.01646156
2023-10-11 00:00:00+00:00,0.01521395
2023-10-12 00:00:00+00:00,0.01808176
2023-10-13 00:00:00+00:00,-0.00498831
2023-10-16 00:00:00+00:00,-0.01906250
2023-10-17 00:00:00+00:00,0.00441501
2023-10-18 00:00:00+00:00,-0.02676322
2023-10-19 00:00:00+00:00,0.00031903
2023-10-20 00:00:00+00:00,0.00366885
2023-10-23 00:00:00+00:00,-0.02913085
2023-10-24 00:00:00+00:00,0.00533204
2023-10-25 00:00:00+00:00,0.00595909
2023-10-26 00:00:00+00:00,-0.03886926
2023-10-27 00:00:00+00:00,0.01261881
2023-10-30 00:00:00+00:00,-0.00195090
2023-10-31 00:00:00+00:00,-0.01758385
2023-11-01 00:00:00+00:00,0.00853859
2023-11-02 00:00:00+00:00,0.04593755
2023-11-03 00:00:00+00:00,0.01439079
2023-11-06 00:00:00+00:00,0.01237310
2023-11-07 00:00:00+00:00,0.00693569
2023-11-08 00:00:00+00:00,0.00769593
2023-11-09 00:00:00+00:00,0.00453763
2023-11-10 00:00:00+00:00,-0.00187412
2023-11-13 00:00:00+00:00,0.02423390
2023-11-14 00:00:00+00:00,0.00633400
2023-11-15 00:00:00+00:00,0.02324507
2023-11-16 00:00:00+00:00,-0.00015216
2023-11-17 00:00:00+00:00,0.00471555
2023-11-20 00:00:00+00:00,-0.00910470
2023-11-21 00:00:00+00:00,0.02909811
2023-11-22 00:00:00+00:00,-0.01817090
2023-11-23 00:00:00+00:00,0.00121267
2023-11-24 00:00:00+00:00,-0.00242351
2023-11-27 00:00:00+00:00,-0.01365084
2023-11-28 00:00:00+00:00,0.01024622
2023-11-29 00:00:00+00:00,-0.00272480
2023-11-30 00:00:00+00:00,0.01032180
2023-12-01 00:00:00+00:00,0.00469768
2023-12-04 00:00:00+00:00,-0.00589213
2023-12-05 00:00:00+00:00,-0.01272534
2023-12-06 00:00:00+00:00,0.00792683
2023-12-07 00:00:00+00:00,-0.01412730
2023-12-08 00:00:00+00:00,0.01253056
2023-12-11 00:00:00+00:00,0.00942822
2023-12-12 00:00:00+00:00,0.00772025
2023-12-13 00:00:00+00:00,-0.00195990
2023-12-14 00:00:00+00:00,0.02414001
2023-12-15 00:00:00+00:00,0.00417288
2023-12-18 00:00:00+00:00,-0.00089193
2023-12-19 00:00:00+00:00,-0.00505727
2023-12-20 00:00:00+00:00,0.00984193
2023-12-21 00:00:00+00:00,-0.01439596
2023-12-22 00:00:00+00:00,0.00508677
2023-12-25 00:00:00+00:00,0.01134159
2023-12-26 00:00:00+00:00,0.01231637
2023-12-27 00:00:00+00:00,0.01679929
2023-12-28 00:00:00+00:00,0.00146156
2023-12-29 00:00:00+00:00,-0.00175029
2024-01-02 00:00:00+00:00,-0.00497221
2024-01-03 00:00:00+00:00,-0.03468548
2024-01-04 00:00:00+00:00,-0.00059835
2024-01-05 00:00:00+00:00,-0.00478827
2024-01-08 00:00:00+00:00,0.01004498
2024-01-09 00:00:00+00:00,-0.00059630
2024-01-10 00:00:00+00:00,-0.00611849
2024-01-11 00:00:00+00:00,0.01018574
2024-01-12 00:00:00+00:00,-0.00775194
2024-01-15 00:00:00+00:00,0.00822491
2024-01-16 00:00:00+00:00,-0.02355748
2024-01-17 00:00:00+00:00,-0.01342991
2024-01-18 00:00:00+00:00,0.00957156
2024-01-19 00:00:00+00:00,0.06593074
2024-01-22 00:00:00+00:00,0.01492319
2024-01-23 00:00:00+00:00,0.00580973
2024-01-24 00:00:00+00:00,0.00419925
2024-01-25 00:00:00+00:00,0.01777714
2024-01-26 00:00:00+00:00,0.00358166
2024-01-29 00:00:00+00:00,0.01042708
2024-01-30 00:00:00+00:00,-0.01606254
2024-01-31 00:00:00+00:00,-0.02441113
2024-02-01 00:00:00+00:00,-0.00549133
2024-02-02 00:00:00+00:00,0.01254868
2024-02-05 00:00:00+00:00,0.00960161
2024-02-06 00:00:00+00:00,0.04079886
2024-02-07 00:00:00+00:00,-0.00993285
2024-02-08 00:00:00+00:00,0.04481596
2024-02-09 00:00:00+00:00,0.04248007
2024-02-12 00:00:00+00:00,-0.01130552
2024-02-13 00:00:00+00:00,-0.00690028
2024-02-14 00:00:00+00:00,-0.02133732
2024-02-15 00:00:00+00:00,0.00728022
2024-02-16 00:00:00+00:00,-0.01806240
2024-02-19 00:00:00+00:00,0.00413337
2024-02-20 00:00:00+00:00,0.01170960
2024-02-21 00:00:00+00:00,-0.01219345
2024-02-22 00:00:00+00:00,0.02839030
2024-02-23 00:00:00+00:00,0.00312585
2024-02-26 00:00:00+00:00,0.00162955
2024-02-27 00:00:00+00:00,-0.00393167
2024-02-28 00:00:00+00:00,0.00190554
2024-02-29 00:00:00+00:00,0.00217362
2024-03-01 00:00:00+00:00,-0.00448430
2024-03-04 00:00:00+00:00,0.05416440
2024-03-05 00:00:00+00:00,0.00954021
2024-03-06 00:00:00+00:00,0.01134116
2024-03-07 00:00:00+00:00,0.03540519
2024-03-08 00:00:00+00:00,0.02963154
2024-03-11 00:00:00+00:00,-0.01840569
2024-03-12 00:00:00+00:00,0.02025122
2024-03-13 00:00:00+00:00,0.00380711
2024-03-14 00:00:00+00:00,0.00291139
2024-03-15 00:00:00+00:00,-0.02743016
2024-03-18 00:00:00+00:00,0.01666880
2024-03-19 00:00:00+00:00,-0.00559441
2024-03-20 00:00:00+00:00,-0.00688424
2024-03-21 00:00:00+00:00,0.05130502
2024-03-22 00:00:00+00:00,-0.00411677
2024-03-25 00:00:00+00:00,-0.00236908
2024-03-26 00:00:00+00:00,-0.00074991
2024-03-27 00:00:00+00:00,0.00012508
2024-03-28 00:00:00+00:00,-0.00225113
2024-03-29 00:00:00+00:00,0.00576586
