Date,GASOIL
2000-01-05 00:00:00+00:00,0.00889454
2000-01-06 00:00:00+00:00,0.00126422
2000-01-07 00:00:00+00:00,-0.04414919
2000-01-10 00:00:00+00:00,-0.06033376
2000-01-11 00:00:00+00:00,0.05006588
2000-01-12 00:00:00+00:00,0.06572165
2000-01-13 00:00:00+00:00,0.03375000
2000-01-14 00:00:00+00:00,-0.00245700
2000-01-17 00:00:00+00:00,0.05665025
2000-01-18 00:00:00+00:00,0.01440576
2000-01-19 00:00:00+00:00,-0.00119190
2000-01-20 00:00:00+00:00,0.02147971
2000-01-21 00:00:00+00:00,0.05562130
2000-01-24 00:00:00+00:00,-0.06004619
2000-01-25 00:00:00+00:00,0.00714286
2000-01-26 00:00:00+00:00,0.01662708
2000-01-27 00:00:00+00:00,-0.03055229
2000-01-28 00:00:00+00:00,-0.02972652
2000-01-31 00:00:00+00:00,0.01688782
2000-02-01 00:00:00+00:00,0.02264601
2000-02-02 00:00:00+00:00,-0.00825472
2000-02-03 00:00:00+00:00,0.03677343
2000-02-04 00:00:00+00:00,-0.00116822
2000-02-07 00:00:00+00:00,0.01985981
2000-02-08 00:00:00+00:00,-0.03807528
2000-02-09 00:00:00+00:00,-0.00703400
2000-02-10 00:00:00+00:00,-0.01411765
2000-02-11 00:00:00+00:00,0.02007084
2000-02-14 00:00:00+00:00,0.01871345
2000-02-15 00:00:00+00:00,-0.01974448
2000-02-16 00:00:00+00:00,0.01895735
2000-02-17 00:00:00+00:00,-0.03055229
2000-02-18 00:00:00+00:00,-0.02264601
2000-02-21 00:00:00+00:00,-0.02647413
2000-02-22 00:00:00+00:00,-0.00733496
2000-02-23 00:00:00+00:00,0.03304774
2000-02-24 00:00:00+00:00,0.00962696
2000-02-25 00:00:00+00:00,0.06235012
2000-02-28 00:00:00+00:00,-0.00583431
2000-02-29 00:00:00+00:00,0.02690058
2000-03-01 00:00:00+00:00,0.03587963
2000-03-02 00:00:00+00:00,0.02847380
2000-03-03 00:00:00+00:00,-0.01010101
2000-03-06 00:00:00+00:00,0.00789177
2000-03-07 00:00:00+00:00,0.12696629
2000-03-08 00:00:00+00:00,-0.05386728
2000-03-09 00:00:00+00:00,-0.12052117
2000-03-10 00:00:00+00:00,0.01267281
2000-03-13 00:00:00+00:00,-0.01371429
2000-03-14 00:00:00+00:00,-0.04027618
2000-03-15 00:00:00+00:00,-0.04342723
2000-03-16 00:00:00+00:00,0.00613497
2000-03-17 00:00:00+00:00,0.01472393
2000-03-20 00:00:00+00:00,-0.06707317
2000-03-21 00:00:00+00:00,0.00502513
2000-03-22 00:00:00+00:00,0.01879699
2000-03-23 00:00:00+00:00,-0.02602230
2000-03-24 00:00:00+00:00,0.04150943
2000-03-27 00:00:00+00:00,-0.03456790
2000-03-28 00:00:00+00:00,-0.00376884
2000-03-29 00:00:00+00:00,-0.05793451
2000-03-30 00:00:00+00:00,0.01681759
2000-03-31 00:00:00+00:00,0.01915709
2000-04-03 00:00:00+00:00,0.02408112
2000-04-04 00:00:00+00:00,-0.06030151
2000-04-05 00:00:00+00:00,0.01548387
2000-04-06 00:00:00+00:00,0.00641849
2000-04-07 00:00:00+00:00,-0.01278772
2000-04-10 00:00:00+00:00,-0.05671403
2000-04-11 00:00:00+00:00,-0.00000000
2000-04-12 00:00:00+00:00,0.01196809
2000-04-13 00:00:00+00:00,0.05976096
2000-04-14 00:00:00+00:00,-0.00774194
2000-04-17 00:00:00+00:00,-0.01038961
2000-04-18 00:00:00+00:00,0.02362205
2000-04-19 00:00:00+00:00,0.05714286
2000-04-20 00:00:00+00:00,0.00886076
2000-04-25 00:00:00+00:00,-0.02267003
2000-04-26 00:00:00+00:00,-0.01524778
2000-04-27 00:00:00+00:00,0.02304738
2000-04-28 00:00:00+00:00,0.02531646
2000-05-02 00:00:00+00:00,0.05263158
2000-05-03 00:00:00+00:00,-0.00122100
2000-05-04 00:00:00+00:00,-0.01341463
2000-05-05 00:00:00+00:00,-0.02937576
2000-05-08 00:00:00+00:00,0.03341584
2000-05-09 00:00:00+00:00,0.07437724
2000-05-10 00:00:00+00:00,0.03873239
2000-05-11 00:00:00+00:00,0.06705202
2000-05-12 00:00:00+00:00,0.03254770
2000-05-15 00:00:00+00:00,-0.02312775
2000-05-16 00:00:00+00:00,0.00111607
2000-05-17 00:00:00+00:00,-0.01114827
2000-05-18 00:00:00+00:00,0.05151176
2000-05-19 00:00:00+00:00,-0.00437637
2000-05-22 00:00:00+00:00,-0.05811404
2000-05-23 00:00:00+00:00,-0.01914414
2000-05-24 00:00:00+00:00,0.04891923
2000-05-25 00:00:00+00:00,0.02558398
2000-05-26 00:00:00+00:00,0.01318681
2000-05-30 00:00:00+00:00,-0.01419214
2000-05-31 00:00:00+00:00,-0.02200220
2000-06-01 00:00:00+00:00,-0.00221729
2000-06-02 00:00:00+00:00,0.02669633
2000-06-05 00:00:00+00:00,-0.04390779
2000-06-06 00:00:00+00:00,0.03923767
2000-06-07 00:00:00+00:00,-0.03960396
