Date,US-REALESTATE
2014-10-03 00:00:00+00:00,0.00595681
2014-10-06 00:00:00+00:00,0.00185048
2014-10-07 00:00:00+00:00,-0.00701884
2014-10-08 00:00:00+00:00,0.02046131
2014-10-09 00:00:00+00:00,-0.00145826
2014-10-10 00:00:00+00:00,-0.00036510
2014-10-13 00:00:00+00:00,-0.00182615
2014-10-14 00:00:00+00:00,0.01280644
2014-10-15 00:00:00+00:00,-0.00469653
2014-10-16 00:00:00+00:00,0.00217786
2014-10-17 00:00:00+00:00,0.00579500
2014-10-20 00:00:00+00:00,0.01260353
2014-10-21 00:00:00+00:00,0.01031294
2014-10-22 00:00:00+00:00,-0.00070398
2014-10-23 00:00:00+00:00,0.00739697
2014-10-24 00:00:00+00:00,0.00034965
2014-10-27 00:00:00+00:00,0.00699056
2014-10-28 00:00:00+00:00,0.00173551
2014-10-29 00:00:00+00:00,0.00069300
2014-10-30 00:00:00+00:00,0.00034626
2014-10-31 00:00:00+00:00,0.00830737
2014-11-03 00:00:00+00:00,0.00720906
2014-11-04 00:00:00+00:00,0.00136333
2014-11-05 00:00:00+00:00,0.00068074
2014-11-06 00:00:00+00:00,-0.00476190
2014-11-07 00:00:00+00:00,-0.00205058
2014-11-10 00:00:00+00:00,0.00547945
2014-11-11 00:00:00+00:00,-0.00340599
2014-11-12 00:00:00+00:00,-0.00341763
2014-11-13 00:00:00+00:00,0.00377229
2014-11-14 00:00:00+00:00,-0.00580799
2014-11-17 00:00:00+00:00,0.00171821
2014-11-18 00:00:00+00:00,0.00617496
2014-11-19 00:00:00+00:00,-0.00647801
2014-11-20 00:00:00+00:00,0.00034317
2014-11-21 00:00:00+00:00,0.01372213
2014-11-24 00:00:00+00:00,0.00000000
2014-11-25 00:00:00+00:00,0.00169205
2014-11-26 00:00:00+00:00,0.00844595
2014-11-28 00:00:00+00:00,0.00301508
2014-12-01 00:00:00+00:00,-0.00367401
2014-12-02 00:00:00+00:00,0.00335233
2014-12-03 00:00:00+00:00,-0.00133645
2014-12-04 00:00:00+00:00,0.00200736
2014-12-05 00:00:00+00:00,-0.00567613
2014-12-08 00:00:00+00:00,0.07857623
2014-12-09 00:00:00+00:00,0.00300802
2014-12-10 00:00:00+00:00,-0.00200933
2014-12-11 00:00:00+00:00,0.00835841
2014-12-12 00:00:00+00:00,-0.02100000
2014-12-15 00:00:00+00:00,-0.02289562
2014-12-16 00:00:00+00:00,-0.00920245
2014-12-17 00:00:00+00:00,0.01715854
2014-12-18 00:00:00+00:00,0.00843455
2014-12-19 00:00:00+00:00,0.00301104
2014-12-22 00:00:00+00:00,0.01400934
2014-12-23 00:00:00+00:00,-0.00328947
2014-12-24 00:00:00+00:00,-0.00264026
2014-12-26 00:00:00+00:00,0.00628723
2014-12-29 00:00:00+00:00,0.00427491
2014-12-30 00:00:00+00:00,-0.00392927
2014-12-31 00:00:00+00:00,-0.01479290
2015-01-02 00:00:00+00:00,0.01501502
2015-01-05 00:00:00+00:00,0.00000000
2015-01-06 00:00:00+00:00,0.00657462
2015-01-07 00:00:00+00:00,0.01371653
2015-01-08 00:00:00+00:00,0.00451031
2015-01-09 00:00:00+00:00,0.00032072
2015-01-12 00:00:00+00:00,0.00769477
2015-01-13 00:00:00+00:00,-0.00318167
2015-01-14 00:00:00+00:00,0.00606447
2015-01-15 00:00:00+00:00,0.00031726
2015-01-16 00:00:00+00:00,0.01173486
2015-01-20 00:00:00+00:00,-0.00971787
2015-01-21 00:00:00+00:00,0.00094967
2015-01-22 00:00:00+00:00,0.01676154
2015-01-23 00:00:00+00:00,-0.00217729
2015-01-26 00:00:00+00:00,0.00311721
2015-01-27 00:00:00+00:00,0.00466128
2015-01-28 00:00:00+00:00,0.00030931
2015-01-29 00:00:00+00:00,-0.00432900
2015-01-30 00:00:00+00:00,-0.01708075
2015-02-02 00:00:00+00:00,-0.00315956
2015-02-03 00:00:00+00:00,0.00919176
2015-02-04 00:00:00+00:00,-0.00376884
2015-02-05 00:00:00+00:00,0.01261034
2015-02-06 00:00:00+00:00,-0.02708593
2015-02-09 00:00:00+00:00,-0.00512000
2015-02-10 00:00:00+00:00,0.00321647
2015-02-11 00:00:00+00:00,-0.00096185
2015-02-12 00:00:00+00:00,0.00994865
2015-02-13 00:00:00+00:00,-0.00540197
2015-02-17 00:00:00+00:00,-0.00255591
2015-02-18 00:00:00+00:00,0.00736707
2015-02-19 00:00:00+00:00,-0.01748808
2015-02-20 00:00:00+00:00,0.00873786
2015-02-23 00:00:00+00:00,0.00641643
2015-02-24 00:00:00+00:00,-0.01785145
2015-02-25 00:00:00+00:00,0.00162285
2015-02-26 00:00:00+00:00,-0.00842515
2015-02-27 00:00:00+00:00,0.00784314
2015-03-02 00:00:00+00:00,0.00389105
2015-03-03 00:00:00+00:00,-0.00290698
2015-03-04 00:00:00+00:00,-0.00842242
2015-03-05 00:00:00+00:00,0.00261352
2015-03-06 00:00:00+00:00,-0.03030303
2015-03-09 00:00:00+00:00,0.00873656
2015-03-10 00:00:00+00:00,-0.00400734
2015-03-11 00:00:00+00:00,0.00200669
2015-03-12 00:00:00+00:00,0.05574099
2015-03-13 00:00:00+00:00,-0.00787402
2015-03-16 00:00:00+00:00,0.01088032
2015-03-17 00:00:00+00:00,-0.00197174
2015-03-18 00:00:00+00:00,0.02074416
2015-03-19 00:00:00+00:00,-0.00032258
2015-03-20 00:00:00+00:00,0.02226525
2015-03-23 00:00:00+00:00,-0.00157828
2015-03-24 00:00:00+00:00,-0.00569080
2015-03-25 00:00:00+00:00,-0.01812401
2015-03-26 00:00:00+00:00,-0.00615285
2015-03-27 00:00:00+00:00,0.00391007
2015-03-30 00:00:00+00:00,0.00973710
2015-03-31 00:00:00+00:00,-0.00578592
2015-04-01 00:00:00+00:00,-0.00064662
2015-04-02 00:00:00+00:00,0.00711744
2015-04-06 00:00:00+00:00,0.01060071
2015-04-07 00:00:00+00:00,-0.01780038
2015-04-08 00:00:00+00:00,0.00291262
2015-04-09 00:00:00+00:00,-0.01742498
2015-04-10 00:00:00+00:00,0.00656814
2015-04-13 00:00:00+00:00,-0.00913540
2015-04-14 00:00:00+00:00,0.00197563
2015-04-15 00:00:00+00:00,-0.00624384
2015-04-16 00:00:00+00:00,0.00462963
2015-04-17 00:00:00+00:00,-0.00625411
2015-04-20 00:00:00+00:00,0.00364359
2015-04-21 00:00:00+00:00,-0.00099010
2015-04-22 00:00:00+00:00,0.00330360
2015-04-23 00:00:00+00:00,0.00098782
2015-04-24 00:00:00+00:00,0.00296053
2015-04-27 00:00:00+00:00,-0.00262381
2015-04-28 00:00:00+00:00,-0.00032884
2015-04-29 00:00:00+00:00,-0.01907895
2015-04-30 00:00:00+00:00,-0.01341382
2015-05-01 00:00:00+00:00,0.00543848
2015-05-04 00:00:00+00:00,0.00236646
2015-05-05 00:00:00+00:00,-0.02124789
2015-05-06 00:00:00+00:00,-0.00206754
2015-05-07 00:00:00+00:00,0.01277624
2015-05-08 00:00:00+00:00,0.01670644
2015-05-11 00:00:00+00:00,-0.01710262
2015-05-12 00:00:00+00:00,0.00375299
2015-05-13 00:00:00+00:00,-0.00781781
2015-05-14 00:00:00+00:00,0.01781432
2015-05-15 00:00:00+00:00,0.00774150
2015-05-18 00:00:00+00:00,-0.00267201
2015-05-19 00:00:00+00:00,-0.00133958
2015-05-20 00:00:00+00:00,-0.00167673
2015-05-21 00:00:00+00:00,-0.00638226
2015-05-22 00:00:00+00:00,0.00101420
2015-05-26 00:00:00+00:00,-0.00607903
2015-05-27 00:00:00+00:00,0.00849473
2015-05-28 00:00:00+00:00,-0.00303235
2015-05-29 00:00:00+00:00,-0.00878675
2015-06-01 00:00:00+00:00,0.00920559
2015-06-02 00:00:00+00:00,-0.00743243
2015-06-03 00:00:00+00:00,-0.01361470
2015-06-04 00:00:00+00:00,-0.00103520
2015-06-05 00:00:00+00:00,-0.00725389
2015-06-08 00:00:00+00:00,-0.00661100
2015-06-09 00:00:00+00:00,-0.00420315
2015-06-10 00:00:00+00:00,0.00632134
2015-06-11 00:00:00+00:00,-0.05417686
2015-06-12 00:00:00+00:00,-0.00486280
2015-06-15 00:00:00+00:00,-0.01079387
2015-06-16 00:00:00+00:00,0.00175070
2015-06-17 00:00:00+00:00,0.00805604
2015-06-18 00:00:00+00:00,0.01494093
2015-06-19 00:00:00+00:00,-0.01129750
2015-06-22 00:00:00+00:00,-0.00519391
2015-06-23 00:00:00+00:00,-0.00556909
2015-06-24 00:00:00+00:00,-0.00630032
2015-06-25 00:00:00+00:00,-0.01056710
2015-06-26 00:00:00+00:00,0.03987184
2015-06-29 00:00:00+00:00,-0.04861349
2015-06-30 00:00:00+00:00,0.00107953
2015-07-01 00:00:00+00:00,0.01186197
2015-07-02 00:00:00+00:00,0.00497336
2015-07-06 00:00:00+00:00,0.00176741
2015-07-07 00:00:00+00:00,0.01940720
2015-07-08 00:00:00+00:00,-0.00934579
2015-07-09 00:00:00+00:00,-0.00244584
2015-07-10 00:00:00+00:00,0.00560420
2015-07-13 00:00:00+00:00,0.00522466
2015-07-14 00:00:00+00:00,0.00034650
2015-07-15 00:00:00+00:00,-0.00034638
2015-07-16 00:00:00+00:00,0.00693001
2015-07-17 00:00:00+00:00,-0.00584997
2015-07-20 00:00:00+00:00,0.00588439
2015-07-21 00:00:00+00:00,-0.00412939
2015-07-22 00:00:00+00:00,0.00518314
2015-07-23 00:00:00+00:00,-0.00859402
2015-07-24 00:00:00+00:00,0.00034674
2015-07-27 00:00:00+00:00,0.00069324
2015-07-28 00:00:00+00:00,0.00588847
2015-07-29 00:00:00+00:00,0.00309917
2015-07-30 00:00:00+00:00,-0.00377618
2015-07-31 00:00:00+00:00,0.00654721
2015-08-03 00:00:00+00:00,0.00376583
2015-08-04 00:00:00+00:00,-0.00375171
2015-08-05 00:00:00+00:00,-0.00684697
2015-08-06 00:00:00+00:00,0.00275767
2015-08-07 00:00:00+00:00,0.00343761
2015-08-10 00:00:00+00:00,-0.00034258
2015-08-11 00:00:00+00:00,0.00445511
2015-08-12 00:00:00+00:00,0.00341180
2015-08-13 00:00:00+00:00,0.00340020
2015-08-14 00:00:00+00:00,0.00304981
2015-08-17 00:00:00+00:00,0.00912162
2015-08-18 00:00:00+00:00,0.00066957
2015-08-19 00:00:00+00:00,-0.00869856
2015-08-20 00:00:00+00:00,-0.00539993
2015-08-21 00:00:00+00:00,-0.01934170
2015-08-24 00:00:00+00:00,-0.04809689
2015-08-25 00:00:00+00:00,-0.02290076
2015-08-26 00:00:00+00:00,0.02232143
2015-08-27 00:00:00+00:00,0.02147016
2015-08-28 00:00:00+00:00,-0.00035625
2015-08-31 00:00:00+00:00,-0.01960086
2015-09-01 00:00:00+00:00,-0.06442950
2015-09-02 00:00:00+00:00,0.01374954
2015-09-03 00:00:00+00:00,0.00036657
2015-09-04 00:00:00+00:00,-0.01539025
2015-09-08 00:00:00+00:00,0.01228135
2015-09-09 00:00:00+00:00,-0.01102941
2015-09-10 00:00:00+00:00,0.00184874
2015-09-11 00:00:00+00:00,0.02671614
2015-09-14 00:00:00+00:00,-0.00440690
2015-09-15 00:00:00+00:00,0.01249541
2015-09-16 00:00:00+00:00,0.02088677
2015-09-17 00:00:00+00:00,0.01047688
2015-09-18 00:00:00+00:00,-0.00786557
2015-09-21 00:00:00+00:00,0.01081081
2015-09-22 00:00:00+00:00,-0.01461676
2015-09-23 00:00:00+00:00,0.00795948
2015-09-24 00:00:00+00:00,-0.01112706
2015-09-25 00:00:00+00:00,0.00399274
2015-09-28 00:00:00+00:00,-0.01771511
2015-09-29 00:00:00+00:00,0.00956938
2015-09-30 00:00:00+00:00,0.00874954
2015-10-01 00:00:00+00:00,0.00433683
2015-10-02 00:00:00+00:00,0.00359842
2015-10-05 00:00:00+00:00,0.02366440
2015-10-06 00:00:00+00:00,-0.00175131
2015-10-07 00:00:00+00:00,0.01122807
2015-10-08 00:00:00+00:00,-0.00104094
2015-10-09 00:00:00+00:00,0.00521014
2015-10-12 00:00:00+00:00,0.00518314
2015-10-13 00:00:00+00:00,-0.00618769
2015-10-14 00:00:00+00:00,-0.00795572
2015-10-15 00:00:00+00:00,0.01220363
2015-10-16 00:00:00+00:00,0.00792284
2015-10-19 00:00:00+00:00,0.01230349
2015-10-20 00:00:00+00:00,0.00067522
2015-10-21 00:00:00+00:00,-0.00236167
2015-10-22 00:00:00+00:00,0.00946906
2015-10-23 00:00:00+00:00,-0.00904523
2015-10-26 00:00:00+00:00,-0.00709939
2015-10-27 00:00:00+00:00,0.00510725
2015-10-28 00:00:00+00:00,0.00575881
2015-10-29 00:00:00+00:00,-0.00269451
2015-10-30 00:00:00+00:00,-0.00776765
2015-11-02 00:00:00+00:00,0.02280463
2015-11-03 00:00:00+00:00,-0.00998336
2015-11-04 00:00:00+00:00,-0.00470588
2015-11-05 00:00:00+00:00,0.00337724
2015-11-06 00:00:00+00:00,-0.03029283
2015-11-09 00:00:00+00:00,-0.01214856
2015-11-10 00:00:00+00:00,0.00632467
2015-11-11 00:00:00+00:00,0.01431564
2015-11-12 00:00:00+00:00,-0.01962134
2015-11-13 00:00:00+00:00,-0.00737360
2015-11-16 00:00:00+00:00,0.01379554
2015-11-17 00:00:00+00:00,0.00000000
2015-11-18 00:00:00+00:00,0.00872296
2015-11-19 00:00:00+00:00,0.00415081
2015-11-20 00:00:00+00:00,0.01033414
2015-11-23 00:00:00+00:00,0.00034095
2015-11-24 00:00:00+00:00,-0.00374915
2015-11-25 00:00:00+00:00,0.00444749
2015-11-27 00:00:00+00:00,0.00681199
2015-11-30 00:00:00+00:00,-0.00778078
2015-12-01 00:00:00+00:00,0.01227412
2015-12-02 00:00:00+00:00,-0.01650387
2015-12-03 00:00:00+00:00,-0.01712329
2015-12-04 00:00:00+00:00,0.01602787
2015-12-07 00:00:00+00:00,-0.00205761
2015-12-08 00:00:00+00:00,-0.00274914
2015-12-09 00:00:00+00:00,0.03410440
2015-12-10 00:00:00+00:00,-0.01214013
2015-12-11 00:00:00+00:00,0.00697593
2015-12-14 00:00:00+00:00,-0.01979854
2015-12-15 00:00:00+00:00,0.03098592
2015-12-16 00:00:00+00:00,0.01348548
2015-12-17 00:00:00+00:00,-0.00477653
2015-12-18 00:00:00+00:00,-0.01508399
2015-12-21 00:00:00+00:00,0.00208841
2015-12-22 00:00:00+00:00,0.01042028
2015-12-23 00:00:00+00:00,0.01134410
2015-12-24 00:00:00+00:00,-0.00033990
2015-12-28 00:00:00+00:00,0.00374022
2015-12-29 00:00:00+00:00,0.01117886
2015-12-30 00:00:00+00:00,-0.00469012
2015-12-31 00:00:00+00:00,-0.00639515
2016-01-04 00:00:00+00:00,-0.01117886
2016-01-05 00:00:00+00:00,0.01781432
2016-01-06 00:00:00+00:00,-0.00605857
2016-01-07 00:00:00+00:00,-0.01997968
2016-01-08 00:00:00+00:00,-0.00829302
2016-01-11 00:00:00+00:00,0.00000000
2016-01-12 00:00:00+00:00,-0.00871080
2016-01-13 00:00:00+00:00,-0.01441125
2016-01-14 00:00:00+00:00,-0.00035663
2016-01-15 00:00:00+00:00,-0.01355690
2016-01-19 00:00:00+00:00,0.00542495
2016-01-20 00:00:00+00:00,-0.03021583
2016-01-21 00:00:00+00:00,0.01001484
2016-01-22 00:00:00+00:00,0.02460521
2016-01-25 00:00:00+00:00,-0.01039427
2016-01-26 00:00:00+00:00,0.02028251
2016-01-27 00:00:00+00:00,-0.01171459
2016-01-28 00:00:00+00:00,-0.00862069
2016-01-29 00:00:00+00:00,0.02463768
2016-02-01 00:00:00+00:00,-0.00282885
2016-02-02 00:00:00+00:00,-0.01347518
2016-02-03 00:00:00+00:00,0.00718907
2016-02-04 00:00:00+00:00,0.00571021
2016-02-05 00:00:00+00:00,-0.02484031
2016-02-08 00:00:00+00:00,-0.03602620
2016-02-09 00:00:00+00:00,-0.01245753
2016-02-10 00:00:00+00:00,0.00764526
2016-02-11 00:00:00+00:00,-0.01365706
2016-02-12 00:00:00+00:00,0.00923077
2016-02-16 00:00:00+00:00,0.02057927
2016-02-17 00:00:00+00:00,0.01232263
2016-02-18 00:00:00+00:00,0.00848395
2016-02-19 00:00:00+00:00,0.00146306
2016-02-22 00:00:00+00:00,0.02045289
2016-02-23 00:00:00+00:00,-0.01395848
2016-02-24 00:00:00+00:00,0.00254083
2016-02-25 00:00:00+00:00,0.01774077
2016-02-26 00:00:00+00:00,-0.00498043
2016-02-29 00:00:00+00:00,-0.00250268
2016-03-01 00:00:00+00:00,0.03118280
2016-03-02 00:00:00+00:00,0.00069517
2016-03-03 00:00:00+00:00,0.01146231
2016-03-04 00:00:00+00:00,0.00171703
2016-03-07 00:00:00+00:00,0.00754200
2016-03-08 00:00:00+00:00,-0.02119658
2016-03-09 00:00:00+00:00,0.01420651
2016-03-10 00:00:00+00:00,-0.00998935
2016-03-11 00:00:00+00:00,0.05210490
2016-03-14 00:00:00+00:00,-0.00000000
2016-03-15 00:00:00+00:00,-0.00639946
2016-03-16 00:00:00+00:00,0.00371873
2016-03-17 00:00:00+00:00,0.01511589
2016-03-18 00:00:00+00:00,-0.00330907
2016-03-21 00:00:00+00:00,-0.00730412
2016-03-22 00:00:00+00:00,-0.00234114
2016-03-23 00:00:00+00:00,-0.00703989
2016-03-24 00:00:00+00:00,0.00033761
2016-03-28 00:00:00+00:00,0.01079987
2016-03-29 00:00:00+00:00,0.02070117
2016-03-30 00:00:00+00:00,0.00130847
2016-03-31 00:00:00+00:00,0.00098007
2016-04-01 00:00:00+00:00,0.00000000
2016-04-04 00:00:00+00:00,0.00097911
2016-04-05 00:00:00+00:00,-0.01141180
2016-04-06 00:00:00+00:00,0.00626649
2016-04-07 00:00:00+00:00,-0.00360538
2016-04-08 00:00:00+00:00,0.00592105
2016-04-11 00:00:00+00:00,-0.00098103
2016-04-12 00:00:00+00:00,0.00360065
2016-04-13 00:00:00+00:00,-0.00163079
2016-04-14 00:00:00+00:00,-0.00424698
2016-04-15 00:00:00+00:00,0.00688976
2016-04-18 00:00:00+00:00,0.00456175
2016-04-19 00:00:00+00:00,0.00000000
2016-04-20 00:00:00+00:00,-0.01589361
2016-04-21 00:00:00+00:00,-0.02142386
2016-04-22 00:00:00+00:00,0.01751431
2016-04-25 00:00:00+00:00,0.00761337
2016-04-26 00:00:00+00:00,0.00262812
2016-04-27 00:00:00+00:00,-0.00032765
2016-04-28 00:00:00+00:00,-0.00294985
2016-04-29 00:00:00+00:00,-0.01117686
2016-05-02 00:00:00+00:00,0.01628989
2016-05-03 00:00:00+00:00,-0.00196271
2016-05-04 00:00:00+00:00,0.01409374
2016-05-05 00:00:00+00:00,0.00290886
2016-05-06 00:00:00+00:00,0.00966806
2016-05-09 00:00:00+00:00,0.00829876
2016-05-10 00:00:00+00:00,-0.00031656
2016-05-11 00:00:00+00:00,-0.01836605
2016-05-12 00:00:00+00:00,0.00774194
2016-05-13 00:00:00+00:00,-0.00896287
2016-05-16 00:00:00+00:00,0.01033592
2016-05-17 00:00:00+00:00,-0.01694373
2016-05-18 00:00:00+00:00,-0.01495935
2016-05-19 00:00:00+00:00,-0.00858369
2016-05-20 00:00:00+00:00,0.00466200
2016-05-23 00:00:00+00:00,0.00099437
2016-05-24 00:00:00+00:00,0.01390728
2016-05-25 00:00:00+00:00,0.00065317
2016-05-26 00:00:00+00:00,0.00228460
2016-05-27 00:00:00+00:00,0.00162813
2016-05-31 00:00:00+00:00,0.00065020
2016-06-01 00:00:00+00:00,0.00032489
2016-06-02 00:00:00+00:00,0.00324781
2016-06-03 00:00:00+00:00,0.00323729
2016-06-06 00:00:00+00:00,-0.00516296
2016-06-07 00:00:00+00:00,0.00583847
2016-06-08 00:00:00+00:00,0.05804579
2016-06-09 00:00:00+00:00,0.00417202
2016-06-10 00:00:00+00:00,-0.01057676
2016-06-13 00:00:00+00:00,0.00032196
2016-06-14 00:00:00+00:00,-0.01481005
2016-06-15 00:00:00+00:00,0.02171095
2016-06-16 00:00:00+00:00,-0.00449727
2016-06-17 00:00:00+00:00,-0.00354153
2016-06-20 00:00:00+00:00,0.00323102
2016-06-21 00:00:00+00:00,0.00676329
2016-06-22 00:00:00+00:00,-0.00415867
2016-06-23 00:00:00+00:00,0.00899454
2016-06-24 00:00:00+00:00,-0.01432665
2016-06-27 00:00:00+00:00,-0.00322997
2016-06-28 00:00:00+00:00,0.02397926
2016-06-29 00:00:00+00:00,0.01424051
2016-06-30 00:00:00+00:00,0.01029641
2016-07-01 00:00:00+00:00,-0.00061767
2016-07-05 00:00:00+00:00,0.00957973
2016-07-06 00:00:00+00:00,-0.00734619
2016-07-07 00:00:00+00:00,-0.00801727
2016-07-08 00:00:00+00:00,0.01367734
2016-07-11 00:00:00+00:00,0.00674640
2016-07-12 00:00:00+00:00,0.00121840
2016-07-13 00:00:00+00:00,0.00547612
2016-07-14 00:00:00+00:00,-0.00695915
2016-07-15 00:00:00+00:00,-0.00304692
2016-07-18 00:00:00+00:00,0.00366748
2016-07-19 00:00:00+00:00,0.00487211
2016-07-20 00:00:00+00:00,0.00030303
2016-07-21 00:00:00+00:00,0.00393820
2016-07-22 00:00:00+00:00,0.00694025
2016-07-25 00:00:00+00:00,-0.00149835
2016-07-26 00:00:00+00:00,-0.00360144
2016-07-27 00:00:00+00:00,-0.00873494
2016-07-28 00:00:00+00:00,0.00972349
2016-07-29 00:00:00+00:00,0.00962985
2016-08-01 00:00:00+00:00,0.00417288
2016-08-02 00:00:00+00:00,-0.01632532
2016-08-03 00:00:00+00:00,-0.00422450
2016-08-04 00:00:00+00:00,-0.00272727
2016-08-05 00:00:00+00:00,0.00273473
2016-08-08 00:00:00+00:00,-0.00030303
2016-08-09 00:00:00+00:00,0.00515308
2016-08-10 00:00:00+00:00,-0.00150784
2016-08-11 00:00:00+00:00,-0.00815464
2016-08-12 00:00:00+00:00,0.00213155
2016-08-15 00:00:00+00:00,-0.00273473
2016-08-16 00:00:00+00:00,-0.01035954
2016-08-17 00:00:00+00:00,0.00184729
2016-08-18 00:00:00+00:00,-0.00307314
2016-08-19 00:00:00+00:00,-0.00462392
2016-08-22 00:00:00+00:00,0.00309693
2016-08-23 00:00:00+00:00,0.00493980
2016-08-24 00:00:00+00:00,-0.00552995
2016-08-25 00:00:00+00:00,0.00185357
2016-08-26 00:00:00+00:00,-0.00832562
2016-08-29 00:00:00+00:00,0.01026119
2016-08-30 00:00:00+00:00,-0.00277008
2016-08-31 00:00:00+00:00,0.00061728
2016-09-01 00:00:00+00:00,-0.00215916
2016-09-02 00:00:00+00:00,0.00803709
2016-09-06 00:00:00+00:00,0.00858632
2016-09-07 00:00:00+00:00,0.06202493
2016-09-08 00:00:00+00:00,-0.01938806
2016-09-09 00:00:00+00:00,-0.06568208
2016-09-12 00:00:00+00:00,0.02293724
2016-09-13 00:00:00+00:00,-0.05165354
2016-09-14 00:00:00+00:00,0.00549096
2016-09-15 00:00:00+00:00,-0.00419220
2016-09-16 00:00:00+00:00,-0.00129074
2016-09-19 00:00:00+00:00,0.01001616
2016-09-20 00:00:00+00:00,-0.00255918
2016-09-21 00:00:00+00:00,0.01282874
2016-09-22 00:00:00+00:00,0.01994934
2016-09-23 00:00:00+00:00,0.00124185
2016-09-26 00:00:00+00:00,0.00124031
2016-09-27 00:00:00+00:00,-0.00867142
2016-09-28 00:00:00+00:00,0.01030928
2016-09-29 00:00:00+00:00,-0.01453309
2016-09-30 00:00:00+00:00,-0.00721682
2016-10-03 00:00:00+00:00,-0.01580278
2016-10-04 00:00:00+00:00,-0.02055234
2016-10-05 00:00:00+00:00,-0.01245902
2016-10-06 00:00:00+00:00,-0.00099602
2016-10-07 00:00:00+00:00,-0.00132935
2016-10-10 00:00:00+00:00,0.00798669
2016-10-11 00:00:00+00:00,-0.00957412
2016-10-12 00:00:00+00:00,0.00866667
2016-10-13 00:00:00+00:00,0.01057502
2016-10-14 00:00:00+00:00,-0.00294310
2016-10-17 00:00:00+00:00,-0.00098393
2016-10-18 00:00:00+00:00,0.00722259
2016-10-19 00:00:00+00:00,0.00097784
2016-10-20 00:00:00+00:00,0.01009443
2016-10-21 00:00:00+00:00,-0.01160542
2016-10-24 00:00:00+00:00,0.00326158
