Date,CNH
2013-08-23 00:00:00+00:00,-0.00158427
2013-08-26 00:00:00+00:00,0.00044132
2013-08-27 00:00:00+00:00,0.00075172
2013-08-28 00:00:00+00:00,0.00003267
2013-08-29 00:00:00+00:00,-0.00019601
2013-08-30 00:00:00+00:00,0.00017970
2013-09-03 00:00:00+00:00,-0.00115988
2013-09-04 00:00:00+00:00,-0.00039230
2013-09-05 00:00:00+00:00,-0.00032694
2013-09-06 00:00:00+00:00,-0.00078479
2013-09-09 00:00:00+00:00,0.00042525
2013-09-10 00:00:00+00:00,0.00071934
2013-09-11 00:00:00+00:00,-0.00080077
2013-09-12 00:00:00+00:00,-0.00071933
2013-09-13 00:00:00+00:00,0.00140631
2013-09-16 00:00:00+00:00,-0.00163409
2013-09-17 00:00:00+00:00,0.00029438
2013-09-18 00:00:00+00:00,-0.00093209
2013-09-19 00:00:00+00:00,0.00008180
2013-09-20 00:00:00+00:00,0.00040878
2013-09-23 00:00:00+00:00,0.00035995
2013-09-24 00:00:00+00:00,0.00170046
2013-09-25 00:00:00+00:00,0.00039211
2013-09-26 00:00:00+00:00,-0.00053904
2013-09-27 00:00:00+00:00,-0.00099662
2013-09-30 00:00:00+00:00,-0.00016362
2013-10-01 00:00:00+00:00,-0.00062105
2013-10-02 00:00:00+00:00,-0.00145532
2013-10-03 00:00:00+00:00,-0.00031089
2013-10-04 00:00:00+00:00,-0.00022912
2013-10-07 00:00:00+00:00,-0.00037645
2013-10-08 00:00:00+00:00,0.00150607
2013-10-09 00:00:00+00:00,0.00119324
2013-10-10 00:00:00+00:00,-0.00339808
2013-10-11 00:00:00+00:00,0.00018015
2013-10-15 00:00:00+00:00,-0.00426994
2013-10-16 00:00:00+00:00,-0.00039345
2013-10-17 00:00:00+00:00,-0.00090188
2013-10-18 00:00:00+00:00,-0.00003298
2013-10-21 00:00:00+00:00,-0.00106627
2013-10-22 00:00:00+00:00,-0.00118197
2013-10-23 00:00:00+00:00,0.00070630
2013-10-24 00:00:00+00:00,-0.00233169
2013-10-25 00:00:00+00:00,-0.00124949
2013-10-28 00:00:00+00:00,-0.00052639
2013-10-29 00:00:00+00:00,0.00218844
2013-10-30 00:00:00+00:00,0.00116696
2013-10-31 00:00:00+00:00,0.00231621
2013-11-01 00:00:00+00:00,-0.00154235
2013-11-04 00:00:00+00:00,-0.00011494
2013-11-05 00:00:00+00:00,-0.00009853
2013-11-06 00:00:00+00:00,-0.00116592
2013-11-07 00:00:00+00:00,0.00113377
2013-11-08 00:00:00+00:00,-0.00167411
2013-11-12 00:00:00+00:00,-0.00103489
2013-11-13 00:00:00+00:00,-0.00090394
2013-11-14 00:00:00+00:00,0.00055905
2013-11-15 00:00:00+00:00,-0.00085474
2013-11-18 00:00:00+00:00,-0.00225296
2013-11-19 00:00:00+00:00,-0.00238715
2013-11-20 00:00:00+00:00,0.00187899
2013-11-21 00:00:00+00:00,0.00044461
2013-11-22 00:00:00+00:00,0.00105364
2013-11-25 00:00:00+00:00,0.00138217
2013-11-26 00:00:00+00:00,0.00075638
2013-11-27 00:00:00+00:00,0.00271199
2013-11-29 00:00:00+00:00,-0.00203529
2013-12-02 00:00:00+00:00,0.00016412
2013-12-03 00:00:00+00:00,-0.00085412
2013-12-04 00:00:00+00:00,-0.00080534
2013-12-05 00:00:00+00:00,-0.00098658
2013-12-06 00:00:00+00:00,-0.00352037
2013-12-09 00:00:00+00:00,-0.00009887
2013-12-10 00:00:00+00:00,-0.00069214
2013-12-11 00:00:00+00:00,0.00369217
2013-12-12 00:00:00+00:00,-0.00008226
2013-12-13 00:00:00+00:00,0.00016437
2013-12-16 00:00:00+00:00,-0.00108574
2013-12-17 00:00:00+00:00,-0.00024693
2013-12-18 00:00:00+00:00,0.00047748
2013-12-19 00:00:00+00:00,0.00001646
2013-12-20 00:00:00+00:00,-0.00212335
2013-12-23 00:00:00+00:00,0.00149945
2013-12-24 00:00:00+00:00,0.00031284
2013-12-26 00:00:00+00:00,0.00052675
2013-12-27 00:00:00+00:00,0.00004937
2013-12-30 00:00:00+00:00,-0.00278102
2013-12-31 00:00:00+00:00,-0.00166443
2014-01-02 00:00:00+00:00,-0.00479929
2014-01-03 00:00:00+00:00,0.00059533
2014-01-06 00:00:00+00:00,-0.00193382
2014-01-07 00:00:00+00:00,0.00019852
2014-01-08 00:00:00+00:00,0.00029773
2014-01-09 00:00:00+00:00,0.00023155
2014-01-10 00:00:00+00:00,-0.00167017
2014-01-13 00:00:00+00:00,-0.00235002
2014-01-14 00:00:00+00:00,-0.00255178
2014-01-15 00:00:00+00:00,0.00131072
2014-01-16 00:00:00+00:00,0.00067983
2014-01-17 00:00:00+00:00,0.00001641
2014-01-21 00:00:00+00:00,0.00222136
2014-01-22 00:00:00+00:00,-0.00127496
2014-01-23 00:00:00+00:00,0.00051359
2014-01-24 00:00:00+00:00,0.00414086
2014-01-27 00:00:00+00:00,-0.00152081
2014-01-28 00:00:00+00:00,-0.00362271
2014-01-29 00:00:00+00:00,-0.00003314
2014-01-30 00:00:00+00:00,0.00089493
2014-01-31 00:00:00+00:00,-0.00089453
2014-02-03 00:00:00+00:00,-0.00003315
2014-02-04 00:00:00+00:00,-0.00174017
2014-02-05 00:00:00+00:00,-0.00016586
2014-02-06 00:00:00+00:00,-0.00054740
2014-02-07 00:00:00+00:00,0.00119458
2014-02-10 00:00:00+00:00,0.00212117
2014-02-11 00:00:00+00:00,-0.00038074
2014-02-12 00:00:00+00:00,0.00038079
2014-02-13 00:00:00+00:00,0.00092698
2014-02-14 00:00:00+00:00,-0.00170420
2014-02-18 00:00:00+00:00,0.00094388
2014-02-19 00:00:00+00:00,0.00379045
2014-02-20 00:00:00+00:00,0.00745085
2014-02-21 00:00:00+00:00,0.00696211
2014-02-24 00:00:00+00:00,0.00149268
2014-02-25 00:00:00+00:00,0.00711422
2014-02-26 00:00:00+00:00,0.00058806
2014-02-27 00:00:00+00:00,-0.00633583
2014-02-28 00:00:00+00:00,0.00689665
2014-03-03 00:00:00+00:00,0.00013061
2014-03-04 00:00:00+00:00,0.00236723
2014-03-05 00:00:00+00:00,-0.00259249
2014-03-06 00:00:00+00:00,-0.00719976
2014-03-07 00:00:00+00:00,0.00268711
2014-03-10 00:00:00+00:00,0.00852997
2014-03-11 00:00:00+00:00,0.00115532
2014-03-12 00:00:00+00:00,-0.00014636
2014-03-13 00:00:00+00:00,0.00105712
2014-03-14 00:00:00+00:00,0.00391743
2014-03-17 00:00:00+00:00,0.00163857
2014-03-18 00:00:00+00:00,0.00508988
2014-03-19 00:00:00+00:00,0.00339564
2014-03-20 00:00:00+00:00,0.00535916
2014-03-21 00:00:00+00:00,-0.00215728
2014-03-24 00:00:00+00:00,-0.00646164
2014-03-25 00:00:00+00:00,0.00263507
2014-03-26 00:00:00+00:00,0.00332628
2014-03-27 00:00:00+00:00,0.00172453
2014-03-28 00:00:00+00:00,-0.00138491
2014-03-31 00:00:00+00:00,0.00340021
2014-04-01 00:00:00+00:00,-0.00294389
2014-04-02 00:00:00+00:00,0.00003222
2014-04-03 00:00:00+00:00,0.00241674
2014-04-04 00:00:00+00:00,0.00059543
2014-04-07 00:00:00+00:00,-0.00072400
2014-04-08 00:00:00+00:00,-0.00210835
2014-04-09 00:00:00+00:00,-0.00029031
2014-04-10 00:00:00+00:00,0.00543619
2014-04-11 00:00:00+00:00,0.00070782
2014-04-14 00:00:00+00:00,0.00410051
2014-04-15 00:00:00+00:00,0.00012855
2014-04-16 00:00:00+00:00,0.00016048
2014-04-17 00:00:00+00:00,-0.00165273
2014-04-21 00:00:00+00:00,0.00258551
2014-04-22 00:00:00+00:00,0.00295113
2014-04-23 00:00:00+00:00,0.00075275
2014-04-24 00:00:00+00:00,0.00379419
2014-04-25 00:00:00+00:00,0.00236497
2014-04-28 00:00:00+00:00,-0.00209091
2014-04-29 00:00:00+00:00,0.00108629
2014-04-30 00:00:00+00:00,-0.00185224
2014-05-01 00:00:00+00:00,-0.00015984
2014-05-02 00:00:00+00:00,0.00092714
2014-05-05 00:00:00+00:00,-0.00394651
2014-05-06 00:00:00+00:00,-0.00697969
2014-05-07 00:00:00+00:00,0.00277907
2014-05-08 00:00:00+00:00,-0.00097719
2014-05-09 00:00:00+00:00,0.00049683
2014-05-12 00:00:00+00:00,0.00328484
2014-05-13 00:00:00+00:00,-0.00204774
2014-05-14 00:00:00+00:00,-0.00262640
2014-05-15 00:00:00+00:00,0.00178007
2014-05-16 00:00:00+00:00,0.00008012
2014-05-19 00:00:00+00:00,0.00073703
2014-05-20 00:00:00+00:00,0.00048049
2014-05-21 00:00:00+00:00,-0.00040033
2014-05-22 00:00:00+00:00,-0.00195400
2014-05-23 00:00:00+00:00,0.00152297
2014-05-27 00:00:00+00:00,0.00687291
2014-05-28 00:00:00+00:00,0.00231506
2014-05-29 00:00:00+00:00,-0.00564523
2014-05-30 00:00:00+00:00,-0.00014410
2014-06-02 00:00:00+00:00,0.00241541
2014-06-03 00:00:00+00:00,-0.00154964
2014-06-04 00:00:00+00:00,0.00161463
2014-06-05 00:00:00+00:00,-0.00052707
2014-06-06 00:00:00+00:00,-0.00369145
2014-06-09 00:00:00+00:00,-0.00116865
2014-06-10 00:00:00+00:00,-0.00394281
2014-06-11 00:00:00+00:00,0.00194312
2014-06-12 00:00:00+00:00,-0.00210182
2014-06-13 00:00:00+00:00,0.00006409
2014-06-16 00:00:00+00:00,0.00322887
2014-06-17 00:00:00+00:00,0.00317583
2014-06-18 00:00:00+00:00,-0.00176144
2014-06-19 00:00:00+00:00,-0.00009616
2014-06-20 00:00:00+00:00,0.00011219
2014-06-23 00:00:00+00:00,-0.00203552
2014-06-24 00:00:00+00:00,0.00274351
2014-06-25 00:00:00+00:00,-0.00128197
2014-06-26 00:00:00+00:00,-0.00128245
2014-06-27 00:00:00+00:00,-0.00436394
2014-06-30 00:00:00+00:00,-0.00247576
2014-07-01 00:00:00+00:00,-0.00069222
2014-07-02 00:00:00+00:00,0.00275384
2014-07-03 00:00:00+00:00,-0.00093276
2014-07-07 00:00:00+00:00,-0.00294468
2014-07-08 00:00:00+00:00,0.00230441
2014-07-09 00:00:00+00:00,-0.00239558
2014-07-10 00:00:00+00:00,0.00267199
2014-07-11 00:00:00+00:00,-0.00006430
2014-07-14 00:00:00+00:00,0.00172012
2014-07-15 00:00:00+00:00,0.00126895
2014-07-16 00:00:00+00:00,-0.00203869
2014-07-17 00:00:00+00:00,-0.00091591
2014-07-18 00:00:00+00:00,0.00009646
2014-07-21 00:00:00+00:00,-0.00030546
2014-07-22 00:00:00+00:00,-0.00118984
2014-07-23 00:00:00+00:00,-0.00434421
2014-07-24 00:00:00+00:00,-0.00025777
2014-07-25 00:00:00+00:00,-0.00116099
2014-07-28 00:00:00+00:00,-0.00253308
2014-07-29 00:00:00+00:00,0.00009693
2014-07-30 00:00:00+00:00,-0.00226168
2014-07-31 00:00:00+00:00,0.00118063
2014-08-01 00:00:00+00:00,0.00029097
2014-08-04 00:00:00+00:00,-0.00229515
2014-08-05 00:00:00+00:00,-0.00119723
2014-08-06 00:00:00+00:00,-0.00322189
2014-08-07 00:00:00+00:00,0.00288624
2014-08-08 00:00:00+00:00,-0.00415521
2014-08-11 00:00:00+00:00,-0.00056721
2014-08-12 00:00:00+00:00,0.00155593
2014-08-13 00:00:00+00:00,-0.00084201
2014-08-14 00:00:00+00:00,-0.00205735
2014-08-15 00:00:00+00:00,-0.00197856
2014-08-18 00:00:00+00:00,-0.00284082
2014-08-19 00:00:00+00:00,0.00039012
2014-08-20 00:00:00+00:00,0.00065007
2014-08-21 00:00:00+00:00,0.00285946
2014-08-22 00:00:00+00:00,0.00037315
2014-08-25 00:00:00+00:00,-0.00069749
2014-08-26 00:00:00+00:00,-0.00191488
2014-08-27 00:00:00+00:00,-0.00248473
2014-08-28 00:00:00+00:00,0.00191873
2014-08-29 00:00:00+00:00,-0.00050379
2014-09-02 00:00:00+00:00,0.00078012
2014-09-03 00:00:00+00:00,-0.00203051
2014-09-04 00:00:00+00:00,0.00040651
2014-09-05 00:00:00+00:00,-0.00248724
2014-09-08 00:00:00+00:00,0.00161151
2014-09-09 00:00:00+00:00,-0.00056881
2014-09-10 00:00:00+00:00,-0.00143055
2014-09-11 00:00:00+00:00,0.00087846
2014-09-12 00:00:00+00:00,0.00104077
2014-09-15 00:00:00+00:00,0.00970306
2014-09-16 00:00:00+00:00,-0.00490085
2014-09-17 00:00:00+00:00,-0.00098907
2014-09-18 00:00:00+00:00,-0.00197923
2014-09-19 00:00:00+00:00,-0.00071459
2014-09-22 00:00:00+00:00,0.00298939
2014-09-23 00:00:00+00:00,-0.00501249
2014-09-24 00:00:00+00:00,-0.00084560
2014-09-25 00:00:00+00:00,0.00203355
2014-09-26 00:00:00+00:00,-0.00108892
2014-09-29 00:00:00+00:00,0.00996797
2014-09-30 00:00:00+00:00,-0.00021036
2014-10-01 00:00:00+00:00,-0.00250829
2014-10-02 00:00:00+00:00,-0.00405042
2014-10-03 00:00:00+00:00,0.00274360
2014-10-06 00:00:00+00:00,-0.00565796
2014-10-07 00:00:00+00:00,0.00225968
2014-10-08 00:00:00+00:00,-0.00267631
2014-10-09 00:00:00+00:00,-0.00129936
2014-10-10 00:00:00+00:00,0.00120261
2014-10-14 00:00:00+00:00,-0.00055223
2014-10-15 00:00:00+00:00,-0.00082857
2014-10-16 00:00:00+00:00,0.00131652
2014-10-17 00:00:00+00:00,-0.00076362
2014-10-20 00:00:00+00:00,-0.00292472
2014-10-21 00:00:00+00:00,-0.00187141
2014-10-22 00:00:00+00:00,-0.00042349
2014-10-23 00:00:00+00:00,-0.00021196
2014-10-24 00:00:00+00:00,-0.00099394
2014-10-27 00:00:00+00:00,-0.00182570
2014-10-28 00:00:00+00:00,-0.00221907
2014-10-29 00:00:00+00:00,0.00112708
2014-10-30 00:00:00+00:00,-0.00037550
2014-10-31 00:00:00+00:00,0.00321684
2014-11-03 00:00:00+00:00,0.00123906
2014-11-04 00:00:00+00:00,-0.00423660
2014-11-05 00:00:00+00:00,0.00091445
2014-11-06 00:00:00+00:00,0.00062029
2014-11-07 00:00:00+00:00,0.00474885
2014-11-10 00:00:00+00:00,-0.00404424
2014-11-12 00:00:00+00:00,0.00076496
2014-11-13 00:00:00+00:00,-0.00065072
2014-11-14 00:00:00+00:00,-0.00017901
2014-11-17 00:00:00+00:00,-0.00162742
2014-11-18 00:00:00+00:00,-0.00249202
2014-11-19 00:00:00+00:00,0.00153283
2014-11-20 00:00:00+00:00,-0.00052125
2014-11-21 00:00:00+00:00,0.00251011
2014-11-24 00:00:00+00:00,0.00838284
2014-11-25 00:00:00+00:00,-0.00434437
2014-11-26 00:00:00+00:00,0.00095849
2014-11-28 00:00:00+00:00,0.00274413
2014-12-01 00:00:00+00:00,0.00001604
2014-12-02 00:00:00+00:00,-0.00055125
2014-12-03 00:00:00+00:00,-0.00230370
2014-12-04 00:00:00+00:00,0.00079585
2014-12-05 00:00:00+00:00,0.00191621
2014-12-08 00:00:00+00:00,0.00610043
2014-12-09 00:00:00+00:00,0.00624083
2014-12-10 00:00:00+00:00,-0.00479046
2014-12-11 00:00:00+00:00,0.00522109
2014-12-12 00:00:00+00:00,0.00020894
2014-12-15 00:00:00+00:00,0.00078748
2014-12-16 00:00:00+00:00,-0.00138170
2014-12-17 00:00:00+00:00,0.00075597
2014-12-18 00:00:00+00:00,0.00861473
2014-12-19 00:00:00+00:00,0.00060822
2014-12-22 00:00:00+00:00,-0.00292856
2014-12-23 00:00:00+00:00,0.00216329
2014-12-24 00:00:00+00:00,-0.00321734
2014-12-26 00:00:00+00:00,-0.00302988
2014-12-29 00:00:00+00:00,0.00502545
2014-12-30 00:00:00+00:00,-0.00704749
2014-12-31 00:00:00+00:00,-0.00075513
2015-01-02 00:00:00+00:00,0.00803755
2015-01-05 00:00:00+00:00,-0.00382761
2015-01-06 00:00:00+00:00,-0.00529473
2015-01-07 00:00:00+00:00,0.00423068
2015-01-08 00:00:00+00:00,-0.00009611
2015-01-09 00:00:00+00:00,-0.00475786
2015-01-12 00:00:00+00:00,-0.00281012
2015-01-13 00:00:00+00:00,-0.00178485
2015-01-14 00:00:00+00:00,-0.00049889
2015-01-15 00:00:00+00:00,0.00616499
2015-01-16 00:00:00+00:00,0.00988367
2015-01-20 00:00:00+00:00,-0.00782385
2015-01-21 00:00:00+00:00,-0.00091390
2015-01-22 00:00:00+00:00,0.00064164
2015-01-23 00:00:00+00:00,0.01050386
2015-01-26 00:00:00+00:00,-0.00046267
2015-01-27 00:00:00+00:00,-0.00351152
2015-01-28 00:00:00+00:00,0.00498769
2015-01-29 00:00:00+00:00,-0.00055816
2015-01-30 00:00:00+00:00,0.00837465
2015-02-02 00:00:00+00:00,-0.00603783
2015-02-03 00:00:00+00:00,-0.00358594
2015-02-04 00:00:00+00:00,0.00051099
2015-02-05 00:00:00+00:00,-0.00391093
2015-02-06 00:00:00+00:00,0.00123168
2015-02-09 00:00:00+00:00,0.00367741
2015-02-10 00:00:00+00:00,0.00036639
2015-02-11 00:00:00+00:00,-0.00143324
2015-02-12 00:00:00+00:00,-0.00363364
2015-02-13 00:00:00+00:00,0.00057480
2015-02-17 00:00:00+00:00,0.00849162
2015-02-18 00:00:00+00:00,0.00074704
2015-02-19 00:00:00+00:00,-0.00189066
2015-02-20 00:00:00+00:00,0.00061992
2015-02-23 00:00:00+00:00,-0.00138313
2015-02-24 00:00:00+00:00,-0.00321344
2015-02-25 00:00:00+00:00,0.00170469
2015-02-26 00:00:00+00:00,0.00130532
2015-02-27 00:00:00+00:00,0.00307012
2015-03-02 00:00:00+00:00,0.00096895
2015-03-03 00:00:00+00:00,-0.00133376
2015-03-04 00:00:00+00:00,0.00147776
2015-03-05 00:00:00+00:00,-0.00424005
2015-03-06 00:00:00+00:00,0.00181413
2015-03-09 00:00:00+00:00,0.00181254
2015-03-10 00:00:00+00:00,0.00190433
2015-03-11 00:00:00+00:00,-0.00050720
2015-03-12 00:00:00+00:00,-0.00177637
2015-03-13 00:00:00+00:00,0.00311161
2015-03-16 00:00:00+00:00,-0.00526232
2015-03-17 00:00:00+00:00,-0.00863097
2015-03-18 00:00:00+00:00,-0.00498013
2015-03-19 00:00:00+00:00,-0.00539226
2015-03-20 00:00:00+00:00,-0.00458907
2015-03-23 00:00:00+00:00,-0.00088450
2015-03-24 00:00:00+00:00,0.00181745
2015-03-25 00:00:00+00:00,0.00107682
2015-03-26 00:00:00+00:00,-0.00011261
2015-03-27 00:00:00+00:00,-0.00083513
2015-03-30 00:00:00+00:00,-0.00265192
2015-03-31 00:00:00+00:00,-0.00019310
2015-04-01 00:00:00+00:00,-0.00234968
2015-04-02 00:00:00+00:00,-0.00146594
2015-04-03 00:00:00+00:00,0.00009674
2015-04-06 00:00:00+00:00,-0.00169284
2015-04-07 00:00:00+00:00,0.00487246
2015-04-08 00:00:00+00:00,0.00138079
2015-04-09 00:00:00+00:00,0.00237461
2015-04-10 00:00:00+00:00,-0.00008012
2015-04-13 00:00:00+00:00,0.00261197
2015-04-14 00:00:00+00:00,-0.00403290
2015-04-15 00:00:00+00:00,-0.00479466
2015-04-16 00:00:00+00:00,-0.00491867
2015-04-17 00:00:00+00:00,0.00286819
2015-04-20 00:00:00+00:00,0.00046664
2015-04-21 00:00:00+00:00,-0.00146431
2015-04-22 00:00:00+00:00,-0.00148070
2015-04-23 00:00:00+00:00,-0.00133698
2015-04-24 00:00:00+00:00,0.00095105
2015-04-27 00:00:00+00:00,0.00637989
2015-04-28 00:00:00+00:00,-0.00423933
2015-04-29 00:00:00+00:00,-0.00106213
2015-04-30 00:00:00+00:00,0.00167441
2015-05-01 00:00:00+00:00,0.00135162
2015-05-04 00:00:00+00:00,-0.00128621
2015-05-05 00:00:00+00:00,-0.00165704
2015-05-06 00:00:00+00:00,-0.00183503
2015-05-07 00:00:00+00:00,0.00402842
2015-05-08 00:00:00+00:00,-0.00285657
2015-05-11 00:00:00+00:00,0.00157480
2015-05-12 00:00:00+00:00,-0.00109179
2015-05-13 00:00:00+00:00,-0.00327748
2015-05-14 00:00:00+00:00,0.00074002
2015-05-15 00:00:00+00:00,-0.00117411
2015-05-18 00:00:00+00:00,0.00041846
2015-05-19 00:00:00+00:00,0.00059533
2015-05-20 00:00:00+00:00,-0.00096508
2015-05-21 00:00:00+00:00,-0.00331499
2015-05-22 00:00:00+00:00,0.00166025
2015-05-26 00:00:00+00:00,0.00277008
2015-05-27 00:00:00+00:00,-0.00167283
2015-05-28 00:00:00+00:00,-0.00045074
2015-05-29 00:00:00+00:00,-0.00067633
2015-06-01 00:00:00+00:00,0.00043491
2015-06-02 00:00:00+00:00,-0.00191642
2015-06-03 00:00:00+00:00,-0.00038686
2015-06-04 00:00:00+00:00,0.00175727
2015-06-05 00:00:00+00:00,0.00182011
2015-06-08 00:00:00+00:00,0.00114247
2015-06-09 00:00:00+00:00,0.00059469
2015-06-10 00:00:00+00:00,-0.00059456
2015-06-11 00:00:00+00:00,0.00032146
2015-06-12 00:00:00+00:00,0.00109281
2015-06-15 00:00:00+00:00,-0.00036942
2015-06-16 00:00:00+00:00,-0.00130139
2015-06-17 00:00:00+00:00,-0.00135037
2015-06-18 00:00:00+00:00,-0.00080443
2015-06-19 00:00:00+00:00,0.00093345
2015-06-22 00:00:00+00:00,-0.00082042
2015-06-23 00:00:00+00:00,-0.00011265
2015-06-24 00:00:00+00:00,-0.00074062
2015-06-25 00:00:00+00:00,-0.00027356
2015-06-26 00:00:00+00:00,0.00140094
2015-06-29 00:00:00+00:00,-0.00027358
2015-06-30 00:00:00+00:00,-0.00033800
2015-07-01 00:00:00+00:00,-0.00030586
2015-07-02 00:00:00+00:00,-0.00064404
2015-07-06 00:00:00+00:00,0.00182017
2015-07-07 00:00:00+00:00,0.00490843
2015-07-08 00:00:00+00:00,-0.00184168
2015-07-09 00:00:00+00:00,-0.00174716
2015-07-10 00:00:00+00:00,-0.00104286
2015-07-13 00:00:00+00:00,0.00030509
2015-07-14 00:00:00+00:00,-0.00184534
2015-07-15 00:00:00+00:00,0.00094753
2015-07-16 00:00:00+00:00,-0.00104349
2015-07-17 00:00:00+00:00,-0.00049793
2015-07-20 00:00:00+00:00,0.00044984
2015-07-21 00:00:00+00:00,-0.00189537
2015-07-22 00:00:00+00:00,0.00064274
2015-07-23 00:00:00+00:00,-0.00033718
2015-07-24 00:00:00+00:00,0.00475785
2015-07-27 00:00:00+00:00,-0.00210091
2015-07-28 00:00:00+00:00,-0.00194281
2015-07-29 00:00:00+00:00,0.00093220
2015-07-30 00:00:00+00:00,0.00130086
2015-07-31 00:00:00+00:00,-0.00077037
2015-08-03 00:00:00+00:00,-0.00117231
2015-08-04 00:00:00+00:00,-0.00014461
2015-08-05 00:00:00+00:00,-0.00053027
2015-08-06 00:00:00+00:00,-0.00009660
2015-08-07 00:00:00+00:00,0.00165555
2015-08-10 00:00:00+00:00,-0.00044931
2015-08-11 00:00:00+00:00,0.01962010
2015-08-12 00:00:00+00:00,0.02018400
2015-08-13 00:00:00+00:00,-0.00927475
2015-08-14 00:00:00+00:00,-0.00290070
2015-08-17 00:00:00+00:00,-0.00210175
2015-08-18 00:00:00+00:00,-0.00185661
2015-08-19 00:00:00+00:00,0.00549689
2015-08-20 00:00:00+00:00,-0.00307312
2015-08-21 00:00:00+00:00,0.00211920
2015-08-24 00:00:00+00:00,0.01878950
2015-08-25 00:00:00+00:00,0.00205493
2015-08-26 00:00:00+00:00,-0.00983019
2015-08-27 00:00:00+00:00,-0.00373570
2015-08-28 00:00:00+00:00,-0.00714495
2015-08-31 00:00:00+00:00,-0.00658353
2015-09-01 00:00:00+00:00,-0.00731567
2015-09-02 00:00:00+00:00,0.00902527
2015-09-03 00:00:00+00:00,0.00018593
2015-09-04 00:00:00+00:00,0.00498776
2015-09-08 00:00:00+00:00,0.00112801
2015-09-09 00:00:00+00:00,0.00410564
2015-09-10 00:00:00+00:00,-0.02116573
2015-09-11 00:00:00+00:00,0.00593612
2015-09-14 00:00:00+00:00,-0.00234581
2015-09-15 00:00:00+00:00,0.00143088
2015-09-16 00:00:00+00:00,-0.00369916
2015-09-17 00:00:00+00:00,-0.00171249
2015-09-18 00:00:00+00:00,-0.00458079
