Date,FEEDCOW
2000-01-04 00:00:00+00:00,-0.00261932
2000-01-05 00:00:00+00:00,0.00029180
2000-01-06 00:00:00+00:00,0.01487748
2000-01-07 00:00:00+00:00,0.01129780
2000-01-10 00:00:00+00:00,0.00057620
2000-01-11 00:00:00+00:00,-0.00575705
2000-01-12 00:00:00+00:00,-0.01299827
2000-01-13 00:00:00+00:00,-0.00929152
2000-01-14 00:00:00+00:00,0.00933217
2000-01-18 00:00:00+00:00,-0.00261552
2000-01-19 00:00:00+00:00,-0.02125182
2000-01-20 00:00:00+00:00,-0.00734646
2000-01-21 00:00:00+00:00,0.00354087
2000-01-24 00:00:00+00:00,-0.00265174
2000-01-25 00:00:00+00:00,0.01209440
2000-01-26 00:00:00+00:00,0.00996375
2000-01-27 00:00:00+00:00,-0.02071179
2000-01-28 00:00:00+00:00,0.00058945
2000-01-31 00:00:00+00:00,0.01532115
2000-02-01 00:00:00+00:00,0.00817996
2000-02-02 00:00:00+00:00,-0.01017146
2000-02-03 00:00:00+00:00,0.00968878
2000-02-04 00:00:00+00:00,-0.00818235
2000-02-07 00:00:00+00:00,-0.00000000
2000-02-08 00:00:00+00:00,-0.01907837
2000-02-09 00:00:00+00:00,-0.01272189
2000-02-10 00:00:00+00:00,-0.00804050
2000-02-11 00:00:00+00:00,0.00775888
2000-02-14 00:00:00+00:00,-0.00595061
2000-02-15 00:00:00+00:00,-0.00567164
2000-02-16 00:00:00+00:00,0.00808141
2000-02-17 00:00:00+00:00,0.00833830
2000-02-18 00:00:00+00:00,-0.00682898
2000-02-22 00:00:00+00:00,-0.02087683
2000-02-23 00:00:00+00:00,0.01412684
2000-02-24 00:00:00+00:00,0.01104148
2000-02-25 00:00:00+00:00,0.00356189
2000-02-28 00:00:00+00:00,0.01125592
2000-02-29 00:00:00+00:00,-0.00737028
2000-03-01 00:00:00+00:00,0.01123596
2000-03-02 00:00:00+00:00,0.00941730
2000-03-03 00:00:00+00:00,0.00322486
2000-03-06 00:00:00+00:00,-0.00380451
2000-03-07 00:00:00+00:00,-0.00616016
2000-03-08 00:00:00+00:00,-0.00588408
2000-03-09 00:00:00+00:00,-0.00000000
2000-03-10 00:00:00+00:00,0.00118064
2000-03-13 00:00:00+00:00,-0.01120613
2000-03-14 00:00:00+00:00,-0.01483680
2000-03-15 00:00:00+00:00,0.00449102
2000-03-16 00:00:00+00:00,-0.00866448
2000-03-17 00:00:00+00:00,-0.00690898
2000-03-20 00:00:00+00:00,0.00994575
2000-03-21 00:00:00+00:00,0.00479616
2000-03-22 00:00:00+00:00,0.01226443
2000-03-23 00:00:00+00:00,0.00208024
2000-03-24 00:00:00+00:00,0.00326313
2000-03-27 00:00:00+00:00,0.00325926
2000-03-28 00:00:00+00:00,0.00443393
2000-03-29 00:00:00+00:00,-0.02064288
2000-03-30 00:00:00+00:00,0.00119261
2000-03-31 00:00:00+00:00,0.00297974
2000-04-03 00:00:00+00:00,-0.00208520
2000-04-04 00:00:00+00:00,-0.01519666
2000-04-05 00:00:00+00:00,0.01082056
2000-04-06 00:00:00+00:00,0.00358209
2000-04-07 00:00:00+00:00,0.00566826
2000-04-10 00:00:00+00:00,0.01101190
2000-04-11 00:00:00+00:00,0.00502959
2000-04-12 00:00:00+00:00,-0.00501475
2000-04-13 00:00:00+00:00,0.00236616
2000-04-14 00:00:00+00:00,-0.00000000
2000-04-17 00:00:00+00:00,-0.00591017
2000-04-18 00:00:00+00:00,0.00296648
2000-04-19 00:00:00+00:00,-0.00384729
2000-04-20 00:00:00+00:00,-0.00474496
2000-04-24 00:00:00+00:00,-0.00267777
2000-04-25 00:00:00+00:00,0.00119190
2000-04-26 00:00:00+00:00,0.00267857
2000-04-27 00:00:00+00:00,0.00118330
2000-04-28 00:00:00+00:00,0.00592944
2000-05-01 00:00:00+00:00,-0.00559976
2000-05-02 00:00:00+00:00,-0.00177830
2000-05-03 00:00:00+00:00,-0.00801663
2000-05-04 00:00:00+00:00,0.01107453
2000-05-05 00:00:00+00:00,0.00532860
2000-05-08 00:00:00+00:00,0.00678266
2000-05-09 00:00:00+00:00,0.00029351
2000-05-10 00:00:00+00:00,-0.02929974
2000-05-11 00:00:00+00:00,0.00447094
2000-05-12 00:00:00+00:00,-0.00119012
2000-05-15 00:00:00+00:00,0.00538278
2000-05-16 00:00:00+00:00,0.00089339
2000-05-17 00:00:00+00:00,0.00417537
2000-05-18 00:00:00+00:00,-0.00624257
2000-05-19 00:00:00+00:00,0.00298240
2000-05-22 00:00:00+00:00,-0.00596481
2000-05-23 00:00:00+00:00,0.01679160
2000-05-24 00:00:00+00:00,-0.00533491
2000-05-25 00:00:00+00:00,0.00535396
2000-05-26 00:00:00+00:00,-0.00413956
2000-05-30 00:00:00+00:00,0.00148056
2000-05-31 00:00:00+00:00,0.00533650
2000-06-01 00:00:00+00:00,0.00471837
2000-06-02 00:00:00+00:00,-0.00234811
2000-06-05 00:00:00+00:00,0.00882613
2000-06-06 00:00:00+00:00,-0.00641586
2000-06-07 00:00:00+00:00,0.00263235
2000-06-08 00:00:00+00:00,-0.00876168
2000-06-09 00:00:00+00:00,0.00087977
2000-06-12 00:00:00+00:00,0.02757407
2000-06-13 00:00:00+00:00,-0.00173712
2000-06-14 00:00:00+00:00,-0.00144760
2000-06-15 00:00:00+00:00,-0.00695249
2000-06-16 00:00:00+00:00,-0.00377797
2000-06-19 00:00:00+00:00,0.00087413
2000-06-20 00:00:00+00:00,0.01107226
2000-06-21 00:00:00+00:00,-0.00405445
2000-06-22 00:00:00+00:00,-0.00493326
2000-06-23 00:00:00+00:00,0.00407569
2000-06-26 00:00:00+00:00,0.00899855
2000-06-27 00:00:00+00:00,-0.00087155
2000-06-28 00:00:00+00:00,-0.01910275
2000-06-29 00:00:00+00:00,-0.00467836
2000-06-30 00:00:00+00:00,0.02168180
2000-07-03 00:00:00+00:00,0.01100811
2000-07-05 00:00:00+00:00,0.02103140
2000-07-06 00:00:00+00:00,-0.00536117
2000-07-07 00:00:00+00:00,-0.01045789
2000-07-10 00:00:00+00:00,0.00482680
2000-07-11 00:00:00+00:00,0.00565931
2000-07-12 00:00:00+00:00,0.00197796
2000-07-13 00:00:00+00:00,-0.00987585
2000-07-14 00:00:00+00:00,0.01276596
2000-07-17 00:00:00+00:00,-0.00423012
2000-07-18 00:00:00+00:00,0.00565291
2000-07-19 00:00:00+00:00,-0.00789177
2000-07-20 00:00:00+00:00,0.00622700
2000-07-21 00:00:00+00:00,-0.00564334
2000-07-24 00:00:00+00:00,-0.01017812
2000-07-25 00:00:00+00:00,-0.01051435
2000-07-26 00:00:00+00:00,-0.01114604
2000-07-27 00:00:00+00:00,0.00143196
2000-07-28 00:00:00+00:00,-0.00229424
2000-07-31 00:00:00+00:00,0.00200976
2000-08-01 00:00:00+00:00,-0.01203783
2000-08-02 00:00:00+00:00,-0.00807615
2000-08-03 00:00:00+00:00,0.00753187
2000-08-04 00:00:00+00:00,0.01983899
2000-08-07 00:00:00+00:00,-0.00170648
2000-08-08 00:00:00+00:00,-0.01252847
2000-08-09 00:00:00+00:00,0.00544881
2000-08-10 00:00:00+00:00,0.00085739
2000-08-11 00:00:00+00:00,0.00600000
2000-08-14 00:00:00+00:00,0.00940171
2000-08-15 00:00:00+00:00,-0.00567215
2000-08-16 00:00:00+00:00,-0.01080466
2000-08-17 00:00:00+00:00,0.00057225
2000-08-18 00:00:00+00:00,-0.00171429
2000-08-21 00:00:00+00:00,-0.00000000
2000-08-22 00:00:00+00:00,-0.00629831
2000-08-23 00:00:00+00:00,0.00143554
2000-08-24 00:00:00+00:00,-0.00028694
2000-08-25 00:00:00+00:00,-0.02782559
2000-08-28 00:00:00+00:00,-0.00959302
2000-08-29 00:00:00+00:00,-0.00408759
2000-08-30 00:00:00+00:00,0.00350877
2000-08-31 00:00:00+00:00,-0.00204260
2000-09-01 00:00:00+00:00,0.00000000
2000-09-05 00:00:00+00:00,-0.01110462
2000-09-06 00:00:00+00:00,-0.00117543
2000-09-07 00:00:00+00:00,0.02441176
2000-09-08 00:00:00+00:00,-0.00145138
2000-09-11 00:00:00+00:00,0.00261476
2000-09-12 00:00:00+00:00,-0.00609933
2000-09-13 00:00:00+00:00,-0.00640466
2000-09-14 00:00:00+00:00,0.01372664
2000-09-15 00:00:00+00:00,0.00377030
2000-09-18 00:00:00+00:00,0.00376484
2000-09-19 00:00:00+00:00,0.00028902
2000-09-20 00:00:00+00:00,-0.00086730
2000-09-21 00:00:00+00:00,-0.00665124
2000-09-22 00:00:00+00:00,0.00725689
2000-09-25 00:00:00+00:00,0.00781024
