Date,EU-UTILS
2015-08-11 00:00:00+00:00,-0.00889298
2015-08-12 00:00:00+00:00,-0.01547030
2015-08-13 00:00:00+00:00,0.00502828
2015-08-14 00:00:00+00:00,-0.00218887
2015-08-17 00:00:00+00:00,0.00532748
2015-08-18 00:00:00+00:00,-0.00093516
2015-08-19 00:00:00+00:00,-0.01185647
2015-08-20 00:00:00+00:00,-0.01484054
2015-08-21 00:00:00+00:00,-0.03108974
2015-08-24 00:00:00+00:00,-0.05623553
2015-08-25 00:00:00+00:00,0.03610235
2015-08-26 00:00:00+00:00,-0.02571042
2015-08-27 00:00:00+00:00,0.03229167
2015-08-28 00:00:00+00:00,0.00773629
2015-08-31 00:00:00+00:00,-0.01101469
2015-09-01 00:00:00+00:00,-0.01552481
2015-09-02 00:00:00+00:00,-0.00034282
2015-09-03 00:00:00+00:00,0.01851852
2015-09-04 00:00:00+00:00,-0.02730173
2015-09-07 00:00:00+00:00,0.00726895
2015-09-08 00:00:00+00:00,0.01546392
2015-09-09 00:00:00+00:00,0.01015228
2015-09-10 00:00:00+00:00,-0.06756720
2015-09-14 00:00:00+00:00,-0.01446281
2015-09-15 00:00:00+00:00,-0.00139762
2015-09-16 00:00:00+00:00,0.00979706
2015-09-17 00:00:00+00:00,0.00485100
2015-09-18 00:00:00+00:00,-0.01448276
2015-09-21 00:00:00+00:00,0.00489853
2015-09-22 00:00:00+00:00,-0.02611421
2015-09-23 00:00:00+00:00,0.00000000
2015-09-24 00:00:00+00:00,-0.00822310
2015-09-25 00:00:00+00:00,0.02559481
2015-09-28 00:00:00+00:00,-0.01265378
2015-09-29 00:00:00+00:00,0.00213599
2015-09-30 00:00:00+00:00,0.02095915
2015-10-01 00:00:00+00:00,-0.00452331
2015-10-02 00:00:00+00:00,0.01468018
2015-10-05 00:00:00+00:00,0.01756803
2015-10-06 00:00:00+00:00,0.00473934
2015-10-07 00:00:00+00:00,0.00909704
2015-10-08 00:00:00+00:00,-0.00100167
2015-10-09 00:00:00+00:00,0.00300802
2015-10-12 00:00:00+00:00,-0.00066644
2015-10-13 00:00:00+00:00,-0.00766922
2015-10-14 00:00:00+00:00,0.00403226
2015-10-15 00:00:00+00:00,0.01070950
2015-10-16 00:00:00+00:00,0.00662252
2015-10-19 00:00:00+00:00,0.00032895
2015-10-20 00:00:00+00:00,0.00493259
2015-10-21 00:00:00+00:00,0.00032723
2015-10-22 00:00:00+00:00,0.01602879
2015-10-23 00:00:00+00:00,0.01255634
2015-10-26 00:00:00+00:00,-0.00095390
2015-10-27 00:00:00+00:00,-0.01400382
2015-10-28 00:00:00+00:00,0.00774693
2015-10-29 00:00:00+00:00,-0.00992953
2015-10-30 00:00:00+00:00,0.00679392
2015-11-02 00:00:00+00:00,0.00771208
2015-11-03 00:00:00+00:00,-0.00255102
2015-11-04 00:00:00+00:00,0.01023018
2015-11-05 00:00:00+00:00,-0.00537975
2015-11-06 00:00:00+00:00,-0.01145402
2015-11-09 00:00:00+00:00,-0.01802382
2015-11-10 00:00:00+00:00,0.00524418
2015-11-11 00:00:00+00:00,-0.00293446
2015-11-12 00:00:00+00:00,-0.01046436
2015-11-13 00:00:00+00:00,-0.00198282
2015-11-16 00:00:00+00:00,0.00562914
2015-11-17 00:00:00+00:00,0.02107343
2015-11-18 00:00:00+00:00,-0.00612706
2015-11-19 00:00:00+00:00,0.00940947
2015-11-20 00:00:00+00:00,0.00675024
2015-11-23 00:00:00+00:00,-0.00702427
2015-11-24 00:00:00+00:00,-0.01768489
2015-11-25 00:00:00+00:00,0.01505728
2015-11-26 00:00:00+00:00,0.01031925
2015-11-27 00:00:00+00:00,0.00031918
2015-11-30 00:00:00+00:00,-0.00414805
2015-12-01 00:00:00+00:00,0.00384492
2015-12-02 00:00:00+00:00,-0.00287265
2015-12-03 00:00:00+00:00,-0.02144686
2015-12-04 00:00:00+00:00,-0.00523389
2015-12-07 00:00:00+00:00,0.00128636
2015-12-08 00:00:00+00:00,-0.01543514
2015-12-09 00:00:00+00:00,0.00400267
2015-12-10 00:00:00+00:00,0.04485050
2015-12-11 00:00:00+00:00,-0.04659617
2015-12-14 00:00:00+00:00,-0.01691475
2015-12-15 00:00:00+00:00,0.02030282
