Date,MIB
2022-09-20 00:00:00+00:00,-0.03446321
2022-09-21 00:00:00+00:00,0.02330949
2022-09-22 00:00:00+00:00,-0.02029878
2022-09-23 00:00:00+00:00,-0.06682798
2022-09-26 00:00:00+00:00,0.01490224
2022-09-27 00:00:00+00:00,-0.02201183
2022-09-28 00:00:00+00:00,-0.01172529
2022-09-29 00:00:00+00:00,-0.05078219
2022-09-30 00:00:00+00:00,0.02740741
2022-10-03 00:00:00+00:00,0.02995616
2022-10-04 00:00:00+00:00,0.06777831
2022-10-05 00:00:00+00:00,-0.02911833
2022-10-06 00:00:00+00:00,-0.01624868
2022-10-07 00:00:00+00:00,-0.02409782
2022-10-10 00:00:00+00:00,0.00156212
2022-10-11 00:00:00+00:00,-0.01896986
2022-10-12 00:00:00+00:00,-0.02254545
2022-10-13 00:00:00+00:00,0.02758705
2022-10-14 00:00:00+00:00,0.01814004
2022-10-17 00:00:00+00:00,0.03403643
2022-10-18 00:00:00+00:00,0.01932595
2022-10-19 00:00:00+00:00,-0.00443511
2022-10-20 00:00:00+00:00,0.01976839
2022-10-21 00:00:00+00:00,-0.01077137
2022-10-24 00:00:00+00:00,0.04018169
2022-10-25 00:00:00+00:00,0.02591620
2022-10-26 00:00:00+00:00,0.01059394
2022-10-27 00:00:00+00:00,0.01726651
2022-10-28 00:00:00+00:00,-0.00444642
2022-10-31 00:00:00+00:00,0.00913547
2022-11-01 00:00:00+00:00,0.01197738
2022-11-02 00:00:00+00:00,0.00275604
2022-11-03 00:00:00+00:00,-0.00968736
2022-11-04 00:00:00+00:00,0.05155438
2022-11-07 00:00:00+00:00,0.01714471
2022-11-08 00:00:00+00:00,0.01913824
2022-11-09 00:00:00+00:00,0.00667232
2022-11-10 00:00:00+00:00,0.05245936
2022-11-11 00:00:00+00:00,0.00493726
2022-11-14 00:00:00+00:00,0.00964498
2022-11-15 00:00:00+00:00,0.00898693
2022-11-16 00:00:00+00:00,-0.01159008
2022-11-17 00:00:00+00:00,-0.01800512
2022-11-18 00:00:00+00:00,0.02611478
2022-11-21 00:00:00+00:00,-0.01171915
2022-11-22 00:00:00+00:00,0.01937269
2022-11-23 00:00:00+00:00,-0.00142103
2022-11-24 00:00:00+00:00,0.01209104
2022-11-25 00:00:00+00:00,-0.00201959
2022-11-28 00:00:00+00:00,-0.02112391
2022-11-29 00:00:00+00:00,0.00122587
2022-11-30 00:00:00+00:00,0.01163740
2022-12-01 00:00:00+00:00,0.00385669
2022-12-02 00:00:00+00:00,-0.00567261
2022-12-05 00:00:00+00:00,-0.00446791
2022-12-06 00:00:00+00:00,-0.02065947
2022-12-07 00:00:00+00:00,-0.00493523
2022-12-08 00:00:00+00:00,-0.00237065
2022-12-09 00:00:00+00:00,0.00557333
2022-12-12 00:00:00+00:00,0.00339450
2022-12-13 00:00:00+00:00,0.02516951
2022-12-14 00:00:00+00:00,-0.00466721
2022-12-15 00:00:00+00:00,-0.07016473
2022-12-16 00:00:00+00:00,-0.00337233
2022-12-19 00:00:00+00:00,0.00021095
2022-12-20 00:00:00+00:00,-0.00063271
2022-12-21 00:00:00+00:00,0.03374815
2022-12-22 00:00:00+00:00,-0.02426882
2022-12-23 00:00:00+00:00,0.00587927
2022-12-27 00:00:00+00:00,-0.00251230
2022-12-28 00:00:00+00:00,-0.00628865
2022-12-29 00:00:00+00:00,0.02418507
2022-12-30 00:00:00+00:00,-0.02961039
2023-01-02 00:00:00+00:00,0.03543183
2023-01-03 00:00:00+00:00,0.02507252
2023-01-04 00:00:00+00:00,0.03427461
2023-01-05 00:00:00+00:00,-0.00291692
2023-01-06 00:00:00+00:00,0.02770502
2023-01-09 00:00:00+00:00,0.01927663
2023-01-10 00:00:00+00:00,-0.00246087
2023-01-11 00:00:00+00:00,0.01162905
2023-01-12 00:00:00+00:00,0.01793063
2023-01-13 00:00:00+00:00,0.00213654
2023-01-16 00:00:00+00:00,0.00970120
2023-01-17 00:00:00+00:00,0.00434447
2023-01-18 00:00:00+00:00,0.00645410
2023-01-19 00:00:00+00:00,-0.03428078
2023-01-20 00:00:00+00:00,0.01221180
2023-01-23 00:00:00+00:00,0.01165275
2023-01-24 00:00:00+00:00,0.00521236
2023-01-25 00:00:00+00:00,-0.00077027
2023-01-26 00:00:00+00:00,0.02369257
2023-01-27 00:00:00+00:00,0.01989150
2023-01-30 00:00:00+00:00,-0.00838831
2023-01-31 00:00:00+00:00,0.01798221
2023-02-01 00:00:00+00:00,0.00787475
2023-02-02 00:00:00+00:00,0.02997199
2023-02-03 00:00:00+00:00,-0.01122355
2023-02-06 00:00:00+00:00,0.00212786
2023-02-07 00:00:00+00:00,0.00877841
2023-02-08 00:00:00+00:00,0.00469138
2023-02-09 00:00:00+00:00,0.02229562
2023-02-10 00:00:00+00:00,-0.01669540
2023-02-13 00:00:00+00:00,0.01290382
2023-02-14 00:00:00+00:00,0.00527273
2023-02-15 00:00:00+00:00,0.00244876
2023-02-16 00:00:00+00:00,0.02237116
2023-02-17 00:00:00+00:00,-0.00698549
2023-02-20 00:00:00+00:00,-0.01006651
2023-02-21 00:00:00+00:00,-0.01463944
2023-02-22 00:00:00+00:00,-0.02266315
2023-02-23 00:00:00+00:00,0.01242751
2023-02-24 00:00:00+00:00,-0.02194988
2023-02-27 00:00:00+00:00,0.03357070
2023-02-28 00:00:00+00:00,0.00172822
2023-03-01 00:00:00+00:00,-0.01254089
2023-03-02 00:00:00+00:00,0.00648995
2023-03-03 00:00:00+00:00,0.03080007
2023-03-06 00:00:00+00:00,0.00789592
2023-03-07 00:00:00+00:00,-0.01295916
2023-03-08 00:00:00+00:00,0.01016827
2023-03-09 00:00:00+00:00,-0.01342642
2023-03-10 00:00:00+00:00,-0.03406773
2023-03-13 00:00:00+00:00,-0.07582287
2023-03-14 00:00:00+00:00,0.04354040
2023-03-15 00:00:00+00:00,-0.09383453
2023-03-16 00:00:00+00:00,0.02847637
2023-03-17 00:00:00+00:00,-0.03406021
2023-03-20 00:00:00+00:00,0.03096594
2023-03-21 00:00:00+00:00,0.05417363
2023-03-22 00:00:00+00:00,-0.00210647
2023-03-23 00:00:00+00:00,-0.00306748
2023-03-24 00:00:00+00:00,-0.04541527
2023-03-27 00:00:00+00:00,0.02456520
2023-03-28 00:00:00+00:00,0.00941473
2023-03-29 00:00:00+00:00,0.02985219
2023-03-30 00:00:00+00:00,0.02046060
2023-03-31 00:00:00+00:00,0.00876036
2023-04-03 00:00:00+00:00,0.00440818
2023-04-04 00:00:00+00:00,-0.01113711
2023-04-05 00:00:00+00:00,-0.01374247
2023-04-06 00:00:00+00:00,0.02615866
2023-04-11 00:00:00+00:00,0.02142389
2023-04-12 00:00:00+00:00,0.00971862
2023-04-13 00:00:00+00:00,-0.00064480
2023-04-14 00:00:00+00:00,0.01815334
2023-04-17 00:00:00+00:00,-0.01068493
2023-04-18 00:00:00+00:00,0.01211899
2023-04-19 00:00:00+00:00,0.00365030
2023-04-20 00:00:00+00:00,-0.02240845
2023-04-21 00:00:00+00:00,0.00681713
2023-04-24 00:00:00+00:00,0.01065002
2023-04-25 00:00:00+00:00,-0.02073059
2023-04-26 00:00:00+00:00,-0.01291990
2023-04-27 00:00:00+00:00,0.00585176
2023-04-28 00:00:00+00:00,-0.00657590
2023-05-02 00:00:00+00:00,-0.03521978
2023-05-03 00:00:00+00:00,0.01513718
2023-05-04 00:00:00+00:00,-0.01248826
2023-05-05 00:00:00+00:00,0.04997638
2023-05-08 00:00:00+00:00,0.00700461
2023-05-09 00:00:00+00:00,-0.00468406
2023-05-10 00:00:00+00:00,-0.00736513
2023-05-11 00:00:00+00:00,-0.01247459
2023-05-12 00:00:00+00:00,0.01776083
2023-05-15 00:00:00+00:00,-0.00709677
2023-05-16 00:00:00+00:00,-0.00323744
2023-05-17 00:00:00+00:00,-0.00157509
2023-05-18 00:00:00+00:00,0.00472879
2023-05-19 00:00:00+00:00,0.01877891
2023-05-22 00:00:00+00:00,0.00696481
2023-05-23 00:00:00+00:00,-0.01050228
2023-05-24 00:00:00+00:00,-0.04645611
2023-05-25 00:00:00+00:00,-0.00892941
2023-05-26 00:00:00+00:00,0.02162009
2023-05-29 00:00:00+00:00,-0.00737835
2023-05-30 00:00:00+00:00,-0.00281215
2023-05-31 00:00:00+00:00,-0.04073970
2023-06-01 00:00:00+00:00,0.03861263
2023-06-02 00:00:00+00:00,0.03816148
2023-06-05 00:00:00+00:00,-0.01706327
2023-06-06 00:00:00+00:00,0.01377000
2023-06-07 00:00:00+00:00,0.00157087
2023-06-08 00:00:00+00:00,0.01680672
2023-06-09 00:00:00+00:00,-0.00833257
2023-06-12 00:00:00+00:00,0.01719239
2023-06-13 00:00:00+00:00,0.01385976
2023-06-14 00:00:00+00:00,0.01702590
2023-06-15 00:00:00+00:00,-0.00727501
2023-06-16 00:00:00+00:00,0.00477650
2023-06-19 00:00:00+00:00,0.00567721
2023-06-20 00:00:00+00:00,-0.01155914
2023-06-21 00:00:00+00:00,0.00171264
2023-06-22 00:00:00+00:00,-0.01630043
2023-06-23 00:00:00+00:00,-0.01434538
2023-06-26 00:00:00+00:00,0.00274348
2023-06-27 00:00:00+00:00,0.01150790
2023-06-28 00:00:00+00:00,0.01688913
2023-06-29 00:00:00+00:00,0.01926886
2023-06-30 00:00:00+00:00,0.02345492
2023-07-03 00:00:00+00:00,0.01551344
2023-07-04 00:00:00+00:00,-0.00411127
2023-07-05 00:00:00+00:00,-0.01253506
2023-07-06 00:00:00+00:00,-0.05275695
2023-07-07 00:00:00+00:00,0.01830207
2023-07-10 00:00:00+00:00,0.00772131
2023-07-11 00:00:00+00:00,0.01359449
2023-07-12 00:00:00+00:00,0.03659620
2023-07-13 00:00:00+00:00,0.01325636
2023-07-14 00:00:00+00:00,-0.00563209
2023-07-17 00:00:00+00:00,-0.00434556
2023-07-18 00:00:00+00:00,0.00644599
2023-07-19 00:00:00+00:00,0.00755405
2023-07-20 00:00:00+00:00,0.00580388
2023-07-21 00:00:00+00:00,0.00293813
2023-07-24 00:00:00+00:00,0.00914660
2023-07-25 00:00:00+00:00,0.00343584
2023-07-26 00:00:00+00:00,0.00034299
2023-07-27 00:00:00+00:00,0.04252401
2023-07-28 00:00:00+00:00,-0.00436535
2023-07-31 00:00:00+00:00,0.00824499
2023-08-01 00:00:00+00:00,-0.01927105
2023-08-02 00:00:00+00:00,-0.02724196
2023-08-03 00:00:00+00:00,-0.01972725
2023-08-04 00:00:00+00:00,-0.00485100
2023-08-07 00:00:00+00:00,-0.00555749
2023-08-08 00:00:00+00:00,-0.04057820
2023-08-09 00:00:00+00:00,0.02239801
2023-08-10 00:00:00+00:00,0.01916147
2023-08-11 00:00:00+00:00,-0.02089500
2023-08-14 00:00:00+00:00,0.01090973
2023-08-16 00:00:00+00:00,-0.01855093
2023-08-17 00:00:00+00:00,-0.02225755
2023-08-18 00:00:00+00:00,-0.00821722
2023-08-21 00:00:00+00:00,0.01668161
2023-08-22 00:00:00+00:00,0.01138486
2023-08-23 00:00:00+00:00,0.00619086
2023-08-24 00:00:00+00:00,-0.01269617
2023-08-25 00:00:00+00:00,0.00922804
2023-08-28 00:00:00+00:00,0.02437732
2023-08-29 00:00:00+00:00,0.02303665
2023-08-30 00:00:00+00:00,0.00276052
2023-08-31 00:00:00+00:00,-0.00723639
2023-09-01 00:00:00+00:00,-0.01279613
2023-09-04 00:00:00+00:00,0.00000000
2023-09-05 00:00:00+00:00,-0.00139227
2023-09-06 00:00:00+00:00,-0.02856148
2023-09-07 00:00:00+00:00,-0.00706714
2023-09-08 00:00:00+00:00,0.00709220
2023-09-11 00:00:00+00:00,0.02049470
2023-09-12 00:00:00+00:00,0.00786988
2023-09-13 00:00:00+00:00,-0.00453831
2023-09-14 00:00:00+00:00,0.02837625
2023-09-15 00:00:00+00:00,0.00103663
2023-09-18 00:00:00+00:00,-0.01848333
2023-09-19 00:00:00+00:00,0.01169897
2023-09-20 00:00:00+00:00,0.03541052
2023-09-21 00:00:00+00:00,-0.03581784
2023-09-22 00:00:00+00:00,-0.01111690
2023-09-25 00:00:00+00:00,-0.01292576
