Date,CAC
2010-09-21 00:00:00+00:00,-0.00551978
2010-09-22 00:00:00+00:00,-0.02007926
2010-09-23 00:00:00+00:00,-0.02762947
2010-09-24 00:00:00+00:00,0.04945799
2010-09-27 00:00:00+00:00,-0.00355919
2010-09-28 00:00:00+00:00,-0.00703291
2010-09-29 00:00:00+00:00,-0.00927275
2010-09-30 00:00:00+00:00,-0.01591547
2010-10-01 00:00:00+00:00,-0.01278256
2010-10-04 00:00:00+00:00,-0.02444625
2010-10-05 00:00:00+00:00,0.05395043
2010-10-06 00:00:00+00:00,0.00653944
2010-10-07 00:00:00+00:00,0.00332579
2010-10-08 00:00:00+00:00,0.00477580
2010-10-11 00:00:00+00:00,-0.00414942
2010-10-12 00:00:00+00:00,-0.00199018
2010-10-13 00:00:00+00:00,0.02788845
2010-10-14 00:00:00+00:00,-0.00209589
2010-10-15 00:00:00+00:00,0.00354006
2010-10-18 00:00:00+00:00,0.00668414
2010-10-19 00:00:00+00:00,-0.02664577
2010-10-20 00:00:00+00:00,0.01905770
2010-10-21 00:00:00+00:00,0.01232464
2010-10-22 00:00:00+00:00,0.00729547
2010-10-25 00:00:00+00:00,-0.00129870
2010-10-26 00:00:00+00:00,-0.00273366
2010-10-27 00:00:00+00:00,-0.01222526
2010-10-28 00:00:00+00:00,0.00013092
2010-10-29 00:00:00+00:00,-0.00013072
2010-11-01 00:00:00+00:00,-0.00654365
2010-11-02 00:00:00+00:00,0.02169055
2010-11-03 00:00:00+00:00,-0.00259909
2010-11-04 00:00:00+00:00,0.03419137
2010-11-05 00:00:00+00:00,-0.00306945
2010-11-08 00:00:00+00:00,0.00012804
2010-11-09 00:00:00+00:00,-0.00153649
2010-11-10 00:00:00+00:00,-0.00299121
2010-11-11 00:00:00+00:00,-0.01385681
2010-11-12 00:00:00+00:00,-0.02520683
2010-11-15 00:00:00+00:00,0.01558816
2010-11-16 00:00:00+00:00,-0.02806288
2010-11-17 00:00:00+00:00,0.01169902
2010-11-18 00:00:00+00:00,0.04235387
2010-11-19 00:00:00+00:00,0.00414132
2010-11-22 00:00:00+00:00,-0.02465152
2010-11-23 00:00:00+00:00,-0.04751338
2010-11-24 00:00:00+00:00,0.01526513
2010-11-25 00:00:00+00:00,-0.00491433
2010-11-26 00:00:00+00:00,-0.01293678
2010-11-29 00:00:00+00:00,-0.03263059
2010-11-30 00:00:00+00:00,-0.02605019
2010-12-01 00:00:00+00:00,0.03480182
2010-12-02 00:00:00+00:00,0.04055887
2010-12-03 00:00:00+00:00,-0.00000000
2010-12-06 00:00:00+00:00,-0.00265816
2010-12-07 00:00:00+00:00,0.02441628
2010-12-08 00:00:00+00:00,0.02422328
2010-12-09 00:00:00+00:00,0.01184896
2010-12-10 00:00:00+00:00,0.00396635
2010-12-13 00:00:00+00:00,0.01122581
2010-12-14 00:00:00+00:00,0.00115533
2010-12-15 00:00:00+00:00,-0.01321699
2010-12-16 00:00:00+00:00,0.00710227
2010-12-17 00:00:00+00:00,-0.00974859
2010-12-20 00:00:00+00:00,0.00850296
2010-12-21 00:00:00+00:00,0.01721480
2010-12-22 00:00:00+00:00,0.00101807
2010-12-23 00:00:00+00:00,-0.00852417
2010-12-24 00:00:00+00:00,-0.00562228
2010-12-27 00:00:00+00:00,-0.01576519
2010-12-28 00:00:00+00:00,-0.00258198
2010-12-29 00:00:00+00:00,0.01163693
2010-12-30 00:00:00+00:00,-0.02162162
2010-12-31 00:00:00+00:00,-0.01181205
2011-01-03 00:00:00+00:00,0.04102966
2011-01-04 00:00:00+00:00,0.00359020
2011-01-05 00:00:00+00:00,0.00510399
2011-01-06 00:00:00+00:00,-0.01071292
2011-01-07 00:00:00+00:00,-0.01641236
2011-01-10 00:00:00+00:00,-0.02468976
2011-01-11 00:00:00+00:00,0.01907596
2011-01-12 00:00:00+00:00,0.04773022
2011-01-13 00:00:00+00:00,0.00594937
2011-01-14 00:00:00+00:00,0.02322060
2011-01-17 00:00:00+00:00,-0.01185573
2011-01-18 00:00:00+00:00,0.01721538
2011-01-19 00:00:00+00:00,-0.01940781
2011-01-20 00:00:00+00:00,0.00666331
2011-01-21 00:00:00+00:00,0.01690035
2011-01-24 00:00:00+00:00,0.01653406
2011-01-25 00:00:00+00:00,-0.01073014
2011-01-26 00:00:00+00:00,0.01138332
2011-01-27 00:00:00+00:00,0.00949445
2011-01-28 00:00:00+00:00,-0.04723926
2011-01-31 00:00:00+00:00,0.01985673
2011-02-01 00:00:00+00:00,0.03359462
2011-02-02 00:00:00+00:00,-0.01212195
2011-02-03 00:00:00+00:00,-0.00172456
2011-02-04 00:00:00+00:00,0.00172563
2011-02-07 00:00:00+00:00,0.01169807
2011-02-08 00:00:00+00:00,0.01408278
2011-02-09 00:00:00+00:00,-0.00814491
2011-02-10 00:00:00+00:00,0.00483464
2011-02-11 00:00:00+00:00,0.00535606
2011-02-14 00:00:00+00:00,-0.00461445
2011-02-15 00:00:00+00:00,0.00255786
2011-02-16 00:00:00+00:00,0.01434302
2011-02-17 00:00:00+00:00,-0.00372283
2011-02-18 00:00:00+00:00,0.00036075
2011-02-21 00:00:00+00:00,-0.02923484
2011-02-22 00:00:00+00:00,-0.03596684
2011-02-23 00:00:00+00:00,-0.00794834
2011-02-24 00:00:00+00:00,-0.00049888
2011-02-25 00:00:00+00:00,0.03257207
2011-02-28 00:00:00+00:00,0.01877531
2011-03-01 00:00:00+00:00,-0.03149319
2011-03-02 00:00:00+00:00,-0.00507175
2011-03-03 00:00:00+00:00,0.02044356
2011-03-04 00:00:00+00:00,-0.03137639
2011-03-07 00:00:00+00:00,-0.01544979
2011-03-08 00:00:00+00:00,0.01909308
2011-03-09 00:00:00+00:00,-0.00759179
2011-03-10 00:00:00+00:00,-0.02427583
2011-03-11 00:00:00+00:00,-0.00455235
2011-03-14 00:00:00+00:00,-0.02459432
2011-03-15 00:00:00+00:00,-0.05285439
2011-03-16 00:00:00+00:00,-0.03518250
2011-03-17 00:00:00+00:00,0.06241483
2011-03-18 00:00:00+00:00,0.02028371
2011-03-21 00:00:00+00:00,0.05240347
2011-03-22 00:00:00+00:00,-0.00678357
2011-03-23 00:00:00+00:00,0.01219825
2011-03-24 00:00:00+00:00,0.03277643
2011-03-25 00:00:00+00:00,-0.00477267
2011-03-28 00:00:00+00:00,0.00075548
2011-03-29 00:00:00+00:00,0.01122179
2011-03-30 00:00:00+00:00,0.01862500
2011-03-31 00:00:00+00:00,-0.01103671
2011-04-01 00:00:00+00:00,0.01321531
2011-04-04 00:00:00+00:00,0.00408466
2011-04-05 00:00:00+00:00,-0.00086505
2011-04-06 00:00:00+00:00,0.00556449
2011-04-07 00:00:00+00:00,-0.00431566
2011-04-08 00:00:00+00:00,-0.00234655
2011-04-11 00:00:00+00:00,-0.00387779
2011-04-12 00:00:00+00:00,-0.02479544
2011-04-13 00:00:00+00:00,0.00326305
2011-04-14 00:00:00+00:00,-0.00388471
2011-04-15 00:00:00+00:00,-0.02184832
2011-04-18 00:00:00+00:00,-0.03980545
2011-04-19 00:00:00+00:00,0.01318022
2011-04-20 00:00:00+00:00,0.04166126
2011-04-21 00:00:00+00:00,0.00940280
2011-04-26 00:00:00+00:00,0.01202227
2011-04-27 00:00:00+00:00,0.02715956
2011-04-28 00:00:00+00:00,0.00235878
2011-04-29 00:00:00+00:00,0.01138191
2011-05-02 00:00:00+00:00,-0.00603820
2011-05-03 00:00:00+00:00,-0.00667326
2011-05-04 00:00:00+00:00,-0.01674315
2011-05-05 00:00:00+00:00,-0.02187773
2011-05-06 00:00:00+00:00,0.01123454
2011-05-09 00:00:00+00:00,0.00226301
2011-05-10 00:00:00+00:00,0.02580293
2011-05-11 00:00:00+00:00,-0.01711097
2011-05-12 00:00:00+00:00,0.00699738
2011-05-13 00:00:00+00:00,-0.01482312
