Date,HANGENT
2022-07-27 00:00:00+00:00,-0.02523351
2022-07-28 00:00:00+00:00,0.00225893
2022-07-29 00:00:00+00:00,-0.05964467
2022-08-01 00:00:00+00:00,-0.00188953
2022-08-02 00:00:00+00:00,-0.05542624
2022-08-03 00:00:00+00:00,0.01481371
2022-08-04 00:00:00+00:00,0.04366553
2022-08-05 00:00:00+00:00,0.00145349
2022-08-08 00:00:00+00:00,-0.01888163
2022-08-09 00:00:00+00:00,-0.00425220
2022-08-10 00:00:00+00:00,-0.04849375
2022-08-11 00:00:00+00:00,0.05180723
2022-08-12 00:00:00+00:00,0.01086159
2022-08-15 00:00:00+00:00,-0.00948490
2022-08-16 00:00:00+00:00,-0.02418291
2022-08-17 00:00:00+00:00,0.00563798
2022-08-18 00:00:00+00:00,-0.01849808
2022-08-19 00:00:00+00:00,0.00194175
2022-08-22 00:00:00+00:00,-0.00895522
2022-08-23 00:00:00+00:00,-0.00704436
2022-08-24 00:00:00+00:00,-0.02707989
2022-08-25 00:00:00+00:00,0.03795732
2022-08-26 00:00:00+00:00,0.02408577
2022-08-29 00:00:00+00:00,-0.01625780
2022-08-30 00:00:00+00:00,-0.00219427
2022-08-31 00:00:00+00:00,-0.00219716
2022-09-01 00:00:00+00:00,-0.03593429
2022-09-02 00:00:00+00:00,-0.01284349
2022-09-05 00:00:00+00:00,-0.03245192
2022-09-06 00:00:00+00:00,-0.00275019
2022-09-07 00:00:00+00:00,-0.01116720
2022-09-08 00:00:00+00:00,-0.01846154
2022-09-09 00:00:00+00:00,0.05621118
2022-09-13 00:00:00+00:00,0.00377302
2022-09-14 00:00:00+00:00,-0.05187754
2022-09-15 00:00:00+00:00,0.01130206
2022-09-16 00:00:00+00:00,-0.02914418
2022-09-19 00:00:00+00:00,-0.01671768
2022-09-20 00:00:00+00:00,0.01574555
2022-09-21 00:00:00+00:00,-0.03905640
2022-09-22 00:00:00+00:00,-0.02166985
2022-09-23 00:00:00+00:00,-0.03011272
2022-09-26 00:00:00+00:00,0.00785083
2022-09-27 00:00:00+00:00,-0.00048685
2022-09-28 00:00:00+00:00,-0.06251015
2022-09-29 00:00:00+00:00,-0.01626153
2022-09-30 00:00:00+00:00,-0.00185936
2022-10-03 00:00:00+00:00,-0.01690903
2022-10-05 00:00:00+00:00,0.13010073
2022-10-06 00:00:00+00:00,-0.01783133
2022-10-07 00:00:00+00:00,-0.03282134
2022-10-10 00:00:00+00:00,-0.06570302
2022-10-11 00:00:00+00:00,-0.04977068
2022-10-12 00:00:00+00:00,-0.01201881
2022-10-13 00:00:00+00:00,-0.04696810
2022-10-14 00:00:00+00:00,0.02045577
2022-10-17 00:00:00+00:00,-0.00301739
2022-10-18 00:00:00+00:00,0.04661744
2022-10-19 00:00:00+00:00,-0.04973048
2022-10-20 00:00:00+00:00,-0.03922268
2022-10-21 00:00:00+00:00,0.00236450
2022-10-24 00:00:00+00:00,-0.14672235
2022-10-25 00:00:00+00:00,0.01940796
2022-10-26 00:00:00+00:00,0.01711538
2022-10-27 00:00:00+00:00,0.01201373
2022-10-28 00:00:00+00:00,-0.08722033
2022-10-31 00:00:00+00:00,-0.04201348
2022-11-01 00:00:00+00:00,0.11156104
