Date,NIKKEI400
2016-03-15 00:00:00+00:00,-0.00889608
2016-03-16 00:00:00+00:00,-0.00979192
2016-03-17 00:00:00+00:00,0.00206016
2016-03-18 00:00:00+00:00,-0.01768092
2016-03-22 00:00:00+00:00,0.02553370
2016-03-23 00:00:00+00:00,-0.00938776
2016-03-24 00:00:00+00:00,-0.00494438
2016-03-25 00:00:00+00:00,0.01200828
2016-03-28 00:00:00+00:00,0.01186579
2016-03-29 00:00:00+00:00,0.00646987
2016-03-30 00:00:00+00:00,-0.01245480
2016-03-31 00:00:00+00:00,-0.01017087
2016-04-01 00:00:00+00:00,-0.03493629
2016-04-04 00:00:00+00:00,-0.00425894
2016-04-05 00:00:00+00:00,-0.02095808
2016-04-06 00:00:00+00:00,0.00043687
2016-04-07 00:00:00+00:00,0.00524017
2016-04-08 00:00:00+00:00,0.00868810
2016-04-11 00:00:00+00:00,-0.00645995
2016-04-12 00:00:00+00:00,0.01647161
2016-04-13 00:00:00+00:00,0.03070362
2016-04-14 00:00:00+00:00,0.02027307
2016-04-15 00:00:00+00:00,-0.01094891
2016-04-18 00:00:00+00:00,-0.02009020
2016-04-19 00:00:00+00:00,0.02970711
2016-04-20 00:00:00+00:00,0.00162536
2016-04-21 00:00:00+00:00,0.02434077
2016-04-22 00:00:00+00:00,0.00990099
2016-04-25 00:00:00+00:00,-0.00549020
2016-04-26 00:00:00+00:00,-0.00985804
2016-04-27 00:00:00+00:00,-0.00318598
2016-04-28 00:00:00+00:00,-0.04274870
2016-05-02 00:00:00+00:00,-0.01961603
2016-05-06 00:00:00+00:00,-0.00255428
2016-05-09 00:00:00+00:00,0.00938967
2016-05-10 00:00:00+00:00,0.02156448
2016-05-11 00:00:00+00:00,-0.00331126
2016-05-12 00:00:00+00:00,0.00872093
2016-05-13 00:00:00+00:00,-0.02346645
2016-05-16 00:00:00+00:00,0.01264755
2016-05-17 00:00:00+00:00,0.01040799
2016-05-18 00:00:00+00:00,-0.00535641
2016-05-19 00:00:00+00:00,0.00000000
2016-05-20 00:00:00+00:00,0.00621375
2016-05-23 00:00:00+00:00,-0.00494030
2016-05-24 00:00:00+00:00,-0.00992966
2016-05-25 00:00:00+00:00,0.01504388
2016-05-26 00:00:00+00:00,-0.00205846
2016-05-27 00:00:00+00:00,0.00453795
2016-05-30 00:00:00+00:00,0.01314168
2016-05-31 00:00:00+00:00,0.00851236
2016-06-01 00:00:00+00:00,-0.01286174
2016-06-02 00:00:00+00:00,-0.03420195
2016-06-03 00:00:00+00:00,0.00874253
2016-06-06 00:00:00+00:00,-0.01076605
2016-06-07 00:00:00+00:00,0.01710471
2016-06-08 00:00:00+00:00,0.01487603
2016-06-09 00:00:00+00:00,-0.02585146
2016-06-10 00:00:00+00:00,-0.01079286
2016-06-13 00:00:00+00:00,-0.03357113
2016-06-14 00:00:00+00:00,-0.00868432
2016-06-15 00:00:00+00:00,0.00700832
2016-06-16 00:00:00+00:00,-0.03131796
2016-06-17 00:00:00+00:00,0.00987876
2016-06-20 00:00:00+00:00,0.02401067
2016-06-21 00:00:00+00:00,0.01389492
2016-06-22 00:00:00+00:00,-0.01241970
2016-06-23 00:00:00+00:00,0.01387684
2016-06-24 00:00:00+00:00,-0.07185629
2016-06-27 00:00:00+00:00,0.02534562
2016-06-28 00:00:00+00:00,-0.00898876
2016-06-29 00:00:00+00:00,0.01995465
2016-06-30 00:00:00+00:00,0.00000000
2016-07-01 00:00:00+00:00,0.00444642
2016-07-04 00:00:00+00:00,0.00841080
2016-07-05 00:00:00+00:00,-0.01009658
2016-07-06 00:00:00+00:00,-0.01951220
2016-07-07 00:00:00+00:00,-0.00271370
2016-07-08 00:00:00+00:00,-0.01088435
2016-07-11 00:00:00+00:00,0.03805594
2016-07-12 00:00:00+00:00,0.02694346
2016-07-13 00:00:00+00:00,0.00817204
2016-07-14 00:00:00+00:00,0.00639932
2016-07-15 00:00:00+00:00,0.00720644
2016-07-19 00:00:00+00:00,0.00420875
2016-07-20 00:00:00+00:00,0.00209556
2016-07-21 00:00:00+00:00,0.00752823
2016-07-22 00:00:00+00:00,-0.01120797
2016-07-25 00:00:00+00:00,0.00041982
2016-07-26 00:00:00+00:00,-0.01636593
2016-07-27 00:00:00+00:00,0.01791809
2016-07-28 00:00:00+00:00,-0.01969824
2016-07-29 00:00:00+00:00,0.02052159
2016-08-01 00:00:00+00:00,-0.00795978
2016-08-02 00:00:00+00:00,-0.01689189
2016-08-03 00:00:00+00:00,-0.02104811
2016-08-04 00:00:00+00:00,0.01009215
2016-08-05 00:00:00+00:00,-0.00217202
2016-08-08 00:00:00+00:00,0.02220287
2016-08-09 00:00:00+00:00,0.00936968
2016-08-10 00:00:00+00:00,0.00126582
2016-08-12 00:00:00+00:00,0.00379267
2016-08-15 00:00:00+00:00,-0.00545760
2016-08-16 00:00:00+00:00,-0.01519629
2016-08-17 00:00:00+00:00,0.01243035
2016-08-18 00:00:00+00:00,-0.01608806
2016-08-19 00:00:00+00:00,0.00086059
2016-08-22 00:00:00+00:00,0.00601892
2016-08-23 00:00:00+00:00,-0.00170940
2016-08-24 00:00:00+00:00,0.00214041
2016-08-25 00:00:00+00:00,0.00000000
2016-08-26 00:00:00+00:00,-0.00854336
2016-08-29 00:00:00+00:00,0.01809565
2016-08-30 00:00:00+00:00,0.00000000
2016-08-31 00:00:00+00:00,0.01438849
2016-09-01 00:00:00+00:00,0.00500626
2016-09-02 00:00:00+00:00,0.00082630
2016-09-05 00:00:00+00:00,0.00330852
2016-09-06 00:00:00+00:00,0.01115242
2016-09-07 00:00:00+00:00,-0.00740132
2016-09-08 00:00:00+00:00,-0.01485761
2016-09-09 00:00:00+00:00,-0.00581879
2016-09-12 00:00:00+00:00,-0.01797659
2016-09-13 00:00:00+00:00,0.00170285
2016-09-14 00:00:00+00:00,-0.00637484
2016-09-15 00:00:00+00:00,-0.01283148
2016-09-16 00:00:00+00:00,0.00953206
2016-09-20 00:00:00+00:00,0.00214592
2016-09-21 00:00:00+00:00,0.03597430
2016-09-23 00:00:00+00:00,-0.01116164
2016-09-26 00:00:00+00:00,-0.00794314
2016-09-27 00:00:00+00:00,0.01179941
2016-09-28 00:00:00+00:00,-0.00624740
2016-09-29 00:00:00+00:00,0.01005868
2016-09-30 00:00:00+00:00,-0.01701245
2016-10-03 00:00:00+00:00,0.00675390
2016-10-04 00:00:00+00:00,0.00754717
2016-10-05 00:00:00+00:00,0.00249688
2016-10-06 00:00:00+00:00,0.00498132
2016-10-07 00:00:00+00:00,0.00000000
2016-10-11 00:00:00+00:00,0.00123916
2016-10-12 00:00:00+00:00,-0.00618812
2016-10-13 00:00:00+00:00,-0.00290577
2016-10-14 00:00:00+00:00,0.00166528
2016-10-17 00:00:00+00:00,0.00415628
