Date,DJSTX-SMALL
2013-03-11 00:00:00+00:00,-0.00209534
2013-03-12 00:00:00+00:00,0.00157480
2013-03-13 00:00:00+00:00,-0.00052411
2013-03-14 00:00:00+00:00,0.00524384
2013-03-15 00:00:00+00:00,0.00312989
2013-03-18 00:00:00+00:00,-0.00624025
2013-03-19 00:00:00+00:00,-0.00418629
2013-03-20 00:00:00+00:00,0.00210194
2013-03-21 00:00:00+00:00,-0.00681699
2013-03-22 00:00:00+00:00,0.00158395
2013-03-25 00:00:00+00:00,0.00632578
2013-03-26 00:00:00+00:00,-0.00838135
2013-03-27 00:00:00+00:00,-0.00792393
2013-03-28 00:00:00+00:00,0.00106496
2013-04-02 00:00:00+00:00,0.01117021
2013-04-03 00:00:00+00:00,-0.00368227
2013-04-04 00:00:00+00:00,-0.01531151
2013-04-05 00:00:00+00:00,-0.02412869
2013-04-08 00:00:00+00:00,0.01043956
2013-04-10 00:00:00+00:00,0.02120718
2013-04-11 00:00:00+00:00,0.01118211
2013-04-12 00:00:00+00:00,-0.00789889
2013-04-15 00:00:00+00:00,-0.00849257
2013-04-16 00:00:00+00:00,-0.01017131
2013-04-17 00:00:00+00:00,-0.01514332
2013-04-18 00:00:00+00:00,0.00000000
2013-04-19 00:00:00+00:00,0.00384404
2013-04-22 00:00:00+00:00,0.00382932
2013-04-23 00:00:00+00:00,0.02016349
2013-04-24 00:00:00+00:00,0.00694444
2013-04-25 00:00:00+00:00,0.01432361
2013-04-26 00:00:00+00:00,-0.00418410
2013-04-29 00:00:00+00:00,0.00525210
2013-04-30 00:00:00+00:00,-0.00208986
2013-05-02 00:00:00+00:00,-0.00261780
2013-05-03 00:00:00+00:00,0.01942257
2013-05-06 00:00:00+00:00,0.00257467
2013-05-07 00:00:00+00:00,0.00102722
2013-05-08 00:00:00+00:00,0.00872242
2013-05-09 00:00:00+00:00,0.00305188
2013-05-10 00:00:00+00:00,-0.00152130
2013-05-13 00:00:00+00:00,0.00050787
2013-05-14 00:00:00+00:00,0.00406091
2013-05-15 00:00:00+00:00,0.00960566
2013-05-16 00:00:00+00:00,0.00300451
2013-05-17 00:00:00+00:00,0.00299551
2013-05-20 00:00:00+00:00,0.00248880
2013-05-21 00:00:00+00:00,0.00049652
2013-05-22 00:00:00+00:00,-0.00496278
2013-05-23 00:00:00+00:00,-0.01845387
2013-05-24 00:00:00+00:00,-0.00457317
2013-05-28 00:00:00+00:00,0.01735579
2013-05-29 00:00:00+00:00,-0.01304566
2013-05-30 00:00:00+00:00,0.00101678
2013-05-31 00:00:00+00:00,-0.00711021
2013-06-03 00:00:00+00:00,-0.00511509
2013-06-04 00:00:00+00:00,-0.00051414
2013-06-05 00:00:00+00:00,-0.01028807
2013-06-06 00:00:00+00:00,-0.00675676
2013-06-07 00:00:00+00:00,-0.00732601
2013-06-10 00:00:00+00:00,0.01311370
2013-06-11 00:00:00+00:00,-0.02445369
2013-06-12 00:00:00+00:00,0.00693333
2013-06-13 00:00:00+00:00,-0.01853814
2013-06-14 00:00:00+00:00,0.02590394
2013-06-18 00:00:00+00:00,-0.00473435
2013-06-19 00:00:00+00:00,0.00052854
2013-06-20 00:00:00+00:00,-0.00686741
2013-06-21 00:00:00+00:00,-0.01595745
2013-06-24 00:00:00+00:00,-0.03783784
2013-06-25 00:00:00+00:00,0.01516854
2013-06-26 00:00:00+00:00,0.01715551
2013-06-27 00:00:00+00:00,0.00924918
2013-06-28 00:00:00+00:00,-0.00323450
2013-07-01 00:00:00+00:00,0.00594916
2013-07-02 00:00:00+00:00,0.00430108
2013-07-03 00:00:00+00:00,-0.00374732
2013-07-04 00:00:00+00:00,0.01719506
2013-07-05 00:00:00+00:00,-0.00528262
2013-07-08 00:00:00+00:00,0.01327669
2013-07-09 00:00:00+00:00,0.00681342
2013-07-11 00:00:00+00:00,0.00937012
2013-07-12 00:00:00+00:00,0.00309438
2013-07-15 00:00:00+00:00,0.00102828
2013-07-16 00:00:00+00:00,-0.00513611
2013-07-17 00:00:00+00:00,-0.00361384
2013-07-18 00:00:00+00:00,0.02331606
2013-07-19 00:00:00+00:00,-0.00050633
2013-07-22 00:00:00+00:00,-0.00101317
2013-07-23 00:00:00+00:00,0.00456389
2013-07-24 00:00:00+00:00,0.00201918
2013-07-25 00:00:00+00:00,-0.00554156
2013-07-26 00:00:00+00:00,0.00050659
2013-07-29 00:00:00+00:00,0.00000000
2013-07-30 00:00:00+00:00,-0.00202532
2013-07-31 00:00:00+00:00,0.00355150
2013-08-01 00:00:00+00:00,0.01617796
2013-08-02 00:00:00+00:00,-0.00049751
2013-08-05 00:00:00+00:00,0.00796416
2013-08-06 00:00:00+00:00,-0.00641975
2013-08-07 00:00:00+00:00,-0.00198807
2013-08-08 00:00:00+00:00,0.01245020
2013-08-09 00:00:00+00:00,0.00541072
2013-08-12 00:00:00+00:00,-0.00342466
2013-08-13 00:00:00+00:00,0.00785469
2013-08-14 00:00:00+00:00,-0.00048709
2013-08-16 00:00:00+00:00,-0.01072125
2013-08-19 00:00:00+00:00,0.00197044
2013-08-20 00:00:00+00:00,-0.00639135
2013-08-21 00:00:00+00:00,-0.00445324
2013-08-22 00:00:00+00:00,0.01093439
2013-08-23 00:00:00+00:00,0.00098328
2013-08-26 00:00:00+00:00,-0.00540275
2013-08-27 00:00:00+00:00,-0.01728395
2013-08-28 00:00:00+00:00,-0.00804020
2013-08-30 00:00:00+00:00,0.00253293
2013-09-02 00:00:00+00:00,0.01667509
2013-09-03 00:00:00+00:00,-0.00099404
2013-09-04 00:00:00+00:00,0.00049751
2013-09-05 00:00:00+00:00,0.01044257
2013-09-06 00:00:00+00:00,0.00492126
2013-09-09 00:00:00+00:00,0.00293830
2013-09-10 00:00:00+00:00,0.01556000
2013-09-11 00:00:00+00:00,0.00048077
2013-09-12 00:00:00+00:00,0.00000000
2013-09-16 00:00:00+00:00,0.10235464
2013-09-17 00:00:00+00:00,-0.00334288
2013-09-18 00:00:00+00:00,0.00000000
2013-09-19 00:00:00+00:00,0.00239578
2013-09-20 00:00:00+00:00,-0.00143403
2013-09-24 00:00:00+00:00,-0.00287219
2013-09-25 00:00:00+00:00,0.00192031
2013-09-26 00:00:00+00:00,-0.00191663
2013-09-27 00:00:00+00:00,-0.00432069
2013-09-30 00:00:00+00:00,-0.00675024
2013-10-01 00:00:00+00:00,0.01019417
2013-10-02 00:00:00+00:00,-0.00432484
2013-10-03 00:00:00+00:00,0.00386100
2013-10-04 00:00:00+00:00,-0.00192308
2013-10-07 00:00:00+00:00,-0.00144509
2013-10-08 00:00:00+00:00,0.00192957
2013-10-09 00:00:00+00:00,-0.00481464
2013-10-10 00:00:00+00:00,0.01161103
2013-10-11 00:00:00+00:00,0.00239120
2013-10-14 00:00:00+00:00,0.00190840
2013-10-15 00:00:00+00:00,0.01238095
2013-10-16 00:00:00+00:00,0.01175917
2013-10-17 00:00:00+00:00,-0.00650860
2013-10-18 00:00:00+00:00,0.00374357
2013-10-21 00:00:00+00:00,0.01305361
2013-10-22 00:00:00+00:00,0.00092039
2013-10-23 00:00:00+00:00,-0.00459770
2013-10-24 00:00:00+00:00,-0.00046189
2013-10-25 00:00:00+00:00,-0.00138632
2013-10-28 00:00:00+00:00,-0.00185099
2013-10-31 00:00:00+00:00,0.00556328
2013-11-01 00:00:00+00:00,0.00138313
2013-11-04 00:00:00+00:00,0.00230203
2013-11-05 00:00:00+00:00,-0.00505282
2013-11-06 00:00:00+00:00,0.00969529
2013-11-07 00:00:00+00:00,0.01188843
2013-11-08 00:00:00+00:00,-0.02033439
2013-11-11 00:00:00+00:00,0.00599631
2013-11-12 00:00:00+00:00,-0.00550206
2013-11-13 00:00:00+00:00,-0.00737667
2013-11-14 00:00:00+00:00,0.00557362
2013-11-15 00:00:00+00:00,0.00046189
2013-11-18 00:00:00+00:00,0.00600185
2013-11-19 00:00:00+00:00,-0.00688389
2013-11-20 00:00:00+00:00,-0.00138632
2013-11-21 00:00:00+00:00,-0.00046275
2013-11-22 00:00:00+00:00,0.00138889
2013-11-25 00:00:00+00:00,0.00277393
2013-11-26 00:00:00+00:00,-0.00276625
2013-11-27 00:00:00+00:00,0.01202034
2013-11-28 00:00:00+00:00,0.00502513
2013-11-29 00:00:00+00:00,0.00000000
2013-12-02 00:00:00+00:00,-0.00136364
2013-12-03 00:00:00+00:00,-0.01411015
2013-12-04 00:00:00+00:00,-0.00507849
2013-12-05 00:00:00+00:00,-0.00742459
2013-12-06 00:00:00+00:00,0.00233754
2013-12-10 00:00:00+00:00,0.03911410
2013-12-11 00:00:00+00:00,-0.00647848
2013-12-12 00:00:00+00:00,-0.00698649
2013-12-13 00:00:00+00:00,-0.02204503
2013-12-16 00:00:00+00:00,0.00329257
2013-12-17 00:00:00+00:00,-0.00187529
2013-12-19 00:00:00+00:00,0.02395491
2013-12-20 00:00:00+00:00,0.00229358
2013-12-23 00:00:00+00:00,0.00915332
2013-12-27 00:00:00+00:00,0.00725624
2013-12-30 00:00:00+00:00,0.00720396
2014-01-02 00:00:00+00:00,0.00089405
2014-01-03 00:00:00+00:00,0.00982582
2014-01-06 00:00:00+00:00,0.00000000
2014-01-07 00:00:00+00:00,0.00398054
2014-01-08 00:00:00+00:00,0.00000000
2014-01-09 00:00:00+00:00,0.00176211
2014-01-10 00:00:00+00:00,0.00615655
2014-01-13 00:00:00+00:00,0.00437063
2014-01-14 00:00:00+00:00,-0.00087032
2014-01-15 00:00:00+00:00,0.00653310
2014-01-16 00:00:00+00:00,-0.00173085
2014-01-17 00:00:00+00:00,0.00390117
2014-01-20 00:00:00+00:00,-0.00302245
2014-01-21 00:00:00+00:00,0.00216544
2014-01-22 00:00:00+00:00,-0.00259291
2014-01-23 00:00:00+00:00,-0.00433276
2014-01-24 00:00:00+00:00,-0.02436902
2014-01-27 00:00:00+00:00,-0.01293488
2014-01-28 00:00:00+00:00,0.00768188
2014-01-29 00:00:00+00:00,0.00179372
2014-01-31 00:00:00+00:00,-0.00581916
2014-02-03 00:00:00+00:00,-0.01035570
2014-02-04 00:00:00+00:00,0.00636943
2014-02-05 00:00:00+00:00,0.00000000
2014-02-06 00:00:00+00:00,0.01582278
2014-02-07 00:00:00+00:00,0.00445038
2014-02-10 00:00:00+00:00,0.00221533
2014-02-11 00:00:00+00:00,0.01282051
2014-02-12 00:00:00+00:00,0.00698385
2014-02-13 00:00:00+00:00,-0.00043346
2014-02-14 00:00:00+00:00,0.00780572
2014-02-17 00:00:00+00:00,0.00602410
2014-02-18 00:00:00+00:00,-0.00171086
2014-02-19 00:00:00+00:00,-0.00042845
2014-02-20 00:00:00+00:00,-0.00128590
2014-02-21 00:00:00+00:00,0.00557940
2014-02-25 00:00:00+00:00,0.01152369
2014-02-26 00:00:00+00:00,0.00168776
2014-02-27 00:00:00+00:00,-0.00210615
2014-02-28 00:00:00+00:00,0.00970874
2014-03-03 00:00:00+00:00,-0.02090301
2014-03-04 00:00:00+00:00,0.02006832
2014-03-05 00:00:00+00:00,0.00125576
2014-03-06 00:00:00+00:00,0.00125418
2014-03-07 00:00:00+00:00,-0.00876827
2014-03-10 00:00:00+00:00,-0.00463353
2014-03-11 00:00:00+00:00,0.00205095
2014-03-12 00:00:00+00:00,-0.01478041
2014-03-13 00:00:00+00:00,-0.00557222
2014-03-14 00:00:00+00:00,-0.01034483
2014-03-17 00:00:00+00:00,0.08144599
2014-03-18 00:00:00+00:00,-0.00344976
2014-03-19 00:00:00+00:00,0.00346170
2014-03-20 00:00:00+00:00,-0.00603708
2014-03-21 00:00:00+00:00,-0.00650759
2014-03-24 00:00:00+00:00,-0.01703057
2014-03-25 00:00:00+00:00,0.01377166
2014-03-26 00:00:00+00:00,0.01007888
2014-03-27 00:00:00+00:00,0.00086768
2014-03-28 00:00:00+00:00,0.00216732
2014-03-31 00:00:00+00:00,0.00519031
2014-04-01 00:00:00+00:00,0.01118761
2014-04-02 00:00:00+00:00,0.00255319
2014-04-03 00:00:00+00:00,-0.00212224
2014-04-04 00:00:00+00:00,0.00893237
2014-04-07 00:00:00+00:00,-0.00969646
2014-04-08 00:00:00+00:00,-0.01447424
2014-04-09 00:00:00+00:00,0.00777538
2014-04-10 00:00:00+00:00,-0.00814402
2014-04-11 00:00:00+00:00,-0.02203976
2014-04-14 00:00:00+00:00,-0.00397702
2014-04-15 00:00:00+00:00,-0.01330967
2014-04-16 00:00:00+00:00,0.01483813
2014-04-17 00:00:00+00:00,0.00177226
2014-04-22 00:00:00+00:00,0.02742149
2014-04-23 00:00:00+00:00,-0.00301334
2014-04-24 00:00:00+00:00,-0.00302245
2014-04-25 00:00:00+00:00,-0.00952793
2014-04-28 00:00:00+00:00,-0.00043725
2014-04-29 00:00:00+00:00,0.01049869
2014-04-30 00:00:00+00:00,-0.00129870
2014-05-02 00:00:00+00:00,0.00520156
2014-05-05 00:00:00+00:00,0.00043122
2014-05-06 00:00:00+00:00,-0.00560345
2014-05-07 00:00:00+00:00,-0.00173385
2014-05-08 00:00:00+00:00,0.00477638
2014-05-09 00:00:00+00:00,0.00086430
2014-05-12 00:00:00+00:00,0.00863558
2014-05-13 00:00:00+00:00,0.00000000
2014-05-14 00:00:00+00:00,-0.00898973
2014-05-15 00:00:00+00:00,-0.02246220
2014-05-16 00:00:00+00:00,-0.00707026
2014-05-19 00:00:00+00:00,0.00222519
2014-05-20 00:00:00+00:00,0.00444050
2014-05-21 00:00:00+00:00,0.00884173
2014-05-22 00:00:00+00:00,0.00525855
2014-05-23 00:00:00+00:00,0.00435920
2014-05-27 00:00:00+00:00,0.01345486
2014-05-28 00:00:00+00:00,0.00171306
2014-05-29 00:00:00+00:00,0.00171013
2014-05-30 00:00:00+00:00,0.00640205
2014-06-02 00:00:00+00:00,0.00678541
2014-06-03 00:00:00+00:00,-0.01095198
2014-06-04 00:00:00+00:00,0.00212947
2014-06-05 00:00:00+00:00,0.00934977
2014-06-06 00:00:00+00:00,0.01221053
2014-06-09 00:00:00+00:00,0.00499168
2014-06-11 00:00:00+00:00,-0.01076159
2014-06-12 00:00:00+00:00,0.00167364
2014-06-13 00:00:00+00:00,-0.00918964
2014-06-16 00:00:00+00:00,-0.00337268
