Date,KOSPI
2014-03-14 00:00:00+00:00,0.00000000
2014-03-17 00:00:00+00:00,-0.00435299
2014-03-18 00:00:00+00:00,0.01049960
2014-03-19 00:00:00+00:00,0.00461607
2014-03-20 00:00:00+00:00,-0.02471333
2014-03-21 00:00:00+00:00,0.01581582
2014-03-24 00:00:00+00:00,0.00516488
2014-03-25 00:00:00+00:00,0.00456893
2014-03-26 00:00:00+00:00,0.02746493
2014-03-27 00:00:00+00:00,0.00916358
2014-03-28 00:00:00+00:00,0.00174723
2014-03-31 00:00:00+00:00,0.00407213
2014-04-01 00:00:00+00:00,0.01064241
2014-04-02 00:00:00+00:00,0.00615740
2014-04-03 00:00:00+00:00,0.00057582
2014-04-04 00:00:00+00:00,0.00594553
2014-04-07 00:00:00+00:00,-0.00688600
2014-04-08 00:00:00+00:00,0.01372097
2014-04-09 00:00:00+00:00,0.00019071
2014-04-10 00:00:00+00:00,0.00152570
2014-04-11 00:00:00+00:00,-0.01172881
2014-04-14 00:00:00+00:00,0.00651716
2014-04-15 00:00:00+00:00,-0.00936008
2014-04-16 00:00:00+00:00,0.00537222
2014-04-17 00:00:00+00:00,-0.00306220
2014-04-18 00:00:00+00:00,0.01437608
2014-04-21 00:00:00+00:00,-0.00285442
2014-04-22 00:00:00+00:00,-0.00152439
2014-04-23 00:00:00+00:00,-0.00190658
2014-04-24 00:00:00+00:00,-0.00343577
2014-04-25 00:00:00+00:00,-0.02889952
2014-04-28 00:00:00+00:00,0.00339410
2014-04-29 00:00:00+00:00,-0.00619255
2014-04-30 00:00:00+00:00,-0.01482127
2014-05-02 00:00:00+00:00,0.00195771
2014-05-07 00:00:00+00:00,-0.02502933
2014-05-08 00:00:00+00:00,0.00990295
2014-05-09 00:00:00+00:00,0.00256057
2014-05-12 00:00:00+00:00,0.01279528
2014-05-13 00:00:00+00:00,0.02776149
2014-05-14 00:00:00+00:00,0.02950820
2014-05-15 00:00:00+00:00,-0.00190078
2014-05-16 00:00:00+00:00,0.00057067
2014-05-19 00:00:00+00:00,0.00057056
2014-05-20 00:00:00+00:00,-0.00095075
2014-05-21 00:00:00+00:00,0.00152207
2014-05-22 00:00:00+00:00,0.00817180
2014-05-23 00:00:00+00:00,-0.00151458
2014-05-26 00:00:00+00:00,-0.00587455
2014-05-27 00:00:00+00:00,-0.02023561
2014-05-28 00:00:00+00:00,0.02351925
2014-05-29 00:00:00+00:00,-0.00341491
2014-05-30 00:00:00+00:00,-0.01244774
2014-06-02 00:00:00+00:00,0.00028629
2014-06-03 00:00:00+00:00,0.00114723
2014-06-05 00:00:00+00:00,-0.01318807
2014-06-09 00:00:00+00:00,0.00095931
2014-06-10 00:00:00+00:00,0.02115385
2014-06-11 00:00:00+00:00,-0.00247431
2014-06-12 00:00:00+00:00,0.00285823
2014-06-13 00:00:00+00:00,-0.03021091
2014-06-16 00:00:00+00:00,0.00876855
2014-06-17 00:00:00+00:00,0.00662506
2014-06-18 00:00:00+00:00,-0.01147666
2014-06-19 00:00:00+00:00,0.00461716
2014-06-20 00:00:00+00:00,-0.02955854
2014-06-23 00:00:00+00:00,0.01090980
2014-06-24 00:00:00+00:00,0.02325131
2014-06-25 00:00:00+00:00,-0.01455660
2014-06-26 00:00:00+00:00,0.01543508
2014-06-27 00:00:00+00:00,-0.00497798
2014-06-30 00:00:00+00:00,0.00307043
2014-07-01 00:00:00+00:00,0.00057493
2014-07-02 00:00:00+00:00,0.01532861
2014-07-03 00:00:00+00:00,-0.00199696
2014-07-04 00:00:00+00:00,-0.00409095
2014-07-07 00:00:00+00:00,-0.01163456
2014-07-08 00:00:00+00:00,-0.00095896
2014-07-09 00:00:00+00:00,-0.00883087
2014-07-10 00:00:00+00:00,0.00327742
2014-07-11 00:00:00+00:00,-0.01578137
2014-07-14 00:00:00+00:00,0.00659810
2014-07-15 00:00:00+00:00,0.02147002
2014-07-16 00:00:00+00:00,0.00325172
2014-07-17 00:00:00+00:00,0.00592055
2014-07-18 00:00:00+00:00,-0.00285714
2014-07-21 00:00:00+00:00,0.00038146
2014-07-22 00:00:00+00:00,0.01334859
2014-07-23 00:00:00+00:00,-0.00284091
2014-07-24 00:00:00+00:00,0.00341426
2014-07-25 00:00:00+00:00,0.00596478
2014-07-28 00:00:00+00:00,0.01577704
2014-07-29 00:00:00+00:00,0.02088797
2014-07-30 00:00:00+00:00,0.02856348
2014-07-31 00:00:00+00:00,-0.01358869
2014-08-01 00:00:00+00:00,-0.00920302
2014-08-04 00:00:00+00:00,-0.00406805
2014-08-05 00:00:00+00:00,-0.01148574
2014-08-06 00:00:00+00:00,-0.00447011
2014-08-07 00:00:00+00:00,-0.01120239
2014-08-08 00:00:00+00:00,-0.02563380
2014-08-11 00:00:00+00:00,0.01511263
2014-08-12 00:00:00+00:00,-0.00245468
2014-08-13 00:00:00+00:00,0.01398866
2014-08-14 00:00:00+00:00,0.00469307
2014-08-18 00:00:00+00:00,-0.01423221
2014-08-19 00:00:00+00:00,0.01999623
2014-08-20 00:00:00+00:00,-0.00513635
2014-08-21 00:00:00+00:00,-0.03322415
2014-08-22 00:00:00+00:00,0.01485149
2014-08-25 00:00:00+00:00,0.00510204
2014-08-26 00:00:00+00:00,0.00773002
2014-08-27 00:00:00+00:00,0.00187758
2014-08-28 00:00:00+00:00,0.00225141
2014-08-29 00:00:00+00:00,-0.00899550
2014-09-01 00:00:00+00:00,-0.00188288
2014-09-02 00:00:00+00:00,-0.01790089
2014-09-03 00:00:00+00:00,-0.00399315
2014-09-04 00:00:00+00:00,0.00400152
2014-09-05 00:00:00+00:00,-0.00817646
2014-09-11 00:00:00+00:00,-0.00954823
2014-09-12 00:00:00+00:00,0.00689655
2014-09-15 00:00:00+00:00,-0.00570776
2014-09-16 00:00:00+00:00,0.00419767
2014-09-17 00:00:00+00:00,0.02075795
2014-09-18 00:00:00+00:00,-0.01017716
2014-09-19 00:00:00+00:00,0.00482863
2014-09-22 00:00:00+00:00,-0.02427505
2014-09-23 00:00:00+00:00,-0.00745983
2014-09-24 00:00:00+00:00,0.00000000
2014-09-25 00:00:00+00:00,-0.00153610
2014-09-26 00:00:00+00:00,-0.00595696
2014-09-29 00:00:00+00:00,-0.00655232
2014-09-30 00:00:00+00:00,-0.01121640
2014-10-01 00:00:00+00:00,-0.02119386
2014-10-02 00:00:00+00:00,-0.02653302
2014-10-06 00:00:00+00:00,-0.00029886
2014-10-07 00:00:00+00:00,-0.00149388
2014-10-08 00:00:00+00:00,-0.00438684
2014-10-10 00:00:00+00:00,-0.03354633
2014-10-13 00:00:00+00:00,-0.00416497
2014-10-14 00:00:00+00:00,0.00438820
2014-10-15 00:00:00+00:00,-0.00670595
2014-10-16 00:00:00+00:00,-0.01375866
2014-10-17 00:00:00+00:00,-0.02142930
2014-10-20 00:00:00+00:00,0.02656704
2014-10-21 00:00:00+00:00,-0.01351351
2014-10-22 00:00:00+00:00,0.01587629
2014-10-23 00:00:00+00:00,-0.00000000
2014-10-24 00:00:00+00:00,-0.00777255
2014-10-27 00:00:00+00:00,0.01026694
2014-10-28 00:00:00+00:00,-0.00265523
2014-10-29 00:00:00+00:00,0.03886275
2014-10-30 00:00:00+00:00,-0.00160514
2014-10-31 00:00:00+00:00,0.00983936
2014-11-03 00:00:00+00:00,-0.00799361
2014-11-04 00:00:00+00:00,-0.01624875
2014-11-05 00:00:00+00:00,-0.00485437
2014-11-06 00:00:00+00:00,0.01094891
2014-11-07 00:00:00+00:00,0.00141129
2014-11-10 00:00:00+00:00,0.02155954
2014-11-11 00:00:00+00:00,-0.00139553
2014-11-12 00:00:00+00:00,0.00638468
2014-11-13 00:00:00+00:00,-0.00656194
2014-11-14 00:00:00+00:00,-0.01516058
2014-11-17 00:00:00+00:00,0.00562927
2014-11-18 00:00:00+00:00,0.01443175
2014-11-19 00:00:00+00:00,-0.00417994
2014-11-20 00:00:00+00:00,-0.00618392
2014-11-21 00:00:00+00:00,0.00420084
2014-11-24 00:00:00+00:00,0.02096227
2014-11-25 00:00:00+00:00,-0.00197550
2014-11-26 00:00:00+00:00,-0.00395491
2014-11-27 00:00:00+00:00,0.01357242
2014-11-28 00:00:00+00:00,-0.00127789
2014-12-01 00:00:00+00:00,-0.02106714
2014-12-02 00:00:00+00:00,0.00179069
2014-12-03 00:00:00+00:00,0.00238569
2014-12-04 00:00:00+00:00,0.02343129
2014-12-05 00:00:00+00:00,-0.00098135
2014-12-08 00:00:00+00:00,-0.00452038
2014-12-09 00:00:00+00:00,-0.00630045
2014-12-10 00:00:00+00:00,-0.03437377
2014-12-11 00:00:00+00:00,-0.02390038
2014-12-12 00:00:00+00:00,-0.00386493
2014-12-15 00:00:00+00:00,0.00714723
2014-12-16 00:00:00+00:00,-0.01830757
2014-12-17 00:00:00+00:00,-0.00441569
2014-12-18 00:00:00+00:00,-0.00441978
2014-12-19 00:00:00+00:00,0.03218486
2014-12-22 00:00:00+00:00,0.01309379
2014-12-23 00:00:00+00:00,-0.00282343
2014-12-24 00:00:00+00:00,0.00705859
2014-12-26 00:00:00+00:00,0.00201309
2014-12-29 00:00:00+00:00,-0.00875692
2014-12-30 00:00:00+00:00,-0.02646465
2014-12-31 00:00:00+00:00,0.00399181
2015-01-02 00:00:00+00:00,0.00468957
2015-01-05 00:00:00+00:00,-0.00326364
2015-01-06 00:00:00+00:00,-0.03838693
2015-01-07 00:00:00+00:00,0.00520779
2015-01-08 00:00:00+00:00,0.02378726
2015-01-09 00:00:00+00:00,0.02739023
2015-01-12 00:00:00+00:00,-0.00627594
2015-01-13 00:00:00+00:00,0.00944834
2015-01-14 00:00:00+00:00,-0.01030511
2015-01-15 00:00:00+00:00,0.00913891
2015-01-16 00:00:00+00:00,-0.03174282
2015-01-19 00:00:00+00:00,0.01161118
2015-01-20 00:00:00+00:00,0.02704926
