Date,BRENT_W
2000-05-25 00:00:00+00:00,0.03675676
2000-05-26 00:00:00+00:00,-0.00283789
2000-05-30 00:00:00+00:00,-0.01068376
2000-05-31 00:00:00+00:00,-0.05670471
2000-06-01 00:00:00+00:00,0.06383764
2000-06-02 00:00:00+00:00,0.00107335
2000-06-05 00:00:00+00:00,-0.04694168
2000-06-06 00:00:00+00:00,0.01273654
2000-06-07 00:00:00+00:00,0.03911626
2000-06-08 00:00:00+00:00,-0.01496793
2000-06-09 00:00:00+00:00,0.02878633
2000-06-12 00:00:00+00:00,0.10256410
2000-06-13 00:00:00+00:00,0.02727583
2000-06-14 00:00:00+00:00,-0.02747069
2000-06-15 00:00:00+00:00,0.00440678
2000-06-16 00:00:00+00:00,-0.06771011
2000-06-19 00:00:00+00:00,-0.02700730
2000-06-20 00:00:00+00:00,0.07436182
2000-06-21 00:00:00+00:00,0.02178571
2000-06-22 00:00:00+00:00,0.05724382
2000-06-23 00:00:00+00:00,0.01890034
2000-06-26 00:00:00+00:00,-0.04352261
2000-06-27 00:00:00+00:00,0.03336809
2000-06-28 00:00:00+00:00,-0.00923393
2000-06-29 00:00:00+00:00,0.04432990
2000-06-30 00:00:00+00:00,-0.01818182
2000-07-03 00:00:00+00:00,0.03334468
2000-07-04 00:00:00+00:00,-0.09249330
2000-07-05 00:00:00+00:00,-0.01958042
2000-07-06 00:00:00+00:00,0.01239377
2000-07-07 00:00:00+00:00,0.00176678
2000-07-10 00:00:00+00:00,-0.04096145
2000-07-11 00:00:00+00:00,0.01856480
2000-07-12 00:00:00+00:00,0.03125000
2000-07-13 00:00:00+00:00,0.04092340
2000-07-14 00:00:00+00:00,-0.01097017
2000-07-17 00:00:00+00:00,-0.03729046
2000-07-18 00:00:00+00:00,0.05117271
2000-07-19 00:00:00+00:00,-0.02532963
2000-07-20 00:00:00+00:00,-0.03925692
2000-07-21 00:00:00+00:00,-0.04461099
2000-07-24 00:00:00+00:00,-0.04651163
2000-07-25 00:00:00+00:00,0.00186289
2000-07-26 00:00:00+00:00,-0.00297730
2000-07-27 00:00:00+00:00,0.01858736
2000-07-28 00:00:00+00:00,0.01477105
2000-07-31 00:00:00+00:00,-0.03740374
2000-08-01 00:00:00+00:00,0.01086957
2000-08-02 00:00:00+00:00,0.03026906
2000-08-03 00:00:00+00:00,0.04092920
2000-08-04 00:00:00+00:00,0.06906579
2000-08-07 00:00:00+00:00,-0.05573192
2000-08-08 00:00:00+00:00,0.01955105
2000-08-09 00:00:00+00:00,0.06587473
2000-08-10 00:00:00+00:00,0.06110235
2000-08-11 00:00:00+00:00,-0.02382573
2000-08-14 00:00:00+00:00,0.04587789
2000-08-15 00:00:00+00:00,0.02720163
2000-08-16 00:00:00+00:00,0.01965435
2000-08-17 00:00:00+00:00,-0.00706120
2000-08-18 00:00:00+00:00,0.02065696
2000-08-21 00:00:00+00:00,0.01306095
2000-08-22 00:00:00+00:00,-0.04220671
2000-08-23 00:00:00+00:00,0.05629027
2000-08-24 00:00:00+00:00,-0.02632445
2000-08-25 00:00:00+00:00,0.00634815
2000-08-29 00:00:00+00:00,0.05751330
2000-08-30 00:00:00+00:00,0.04053178
2000-08-31 00:00:00+00:00,-0.01588815
2000-09-01 00:00:00+00:00,0.01024656
2000-09-04 00:00:00+00:00,0.06269892
2000-09-05 00:00:00+00:00,0.00123457
2000-09-06 00:00:00+00:00,0.07244582
2000-09-07 00:00:00+00:00,0.02309538
2000-09-08 00:00:00+00:00,-0.10224686
2000-09-11 00:00:00+00:00,0.07060653
2000-09-12 00:00:00+00:00,-0.06075045
2000-09-13 00:00:00+00:00,-0.04987760
2000-09-14 00:00:00+00:00,0.02187500
2000-09-15 00:00:00+00:00,0.03530505
2000-09-18 00:00:00+00:00,0.03140891
2000-09-19 00:00:00+00:00,-0.04617647
2000-09-20 00:00:00+00:00,0.00300661
2000-09-21 00:00:00+00:00,-0.05533835
2000-09-22 00:00:00+00:00,-0.08328192
2000-09-25 00:00:00+00:00,-0.05961538
2000-09-26 00:00:00+00:00,0.01647446
2000-09-27 00:00:00+00:00,0.00521682
2000-09-28 00:00:00+00:00,-0.07847607
2000-09-29 00:00:00+00:00,0.03380663
2000-10-02 00:00:00+00:00,0.07566667
2000-10-03 00:00:00+00:00,0.00354496
2000-10-04 00:00:00+00:00,-0.03368624
2000-10-05 00:00:00+00:00,-0.03752039
2000-10-06 00:00:00+00:00,0.00995685
2000-10-09 00:00:00+00:00,0.04765056
2000-10-10 00:00:00+00:00,0.07161190
2000-10-11 00:00:00+00:00,-0.00062247
2000-10-12 00:00:00+00:00,0.15853279
2000-10-13 00:00:00+00:00,-0.11488251
2000-10-16 00:00:00+00:00,-0.07120933
2000-10-17 00:00:00+00:00,0.00129534
2000-10-18 00:00:00+00:00,-0.00452781
2000-10-19 00:00:00+00:00,-0.02499189
2000-10-20 00:00:00+00:00,0.05493421
2000-10-23 00:00:00+00:00,0.02564925
2000-10-24 00:00:00+00:00,-0.03077411
2000-10-25 00:00:00+00:00,-0.01223833
2000-10-26 00:00:00+00:00,0.03398058
2000-10-27 00:00:00+00:00,-0.06411483
2000-10-30 00:00:00+00:00,0.01252059
2000-10-31 00:00:00+00:00,-0.02521284
2000-11-01 00:00:00+00:00,0.03018242
2000-11-02 00:00:00+00:00,-0.03310390
2000-11-03 00:00:00+00:00,0.00965701
2000-11-06 00:00:00+00:00,0.02413223
2000-11-07 00:00:00+00:00,0.02357564
2000-11-08 00:00:00+00:00,-0.01328150
2000-11-09 00:00:00+00:00,0.05256227
2000-11-10 00:00:00+00:00,-0.01202532
2000-11-13 00:00:00+00:00,0.03858418
2000-11-14 00:00:00+00:00,0.00789889
2000-11-15 00:00:00+00:00,0.06936236
2000-11-16 00:00:00+00:00,-0.03889056
2000-11-17 00:00:00+00:00,0.02038896
2000-11-20 00:00:00+00:00,0.00682806
2000-11-21 00:00:00+00:00,0.00184900
2000-11-22 00:00:00+00:00,0.00769704
2000-11-23 00:00:00+00:00,0.00398895
2000-11-24 00:00:00+00:00,-0.01101591
2000-11-27 00:00:00+00:00,-0.00492611
2000-11-28 00:00:00+00:00,-0.05373687
2000-11-29 00:00:00+00:00,0.02761028
2000-11-30 00:00:00+00:00,-0.04264660
2000-12-01 00:00:00+00:00,-0.10501117
2000-12-04 00:00:00+00:00,-0.05815126
2000-12-05 00:00:00+00:00,-0.09116118
2000-12-06 00:00:00+00:00,0.01260353
2000-12-07 00:00:00+00:00,-0.03620072
2000-12-08 00:00:00+00:00,-0.06161237
2000-12-11 00:00:00+00:00,0.06716698
2000-12-12 00:00:00+00:00,-0.02075747
2000-12-13 00:00:00+00:00,-0.12276215
2000-12-14 00:00:00+00:00,-0.00694177
2000-12-15 00:00:00+00:00,0.00861731
2000-12-18 00:00:00+00:00,0.03495146
2000-12-19 00:00:00+00:00,-0.09125475
2000-12-20 00:00:00+00:00,-0.16905330
2000-12-21 00:00:00+00:00,0.05759162
2000-12-22 00:00:00+00:00,-0.00127119
2000-12-27 00:00:00+00:00,0.03188776
2000-12-28 00:00:00+00:00,-0.02385936
2000-12-29 00:00:00+00:00,0.01649049
2001-01-02 00:00:00+00:00,0.03224456
2001-01-03 00:00:00+00:00,0.06069364
2001-01-04 00:00:00+00:00,0.01923077
2001-01-05 00:00:00+00:00,-0.01353503
2001-01-08 00:00:00+00:00,-0.06452906
2001-01-09 00:00:00+00:00,0.02200083
2001-01-10 00:00:00+00:00,0.05600881
2001-01-11 00:00:00+00:00,0.02192982
2001-01-12 00:00:00+00:00,0.01340694
2001-01-15 00:00:00+00:00,0.03638498
2001-01-16 00:00:00+00:00,-0.01995395
2001-01-17 00:00:00+00:00,-0.04506270
2001-01-18 00:00:00+00:00,0.06278211
2001-01-19 00:00:00+00:00,0.10331073
2001-01-22 00:00:00+00:00,-0.04115854
2001-01-23 00:00:00+00:00,0.01441371
2001-01-24 00:00:00+00:00,-0.02895753
2001-01-25 00:00:00+00:00,0.01447574
2001-01-26 00:00:00+00:00,0.03653323
2001-01-29 00:00:00+00:00,-0.02982792
2001-01-30 00:00:00+00:00,0.01941748
2001-01-31 00:00:00+00:00,-0.01848998
2001-02-01 00:00:00+00:00,0.10073901
2001-02-02 00:00:00+00:00,0.08265078
2001-02-05 00:00:00+00:00,-0.05251876
2001-02-06 00:00:00+00:00,0.01577403
2001-02-07 00:00:00+00:00,0.08600483
2001-02-08 00:00:00+00:00,0.00314795
2001-02-09 00:00:00+00:00,-0.03721739
2001-02-12 00:00:00+00:00,-0.03077467
2001-02-13 00:00:00+00:00,-0.01265823
2001-02-14 00:00:00+00:00,-0.02837644
2001-02-15 00:00:00+00:00,-0.04547135
2001-02-16 00:00:00+00:00,0.01965231
2001-02-19 00:00:00+00:00,0.03254770
2001-02-20 00:00:00+00:00,-0.05003679
2001-02-21 00:00:00+00:00,-0.01622029
2001-02-22 00:00:00+00:00,0.00835549
2001-02-23 00:00:00+00:00,0.00566893
2001-02-26 00:00:00+00:00,-0.02937853
2001-02-27 00:00:00+00:00,-0.00649351
2001-02-28 00:00:00+00:00,-0.03218391
2001-03-01 00:00:00+00:00,0.02100350
2001-03-02 00:00:00+00:00,0.01001155
2001-03-05 00:00:00+00:00,0.05023006
2001-03-06 00:00:00+00:00,-0.01161919
2001-03-07 00:00:00+00:00,0.05639098
2001-03-08 00:00:00+00:00,-0.03546618
2001-03-09 00:00:00+00:00,-0.02785098
2001-03-12 00:00:00+00:00,-0.02073125
2001-03-13 00:00:00+00:00,-0.04581598
2001-03-14 00:00:00+00:00,-0.09024012
2001-03-15 00:00:00+00:00,0.01731079
2001-03-16 00:00:00+00:00,0.00999600
2001-03-19 00:00:00+00:00,-0.01385590
2001-03-20 00:00:00+00:00,-0.01789264
2001-03-21 00:00:00+00:00,0.03254319
2001-03-22 00:00:00+00:00,-0.03080569
2001-03-23 00:00:00+00:00,0.05499799
2001-03-26 00:00:00+00:00,-0.00039170
2001-03-27 00:00:00+00:00,0.03960784
2001-03-28 00:00:00+00:00,-0.04573405
2001-03-29 00:00:00+00:00,-0.05815324
2001-03-30 00:00:00+00:00,0.01697656
2001-04-02 00:00:00+00:00,-0.04815409
2001-04-03 00:00:00+00:00,0.04763860
2001-04-04 00:00:00+00:00,0.05714286
2001-04-05 00:00:00+00:00,0.00466463
2001-04-06 00:00:00+00:00,-0.01470588
2001-04-09 00:00:00+00:00,0.01288559
2001-04-10 00:00:00+00:00,0.09872242
2001-04-11 00:00:00+00:00,-0.00626844
2001-04-12 00:00:00+00:00,0.00741840
2001-04-17 00:00:00+00:00,0.01877761
2001-04-18 00:00:00+00:00,-0.01787669
2001-04-19 00:00:00+00:00,-0.03081438
2001-04-20 00:00:00+00:00,-0.02752976
2001-04-23 00:00:00+00:00,0.00865312
2001-04-24 00:00:00+00:00,-0.01801126
2001-04-25 00:00:00+00:00,0.03522727
2001-04-26 00:00:00+00:00,0.05031681
2001-04-27 00:00:00+00:00,0.01058394
2001-04-30 00:00:00+00:00,0.00945455
2001-05-01 00:00:00+00:00,0.03109183
2001-05-02 00:00:00+00:00,-0.04950142
2001-05-03 00:00:00+00:00,0.04301859
2001-05-04 00:00:00+00:00,0.00710985
2001-05-08 00:00:00+00:00,-0.02197802
2001-05-09 00:00:00+00:00,0.01685796
2001-05-10 00:00:00+00:00,0.03060398
2001-05-11 00:00:00+00:00,-0.02095704
2001-05-14 00:00:00+00:00,0.00459040
2001-05-15 00:00:00+00:00,-0.00035261
2001-05-16 00:00:00+00:00,0.00561995
2001-05-17 00:00:00+00:00,-0.02356665
2001-05-18 00:00:00+00:00,0.06772334
2001-05-21 00:00:00+00:00,0.00069662
2001-05-22 00:00:00+00:00,-0.01045296
2001-05-23 00:00:00+00:00,-0.00667604
2001-05-24 00:00:00+00:00,-0.05530116
2001-05-25 00:00:00+00:00,-0.00472212
2001-05-29 00:00:00+00:00,0.04699454
2001-05-30 00:00:00+00:00,-0.00463458
2001-05-31 00:00:00+00:00,0.00894454
2001-06-01 00:00:00+00:00,-0.01642857
2001-06-04 00:00:00+00:00,0.01546206
2001-06-05 00:00:00+00:00,0.02887701
2001-06-06 00:00:00+00:00,-0.04535865
2001-06-07 00:00:00+00:00,-0.03336921
2001-06-08 00:00:00+00:00,0.05766323
2001-06-11 00:00:00+00:00,0.01426534
2001-06-12 00:00:00+00:00,-0.00282586
2001-06-13 00:00:00+00:00,-0.01376147
2001-06-14 00:00:00+00:00,0.01781261
2001-06-15 00:00:00+00:00,-0.01836158
2001-06-18 00:00:00+00:00,-0.07338129
2001-06-19 00:00:00+00:00,-0.00744325
2001-06-20 00:00:00+00:00,-0.06629213
2001-06-21 00:00:00+00:00,0.01161890
2001-06-22 00:00:00+00:00,0.02045542
2001-06-25 00:00:00+00:00,0.03403442
2001-06-26 00:00:00+00:00,-0.00451807
2001-06-27 00:00:00+00:00,-0.08936652
2001-06-28 00:00:00+00:00,-0.01883830
2001-06-29 00:00:00+00:00,0.05423595
2001-07-02 00:00:00+00:00,-0.03275530
2001-07-03 00:00:00+00:00,-0.01722788
2001-07-04 00:00:00+00:00,0.03230890
2001-07-05 00:00:00+00:00,0.00232919
2001-07-06 00:00:00+00:00,0.07059736
2001-07-09 00:00:00+00:00,-0.04506196
2001-07-10 00:00:00+00:00,-0.01034979
2001-07-11 00:00:00+00:00,-0.03149002
2001-07-12 00:00:00+00:00,-0.02067889
2001-07-13 00:00:00+00:00,-0.00981162
2001-07-16 00:00:00+00:00,-0.01653543
2001-07-17 00:00:00+00:00,-0.00397298
2001-07-18 00:00:00+00:00,-0.04866374
2001-07-19 00:00:00+00:00,-0.01672104
2001-07-20 00:00:00+00:00,0.04901153
2001-07-23 00:00:00+00:00,0.02049839
2001-07-24 00:00:00+00:00,-0.00079650
2001-07-25 00:00:00+00:00,0.02429311
2001-07-26 00:00:00+00:00,-0.00945999
2001-07-27 00:00:00+00:00,0.00237718
2001-07-30 00:00:00+00:00,-0.01742574
2001-07-31 00:00:00+00:00,-0.02156550
2001-08-01 00:00:00+00:00,0.02381914
2001-08-02 00:00:00+00:00,0.08688721
2001-08-03 00:00:00+00:00,-0.02681992
2001-08-06 00:00:00+00:00,0.01431889
2001-08-07 00:00:00+00:00,0.02071346
2001-08-08 00:00:00+00:00,-0.03148710
2001-08-09 00:00:00+00:00,-0.00000000
2001-08-10 00:00:00+00:00,0.02159561
2001-08-13 00:00:00+00:00,-0.00725468
2001-08-14 00:00:00+00:00,0.00766284
2001-08-15 00:00:00+00:00,-0.03398244
2001-08-16 00:00:00+00:00,-0.00427350
2001-08-17 00:00:00+00:00,-0.03277409
2001-08-20 00:00:00+00:00,0.02864058
2001-08-21 00:00:00+00:00,0.03057983
2001-08-22 00:00:00+00:00,-0.00823207
2001-08-23 00:00:00+00:00,0.02318271
2001-08-24 00:00:00+00:00,0.02443755
2001-08-27 00:00:00+00:00,0.00115119
2001-08-28 00:00:00+00:00,0.03453569
2001-08-29 00:00:00+00:00,0.00188893
2001-08-30 00:00:00+00:00,-0.03061224
2001-08-31 00:00:00+00:00,0.02606363
2001-09-03 00:00:00+00:00,0.00718336
2001-09-04 00:00:00+00:00,-0.02225575
2001-09-05 00:00:00+00:00,0.00419847
2001-09-06 00:00:00+00:00,0.04609524
2001-09-07 00:00:00+00:00,0.05406313
2001-09-10 00:00:00+00:00,-0.01488744
2001-09-11 00:00:00+00:00,0.11362806
2001-09-12 00:00:00+00:00,-0.05819189
2001-09-13 00:00:00+00:00,0.00779313
2001-09-14 00:00:00+00:00,0.01515686
2001-09-17 00:00:00+00:00,-0.05937500
2001-09-18 00:00:00+00:00,-0.07640370
2001-09-19 00:00:00+00:00,-0.06236162
2001-09-20 00:00:00+00:00,-0.02389985
2001-09-21 00:00:00+00:00,-0.03941829
2001-09-24 00:00:00+00:00,-0.22736742
2001-09-25 00:00:00+00:00,0.02605571
2001-09-26 00:00:00+00:00,0.04804270
2001-09-27 00:00:00+00:00,-0.01220575
2001-09-28 00:00:00+00:00,0.04066463
2001-10-01 00:00:00+00:00,-0.02743249
2001-10-02 00:00:00+00:00,-0.07111882
2001-10-03 00:00:00+00:00,-0.04177898
2001-10-04 00:00:00+00:00,0.05169259
2001-10-05 00:00:00+00:00,-0.04382826
2001-10-08 00:00:00+00:00,-0.00684932
2001-10-09 00:00:00+00:00,0.02705181
2001-10-10 00:00:00+00:00,0.00905287
2001-10-11 00:00:00+00:00,0.03925993
2001-10-12 00:00:00+00:00,-0.06687334
2001-10-15 00:00:00+00:00,-0.00596330
2001-10-16 00:00:00+00:00,-0.01565378
2001-10-17 00:00:00+00:00,-0.00702247
2001-10-18 00:00:00+00:00,-0.03441773
2001-10-19 00:00:00+00:00,0.06954436
2001-10-22 00:00:00+00:00,-0.02828002
2001-10-23 00:00:00+00:00,-0.00987770
2001-10-24 00:00:00+00:00,0.02693762
2001-10-25 00:00:00+00:00,-0.02288650
2001-10-26 00:00:00+00:00,-0.00141710
2001-10-29 00:00:00+00:00,0.00520587
2001-10-30 00:00:00+00:00,-0.01795841
2001-10-31 00:00:00+00:00,-0.04864092
2001-11-01 00:00:00+00:00,-0.07515861
2001-11-02 00:00:00+00:00,0.00862944
2001-11-05 00:00:00+00:00,-0.03042596
2001-11-06 00:00:00+00:00,-0.03136247
2001-11-07 00:00:00+00:00,0.02134305
2001-11-08 00:00:00+00:00,0.10433884
2001-11-09 00:00:00+00:00,0.10817325
2001-11-12 00:00:00+00:00,-0.09052925
2001-11-13 00:00:00+00:00,0.04033042
2001-11-14 00:00:00+00:00,-0.18484993
2001-11-15 00:00:00+00:00,-0.15179969
2001-11-16 00:00:00+00:00,0.03173687
2001-11-19 00:00:00+00:00,0.01957494
2001-11-20 00:00:00+00:00,0.08402894
2001-11-21 00:00:00+00:00,-0.01067236
2001-11-22 00:00:00+00:00,0.13146552
2001-11-23 00:00:00+00:00,-0.06152295
2001-11-26 00:00:00+00:00,-0.09620385
2001-11-27 00:00:00+00:00,0.07158470
2001-11-28 00:00:00+00:00,-0.02321900
2001-11-29 00:00:00+00:00,-0.03237792
2001-11-30 00:00:00+00:00,0.08049703
2001-12-03 00:00:00+00:00,0.05656461
2001-12-04 00:00:00+00:00,-0.03688732
2001-12-05 00:00:00+00:00,-0.00205339
2001-12-06 00:00:00+00:00,-0.09174782
2001-12-07 00:00:00+00:00,0.06684636
2001-12-10 00:00:00+00:00,-0.08616288
2001-12-11 00:00:00+00:00,-0.02723312
2001-12-12 00:00:00+00:00,0.03366446
2001-12-13 00:00:00+00:00,-0.03633406
2001-12-14 00:00:00+00:00,0.08585581
2001-12-17 00:00:00+00:00,-0.00365535
2001-12-18 00:00:00+00:00,0.00471698
2001-12-19 00:00:00+00:00,0.02834646
2001-12-20 00:00:00+00:00,-0.04248705
2001-12-21 00:00:00+00:00,0.02603613
2001-12-24 00:00:00+00:00,0.00104822
2001-12-27 00:00:00+00:00,0.09884937
2001-12-28 00:00:00+00:00,-0.00799600
2001-12-31 00:00:00+00:00,-0.03971845
2002-01-02 00:00:00+00:00,0.10461538
2002-01-03 00:00:00+00:00,-0.03326810
2002-01-04 00:00:00+00:00,0.13830846
2002-01-07 00:00:00+00:00,-0.01779026
2002-01-08 00:00:00+00:00,-0.01041174
2002-01-09 00:00:00+00:00,-0.09321224
2002-01-10 00:00:00+00:00,0.02835721
2002-01-11 00:00:00+00:00,-0.03848051
2002-01-14 00:00:00+00:00,-0.10391566
2002-01-15 00:00:00+00:00,-0.00158479
2002-01-16 00:00:00+00:00,-0.01527924
2002-01-17 00:00:00+00:00,-0.02207042
2002-01-18 00:00:00+00:00,0.00376142
2002-01-21 00:00:00+00:00,0.00965665
2002-01-22 00:00:00+00:00,0.01497326
2002-01-23 00:00:00+00:00,0.04627660
2002-01-24 00:00:00+00:00,-0.00000000
2002-01-25 00:00:00+00:00,0.02332815
2002-01-28 00:00:00+00:00,0.02974359
2002-01-29 00:00:00+00:00,-0.03838384
2002-01-30 00:00:00+00:00,-0.04524422
2002-01-31 00:00:00+00:00,0.04100946
2002-02-01 00:00:00+00:00,0.08191654
2002-02-04 00:00:00+00:00,-0.01732673
2002-02-05 00:00:00+00:00,-0.02197802
2002-02-06 00:00:00+00:00,-0.02319718
2002-02-07 00:00:00+00:00,-0.01019468
2002-02-08 00:00:00+00:00,0.04918033
2002-02-11 00:00:00+00:00,0.15172759
2002-02-12 00:00:00+00:00,-0.07800752
2002-02-13 00:00:00+00:00,0.02718447
2002-02-14 00:00:00+00:00,0.00286807
2002-02-15 00:00:00+00:00,0.00381316
2002-02-18 00:00:00+00:00,-0.05045217
2002-02-19 00:00:00+00:00,0.01464129
2002-02-20 00:00:00+00:00,-0.06844660
2002-02-21 00:00:00+00:00,0.05138539
2002-02-22 00:00:00+00:00,-0.00147348
2002-02-25 00:00:00+00:00,-0.03590753
2002-02-26 00:00:00+00:00,0.08404202
2002-02-27 00:00:00+00:00,-0.00240500
2002-02-28 00:00:00+00:00,0.04963855
2002-03-01 00:00:00+00:00,0.05539906
2002-03-04 00:00:00+00:00,0.00547445
2002-03-05 00:00:00+00:00,0.07821737
2002-03-06 00:00:00+00:00,-0.00437445
2002-03-07 00:00:00+00:00,0.05256242
2002-03-08 00:00:00+00:00,0.00767491
2002-03-11 00:00:00+00:00,0.05084746
2002-03-12 00:00:00+00:00,-0.01567657
2002-03-13 00:00:00+00:00,0.00914761
2002-03-14 00:00:00+00:00,0.03156146
2002-03-15 00:00:00+00:00,-0.01945683
2002-03-18 00:00:00+00:00,0.04505994
2002-03-19 00:00:00+00:00,-0.01332795
2002-03-20 00:00:00+00:00,-0.01504677
2002-03-21 00:00:00+00:00,0.05762158
2002-03-22 00:00:00+00:00,-0.00517516
2002-03-25 00:00:00+00:00,-0.02395210
2002-03-26 00:00:00+00:00,0.02025932
2002-03-27 00:00:00+00:00,0.01520000
2002-03-28 00:00:00+00:00,0.03168317
2002-04-02 00:00:00+00:00,0.14274540
2002-04-03 00:00:00+00:00,-0.02983988
2002-04-04 00:00:00+00:00,-0.00739372
2002-04-05 00:00:00+00:00,-0.09772473
2002-04-08 00:00:00+00:00,0.07330459
2002-04-09 00:00:00+00:00,-0.06831220
2002-04-10 00:00:00+00:00,0.00039231
2002-04-11 00:00:00+00:00,-0.07469691
2002-04-12 00:00:00+00:00,-0.09053999
2002-04-15 00:00:00+00:00,0.05699482
2002-04-16 00:00:00+00:00,0.00665004
2002-04-17 00:00:00+00:00,0.06317093
2002-04-18 00:00:00+00:00,0.03087410
2002-04-19 00:00:00+00:00,0.01026856
2002-04-22 00:00:00+00:00,0.00745098
2002-04-23 00:00:00+00:00,0.00818713
2002-04-24 00:00:00+00:00,-0.01980583
2002-04-25 00:00:00+00:00,0.01569859
2002-04-26 00:00:00+00:00,0.02022559
2002-04-29 00:00:00+00:00,0.03504043
2002-04-30 00:00:00+00:00,-0.01250474
2002-05-01 00:00:00+00:00,-0.04567948
2002-05-02 00:00:00+00:00,-0.03428126
2002-05-03 00:00:00+00:00,0.02893381
2002-05-07 00:00:00+00:00,-0.01911076
2002-05-08 00:00:00+00:00,0.04982346
2002-05-09 00:00:00+00:00,-0.00535578
2002-05-10 00:00:00+00:00,0.03564484
