Date,GASOILINE_ICE
2022-12-28 00:00:00+00:00,0.00275400
2022-12-29 00:00:00+00:00,0.00524779
2022-12-30 00:00:00+00:00,0.04538744
2023-01-03 00:00:00+00:00,-0.09260380
2023-01-04 00:00:00+00:00,-0.08648145
2023-01-05 00:00:00+00:00,0.00770184
2023-01-06 00:00:00+00:00,-0.01949627
2023-01-09 00:00:00+00:00,0.04290297
2023-01-10 00:00:00+00:00,0.03000567
2023-01-11 00:00:00+00:00,0.09129183
2023-01-12 00:00:00+00:00,0.03429862
2023-01-13 00:00:00+00:00,0.04641862
2023-01-16 00:00:00+00:00,-0.02254422
2023-01-17 00:00:00+00:00,0.03366345
2023-01-18 00:00:00+00:00,-0.01650230
2023-01-19 00:00:00+00:00,0.05654844
2023-01-20 00:00:00+00:00,0.03673752
2023-01-23 00:00:00+00:00,0.03825508
2023-01-24 00:00:00+00:00,-0.03552759
2023-01-25 00:00:00+00:00,-0.04137879
2023-01-26 00:00:00+00:00,0.01445978
2023-01-27 00:00:00+00:00,-0.01784005
2023-01-30 00:00:00+00:00,-0.06853125
2023-01-31 00:00:00+00:00,0.02717196
2023-02-01 00:00:00+00:00,-0.08430731
2023-02-02 00:00:00+00:00,-0.00354552
2023-02-03 00:00:00+00:00,-0.09949843
2023-02-06 00:00:00+00:00,0.04037053
2023-02-07 00:00:00+00:00,0.06964692
2023-02-08 00:00:00+00:00,0.00923966
2023-02-09 00:00:00+00:00,-0.01051649
2023-02-10 00:00:00+00:00,0.04776302
2023-02-13 00:00:00+00:00,0.02120861
2023-02-14 00:00:00+00:00,-0.03014500
2023-02-15 00:00:00+00:00,0.00385775
2023-02-16 00:00:00+00:00,-0.04439907
2023-02-17 00:00:00+00:00,-0.02081708
2023-02-20 00:00:00+00:00,0.02624367
2023-02-21 00:00:00+00:00,-0.02240890
2023-02-22 00:00:00+00:00,-0.06255175
2023-02-23 00:00:00+00:00,0.03272587
2023-02-24 00:00:00+00:00,-0.01017020
2023-02-27 00:00:00+00:00,0.00517234
2023-02-28 00:00:00+00:00,0.11556813
2023-03-01 00:00:00+00:00,0.02467827
2023-03-02 00:00:00+00:00,0.01887992
2023-03-03 00:00:00+00:00,0.03773655
2023-03-06 00:00:00+00:00,0.03235893
2023-03-07 00:00:00+00:00,-0.06794207
2023-03-08 00:00:00+00:00,-0.00888658
2023-03-09 00:00:00+00:00,-0.06110305
2023-03-10 00:00:00+00:00,0.03120802
2023-03-13 00:00:00+00:00,-0.04206667
2023-03-14 00:00:00+00:00,-0.03206761
2023-03-15 00:00:00+00:00,-0.09083431
2023-03-16 00:00:00+00:00,0.04954068
2023-03-17 00:00:00+00:00,-0.00431396
2023-03-20 00:00:00+00:00,0.02618429
2023-03-21 00:00:00+00:00,0.00488959
2023-03-22 00:00:00+00:00,0.04253811
2023-03-23 00:00:00+00:00,0.00763535
2023-03-24 00:00:00+00:00,-0.01139727
2023-03-27 00:00:00+00:00,0.07571953
2023-03-28 00:00:00+00:00,0.01985694
2023-03-29 00:00:00+00:00,-0.03215221
2023-03-30 00:00:00+00:00,-0.00232375
2023-03-31 00:00:00+00:00,0.00736454
2023-04-03 00:00:00+00:00,0.05863484
2023-04-04 00:00:00+00:00,-0.01330916
2023-04-05 00:00:00+00:00,0.05155091
2023-04-06 00:00:00+00:00,-0.00262402
2023-04-10 00:00:00+00:00,-0.00319909
2023-04-11 00:00:00+00:00,0.03988746
2023-04-12 00:00:00+00:00,0.00729443
2023-04-13 00:00:00+00:00,-0.02617746
2023-04-14 00:00:00+00:00,0.00370802
2023-04-17 00:00:00+00:00,-0.04153884
2023-04-18 00:00:00+00:00,-0.01640231
2023-04-19 00:00:00+00:00,-0.07288524
2023-04-20 00:00:00+00:00,-0.04241164
2023-04-21 00:00:00+00:00,0.01179240
2023-04-24 00:00:00+00:00,0.02494619
2023-04-25 00:00:00+00:00,-0.03605897
2023-04-26 00:00:00+00:00,-0.03283628
2023-04-27 00:00:00+00:00,-0.01427787
2023-04-28 00:00:00+00:00,-0.00106601
2023-05-01 00:00:00+00:00,0.01387297
2023-05-02 00:00:00+00:00,-0.08908407
2023-05-03 00:00:00+00:00,-0.08987149
2023-05-04 00:00:00+00:00,0.00370354
2023-05-05 00:00:00+00:00,0.04656262
2023-05-08 00:00:00+00:00,0.06691887
2023-05-09 00:00:00+00:00,0.01458401
2023-05-10 00:00:00+00:00,0.00939554
2023-05-11 00:00:00+00:00,-0.03022165
2023-05-12 00:00:00+00:00,-0.02266347
2023-05-15 00:00:00+00:00,0.03464735
2023-05-16 00:00:00+00:00,0.00525890
2023-05-17 00:00:00+00:00,0.07042878
2023-05-18 00:00:00+00:00,-0.00385334
2023-05-19 00:00:00+00:00,0.00023362
2023-05-22 00:00:00+00:00,0.04425294
2023-05-23 00:00:00+00:00,0.01298652
2023-05-24 00:00:00+00:00,0.04469982
2023-05-25 00:00:00+00:00,-0.04229752
2023-05-26 00:00:00+00:00,0.02565925
2023-05-29 00:00:00+00:00,0.00199748
2023-05-30 00:00:00+00:00,-0.08315470
2023-05-31 00:00:00+00:00,-0.05859240
2023-06-01 00:00:00+00:00,-0.00286439
2023-06-02 00:00:00+00:00,0.05192513
2023-06-05 00:00:00+00:00,0.01743512
2023-06-06 00:00:00+00:00,0.02749168
2023-06-07 00:00:00+00:00,0.05061810
2023-06-08 00:00:00+00:00,-0.02044525
2023-06-09 00:00:00+00:00,-0.01565430
2023-06-12 00:00:00+00:00,-0.07978559
2023-06-13 00:00:00+00:00,0.05735922
2023-06-14 00:00:00+00:00,-0.00680246
2023-06-15 00:00:00+00:00,0.06834730
2023-06-16 00:00:00+00:00,0.03387970
2023-06-19 00:00:00+00:00,-0.01854132
2023-06-20 00:00:00+00:00,-0.03394934
2023-06-21 00:00:00+00:00,0.01268588
2023-06-22 00:00:00+00:00,-0.05358028
2023-06-23 00:00:00+00:00,-0.02658725
2023-06-26 00:00:00+00:00,0.01529477
2023-06-27 00:00:00+00:00,-0.02104433
2023-06-28 00:00:00+00:00,0.06420852
2023-06-29 00:00:00+00:00,-0.03825766
2023-06-30 00:00:00+00:00,0.03391388
2023-07-03 00:00:00+00:00,-0.06047389
2023-07-04 00:00:00+00:00,0.04304743
2023-07-05 00:00:00+00:00,0.00194638
2023-07-06 00:00:00+00:00,0.01596315
2023-07-07 00:00:00+00:00,0.03679535
2023-07-10 00:00:00+00:00,-0.01336268
2023-07-11 00:00:00+00:00,0.04160181
2023-07-12 00:00:00+00:00,-0.00110573
2023-07-13 00:00:00+00:00,0.02384085
2023-07-14 00:00:00+00:00,-0.02413925
2023-07-16 00:00:00+00:00,-0.01386254
2023-07-17 00:00:00+00:00,0.00424984
2023-07-18 00:00:00+00:00,0.04293381
2023-07-19 00:00:00+00:00,0.02466087
2023-07-20 00:00:00+00:00,0.01920989
2023-07-21 00:00:00+00:00,0.04234806
2023-07-23 00:00:00+00:00,-0.01291399
2023-07-24 00:00:00+00:00,0.03662763
2023-07-25 00:00:00+00:00,-0.08541439
2023-07-26 00:00:00+00:00,0.01493066
2023-07-27 00:00:00+00:00,0.02297550
2023-07-28 00:00:00+00:00,0.01033034
2023-07-31 00:00:00+00:00,0.01254508
2023-08-01 00:00:00+00:00,-0.00822857
2023-08-02 00:00:00+00:00,-0.05253290
2023-08-03 00:00:00+00:00,0.00043377
2023-08-04 00:00:00+00:00,0.01267122
2023-08-06 00:00:00+00:00,0.00141398
2023-08-07 00:00:00+00:00,0.00964857
2023-08-08 00:00:00+00:00,0.03153504
2023-08-09 00:00:00+00:00,0.05221392
2023-08-10 00:00:00+00:00,-0.01890795
2023-08-11 00:00:00+00:00,0.02577300
2023-08-14 00:00:00+00:00,-0.02971323
2023-08-15 00:00:00+00:00,-0.03120770
2023-08-16 00:00:00+00:00,0.00210599
2023-08-17 00:00:00+00:00,-0.00816358
2023-08-18 00:00:00+00:00,-0.00061456
2023-08-21 00:00:00+00:00,-0.03153725
2023-08-22 00:00:00+00:00,0.01311719
2023-08-23 00:00:00+00:00,-0.01088435
2023-08-24 00:00:00+00:00,0.01519828
2023-08-25 00:00:00+00:00,0.04482759
2023-08-28 00:00:00+00:00,-0.05119093
2023-08-29 00:00:00+00:00,-0.00502552
2023-08-30 00:00:00+00:00,0.00833170
2023-08-31 00:00:00+00:00,0.00179191
2023-09-01 00:00:00+00:00,-0.00658638
2023-09-04 00:00:00+00:00,0.00835854
2023-09-05 00:00:00+00:00,-0.00404249
2023-09-06 00:00:00+00:00,0.01554857
2023-09-07 00:00:00+00:00,0.01234763
2023-09-08 00:00:00+00:00,0.02337784
2023-09-11 00:00:00+00:00,0.03178408
2023-09-12 00:00:00+00:00,0.01608193
2023-09-13 00:00:00+00:00,0.00395450
2023-09-14 00:00:00+00:00,0.01419452
2023-09-15 00:00:00+00:00,-0.01981787
2023-09-18 00:00:00+00:00,-0.00309562
2023-09-19 00:00:00+00:00,-0.02449366
2023-09-20 00:00:00+00:00,-0.02460653
2023-09-21 00:00:00+00:00,-0.00338429
2023-09-22 00:00:00+00:00,-0.04193762
2023-09-24 00:00:00+00:00,0.00676779
2023-09-25 00:00:00+00:00,-0.01384001
2023-09-26 00:00:00+00:00,0.01026604
2023-09-27 00:00:00+00:00,0.02507351
2023-09-28 00:00:00+00:00,-0.06133093
2023-09-29 00:00:00+00:00,-0.05088801
2023-10-01 00:00:00+00:00,-0.00083351
2023-10-02 00:00:00+00:00,0.00721465
2023-10-03 00:00:00+00:00,-0.03830528
2023-10-04 00:00:00+00:00,-0.13147748
2023-10-05 00:00:00+00:00,-0.01032757
2023-10-06 00:00:00+00:00,-0.01201462
2023-10-08 00:00:00+00:00,0.04801999
2023-10-09 00:00:00+00:00,0.00257371
2023-10-10 00:00:00+00:00,0.01322739
2023-10-11 00:00:00+00:00,-0.03114916
2023-10-12 00:00:00+00:00,-0.03797238
2023-10-13 00:00:00+00:00,0.09507206
2023-10-16 00:00:00+00:00,0.00324012
2023-10-17 00:00:00+00:00,0.01293352
2023-10-18 00:00:00+00:00,0.05293729
2023-10-19 00:00:00+00:00,0.00646736
2023-10-20 00:00:00+00:00,0.00900555
2023-10-23 00:00:00+00:00,-0.02128473
2023-10-24 00:00:00+00:00,-0.06094596
2023-10-25 00:00:00+00:00,0.01504861
2023-10-26 00:00:00+00:00,-0.02847320
2023-10-27 00:00:00+00:00,0.05131644
2023-10-29 00:00:00+00:00,-0.00880098
2023-10-30 00:00:00+00:00,-0.05758242
2023-10-31 00:00:00+00:00,-0.00153374
2023-11-01 00:00:00+00:00,-0.02692464
2023-11-02 00:00:00+00:00,0.04900480
2023-11-03 00:00:00+00:00,-0.04066783
2023-11-05 00:00:00+00:00,0.00250627
2023-11-06 00:00:00+00:00,0.01340909
2023-11-07 00:00:00+00:00,-0.05395078
2023-11-08 00:00:00+00:00,-0.03934594
2023-11-09 00:00:00+00:00,0.02312139
2023-11-10 00:00:00+00:00,0.02850323
2023-11-13 00:00:00+00:00,0.03845266
2023-11-14 00:00:00+00:00,-0.00764948
2023-11-15 00:00:00+00:00,-0.01794965
2023-11-16 00:00:00+00:00,-0.09494106
2023-11-17 00:00:00+00:00,0.07533719
2023-11-20 00:00:00+00:00,0.03959339
2023-11-21 00:00:00+00:00,0.00983069
2023-11-22 00:00:00+00:00,-0.01154891
2023-11-23 00:00:00+00:00,-0.00787868
2023-11-24 00:00:00+00:00,-0.04474406
2023-11-27 00:00:00+00:00,0.00673968
2023-11-28 00:00:00+00:00,0.04320873
2023-11-29 00:00:00+00:00,0.01482259
2023-11-30 00:00:00+00:00,-0.05738107
2023-12-01 00:00:00+00:00,-0.04720360
2023-12-04 00:00:00+00:00,0.00668047
2023-12-05 00:00:00+00:00,-0.01953802
2023-12-06 00:00:00+00:00,-0.07355168
2023-12-07 00:00:00+00:00,-0.02448137
2023-12-08 00:00:00+00:00,0.04869305
2023-12-11 00:00:00+00:00,0.00296462
2023-12-12 00:00:00+00:00,-0.06410256
2023-12-13 00:00:00+00:00,0.04600642
2023-12-14 00:00:00+00:00,0.08587543
2023-12-15 00:00:00+00:00,0.01676686
2023-12-17 00:00:00+00:00,0.00460980
2023-12-18 00:00:00+00:00,0.01483198
2023-12-19 00:00:00+00:00,0.03718570
2023-12-20 00:00:00+00:00,-0.00094552
2023-12-21 00:00:00+00:00,-0.02981311
2023-12-22 00:00:00+00:00,-0.02100783
2023-12-26 00:00:00+00:00,0.03114011
2023-12-27 00:00:00+00:00,-0.01554381
2023-12-28 00:00:00+00:00,-0.05344772
2023-12-29 00:00:00+00:00,0.00254513
2024-01-02 00:00:00+00:00,-0.00879669
2024-01-03 00:00:00+00:00,0.05747398
2024-01-04 00:00:00+00:00,-0.03511836
2024-01-05 00:00:00+00:00,-0.00018734
2024-01-08 00:00:00+00:00,-0.06948811
2024-01-09 00:00:00+00:00,0.04443471
2024-01-10 00:00:00+00:00,-0.00908140
2024-01-11 00:00:00+00:00,0.03921288
2024-01-12 00:00:00+00:00,0.00922069
2024-01-15 00:00:00+00:00,0.00778954
2024-01-16 00:00:00+00:00,-0.00343722
2024-01-17 00:00:00+00:00,0.00879847
2024-01-18 00:00:00+00:00,0.04308548
2024-01-19 00:00:00+00:00,-0.01718431
2024-01-22 00:00:00+00:00,0.06617243
2024-01-23 00:00:00+00:00,-0.02238146
2024-01-24 00:00:00+00:00,0.00694040
2024-01-25 00:00:00+00:00,0.05033722
2024-01-26 00:00:00+00:00,0.03260585
2024-01-29 00:00:00+00:00,-0.04781151
2024-01-30 00:00:00+00:00,0.02318290
2024-01-31 00:00:00+00:00,-0.05150644
2024-02-01 00:00:00+00:00,-0.03312119
2024-02-02 00:00:00+00:00,-0.04219063
2024-02-04 00:00:00+00:00,0.00633295
2024-02-05 00:00:00+00:00,0.02031373
2024-02-06 00:00:00+00:00,0.03584013
2024-02-07 00:00:00+00:00,0.03743291
2024-02-08 00:00:00+00:00,0.06805126
2024-02-09 00:00:00+00:00,0.00367208
2024-02-12 00:00:00+00:00,0.02150032
2024-02-13 00:00:00+00:00,0.02352891
2024-02-14 00:00:00+00:00,0.05416353
2024-02-15 00:00:00+00:00,0.01003056
2024-02-16 00:00:00+00:00,0.00920006
2024-02-18 00:00:00+00:00,-0.00496451
2024-02-19 00:00:00+00:00,-0.00631456
2024-02-20 00:00:00+00:00,-0.04135617
2024-02-21 00:00:00+00:00,0.01674241
2024-02-22 00:00:00+00:00,0.02888415
2024-02-23 00:00:00+00:00,-0.04588121
2024-02-26 00:00:00+00:00,0.03817798
2024-02-27 00:00:00+00:00,0.02925074
2024-02-28 00:00:00+00:00,-0.03257015
2024-02-29 00:00:00+00:00,0.02234243
2024-03-01 00:00:00+00:00,0.02595893
2024-03-03 00:00:00+00:00,-0.00420747
2024-03-04 00:00:00+00:00,-0.01744097
2024-03-05 00:00:00+00:00,-0.04142012
2024-03-06 00:00:00+00:00,0.01697726
2024-03-07 00:00:00+00:00,0.00113552
2024-03-08 00:00:00+00:00,-0.02066698
2024-03-10 00:00:00+00:00,-0.00478791
2024-03-11 00:00:00+00:00,0.04617215
2024-03-12 00:00:00+00:00,0.00441775
2024-03-13 00:00:00+00:00,0.03328951
2024-03-14 00:00:00+00:00,0.04061619
2024-03-15 00:00:00+00:00,-0.00144841
2024-03-17 00:00:00+00:00,0.00683167
2024-03-18 00:00:00+00:00,0.03344457
2024-03-19 00:00:00+00:00,-0.01118234
2024-03-20 00:00:00+00:00,-0.00362637
2024-03-21 00:00:00+00:00,-0.00897173
2024-03-22 00:00:00+00:00,0.00202787
2024-03-25 00:00:00+00:00,0.00990063
2024-03-26 00:00:00+00:00,-0.02166105
2024-03-27 00:00:00+00:00,-0.02190133
2024-03-28 00:00:00+00:00,0.03336738
