Date,CRUDE_W
2000-01-05 00:00:00+00:00,-0.03121951
2000-01-06 00:00:00+00:00,-0.00693756
2000-01-07 00:00:00+00:00,0.00745898
2000-01-10 00:00:00+00:00,0.03615651
2000-01-11 00:00:00+00:00,0.04330900
2000-01-12 00:00:00+00:00,0.02287893
2000-01-13 00:00:00+00:00,0.00612918
2000-01-14 00:00:00+00:00,0.07290687
2000-01-18 00:00:00+00:00,0.02134423
2000-01-19 00:00:00+00:00,-0.00359712
2000-01-20 00:00:00+00:00,0.00450450
2000-01-21 00:00:00+00:00,-0.00494382
2000-01-24 00:00:00+00:00,0.00540784
2000-01-25 00:00:00+00:00,0.01976640
2000-01-26 00:00:00+00:00,-0.02446619
2000-01-27 00:00:00+00:00,-0.02386312
2000-01-28 00:00:00+00:00,0.01685649
2000-01-31 00:00:00+00:00,0.03206865
2000-02-01 00:00:00+00:00,0.03156959
2000-02-02 00:00:00+00:00,-0.02626970
2000-02-03 00:00:00+00:00,0.03547672
2000-02-04 00:00:00+00:00,0.04095861
2000-02-07 00:00:00+00:00,-0.03887228
2000-02-08 00:00:00+00:00,-0.01220044
2000-02-09 00:00:00+00:00,0.02673094
2000-02-10 00:00:00+00:00,0.01903114
2000-02-11 00:00:00+00:00,0.00214316
2000-02-14 00:00:00+00:00,0.04668094
2000-02-15 00:00:00+00:00,-0.01967350
2000-02-16 00:00:00+00:00,0.03340381
2000-02-17 00:00:00+00:00,-0.03492723
2000-02-18 00:00:00+00:00,-0.00846024
2000-02-22 00:00:00+00:00,0.01146497
2000-02-23 00:00:00+00:00,-0.00253485
2000-02-24 00:00:00+00:00,-0.01395939
2000-02-25 00:00:00+00:00,0.02215594
2000-02-28 00:00:00+00:00,-0.01264223
2000-02-29 00:00:00+00:00,0.02586938
2000-03-01 00:00:00+00:00,0.06616415
2000-03-02 00:00:00+00:00,0.00000000
2000-03-03 00:00:00+00:00,0.00081103
2000-03-06 00:00:00+00:00,0.02877989
2000-03-07 00:00:00+00:00,0.08313349
2000-03-08 00:00:00+00:00,-0.16129032
2000-03-09 00:00:00+00:00,0.05592654
2000-03-10 00:00:00+00:00,-0.02923264
2000-03-13 00:00:00+00:00,0.00700453
2000-03-14 00:00:00+00:00,0.01272578
2000-03-15 00:00:00+00:00,-0.01956788
2000-03-16 00:00:00+00:00,0.01728395
2000-03-17 00:00:00+00:00,0.00203998
2000-03-20 00:00:00+00:00,-0.03545232
2000-03-21 00:00:00+00:00,0.02320763
2000-03-22 00:00:00+00:00,-0.02539943
2000-03-23 00:00:00+00:00,0.00663900
2000-03-24 00:00:00+00:00,0.03515302
2000-03-27 00:00:00+00:00,-0.01910569
2000-03-28 00:00:00+00:00,-0.03325123
2000-03-29 00:00:00+00:00,0.01794658
2000-03-30 00:00:00+00:00,0.01073936
2000-03-31 00:00:00+00:00,0.02177486
2000-04-03 00:00:00+00:00,-0.03414634
2000-04-04 00:00:00+00:00,-0.03101737
2000-04-05 00:00:00+00:00,0.02055369
2000-04-06 00:00:00+00:00,-0.01826484
2000-04-07 00:00:00+00:00,-0.04524508
2000-04-10 00:00:00+00:00,-0.08868895
2000-04-11 00:00:00+00:00,0.02956989
2000-04-12 00:00:00+00:00,0.10105914
2000-04-13 00:00:00+00:00,-0.03110551
2000-04-14 00:00:00+00:00,-0.02478632
2000-04-17 00:00:00+00:00,0.01038511
2000-04-18 00:00:00+00:00,-0.00000000
2000-04-19 00:00:00+00:00,0.05124892
2000-04-20 00:00:00+00:00,0.00504202
2000-04-24 00:00:00+00:00,0.01383068
2000-04-25 00:00:00+00:00,-0.03413822
2000-04-26 00:00:00+00:00,-0.01058425
2000-04-27 00:00:00+00:00,0.04039116
2000-04-28 00:00:00+00:00,0.00792327
2000-05-01 00:00:00+00:00,0.00498546
2000-05-02 00:00:00+00:00,0.03814262
2000-05-03 00:00:00+00:00,-0.01914460
2000-05-04 00:00:00+00:00,-0.00411523
2000-05-05 00:00:00+00:00,0.01980198
2000-05-08 00:00:00+00:00,0.04616013
2000-05-09 00:00:00+00:00,0.04233227
2000-05-10 00:00:00+00:00,-0.00234742
2000-05-11 00:00:00+00:00,0.05283757
2000-05-12 00:00:00+00:00,0.02671756
2000-05-15 00:00:00+00:00,0.02486812
2000-05-16 00:00:00+00:00,-0.00372301
2000-05-17 00:00:00+00:00,0.00223881
2000-05-18 00:00:00+00:00,0.04023845
2000-05-19 00:00:00+00:00,-0.00804094
2000-05-22 00:00:00+00:00,-0.06199560
2000-05-23 00:00:00+00:00,0.00189179
2000-05-24 00:00:00+00:00,0.05064248
2000-05-25 00:00:00+00:00,0.02286979
2000-05-26 00:00:00+00:00,-0.04232032
2000-05-30 00:00:00+00:00,0.03056280
2000-05-31 00:00:00+00:00,-0.05834862
2000-06-01 00:00:00+00:00,0.06006800
2000-06-02 00:00:00+00:00,-0.00403522
2000-06-05 00:00:00+00:00,-0.03051471
2000-06-06 00:00:00+00:00,0.00335821
2000-06-07 00:00:00+00:00,0.02868852
2000-06-08 00:00:00+00:00,-0.02387073
2000-06-09 00:00:00+00:00,0.00334572
2000-06-12 00:00:00+00:00,0.06533036
2000-06-13 00:00:00+00:00,0.03705036
2000-06-14 00:00:00+00:00,-0.00671378
2000-06-15 00:00:00+00:00,-0.01560284
2000-06-16 00:00:00+00:00,-0.05325232
2000-06-19 00:00:00+00:00,-0.01724771
2000-06-20 00:00:00+00:00,0.04770710
2000-06-21 00:00:00+00:00,0.01988431
2000-06-22 00:00:00+00:00,0.04654493
2000-06-23 00:00:00+00:00,0.01190060
2000-06-26 00:00:00+00:00,-0.02574809
2000-06-27 00:00:00+00:00,0.03312192
2000-06-28 00:00:00+00:00,-0.01699029
2000-06-29 00:00:00+00:00,0.03497726
2000-06-30 00:00:00+00:00,-0.00962861
2000-07-05 00:00:00+00:00,-0.07671044
2000-07-06 00:00:00+00:00,-0.02510760
2000-07-07 00:00:00+00:00,0.01016334
2000-07-10 00:00:00+00:00,-0.02130733
2000-07-11 00:00:00+00:00,0.02408759
2000-07-12 00:00:00+00:00,0.03351351
2000-07-13 00:00:00+00:00,0.04147465
2000-07-14 00:00:00+00:00,-0.00034758
2000-07-17 00:00:00+00:00,-0.03511822
2000-07-18 00:00:00+00:00,0.04985856
2000-07-19 00:00:00+00:00,-0.00517956
2000-07-20 00:00:00+00:00,-0.02733564
2000-07-21 00:00:00+00:00,-0.05504909
2000-07-24 00:00:00+00:00,-0.03527718
2000-07-25 00:00:00+00:00,-0.00512633
2000-07-26 00:00:00+00:00,-0.00367107
2000-07-27 00:00:00+00:00,0.01617647
2000-07-28 00:00:00+00:00,0.00802042
2000-07-31 00:00:00+00:00,-0.04030501
2000-08-01 00:00:00+00:00,0.01851852
2000-08-02 00:00:00+00:00,0.01798165
2000-08-03 00:00:00+00:00,0.01675164
2000-08-04 00:00:00+00:00,0.06616052
2000-08-07 00:00:00+00:00,-0.04311251
2000-08-08 00:00:00+00:00,0.01503221
2000-08-09 00:00:00+00:00,0.06216696
2000-08-10 00:00:00+00:00,0.05314010
2000-08-11 00:00:00+00:00,-0.01851852
2000-08-14 00:00:00+00:00,0.02855201
2000-08-15 00:00:00+00:00,-0.00603419
2000-08-16 00:00:00+00:00,0.00302623
2000-08-17 00:00:00+00:00,0.02047667
2000-08-18 00:00:00+00:00,0.02426862
2000-08-21 00:00:00+00:00,0.01871307
2000-08-22 00:00:00+00:00,-0.02996743
2000-08-23 00:00:00+00:00,0.04585945
2000-08-24 00:00:00+00:00,-0.02938327
2000-08-25 00:00:00+00:00,0.00884376
2000-08-28 00:00:00+00:00,0.04468363
2000-08-29 00:00:00+00:00,-0.00702427
2000-08-30 00:00:00+00:00,0.03844921
2000-08-31 00:00:00+00:00,-0.01414205
2000-09-01 00:00:00+00:00,0.01329956
2000-09-05 00:00:00+00:00,0.03397295
2000-09-06 00:00:00+00:00,0.05911483
2000-09-07 00:00:00+00:00,0.03311258
2000-09-08 00:00:00+00:00,-0.10041469
2000-09-11 00:00:00+00:00,0.08867455
2000-09-12 00:00:00+00:00,-0.04353011
2000-09-13 00:00:00+00:00,-0.04318735
2000-09-14 00:00:00+00:00,0.02267081
2000-09-15 00:00:00+00:00,0.09735872
2000-09-18 00:00:00+00:00,0.04550793
2000-09-19 00:00:00+00:00,-0.03162737
2000-09-20 00:00:00+00:00,0.01052016
2000-09-21 00:00:00+00:00,-0.06346434
2000-09-22 00:00:00+00:00,-0.07363065
2000-09-25 00:00:00+00:00,-0.06042764
2000-09-26 00:00:00+00:00,-0.00413618
2000-09-27 00:00:00+00:00,-0.00063755
2000-09-28 00:00:00+00:00,-0.06913030
2000-09-29 00:00:00+00:00,0.02867502
2000-10-02 00:00:00+00:00,0.08108108
2000-10-03 00:00:00+00:00,-0.00376648
2000-10-04 00:00:00+00:00,-0.03924647
2000-10-05 00:00:00+00:00,-0.05121639
2000-10-06 00:00:00+00:00,0.02292076
2000-10-09 00:00:00+00:00,0.06276166
2000-10-10 00:00:00+00:00,0.07974882
2000-10-11 00:00:00+00:00,0.00725733
2000-10-12 00:00:00+00:00,0.15914561
2000-10-13 00:00:00+00:00,-0.07446809
2000-10-16 00:00:00+00:00,-0.19748022
2000-10-17 00:00:00+00:00,0.02008032
2000-10-18 00:00:00+00:00,-0.00722804
2000-10-19 00:00:00+00:00,-0.04280015
2000-10-20 00:00:00+00:00,0.05114900
2000-10-23 00:00:00+00:00,0.02747650
2000-10-24 00:00:00+00:00,-0.03853015
2000-10-25 00:00:00+00:00,-0.01636959
2000-10-26 00:00:00+00:00,0.02530253
2000-10-27 00:00:00+00:00,-0.08366534
2000-10-30 00:00:00+00:00,-0.01209830
2000-10-31 00:00:00+00:00,0.00380373
