Date,JP-REALESTATE
2018-06-11 00:00:00+00:00,0.00233304
2018-06-12 00:00:00+00:00,0.00436936
2018-06-13 00:00:00+00:00,-0.00261552
2018-06-14 00:00:00+00:00,0.00232829
2018-06-15 00:00:00+00:00,0.00174419
2018-06-18 00:00:00+00:00,0.00145222
2018-06-19 00:00:00+00:00,-0.00377249
2018-06-20 00:00:00+00:00,-0.00203548
2018-06-21 00:00:00+00:00,0.01455180
2018-06-22 00:00:00+00:00,0.01040162
2018-06-25 00:00:00+00:00,-0.01034780
2018-06-26 00:00:00+00:00,0.04131754
2018-06-27 00:00:00+00:00,-0.01330314
2018-06-28 00:00:00+00:00,-0.01139926
2018-06-29 00:00:00+00:00,0.00401261
2018-07-02 00:00:00+00:00,-0.00686499
2018-07-03 00:00:00+00:00,0.01090700
2018-07-04 00:00:00+00:00,-0.00256923
2018-07-05 00:00:00+00:00,0.00457404
2018-07-06 00:00:00+00:00,0.00085568
2018-07-09 00:00:00+00:00,0.00912201
2018-07-10 00:00:00+00:00,-0.01135074
2018-07-11 00:00:00+00:00,0.00171233
2018-07-12 00:00:00+00:00,0.00171086
2018-07-13 00:00:00+00:00,-0.00085470
2018-07-17 00:00:00+00:00,0.00997719
2018-07-18 00:00:00+00:00,0.00170164
2018-07-19 00:00:00+00:00,-0.00623406
2018-07-20 00:00:00+00:00,0.00852757
2018-07-23 00:00:00+00:00,-0.02207755
2018-07-24 00:00:00+00:00,-0.00801374
2018-07-25 00:00:00+00:00,0.00517241
2018-07-26 00:00:00+00:00,-0.00458584
2018-07-27 00:00:00+00:00,0.01091640
2018-07-30 00:00:00+00:00,-0.01542857
2018-07-31 00:00:00+00:00,0.02476245
2018-08-01 00:00:00+00:00,-0.01365188
2018-08-02 00:00:00+00:00,0.01030928
2018-08-03 00:00:00+00:00,0.00455840
2018-08-06 00:00:00+00:00,-0.00625355
2018-08-07 00:00:00+00:00,-0.00399202
2018-08-08 00:00:00+00:00,-0.00285714
2018-08-09 00:00:00+00:00,-0.00629471
2018-08-10 00:00:00+00:00,-0.00344432
2018-08-13 00:00:00+00:00,-0.01150086
2018-08-14 00:00:00+00:00,0.00549451
2018-08-15 00:00:00+00:00,0.00922722
2018-08-16 00:00:00+00:00,0.00832377
2018-08-17 00:00:00+00:00,-0.01772441
2018-08-20 00:00:00+00:00,0.01759446
2018-08-21 00:00:00+00:00,-0.00371641
2018-08-22 00:00:00+00:00,0.00343741
2018-08-23 00:00:00+00:00,-0.00629111
2018-08-24 00:00:00+00:00,0.00803213
2018-08-27 00:00:00+00:00,-0.00628571
2018-08-28 00:00:00+00:00,0.00687679
2018-08-29 00:00:00+00:00,0.00799771
2018-08-30 00:00:00+00:00,-0.00227531
2018-08-31 00:00:00+00:00,-0.00398633
2018-09-03 00:00:00+00:00,-0.00513552
2018-09-04 00:00:00+00:00,0.00171625
2018-09-05 00:00:00+00:00,-0.00343527
2018-09-06 00:00:00+00:00,0.00486688
2018-09-07 00:00:00+00:00,-0.00713878
2018-09-10 00:00:00+00:00,-0.00773861
2018-09-11 00:00:00+00:00,0.01035971
2018-09-12 00:00:00+00:00,-0.00457928
2018-09-13 00:00:00+00:00,-0.00345026
2018-09-14 00:00:00+00:00,0.00345622
2018-09-18 00:00:00+00:00,0.00575043
2018-09-19 00:00:00+00:00,0.00057339
2018-09-20 00:00:00+00:00,-0.00343938
2018-09-21 00:00:00+00:00,-0.00459374
2018-09-25 00:00:00+00:00,0.01208633
2018-09-26 00:00:00+00:00,0.01601831
2018-09-27 00:00:00+00:00,0.00283768
2018-09-28 00:00:00+00:00,0.00283366
2018-10-01 00:00:00+00:00,-0.00905490
2018-10-02 00:00:00+00:00,0.00511654
2018-10-03 00:00:00+00:00,-0.00793876
2018-10-04 00:00:00+00:00,-0.00683177
2018-10-05 00:00:00+00:00,-0.01142531
2018-10-09 00:00:00+00:00,0.02183281
2018-10-10 00:00:00+00:00,-0.00341006
2018-10-11 00:00:00+00:00,0.00000000
2018-10-12 00:00:00+00:00,-0.01878736
2018-10-15 00:00:00+00:00,-0.00862069
2018-10-16 00:00:00+00:00,0.01875902
2018-10-17 00:00:00+00:00,0.01229274
2018-10-18 00:00:00+00:00,0.00113669
2018-10-19 00:00:00+00:00,-0.00965635
2018-10-22 00:00:00+00:00,0.00485160
2018-10-23 00:00:00+00:00,-0.01110162
2018-10-24 00:00:00+00:00,0.00000000
2018-10-25 00:00:00+00:00,-0.01030633
2018-10-26 00:00:00+00:00,0.00374101
2018-10-29 00:00:00+00:00,0.00545663
2018-10-30 00:00:00+00:00,0.00143225
2018-10-31 00:00:00+00:00,-0.00772753
2018-11-01 00:00:00+00:00,0.01178161
2018-11-02 00:00:00+00:00,-0.00114253
2018-11-05 00:00:00+00:00,0.00571592
2018-11-06 00:00:00+00:00,0.00626959
2018-11-07 00:00:00+00:00,0.01079545
2018-11-08 00:00:00+00:00,0.00536875
2018-11-09 00:00:00+00:00,-0.01747463
2018-11-12 00:00:00+00:00,0.02502132
2018-11-13 00:00:00+00:00,-0.00449312
2018-11-14 00:00:00+00:00,0.00394033
2018-11-15 00:00:00+00:00,0.01011236
2018-11-16 00:00:00+00:00,-0.00838457
2018-11-19 00:00:00+00:00,0.01010385
2018-11-20 00:00:00+00:00,-0.00111701
2018-11-21 00:00:00+00:00,-0.00782341
2018-11-22 00:00:00+00:00,-0.00112013
2018-11-26 00:00:00+00:00,0.01256983
2018-11-27 00:00:00+00:00,0.00943658
2018-11-28 00:00:00+00:00,0.01243094
2018-11-29 00:00:00+00:00,-0.01948943
2018-11-30 00:00:00+00:00,0.01469365
2018-12-03 00:00:00+00:00,-0.00220143
2018-12-04 00:00:00+00:00,0.00220446
2018-12-05 00:00:00+00:00,-0.00000551
2018-12-06 00:00:00+00:00,-0.00220143
2018-12-07 00:00:00+00:00,0.00936639
2018-12-10 00:00:00+00:00,-0.02933918
2018-12-11 00:00:00+00:00,-0.00528953
2018-12-12 00:00:00+00:00,-0.01199777
2018-12-13 00:00:00+00:00,0.00790737
2018-12-14 00:00:00+00:00,0.01603376
2018-12-17 00:00:00+00:00,0.00223214
2018-12-18 00:00:00+00:00,-0.01616499
2018-12-19 00:00:00+00:00,-0.00899129
2018-12-20 00:00:00+00:00,-0.02145075
2018-12-21 00:00:00+00:00,-0.02282454
2018-12-25 00:00:00+00:00,-0.01933622
2018-12-26 00:00:00+00:00,0.02593240
2018-12-27 00:00:00+00:00,0.00978136
2018-12-28 00:00:00+00:00,0.00973375
2019-01-04 00:00:00+00:00,-0.02421652
2019-01-07 00:00:00+00:00,0.02306805
2019-01-08 00:00:00+00:00,0.00085519
2019-01-09 00:00:00+00:00,0.01852380
2019-01-10 00:00:00+00:00,0.00762281
2019-01-11 00:00:00+00:00,0.01715893
2019-01-15 00:00:00+00:00,-0.02426102
2019-01-16 00:00:00+00:00,0.01383399
2019-01-17 00:00:00+00:00,0.00841043
2019-01-18 00:00:00+00:00,0.00642099
2019-01-21 00:00:00+00:00,0.00306151
2019-01-22 00:00:00+00:00,-0.00138927
2019-01-23 00:00:00+00:00,-0.01557286
2019-01-24 00:00:00+00:00,0.01065022
2019-01-25 00:00:00+00:00,0.02090884
2019-01-28 00:00:00+00:00,0.00965517
2019-01-29 00:00:00+00:00,0.01894043
2019-01-30 00:00:00+00:00,-0.01359804
2019-01-31 00:00:00+00:00,0.01478642
2019-02-01 00:00:00+00:00,0.00271813
2019-02-04 00:00:00+00:00,0.00380022
2019-02-05 00:00:00+00:00,-0.00406394
2019-02-06 00:00:00+00:00,-0.00597339
2019-02-07 00:00:00+00:00,-0.00762527
2019-02-08 00:00:00+00:00,-0.00601422
2019-02-12 00:00:00+00:00,0.00164519
2019-02-13 00:00:00+00:00,0.00356067
2019-02-14 00:00:00+00:00,0.00109379
2019-02-15 00:00:00+00:00,-0.00655917
2019-02-18 00:00:00+00:00,-0.00520976
2019-02-19 00:00:00+00:00,0.01594283
2019-02-20 00:00:00+00:00,0.00218221
2019-02-21 00:00:00+00:00,-0.00163488
2019-02-22 00:00:00+00:00,0.00899918
2019-02-25 00:00:00+00:00,0.00814332
2019-02-26 00:00:00+00:00,0.00648649
2019-02-27 00:00:00+00:00,-0.00134698
2019-02-28 00:00:00+00:00,-0.00539084
2019-03-01 00:00:00+00:00,-0.00973512
2019-03-04 00:00:00+00:00,0.01004889
2019-03-05 00:00:00+00:00,0.00648649
2019-03-06 00:00:00+00:00,-0.00834904
2019-03-07 00:00:00+00:00,-0.00216392
2019-03-08 00:00:00+00:00,-0.01462226
2019-03-11 00:00:00+00:00,0.01868645
2019-03-12 00:00:00+00:00,0.00353838
2019-03-13 00:00:00+00:00,0.00163043
2019-03-14 00:00:00+00:00,0.01737714
2019-03-15 00:00:00+00:00,0.00565276
2019-03-18 00:00:00+00:00,0.00724638
2019-03-19 00:00:00+00:00,0.01203530
2019-03-20 00:00:00+00:00,0.00345561
2019-03-22 00:00:00+00:00,0.00000000
2019-03-25 00:00:00+00:00,-0.00902335
2019-03-26 00:00:00+00:00,0.01093042
2019-03-27 00:00:00+00:00,0.03844115
2019-03-28 00:00:00+00:00,-0.01248375
2019-03-29 00:00:00+00:00,-0.01361257
2019-04-01 00:00:00+00:00,-0.02161307
2019-04-02 00:00:00+00:00,0.00026645
2019-04-03 00:00:00+00:00,-0.00372936
2019-04-04 00:00:00+00:00,-0.00320256
2019-04-05 00:00:00+00:00,-0.00106923
2019-04-08 00:00:00+00:00,0.00213961
2019-04-09 00:00:00+00:00,-0.00801496
2019-04-10 00:00:00+00:00,-0.00321888
2019-04-11 00:00:00+00:00,0.00161204
2019-04-12 00:00:00+00:00,0.00214765
2019-04-15 00:00:00+00:00,-0.00187718
2019-04-16 00:00:00+00:00,0.00778523
2019-04-17 00:00:00+00:00,-0.00802139
2019-04-18 00:00:00+00:00,0.00912752
2019-04-19 00:00:00+00:00,-0.00053447
2019-04-22 00:00:00+00:00,0.01309810
2019-04-23 00:00:00+00:00,0.00292087
2019-04-24 00:00:00+00:00,0.00265182
2019-04-25 00:00:00+00:00,0.00529661
2019-04-26 00:00:00+00:00,-0.01003698
2019-05-07 00:00:00+00:00,0.00212371
2019-05-08 00:00:00+00:00,-0.00584019
