Date,SWISSLEAD
2023-06-28 00:00:00+00:00,0.01277059
2023-06-29 00:00:00+00:00,-0.00472289
2023-06-30 00:00:00+00:00,0.02503993
2023-07-03 00:00:00+00:00,-0.01194299
2023-07-04 00:00:00+00:00,0.00005667
2023-07-05 00:00:00+00:00,-0.01337414
2023-07-06 00:00:00+00:00,-0.04016431
2023-07-07 00:00:00+00:00,-0.00424987
2023-07-10 00:00:00+00:00,0.00618400
2023-07-11 00:00:00+00:00,0.01093468
2023-07-12 00:00:00+00:00,0.01700700
2023-07-13 00:00:00+00:00,0.00321211
2023-07-14 00:00:00+00:00,0.01431598
2023-07-17 00:00:00+00:00,-0.01774038
2023-07-18 00:00:00+00:00,0.01841547
2023-07-19 00:00:00+00:00,0.00255798
2023-07-20 00:00:00+00:00,0.01073010
2023-07-21 00:00:00+00:00,-0.00474362
2023-07-24 00:00:00+00:00,-0.00039624
2023-07-25 00:00:00+00:00,0.01483327
2023-07-26 00:00:00+00:00,-0.00859840
2023-07-27 00:00:00+00:00,0.03527685
2023-07-28 00:00:00+00:00,-0.00305064
2023-07-31 00:00:00+00:00,-0.00666593
2023-08-02 00:00:00+00:00,-0.02998551
2023-08-03 00:00:00+00:00,-0.01737015
2023-08-04 00:00:00+00:00,0.01267051
2023-08-07 00:00:00+00:00,0.00017015
2023-08-08 00:00:00+00:00,-0.01440481
2023-08-09 00:00:00+00:00,0.00582624
2023-08-10 00:00:00+00:00,0.01458025
2023-08-11 00:00:00+00:00,-0.01792480
2023-08-14 00:00:00+00:00,0.00479261
2023-08-15 00:00:00+00:00,-0.02327964
2023-08-16 00:00:00+00:00,-0.00155485
2023-08-17 00:00:00+00:00,-0.00518672
2023-08-18 00:00:00+00:00,-0.02669440
2023-08-21 00:00:00+00:00,0.02014523
2023-08-22 00:00:00+00:00,-0.01200139
2023-08-23 00:00:00+00:00,0.01230679
2023-08-24 00:00:00+00:00,-0.00231884
2023-08-25 00:00:00+00:00,-0.00684852
2023-08-28 00:00:00+00:00,0.01881079
2023-08-29 00:00:00+00:00,0.01557812
2023-08-30 00:00:00+00:00,0.00051526
2023-08-31 00:00:00+00:00,0.02747253
2023-09-01 00:00:00+00:00,-0.03031843
2023-09-04 00:00:00+00:00,0.00085994
2023-09-05 00:00:00+00:00,-0.01008538
2023-09-06 00:00:00+00:00,-0.00420434
2023-09-07 00:00:00+00:00,0.00496335
2023-09-08 00:00:00+00:00,0.00782959
2023-09-11 00:00:00+00:00,-0.03687349
2023-09-12 00:00:00+00:00,-0.00029574
2023-09-13 00:00:00+00:00,-0.00230701
2023-09-14 00:00:00+00:00,0.02155760
2023-09-15 00:00:00+00:00,0.08613618
2023-09-18 00:00:00+00:00,-0.04494382
2023-09-19 00:00:00+00:00,-0.04316092
2023-09-20 00:00:00+00:00,0.00475771
2023-09-21 00:00:00+00:00,-0.00755933
2023-09-22 00:00:00+00:00,-0.00093622
2023-09-25 00:00:00+00:00,0.00058834
2023-09-26 00:00:00+00:00,-0.02734972
2023-09-27 00:00:00+00:00,0.00363745
2023-09-28 00:00:00+00:00,0.02487947
2023-09-29 00:00:00+00:00,-0.01281599
2023-10-02 00:00:00+00:00,0.00863854
2023-10-03 00:00:00+00:00,-0.04683634
2023-10-04 00:00:00+00:00,0.04367497
2023-10-05 00:00:00+00:00,0.00183010
2023-10-06 00:00:00+00:00,0.01713781
2023-10-09 00:00:00+00:00,-0.05567251
2023-10-10 00:00:00+00:00,0.01642105
2023-10-11 00:00:00+00:00,0.00865155
2023-10-12 00:00:00+00:00,0.02340640
2023-10-13 00:00:00+00:00,-0.02689372
2023-10-16 00:00:00+00:00,-0.01148673
2023-10-17 00:00:00+00:00,0.00544747
2023-10-18 00:00:00+00:00,-0.04136095
2023-10-19 00:00:00+00:00,-0.01243751
2023-10-20 00:00:00+00:00,-0.00901840
2023-10-23 00:00:00+00:00,-0.00006162
2023-10-24 00:00:00+00:00,0.00850434
2023-10-25 00:00:00+00:00,-0.00282278
2023-10-26 00:00:00+00:00,-0.07386468
2023-10-27 00:00:00+00:00,-0.00178651
2023-10-30 00:00:00+00:00,0.00753560
2023-10-31 00:00:00+00:00,0.07157399
2023-11-01 00:00:00+00:00,0.02389435
2023-11-02 00:00:00+00:00,-0.03672454
2023-11-03 00:00:00+00:00,0.00556552
2023-11-06 00:00:00+00:00,-0.00487173
2023-11-07 00:00:00+00:00,-0.00203993
2023-11-08 00:00:00+00:00,0.06844059
2023-11-09 00:00:00+00:00,0.01358224
2023-11-10 00:00:00+00:00,-0.05057649
2023-11-13 00:00:00+00:00,-0.01219438
2023-11-14 00:00:00+00:00,0.02521318
2023-11-15 00:00:00+00:00,0.02362777
2023-11-16 00:00:00+00:00,-0.01191545
2023-11-17 00:00:00+00:00,0.02168413
2023-11-20 00:00:00+00:00,0.02182353
2023-11-21 00:00:00+00:00,0.00422015
2023-11-22 00:00:00+00:00,0.00818857
2023-11-23 00:00:00+00:00,0.00157278
2023-11-24 00:00:00+00:00,0.00384168
2023-11-27 00:00:00+00:00,-0.01022483
2023-11-28 00:00:00+00:00,-0.01424818
2023-11-29 00:00:00+00:00,0.01258527
2023-11-30 00:00:00+00:00,0.00788966
2023-12-01 00:00:00+00:00,0.00413319
2023-12-04 00:00:00+00:00,0.00052283
2023-12-05 00:00:00+00:00,0.00452988
2023-12-06 00:00:00+00:00,0.01129911
2023-12-07 00:00:00+00:00,-0.00495534
2023-12-08 00:00:00+00:00,0.02004390
2023-12-11 00:00:00+00:00,0.00423220
2023-12-12 00:00:00+00:00,0.00595477
2023-12-13 00:00:00+00:00,0.01878175
2023-12-14 00:00:00+00:00,0.01583277
2023-12-15 00:00:00+00:00,0.01649647
2023-12-18 00:00:00+00:00,-0.01085202
2023-12-19 00:00:00+00:00,-0.00089526
2023-12-20 00:00:00+00:00,-0.00375077
2023-12-21 00:00:00+00:00,-0.00914190
2023-12-22 00:00:00+00:00,-0.00647960
2023-12-27 00:00:00+00:00,0.00373071
2023-12-28 00:00:00+00:00,-0.02177961
2023-12-29 00:00:00+00:00,0.01266328
2024-01-03 00:00:00+00:00,-0.00861580
2024-01-04 00:00:00+00:00,0.01423204
2024-01-05 00:00:00+00:00,-0.01147476
2024-01-08 00:00:00+00:00,0.01409972
2024-01-09 00:00:00+00:00,0.00378253
2024-01-10 00:00:00+00:00,-0.00219768
2024-01-11 00:00:00+00:00,-0.01602076
2024-01-12 00:00:00+00:00,0.01205504
2024-01-15 00:00:00+00:00,-0.00440902
2024-01-16 00:00:00+00:00,0.00339886
2024-01-17 00:00:00+00:00,-0.02250749
2024-01-18 00:00:00+00:00,0.01773050
2024-01-19 00:00:00+00:00,-0.00544249
2024-01-22 00:00:00+00:00,0.02404639
2024-01-23 00:00:00+00:00,-0.03263678
2024-01-24 00:00:00+00:00,0.02152810
2024-01-25 00:00:00+00:00,0.00514124
2024-01-26 00:00:00+00:00,0.02907698
2024-01-29 00:00:00+00:00,0.01849692
2024-01-30 00:00:00+00:00,0.00291690
2024-01-31 00:00:00+00:00,-0.00961750
2024-02-01 00:00:00+00:00,-0.02043070
2024-02-02 00:00:00+00:00,0.00211994
2024-02-05 00:00:00+00:00,-0.00378978
2024-02-06 00:00:00+00:00,0.01323431
2024-02-07 00:00:00+00:00,-0.00732235
2024-02-08 00:00:00+00:00,0.00133623
2024-02-09 00:00:00+00:00,-0.00823457
2024-02-12 00:00:00+00:00,0.01631376
2024-02-13 00:00:00+00:00,-0.00825713
2024-02-14 00:00:00+00:00,0.02220120
2024-02-15 00:00:00+00:00,0.01287766
2024-02-16 00:00:00+00:00,0.00574147
2024-02-19 00:00:00+00:00,0.01134133
2024-02-20 00:00:00+00:00,0.00683149
2024-02-21 00:00:00+00:00,-0.00632193
2024-02-22 00:00:00+00:00,0.00184302
2024-02-23 00:00:00+00:00,0.01115624
2024-02-26 00:00:00+00:00,0.00716286
2024-02-27 00:00:00+00:00,-0.00568853
2024-02-28 00:00:00+00:00,-0.00113019
2024-02-29 00:00:00+00:00,0.00495396
2024-03-01 00:00:00+00:00,0.01090401
2024-03-04 00:00:00+00:00,-0.00758628
