Date,EU-BANKS
2006-07-18 00:00:00+00:00,0.00688624
2006-07-19 00:00:00+00:00,0.01757042
2006-07-20 00:00:00+00:00,0.00197109
2006-07-21 00:00:00+00:00,-0.00040059
2006-07-24 00:00:00+00:00,0.01565197
2006-07-25 00:00:00+00:00,-0.00324784
2006-07-26 00:00:00+00:00,0.00324005
2006-07-27 00:00:00+00:00,0.01410696
2006-07-28 00:00:00+00:00,0.01033181
2006-07-31 00:00:00+00:00,-0.00594985
2006-08-01 00:00:00+00:00,-0.02250784
2006-08-02 00:00:00+00:00,0.03756373
2006-08-03 00:00:00+00:00,-0.01391948
2006-08-04 00:00:00+00:00,0.01104136
2006-08-07 00:00:00+00:00,-0.00993691
2006-08-08 00:00:00+00:00,0.00468278
2006-08-09 00:00:00+00:00,0.00466104
2006-08-10 00:00:00+00:00,-0.00516319
2006-08-11 00:00:00+00:00,0.00112517
2006-08-14 00:00:00+00:00,0.01146666
2006-08-15 00:00:00+00:00,0.01008652
2006-08-16 00:00:00+00:00,0.00973702
2006-08-17 00:00:00+00:00,0.00524016
2006-08-18 00:00:00+00:00,-0.00183970
2006-08-21 00:00:00+00:00,-0.00598274
2006-08-22 00:00:00+00:00,0.00059688
2006-08-23 00:00:00+00:00,-0.00870557
2006-08-24 00:00:00+00:00,0.00899802
2006-08-25 00:00:00+00:00,0.00353212
2006-08-28 00:00:00+00:00,0.00473803
2006-08-29 00:00:00+00:00,0.00350151
2006-08-30 00:00:00+00:00,0.00276399
2006-08-31 00:00:00+00:00,-0.00302921
2006-09-01 00:00:00+00:00,0.00421584
2006-09-04 00:00:00+00:00,0.00515969
2006-09-05 00:00:00+00:00,-0.00731733
2006-09-06 00:00:00+00:00,-0.02319778
2006-09-07 00:00:00+00:00,-0.01714828
2006-09-08 00:00:00+00:00,0.00280381
2006-09-11 00:00:00+00:00,0.00206545
2006-09-12 00:00:00+00:00,0.01085355
2006-09-13 00:00:00+00:00,0.00204103
2006-09-14 00:00:00+00:00,0.00396277
2006-09-15 00:00:00+00:00,0.00778548
2006-09-18 00:00:00+00:00,-0.00061008
2006-09-19 00:00:00+00:00,-0.00847105
2006-09-20 00:00:00+00:00,0.01788224
2006-09-21 00:00:00+00:00,0.00505821
2006-09-22 00:00:00+00:00,-0.01140108
2006-09-25 00:00:00+00:00,-0.00108245
2006-09-26 00:00:00+00:00,0.00747234
2006-09-27 00:00:00+00:00,0.00434919
2006-09-28 00:00:00+00:00,-0.00036646
2006-09-29 00:00:00+00:00,0.00151146
2006-10-02 00:00:00+00:00,-0.00153916
2006-10-03 00:00:00+00:00,-0.00459420
2006-10-04 00:00:00+00:00,0.01566883
2006-10-05 00:00:00+00:00,0.01008218
2006-10-06 00:00:00+00:00,0.00078558
2006-10-09 00:00:00+00:00,0.00170322
2006-10-10 00:00:00+00:00,0.00880394
2006-10-11 00:00:00+00:00,-0.00218036
2006-10-12 00:00:00+00:00,0.01192743
2006-10-13 00:00:00+00:00,-0.00103635
2006-10-16 00:00:00+00:00,-0.00666609
2006-10-17 00:00:00+00:00,-0.01871910
2006-10-18 00:00:00+00:00,0.01279226
2006-10-19 00:00:00+00:00,-0.00059381
2006-10-20 00:00:00+00:00,-0.00013778
2006-10-23 00:00:00+00:00,0.00533473
2006-10-24 00:00:00+00:00,-0.00195308
2006-10-25 00:00:00+00:00,-0.00286540
2006-10-26 00:00:00+00:00,0.00145629
2006-10-27 00:00:00+00:00,-0.00082063
2006-10-30 00:00:00+00:00,-0.00218663
2006-10-31 00:00:00+00:00,0.00396876
2006-11-01 00:00:00+00:00,0.00190772
2006-11-02 00:00:00+00:00,-0.01419285
2006-11-03 00:00:00+00:00,0.00469092
2006-11-06 00:00:00+00:00,0.01061751
2006-11-07 00:00:00+00:00,0.00823895
2006-11-08 00:00:00+00:00,-0.00013806
2006-11-09 00:00:00+00:00,-0.00260747
2006-11-10 00:00:00+00:00,-0.00373909
2006-11-13 00:00:00+00:00,0.00460584
2006-11-14 00:00:00+00:00,-0.00283576
2006-11-15 00:00:00+00:00,0.00572350
2006-11-16 00:00:00+00:00,-0.00327525
2006-11-17 00:00:00+00:00,-0.00328512
2006-11-20 00:00:00+00:00,0.00121596
2006-11-21 00:00:00+00:00,0.00414220
2006-11-22 00:00:00+00:00,0.00188172
2006-11-23 00:00:00+00:00,-0.00394150
2006-11-24 00:00:00+00:00,-0.00934780
2006-11-27 00:00:00+00:00,-0.02145172
2006-11-28 00:00:00+00:00,-0.00245349
2006-11-29 00:00:00+00:00,0.01031442
2006-11-30 00:00:00+00:00,-0.00680125
2006-12-01 00:00:00+00:00,-0.01170469
2006-12-04 00:00:00+00:00,0.02069778
2006-12-05 00:00:00+00:00,0.00959122
2006-12-06 00:00:00+00:00,0.00032314
2006-12-07 00:00:00+00:00,0.00585620
2006-12-08 00:00:00+00:00,-0.00519221
2006-12-11 00:00:00+00:00,0.01391513
2006-12-12 00:00:00+00:00,0.00145644
2006-12-13 00:00:00+00:00,0.00871207
2006-12-14 00:00:00+00:00,0.00211431
2006-12-15 00:00:00+00:00,0.00390491
2006-12-18 00:00:00+00:00,0.00053705
2006-12-19 00:00:00+00:00,-0.00571563
2006-12-20 00:00:00+00:00,0.00525397
2006-12-21 00:00:00+00:00,0.00142861
2006-12-22 00:00:00+00:00,-0.00905390
2006-12-27 00:00:00+00:00,0.01066351
2006-12-28 00:00:00+00:00,0.00209013
2006-12-29 00:00:00+00:00,-0.00124593
2007-01-02 00:00:00+00:00,0.02031673
2007-01-03 00:00:00+00:00,0.00334917
2007-01-04 00:00:00+00:00,-0.00187325
2007-01-05 00:00:00+00:00,-0.00818378
2007-01-08 00:00:00+00:00,-0.00211006
2007-01-09 00:00:00+00:00,0.00403635
2007-01-10 00:00:00+00:00,-0.01085712
2007-01-11 00:00:00+00:00,0.01600524
2007-01-12 00:00:00+00:00,0.00486766
2007-01-15 00:00:00+00:00,0.00852398
2007-01-16 00:00:00+00:00,-0.01022781
2007-01-17 00:00:00+00:00,-0.00903011
2007-01-18 00:00:00+00:00,0.00336276
2007-01-19 00:00:00+00:00,0.00967358
2007-01-22 00:00:00+00:00,-0.00618454
2007-01-23 00:00:00+00:00,0.00333683
2007-01-24 00:00:00+00:00,0.01328407
2007-01-25 00:00:00+00:00,-0.00163457
2007-01-26 00:00:00+00:00,-0.00976634
2007-01-29 00:00:00+00:00,0.00483006
2007-01-30 00:00:00+00:00,0.00222569
2007-01-31 00:00:00+00:00,-0.00893123
2007-02-01 00:00:00+00:00,0.01392457
2007-02-02 00:00:00+00:00,0.00711494
2007-02-05 00:00:00+00:00,-0.00119785
2007-02-06 00:00:00+00:00,0.00155691
2007-02-07 00:00:00+00:00,0.00240091
2007-02-08 00:00:00+00:00,-0.00710763
2007-02-09 00:00:00+00:00,0.00645223
2007-02-12 00:00:00+00:00,-0.01239138
2007-02-13 00:00:00+00:00,0.00542072
2007-02-14 00:00:00+00:00,0.00602814
2007-02-15 00:00:00+00:00,-0.00500141
2007-02-16 00:00:00+00:00,-0.00353833
2007-02-19 00:00:00+00:00,0.00348333
2007-02-20 00:00:00+00:00,-0.00481204
2007-02-21 00:00:00+00:00,0.00028699
2007-02-22 00:00:00+00:00,-0.00078021
2007-02-23 00:00:00+00:00,-0.00120729
2007-02-26 00:00:00+00:00,0.00050117
2007-02-27 00:00:00+00:00,-0.02661129
2007-02-28 00:00:00+00:00,-0.01570934
2007-03-01 00:00:00+00:00,-0.01239092
2007-03-02 00:00:00+00:00,-0.00555091
2007-03-05 00:00:00+00:00,-0.02009215
2007-03-06 00:00:00+00:00,0.01405927
2007-03-07 00:00:00+00:00,0.00440802
2007-03-08 00:00:00+00:00,0.03503092
2007-03-09 00:00:00+00:00,0.00699145
2007-03-12 00:00:00+00:00,-0.02323653
2007-03-13 00:00:00+00:00,-0.01855064
2007-03-14 00:00:00+00:00,-0.03325413
2007-03-15 00:00:00+00:00,0.01806748
2007-03-16 00:00:00+00:00,-0.00578170
2007-03-19 00:00:00+00:00,0.03274759
2007-03-20 00:00:00+00:00,0.00444432
2007-03-21 00:00:00+00:00,0.00145946
2007-03-22 00:00:00+00:00,0.02604148
2007-03-23 00:00:00+00:00,0.00363441
2007-03-26 00:00:00+00:00,-0.01450200
2007-03-27 00:00:00+00:00,0.00098455
2007-03-28 00:00:00+00:00,-0.01066326
2007-03-29 00:00:00+00:00,0.01389683
2007-03-30 00:00:00+00:00,0.00120276
2007-04-02 00:00:00+00:00,-0.00570914
2007-04-03 00:00:00+00:00,0.01353754
2007-04-04 00:00:00+00:00,0.00229575
2007-04-05 00:00:00+00:00,0.00317296
2007-04-10 00:00:00+00:00,0.01349681
2007-04-11 00:00:00+00:00,-0.00078631
2007-04-12 00:00:00+00:00,-0.00404321
2007-04-13 00:00:00+00:00,0.00465852
2007-04-16 00:00:00+00:00,0.02068450
2007-04-17 00:00:00+00:00,0.00283929
2007-04-18 00:00:00+00:00,-0.00712491
2007-04-19 00:00:00+00:00,-0.00973370
2007-04-20 00:00:00+00:00,0.03087999
2007-04-23 00:00:00+00:00,-0.00556582
2007-04-24 00:00:00+00:00,-0.01294688
2007-04-25 00:00:00+00:00,0.01305732
2007-04-26 00:00:00+00:00,0.00154649
2007-04-27 00:00:00+00:00,-0.00684179
2007-04-30 00:00:00+00:00,-0.00013111
2007-05-02 00:00:00+00:00,0.00303367
2007-05-03 00:00:00+00:00,0.00281342
2007-05-04 00:00:00+00:00,0.00427348
2007-05-07 00:00:00+00:00,0.00112147
2007-05-08 00:00:00+00:00,-0.00555664
2007-05-09 00:00:00+00:00,0.00616028
2007-05-10 00:00:00+00:00,-0.00825991
2007-05-11 00:00:00+00:00,0.00869427
2007-05-14 00:00:00+00:00,-0.00554651
2007-05-15 00:00:00+00:00,0.00950295
2007-05-16 00:00:00+00:00,-0.00635083
2007-05-17 00:00:00+00:00,0.00028787
2007-05-18 00:00:00+00:00,0.00675462
2007-05-21 00:00:00+00:00,-0.01339275
2007-05-22 00:00:00+00:00,0.00910748
2007-05-23 00:00:00+00:00,0.00798263
2007-05-24 00:00:00+00:00,-0.01189707
2007-05-25 00:00:00+00:00,0.00279148
2007-05-29 00:00:00+00:00,0.00320139
2007-05-30 00:00:00+00:00,-0.00303605
2007-05-31 00:00:00+00:00,0.00341038
