Date,WHEY
2007-03-21 00:00:00+00:00,
2007-03-22 00:00:00+00:00,0.00689667
2007-03-23 00:00:00+00:00,-0.01633385
2007-03-26 00:00:00+00:00,-0.05690107
2007-03-27 00:00:00+00:00,-0.11762672
2007-03-28 00:00:00+00:00,-0.05126807
2007-03-29 00:00:00+00:00,0.07572270
2007-03-30 00:00:00+00:00,-0.02988303
2007-04-02 00:00:00+00:00,0.00780475
2007-04-03 00:00:00+00:00,-0.03188256
2007-04-04 00:00:00+00:00,0.04322902
2007-04-05 00:00:00+00:00,0.06432102
2007-04-09 00:00:00+00:00,0.08574267
2007-04-10 00:00:00+00:00,0.01860244
2007-04-11 00:00:00+00:00,-0.01517583
2007-04-12 00:00:00+00:00,-0.00394043
2007-04-13 00:00:00+00:00,0.01104140
2007-04-16 00:00:00+00:00,0.01839308
2007-04-17 00:00:00+00:00,0.04024718
2007-04-18 00:00:00+00:00,-0.03590815
2007-04-19 00:00:00+00:00,0.04060602
2007-04-20 00:00:00+00:00,0.03265327
2007-04-23 00:00:00+00:00,-0.00019344
2007-04-24 00:00:00+00:00,0.02843698
2007-04-25 00:00:00+00:00,0.05614486
2007-04-26 00:00:00+00:00,0.04775273
2007-04-27 00:00:00+00:00,0.01180781
2007-04-30 00:00:00+00:00,0.01304412
2007-05-01 00:00:00+00:00,-0.00019108
2007-05-02 00:00:00+00:00,0.04729861
2007-05-03 00:00:00+00:00,0.04174440
2007-05-04 00:00:00+00:00,-0.02550726
2007-05-07 00:00:00+00:00,-0.05098432
2007-05-08 00:00:00+00:00,0.00143647
2007-05-09 00:00:00+00:00,0.00111226
2007-05-10 00:00:00+00:00,0.00274107
2007-05-11 00:00:00+00:00,-0.00960570
2007-05-14 00:00:00+00:00,0.00634598
2007-05-15 00:00:00+00:00,-0.00013056
2007-05-16 00:00:00+00:00,-0.03876442
2007-05-17 00:00:00+00:00,-0.00018858
2007-05-18 00:00:00+00:00,-0.01328831
2007-05-21 00:00:00+00:00,0.00653542
2007-05-22 00:00:00+00:00,-0.01999988
2007-05-23 00:00:00+00:00,0.01980878
2007-05-24 00:00:00+00:00,0.01347531
2007-05-25 00:00:00+00:00,-0.02518317
2007-05-29 00:00:00+00:00,-0.00220976
2007-05-30 00:00:00+00:00,-0.00355628
2007-05-31 00:00:00+00:00,0.03920661
2007-06-01 00:00:00+00:00,-0.01551259
2007-06-04 00:00:00+00:00,-0.02012239
2007-06-05 00:00:00+00:00,-0.04981351
2007-06-06 00:00:00+00:00,-0.00764607
2007-06-07 00:00:00+00:00,0.00393471
2007-06-08 00:00:00+00:00,-0.00018775
2007-06-11 00:00:00+00:00,-0.00149778
2007-06-12 00:00:00+00:00,-0.00703554
2007-06-13 00:00:00+00:00,-0.00564280
2007-06-14 00:00:00+00:00,-0.01540933
2007-06-15 00:00:00+00:00,-0.01238624
2007-06-18 00:00:00+00:00,-0.01316409
2007-06-19 00:00:00+00:00,-0.01779088
2007-06-20 00:00:00+00:00,-0.04242127
2007-06-21 00:00:00+00:00,-0.06339841
2007-06-22 00:00:00+00:00,-0.07973209
2007-06-25 00:00:00+00:00,0.03206990
2007-06-26 00:00:00+00:00,-0.04700639
2007-06-27 00:00:00+00:00,-0.06818803
2007-06-28 00:00:00+00:00,-0.07935455
2007-06-29 00:00:00+00:00,-0.02648196
2007-07-02 00:00:00+00:00,0.01795120
2007-07-03 00:00:00+00:00,0.03963067
2007-07-05 00:00:00+00:00,0.01268320
2007-07-06 00:00:00+00:00,-0.02047232
2007-07-09 00:00:00+00:00,-0.00013292
2007-07-10 00:00:00+00:00,0.02581822
2007-07-11 00:00:00+00:00,-0.07458735
2007-07-12 00:00:00+00:00,-0.01773675
2007-07-13 00:00:00+00:00,-0.00013361
2007-07-16 00:00:00+00:00,0.01772381
2007-07-17 00:00:00+00:00,-0.03590745
2007-07-18 00:00:00+00:00,-0.03717092
2007-07-19 00:00:00+00:00,-0.05574900
2007-07-20 00:00:00+00:00,-0.13738906
2007-07-23 00:00:00+00:00,-0.02102733
2007-07-24 00:00:00+00:00,-0.00013514
2007-07-25 00:00:00+00:00,-0.02141132
2007-07-26 00:00:00+00:00,0.00530200
2007-07-27 00:00:00+00:00,0.01608524
2007-07-30 00:00:00+00:00,-0.00013139
2007-07-31 00:00:00+00:00,-0.02141048
2007-08-01 00:00:00+00:00,0.01576650
2007-08-02 00:00:00+00:00,0.00667392
2007-08-03 00:00:00+00:00,-0.00961322
2007-08-06 00:00:00+00:00,0.00244105
2007-08-07 00:00:00+00:00,0.01349229
2007-08-08 00:00:00+00:00,0.01243911
2007-08-09 00:00:00+00:00,0.01543711
2007-08-10 00:00:00+00:00,0.05681304
2007-08-13 00:00:00+00:00,0.05136114
2007-08-14 00:00:00+00:00,0.01981558
2007-08-15 00:00:00+00:00,0.01949770
2007-08-16 00:00:00+00:00,-0.03937913
2007-08-17 00:00:00+00:00,0.00964395
2007-08-20 00:00:00+00:00,-0.03935857
2007-08-21 00:00:00+00:00,-0.03071225
2007-08-22 00:00:00+00:00,-0.00015789
2007-08-23 00:00:00+00:00,-0.00010653
2007-08-24 00:00:00+00:00,-0.03582942
2007-08-27 00:00:00+00:00,-0.01070284
2007-08-28 00:00:00+00:00,-0.00546278
2007-08-29 00:00:00+00:00,0.01562256
2007-08-30 00:00:00+00:00,-0.00016678
2007-08-31 00:00:00+00:00,-0.11532214
2007-09-04 00:00:00+00:00,0.00537711
2007-09-05 00:00:00+00:00,-0.02239997
2007-09-06 00:00:00+00:00,-0.17795345
2007-09-07 00:00:00+00:00,0.00592814
2007-09-10 00:00:00+00:00,-0.00616963
2007-09-11 00:00:00+00:00,0.07305962
2007-09-12 00:00:00+00:00,-0.00016706
2007-09-13 00:00:00+00:00,-0.03499358
2007-09-14 00:00:00+00:00,-0.00016719
2007-09-17 00:00:00+00:00,-0.00011083
2007-09-18 00:00:00+00:00,-0.00070343
2007-09-19 00:00:00+00:00,-0.03226797
2007-09-20 00:00:00+00:00,-0.02760108
2007-09-21 00:00:00+00:00,0.00593620
2007-09-24 00:00:00+00:00,0.00593537
