Date,EPRA-EUROPE
2023-09-15 00:00:00+00:00,-0.02624327
2023-09-18 00:00:00+00:00,-0.05063036
2023-09-19 00:00:00+00:00,0.01548926
2023-09-20 00:00:00+00:00,0.04196707
2023-09-21 00:00:00+00:00,-0.02013385
2023-09-22 00:00:00+00:00,-0.01247321
2023-09-25 00:00:00+00:00,-0.01186600
2023-09-26 00:00:00+00:00,-0.03753205
2023-09-27 00:00:00+00:00,-0.04035829
2023-09-28 00:00:00+00:00,-0.01240497
2023-09-29 00:00:00+00:00,0.06062831
2023-10-02 00:00:00+00:00,-0.02300660
2023-10-03 00:00:00+00:00,-0.04957138
2023-10-04 00:00:00+00:00,-0.00090420
2023-10-05 00:00:00+00:00,0.01440111
2023-10-06 00:00:00+00:00,0.01646597
2023-10-09 00:00:00+00:00,-0.00304687
2023-10-10 00:00:00+00:00,0.02785168
2023-10-11 00:00:00+00:00,0.02604668
2023-10-12 00:00:00+00:00,-0.01486619
2023-10-13 00:00:00+00:00,-0.03330867
2023-10-16 00:00:00+00:00,0.00663478
2023-10-17 00:00:00+00:00,-0.01053317
2023-10-18 00:00:00+00:00,-0.04146822
2023-10-19 00:00:00+00:00,-0.04707902
2023-10-20 00:00:00+00:00,-0.00317843
2023-10-23 00:00:00+00:00,-0.01295778
2023-10-24 00:00:00+00:00,0.01798490
2023-10-25 00:00:00+00:00,-0.03692190
2023-10-26 00:00:00+00:00,0.00517140
2023-10-27 00:00:00+00:00,0.01734722
2023-10-30 00:00:00+00:00,0.00662095
2023-10-31 00:00:00+00:00,0.05703076
2023-11-01 00:00:00+00:00,0.01372819
2023-11-02 00:00:00+00:00,0.10665686
2023-11-03 00:00:00+00:00,0.06053650
2023-11-06 00:00:00+00:00,-0.05474260
2023-11-07 00:00:00+00:00,0.00670496
2023-11-08 00:00:00+00:00,-0.01456635
2023-11-09 00:00:00+00:00,0.03365536
2023-11-10 00:00:00+00:00,-0.02834619
2023-11-13 00:00:00+00:00,-0.00017245
2023-11-14 00:00:00+00:00,0.13350436
2023-11-15 00:00:00+00:00,-0.02051487
2023-11-16 00:00:00+00:00,-0.02757709
2023-11-17 00:00:00+00:00,0.03158563
2023-11-20 00:00:00+00:00,0.00764373
2023-11-21 00:00:00+00:00,-0.03779706
2023-11-22 00:00:00+00:00,0.02627472
2023-11-23 00:00:00+00:00,-0.00147702
2023-11-24 00:00:00+00:00,0.00439913
2023-11-27 00:00:00+00:00,0.01548402
2023-11-28 00:00:00+00:00,-0.00922134
2023-11-29 00:00:00+00:00,0.01867873
2023-11-30 00:00:00+00:00,-0.00915965
2023-12-01 00:00:00+00:00,0.04301380
2023-12-04 00:00:00+00:00,0.00109182
2023-12-05 00:00:00+00:00,0.03388827
2023-12-06 00:00:00+00:00,0.02091489
2023-12-07 00:00:00+00:00,-0.00876147
2023-12-08 00:00:00+00:00,-0.01989223
2023-12-11 00:00:00+00:00,0.02192809
2023-12-12 00:00:00+00:00,-0.01280516
2023-12-13 00:00:00+00:00,0.01564939
2023-12-14 00:00:00+00:00,0.10656704
2023-12-15 00:00:00+00:00,-0.01596812
2023-12-18 00:00:00+00:00,0.00278040
