Date,JGB-SGX-mini
2001-05-18 00:00:00+00:00,0.00669908
2001-05-21 00:00:00+00:00,-0.00544596
2001-05-22 00:00:00+00:00,-0.00260243
2001-05-23 00:00:00+00:00,0.00340749
2001-05-24 00:00:00+00:00,0.00304395
2001-05-25 00:00:00+00:00,-0.00159789
2001-05-28 00:00:00+00:00,0.00139912
2001-05-29 00:00:00+00:00,-0.00473701
2001-05-30 00:00:00+00:00,0.00319710
2001-05-31 00:00:00+00:00,0.00605363
2001-06-01 00:00:00+00:00,-0.00024268
2001-06-04 00:00:00+00:00,-0.00052857
2001-06-05 00:00:00+00:00,0.00232605
2001-06-06 00:00:00+00:00,-0.00351956
2001-06-07 00:00:00+00:00,0.00218491
2001-06-08 00:00:00+00:00,-0.00266646
2001-06-11 00:00:00+00:00,0.00104337
2001-06-12 00:00:00+00:00,0.00004503
2001-06-13 00:00:00+00:00,0.00553113
2001-06-14 00:00:00+00:00,-0.00066562
2001-06-15 00:00:00+00:00,-0.00130602
2001-06-18 00:00:00+00:00,0.00296279
2001-06-19 00:00:00+00:00,-0.00059337
2001-06-20 00:00:00+00:00,-0.00023815
2001-06-21 00:00:00+00:00,0.00018881
2001-06-22 00:00:00+00:00,-0.00002383
2001-06-25 00:00:00+00:00,0.00338883
2001-06-26 00:00:00+00:00,0.00118244
2001-06-27 00:00:00+00:00,0.00089635
2001-06-28 00:00:00+00:00,0.00181545
2001-06-29 00:00:00+00:00,-0.01114403
2001-07-02 00:00:00+00:00,-0.00764638
2001-07-03 00:00:00+00:00,0.00182964
2001-07-04 00:00:00+00:00,0.00268461
2001-07-05 00:00:00+00:00,0.00061311
2001-07-06 00:00:00+00:00,0.00075565
2001-07-09 00:00:00+00:00,-0.01548779
2001-07-10 00:00:00+00:00,0.00270058
2001-07-11 00:00:00+00:00,0.00463378
2001-07-12 00:00:00+00:00,0.00390593
2001-07-13 00:00:00+00:00,-0.00759531
2001-07-16 00:00:00+00:00,-0.00661343
2001-07-17 00:00:00+00:00,-0.00117728
2001-07-18 00:00:00+00:00,0.00256485
2001-07-19 00:00:00+00:00,-0.00196251
2001-07-23 00:00:00+00:00,0.00191655
2001-07-24 00:00:00+00:00,-0.00641396
2001-07-25 00:00:00+00:00,0.00119897
2001-07-26 00:00:00+00:00,0.00738166
2001-07-27 00:00:00+00:00,0.00363049
2001-07-30 00:00:00+00:00,-0.00231671
2001-07-31 00:00:00+00:00,0.00276672
2001-08-01 00:00:00+00:00,0.00033243
2001-08-02 00:00:00+00:00,-0.00102620
2001-08-03 00:00:00+00:00,-0.00417556
2001-08-06 00:00:00+00:00,-0.00892325
2001-08-07 00:00:00+00:00,-0.00204152
2001-08-08 00:00:00+00:00,0.00718632
2001-08-09 00:00:00+00:00,0.00471709
