Date,OMX
2001-12-10 00:00:00+00:00,
2001-12-11 00:00:00+00:00,0.01931009
2001-12-12 00:00:00+00:00,-0.02103901
2001-12-13 00:00:00+00:00,-0.03609995
2001-12-14 00:00:00+00:00,-0.01183644
2001-12-17 00:00:00+00:00,0.01031278
2001-12-18 00:00:00+00:00,0.04516954
2001-12-19 00:00:00+00:00,-0.03530237
2001-12-20 00:00:00+00:00,-0.03464217
2001-12-21 00:00:00+00:00,0.02647108
2001-12-27 00:00:00+00:00,0.01594863
2001-12-28 00:00:00+00:00,0.01947100
2002-01-02 00:00:00+00:00,-0.00920044
2002-01-03 00:00:00+00:00,0.08579435
2002-01-04 00:00:00+00:00,0.02405294
2002-01-07 00:00:00+00:00,0.01488827
2002-01-08 00:00:00+00:00,-0.03637015
2002-01-09 00:00:00+00:00,-0.00050411
2002-01-10 00:00:00+00:00,-0.03597384
2002-01-11 00:00:00+00:00,0.01473295
2002-01-14 00:00:00+00:00,-0.05740204
2002-01-15 00:00:00+00:00,-0.01982383
2002-01-16 00:00:00+00:00,-0.03197598
2002-01-17 00:00:00+00:00,0.04611036
2002-01-18 00:00:00+00:00,-0.00366464
2002-01-21 00:00:00+00:00,-0.04055623
2002-01-22 00:00:00+00:00,0.00646368
2002-01-23 00:00:00+00:00,0.01530571
2002-01-24 00:00:00+00:00,0.01908166
2002-01-25 00:00:00+00:00,-0.00900772
2002-01-28 00:00:00+00:00,0.00722293
2002-01-29 00:00:00+00:00,0.01877969
2002-01-30 00:00:00+00:00,-0.04960655
2002-01-31 00:00:00+00:00,0.03203669
2002-02-01 00:00:00+00:00,0.01691410
2002-02-04 00:00:00+00:00,-0.00065781
2002-02-05 00:00:00+00:00,-0.03563709
2002-02-06 00:00:00+00:00,-0.01248277
2002-02-07 00:00:00+00:00,0.00199412
2002-02-08 00:00:00+00:00,-0.01280316
2002-02-11 00:00:00+00:00,0.00772787
2002-02-12 00:00:00+00:00,0.04024675
2002-02-13 00:00:00+00:00,0.02304615
2002-02-14 00:00:00+00:00,0.01909995
2002-02-15 00:00:00+00:00,0.00068904
2002-02-18 00:00:00+00:00,-0.00987171
2002-02-19 00:00:00+00:00,-0.02065177
2002-02-20 00:00:00+00:00,-0.03749659
2002-02-21 00:00:00+00:00,0.03086297
2002-02-22 00:00:00+00:00,-0.01994642
2002-02-25 00:00:00+00:00,0.01182900
2002-02-26 00:00:00+00:00,0.00666153
2002-02-27 00:00:00+00:00,0.03862382
2002-02-28 00:00:00+00:00,-0.01514049
2002-03-01 00:00:00+00:00,0.01079441
2002-03-04 00:00:00+00:00,0.05246174
2002-03-05 00:00:00+00:00,-0.00941806
2002-03-06 00:00:00+00:00,0.00648092
2002-03-07 00:00:00+00:00,-0.01809070
2002-03-08 00:00:00+00:00,0.01340200
2002-03-11 00:00:00+00:00,-0.00265585
2002-03-12 00:00:00+00:00,-0.02069128
2002-03-13 00:00:00+00:00,-0.01010523
2002-03-14 00:00:00+00:00,-0.01316442
2002-03-15 00:00:00+00:00,-0.00136864
2002-03-18 00:00:00+00:00,0.00923830
2002-03-19 00:00:00+00:00,0.00249794
2002-03-20 00:00:00+00:00,-0.01258794
2002-03-21 00:00:00+00:00,-0.00064185
2002-03-22 00:00:00+00:00,0.00973514
2002-03-25 00:00:00+00:00,0.00605869
2002-03-26 00:00:00+00:00,-0.00581718
2002-03-27 00:00:00+00:00,0.00080910
2002-03-28 00:00:00+00:00,-0.00051965
2002-04-02 00:00:00+00:00,0.00549969
2002-04-03 00:00:00+00:00,-0.00124110
2002-04-04 00:00:00+00:00,-0.01098707
2002-04-05 00:00:00+00:00,0.00716424
2002-04-08 00:00:00+00:00,-0.01787144
2002-04-09 00:00:00+00:00,0.00902353
2002-04-10 00:00:00+00:00,0.00864693
2002-04-11 00:00:00+00:00,-0.03363276
2002-04-12 00:00:00+00:00,0.01095581
2002-04-15 00:00:00+00:00,0.01141018
2002-04-16 00:00:00+00:00,0.03458020
2002-04-17 00:00:00+00:00,0.01209000
2002-04-18 00:00:00+00:00,-0.02598519
2002-04-19 00:00:00+00:00,-0.03325293
2002-04-22 00:00:00+00:00,-0.02364229
2002-04-23 00:00:00+00:00,-0.03069438
2002-04-24 00:00:00+00:00,-0.02328435
