Date,FEEDCOW
2000-01-04 00:00:00+00:00,
2000-01-05 00:00:00+00:00,0.00014513
2000-01-06 00:00:00+00:00,0.01473165
2000-01-07 00:00:00+00:00,0.01114880
2000-01-10 00:00:00+00:00,0.00042665
2000-01-11 00:00:00+00:00,-0.00590744
2000-01-12 00:00:00+00:00,-0.01314921
2000-01-13 00:00:00+00:00,-0.00944136
2000-01-14 00:00:00+00:00,0.00918233
2000-01-18 00:00:00+00:00,-0.00276507
2000-01-19 00:00:00+00:00,-0.02140443
2000-01-20 00:00:00+00:00,-0.00749824
2000-01-21 00:00:00+00:00,0.00338937
2000-01-24 00:00:00+00:00,-0.00280352
2000-01-25 00:00:00+00:00,0.01194040
2000-01-26 00:00:00+00:00,0.00981347
2000-01-27 00:00:00+00:00,-0.02086634
2000-01-28 00:00:00+00:00,0.00043323
2000-01-31 00:00:00+00:00,0.01516354
2000-02-01 00:00:00+00:00,0.00802207
2000-02-02 00:00:00+00:00,-0.01032796
2000-02-03 00:00:00+00:00,0.00953712
2000-02-04 00:00:00+00:00,-0.00833913
2000-02-07 00:00:00+00:00,-0.00015594
2000-02-08 00:00:00+00:00,-0.01923570
2000-02-09 00:00:00+00:00,-0.01287839
2000-02-10 00:00:00+00:00,-0.00819728
2000-02-11 00:00:00+00:00,0.00760238
2000-02-14 00:00:00+00:00,-0.00610655
2000-02-15 00:00:00+00:00,-0.00583064
2000-02-16 00:00:00+00:00,0.00792297
2000-02-17 00:00:00+00:00,0.00817957
2000-02-18 00:00:00+00:00,-0.00698798
2000-02-22 00:00:00+00:00,-0.02103638
2000-02-23 00:00:00+00:00,0.01396617
2000-02-24 00:00:00+00:00,0.01088109
2000-02-25 00:00:00+00:00,0.00340178
2000-02-28 00:00:00+00:00,0.01109554
2000-02-29 00:00:00+00:00,-0.00753039
2000-03-01 00:00:00+00:00,0.01107640
2000-03-02 00:00:00+00:00,0.00925775
2000-03-03 00:00:00+00:00,0.00306447
2000-03-06 00:00:00+00:00,-0.00396573
2000-03-07 00:00:00+00:00,-0.00632166
2000-03-08 00:00:00+00:00,-0.00604558
2000-03-09 00:00:00+00:00,-0.00016122
2000-03-10 00:00:00+00:00,0.00101830
2000-03-13 00:00:00+00:00,-0.01136875
2000-03-14 00:00:00+00:00,-0.01499941
2000-03-15 00:00:00+00:00,0.00432896
2000-03-16 00:00:00+00:00,-0.00882681
2000-03-17 00:00:00+00:00,-0.00707187
2000-03-20 00:00:00+00:00,0.00978231
2000-03-21 00:00:00+00:00,0.00463272
2000-03-22 00:00:00+00:00,0.01210099
2000-03-23 00:00:00+00:00,0.00191707
2000-03-24 00:00:00+00:00,0.00309968
2000-03-27 00:00:00+00:00,0.00309720
2000-03-28 00:00:00+00:00,0.00427105
2000-03-29 00:00:00+00:00,-0.02080604
2000-03-30 00:00:00+00:00,0.00102999
2000-03-31 00:00:00+00:00,0.00281685
2000-04-03 00:00:00+00:00,-0.00224725
2000-04-04 00:00:00+00:00,-0.01535816
2000-04-05 00:00:00+00:00,0.01065823
2000-04-06 00:00:00+00:00,0.00341920
2000-04-07 00:00:00+00:00,0.00550509
2000-04-10 00:00:00+00:00,0.01084957
2000-04-11 00:00:00+00:00,0.00486809
2000-04-12 00:00:00+00:00,-0.00517625
2000-04-13 00:00:00+00:00,0.00220522
2000-04-14 00:00:00+00:00,-0.00016094
2000-04-17 00:00:00+00:00,-0.00607111
2000-04-18 00:00:00+00:00,0.00280553
2000-04-19 00:00:00+00:00,-0.00400824
2000-04-20 00:00:00+00:00,-0.00490535
2000-04-24 00:00:00+00:00,-0.00283761
2000-04-25 00:00:00+00:00,0.00103151
