Date,BTP
2011-07-19 00:00:00+00:00,0.01717108
2011-07-20 00:00:00+00:00,0.01390199
2011-07-21 00:00:00+00:00,0.02105673
2011-07-22 00:00:00+00:00,-0.00450939
2011-07-25 00:00:00+00:00,-0.02013989
2011-07-26 00:00:00+00:00,0.00157144
2011-07-27 00:00:00+00:00,-0.00834758
2011-07-28 00:00:00+00:00,-0.00505162
2011-07-29 00:00:00+00:00,-0.00487886
2011-08-01 00:00:00+00:00,-0.01190225
2011-08-02 00:00:00+00:00,-0.00738969
2011-08-03 00:00:00+00:00,0.00234425
2011-08-04 00:00:00+00:00,-0.01098588
2011-08-05 00:00:00+00:00,0.03136870
2011-08-08 00:00:00+00:00,0.03839181
2011-08-09 00:00:00+00:00,0.00787377
2011-08-10 00:00:00+00:00,0.00762226
2011-08-11 00:00:00+00:00,0.00680815
2011-08-12 00:00:00+00:00,0.00216001
2011-08-15 00:00:00+00:00,-0.00028138
2011-08-16 00:00:00+00:00,0.00243673
2011-08-17 00:00:00+00:00,0.00729413
2011-08-18 00:00:00+00:00,0.03806495
2011-08-19 00:00:00+00:00,0.00157981
2011-08-22 00:00:00+00:00,-0.00120689
2011-08-23 00:00:00+00:00,-0.00176917
2011-08-24 00:00:00+00:00,-0.00335661
2011-08-25 00:00:00+00:00,0.00327395
2011-08-26 00:00:00+00:00,0.00046606
2011-08-29 00:00:00+00:00,-0.01146341
2011-08-30 00:00:00+00:00,-0.00831181
2011-08-31 00:00:00+00:00,-0.00459078
2011-09-01 00:00:00+00:00,-0.00056379
2011-09-02 00:00:00+00:00,-0.03835093
2011-09-05 00:00:00+00:00,-0.02051450
2011-09-06 00:00:00+00:00,0.00327488
2011-09-07 00:00:00+00:00,0.01652101
2011-09-08 00:00:00+00:00,-0.00408801
2011-09-09 00:00:00+00:00,-0.01280200
2011-09-12 00:00:00+00:00,-0.01474983
2011-09-13 00:00:00+00:00,-0.00281358
2011-09-14 00:00:00+00:00,0.00836258
2011-09-15 00:00:00+00:00,-0.00229822
2011-09-16 00:00:00+00:00,0.00300445
2011-09-19 00:00:00+00:00,-0.00329528
2011-09-20 00:00:00+00:00,-0.01021867
2011-09-21 00:00:00+00:00,-0.00161971
2011-09-22 00:00:00+00:00,0.00456190
2011-09-23 00:00:00+00:00,0.00343109
2011-09-26 00:00:00+00:00,-0.00160939
2011-09-27 00:00:00+00:00,0.00513709
2011-09-28 00:00:00+00:00,-0.00440998
2011-09-29 00:00:00+00:00,0.00734808
2011-09-30 00:00:00+00:00,0.00399651
2011-10-03 00:00:00+00:00,-0.00308572
2011-10-04 00:00:00+00:00,0.00589035
2011-10-05 00:00:00+00:00,-0.00069484
2011-10-06 00:00:00+00:00,0.00317825
2011-10-07 00:00:00+00:00,-0.00138642
2011-10-10 00:00:00+00:00,0.00049546
2011-10-11 00:00:00+00:00,-0.00307226
2011-10-12 00:00:00+00:00,-0.00656120
2011-10-13 00:00:00+00:00,-0.00730495
2011-10-14 00:00:00+00:00,0.00241855
2011-10-17 00:00:00+00:00,-0.00030236
2011-10-18 00:00:00+00:00,-0.00392360
2011-10-19 00:00:00+00:00,-0.00232323
2011-10-20 00:00:00+00:00,-0.01062803
2011-10-21 00:00:00+00:00,0.01084343
2011-10-24 00:00:00+00:00,-0.00445327
2011-10-25 00:00:00+00:00,0.00010109
2011-10-26 00:00:00+00:00,0.00182915
2011-10-27 00:00:00+00:00,0.00446386
2011-10-28 00:00:00+00:00,-0.01383867
2011-10-31 00:00:00+00:00,-0.00481381
2011-11-01 00:00:00+00:00,-0.00566091
2011-11-02 00:00:00+00:00,-0.00238092
2011-11-03 00:00:00+00:00,0.00238618
2011-11-04 00:00:00+00:00,-0.02701591
2011-11-07 00:00:00+00:00,-0.02311002
2011-11-08 00:00:00+00:00,-0.04075297
2011-11-09 00:00:00+00:00,-0.04716163
2011-11-10 00:00:00+00:00,0.02932205
2011-11-11 00:00:00+00:00,0.02580561
2011-11-14 00:00:00+00:00,0.00991337
2011-11-15 00:00:00+00:00,-0.01464426
2011-11-16 00:00:00+00:00,-0.00166381
2011-11-17 00:00:00+00:00,0.01288581
2011-11-18 00:00:00+00:00,-0.00307106
2011-11-21 00:00:00+00:00,0.00108134
2011-11-22 00:00:00+00:00,-0.02227098
2011-11-23 00:00:00+00:00,-0.01489062
2011-11-24 00:00:00+00:00,-0.00927791
2011-11-25 00:00:00+00:00,-0.02278910
2011-11-28 00:00:00+00:00,0.00448534
2011-11-29 00:00:00+00:00,-0.00993534
2011-11-30 00:00:00+00:00,0.03611806
2011-12-01 00:00:00+00:00,0.04956341
2011-12-02 00:00:00+00:00,-0.02421066
2011-12-05 00:00:00+00:00,0.05156161
2011-12-06 00:00:00+00:00,0.00344980
2011-12-07 00:00:00+00:00,-0.00114628
2011-12-08 00:00:00+00:00,-0.03556921
2011-12-09 00:00:00+00:00,0.00584015
2011-12-12 00:00:00+00:00,-0.01741964
2011-12-13 00:00:00+00:00,-0.00153235
2011-12-14 00:00:00+00:00,-0.01194658
2011-12-15 00:00:00+00:00,0.02329444
2011-12-16 00:00:00+00:00,-0.00205968
2011-12-19 00:00:00+00:00,0.01325209
2011-12-20 00:00:00+00:00,0.01093461
2011-12-21 00:00:00+00:00,-0.00668109
2011-12-22 00:00:00+00:00,-0.00992868
2011-12-23 00:00:00+00:00,-0.00905764
2011-12-27 00:00:00+00:00,0.00130513
2011-12-28 00:00:00+00:00,-0.00434709
2011-12-29 00:00:00+00:00,-0.00349297
2011-12-30 00:00:00+00:00,0.00306625
2012-01-02 00:00:00+00:00,0.00764303
2012-01-03 00:00:00+00:00,-0.00043403
2012-01-04 00:00:00+00:00,-0.00065090
2012-01-05 00:00:00+00:00,-0.01605597
2012-01-06 00:00:00+00:00,0.00033034
2012-01-09 00:00:00+00:00,-0.00363752
2012-01-10 00:00:00+00:00,0.00741108
2012-01-11 00:00:00+00:00,0.01306631
2012-01-12 00:00:00+00:00,0.02232742
2012-01-13 00:00:00+00:00,-0.00615006
2012-01-16 00:00:00+00:00,0.00661326
2012-01-17 00:00:00+00:00,0.00815939
2012-01-18 00:00:00+00:00,0.00893436
2012-01-19 00:00:00+00:00,0.00583342
2012-01-20 00:00:00+00:00,0.00942487
2012-01-23 00:00:00+00:00,0.03191267
2012-01-24 00:00:00+00:00,-0.00499259
2012-01-25 00:00:00+00:00,-0.00286533
2012-01-26 00:00:00+00:00,0.01589602
2012-01-27 00:00:00+00:00,0.02947844
2012-01-30 00:00:00+00:00,-0.01659223
2012-01-31 00:00:00+00:00,0.00507975
2012-02-01 00:00:00+00:00,0.03885310
2012-02-02 00:00:00+00:00,0.00509658
2012-02-03 00:00:00+00:00,0.00165651
2012-02-06 00:00:00+00:00,0.00716367
2012-02-07 00:00:00+00:00,0.00556732
2012-02-08 00:00:00+00:00,-0.00418903
2012-02-09 00:00:00+00:00,0.02875551
2012-02-10 00:00:00+00:00,-0.02804767
2012-02-13 00:00:00+00:00,0.00390164
2012-02-14 00:00:00+00:00,0.00204590
2012-02-15 00:00:00+00:00,-0.02934097
2012-02-16 00:00:00+00:00,0.02265852
2012-02-17 00:00:00+00:00,0.01035272
2012-02-20 00:00:00+00:00,0.01545666
2012-02-21 00:00:00+00:00,0.00444127
2012-02-22 00:00:00+00:00,-0.01252109
2012-02-23 00:00:00+00:00,-0.00165021
2012-02-24 00:00:00+00:00,0.01074098
2012-02-27 00:00:00+00:00,0.00749252
2012-02-28 00:00:00+00:00,0.01369503
2012-02-29 00:00:00+00:00,0.02255994
2012-03-01 00:00:00+00:00,0.03989569
2012-03-02 00:00:00+00:00,-0.02702949
2012-03-05 00:00:00+00:00,-0.00076097
2012-03-06 00:00:00+00:00,-0.01470103
2012-03-07 00:00:00+00:00,0.01443470
2012-03-08 00:00:00+00:00,0.01261634
2012-03-09 00:00:00+00:00,-0.00215737
2012-03-12 00:00:00+00:00,-0.00469724
2012-03-13 00:00:00+00:00,0.00046930
2012-03-14 00:00:00+00:00,0.00329793
2012-03-15 00:00:00+00:00,0.00272331
2012-03-16 00:00:00+00:00,-0.00140834
2012-03-19 00:00:00+00:00,0.00131138
2012-03-20 00:00:00+00:00,-0.00572086
2012-03-21 00:00:00+00:00,-0.01018450
2012-03-22 00:00:00+00:00,-0.00626164
2012-03-23 00:00:00+00:00,0.00438761
2012-03-26 00:00:00+00:00,-0.00057417
2012-03-27 00:00:00+00:00,-0.00608663
2012-03-28 00:00:00+00:00,0.00057163
2012-03-29 00:00:00+00:00,-0.00736237
2012-03-30 00:00:00+00:00,0.00799109
2012-04-02 00:00:00+00:00,-0.01309094
2012-04-03 00:00:00+00:00,-0.00506304
2012-04-04 00:00:00+00:00,-0.01487593
2012-04-05 00:00:00+00:00,-0.00750253
2012-04-10 00:00:00+00:00,-0.01668706
2012-04-11 00:00:00+00:00,0.01437022
