Date,EU-RETAIL
2021-10-15 00:00:00+00:00,0.01539035
2021-10-18 00:00:00+00:00,-0.00927749
2021-10-19 00:00:00+00:00,0.00776277
2021-10-20 00:00:00+00:00,-0.00476022
2021-10-21 00:00:00+00:00,-0.00888134
2021-10-22 00:00:00+00:00,0.00275503
2021-10-25 00:00:00+00:00,-0.00160522
2021-10-26 00:00:00+00:00,0.01514301
2021-10-27 00:00:00+00:00,-0.00452235
2021-10-28 00:00:00+00:00,-0.00068275
2021-10-29 00:00:00+00:00,0.00499725
2021-11-01 00:00:00+00:00,0.01220757
2021-11-02 00:00:00+00:00,-0.00513879
2021-11-03 00:00:00+00:00,-0.01392149
2021-11-04 00:00:00+00:00,0.00978939
2021-11-05 00:00:00+00:00,0.01465487
2021-11-08 00:00:00+00:00,-0.01644558
2021-11-09 00:00:00+00:00,0.01242529
2021-11-10 00:00:00+00:00,0.00468504
2021-11-11 00:00:00+00:00,-0.00999697
2021-11-12 00:00:00+00:00,0.00942191
2021-11-15 00:00:00+00:00,0.01200139
2021-11-16 00:00:00+00:00,0.01251794
2021-11-17 00:00:00+00:00,0.00281854
2021-11-18 00:00:00+00:00,-0.00194820
2021-11-19 00:00:00+00:00,-0.00368586
2021-11-22 00:00:00+00:00,-0.00369948
2021-11-23 00:00:00+00:00,-0.00109312
2021-11-24 00:00:00+00:00,-0.00371754
2021-11-25 00:00:00+00:00,-0.00044048
2021-11-26 00:00:00+00:00,-0.04653352
2021-11-29 00:00:00+00:00,0.02002629
2021-11-30 00:00:00+00:00,-0.02121565
2021-12-01 00:00:00+00:00,0.02628390
2021-12-02 00:00:00+00:00,-0.02112032
2021-12-03 00:00:00+00:00,-0.01147726
2021-12-06 00:00:00+00:00,0.02112692
2021-12-07 00:00:00+00:00,0.03478679
2021-12-08 00:00:00+00:00,-0.01560280
2021-12-09 00:00:00+00:00,-0.00759104
2021-12-10 00:00:00+00:00,-0.01327211
2021-12-13 00:00:00+00:00,-0.01322244
2021-12-14 00:00:00+00:00,-0.05035966
2021-12-15 00:00:00+00:00,-0.03697933
2021-12-16 00:00:00+00:00,0.01264962
2021-12-17 00:00:00+00:00,-0.00285912
2021-12-20 00:00:00+00:00,-0.02537057
2021-12-21 00:00:00+00:00,0.04169176
2021-12-22 00:00:00+00:00,0.01457338
2021-12-23 00:00:00+00:00,0.02695434
2021-12-27 00:00:00+00:00,0.00199469
2021-12-28 00:00:00+00:00,0.01633229
2021-12-29 00:00:00+00:00,-0.00027879
2021-12-30 00:00:00+00:00,0.01033751
2022-01-03 00:00:00+00:00,0.03090878
2022-01-04 00:00:00+00:00,-0.02607997
2022-01-05 00:00:00+00:00,0.00846183
2022-01-06 00:00:00+00:00,-0.03528335
2022-01-07 00:00:00+00:00,-0.01162454
2022-01-10 00:00:00+00:00,-0.02174920
2022-01-11 00:00:00+00:00,0.02626026
2022-01-12 00:00:00+00:00,-0.00415655
2022-01-13 00:00:00+00:00,-0.01740699
2022-01-14 00:00:00+00:00,-0.04455639
2022-01-17 00:00:00+00:00,0.01336882
2022-01-18 00:00:00+00:00,-0.01433497
2022-01-19 00:00:00+00:00,0.03173037
2022-01-20 00:00:00+00:00,-0.00028891
2022-01-21 00:00:00+00:00,-0.03874283
2022-01-24 00:00:00+00:00,-0.03434379
2022-01-25 00:00:00+00:00,0.01346183
2022-01-26 00:00:00+00:00,0.01352428
2022-01-27 00:00:00+00:00,-0.00191273
2022-01-28 00:00:00+00:00,-0.00311013
2022-01-31 00:00:00+00:00,0.01221336
2022-02-01 00:00:00+00:00,0.01443187
2022-02-02 00:00:00+00:00,-0.00280517
2022-02-03 00:00:00+00:00,-0.04095095
2022-02-04 00:00:00+00:00,-0.02733035
2022-02-07 00:00:00+00:00,-0.00050782
2022-02-08 00:00:00+00:00,0.00074493
2022-02-09 00:00:00+00:00,0.02406447
2022-02-10 00:00:00+00:00,0.00121293
2022-02-11 00:00:00+00:00,-0.00783624
2022-02-14 00:00:00+00:00,-0.03131478
2022-02-15 00:00:00+00:00,0.01678234
2022-02-16 00:00:00+00:00,-0.00126189
2022-02-17 00:00:00+00:00,-0.00752705
2022-02-18 00:00:00+00:00,-0.01010840
2022-02-21 00:00:00+00:00,-0.00970135
2022-02-22 00:00:00+00:00,-0.00850844
2022-02-23 00:00:00+00:00,-0.01871116
2022-02-24 00:00:00+00:00,-0.01774319
2022-02-25 00:00:00+00:00,0.01804477
2022-02-28 00:00:00+00:00,0.00316734
2022-03-01 00:00:00+00:00,-0.04275329
2022-03-02 00:00:00+00:00,-0.00386818
2022-03-03 00:00:00+00:00,-0.04704943
2022-03-04 00:00:00+00:00,-0.04240187
