Date,TIN_LME
2023-09-07 00:00:00+00:00,-0.01447788
2023-09-08 00:00:00+00:00,-0.03953748
2023-09-11 00:00:00+00:00,0.01664299
2023-09-12 00:00:00+00:00,-0.02155051
2023-09-13 00:00:00+00:00,0.01276304
2023-09-14 00:00:00+00:00,0.01560133
2023-09-15 00:00:00+00:00,-0.01411733
2023-09-18 00:00:00+00:00,0.03661574
2023-09-19 00:00:00+00:00,-0.00784073
2023-09-20 00:00:00+00:00,0.00249920
2023-09-21 00:00:00+00:00,-0.04055808
2023-09-22 00:00:00+00:00,0.05036578
2023-09-25 00:00:00+00:00,-0.02779456
2023-09-26 00:00:00+00:00,0.00926866
2023-09-27 00:00:00+00:00,-0.02824681
2023-09-28 00:00:00+00:00,-0.02572171
2023-09-29 00:00:00+00:00,-0.10976663
2023-10-02 00:00:00+00:00,-0.03739923
2023-10-03 00:00:00+00:00,0.02942375
2023-10-04 00:00:00+00:00,0.00547679
2023-10-05 00:00:00+00:00,0.01720192
2023-10-06 00:00:00+00:00,0.04321987
2023-10-09 00:00:00+00:00,0.04007366
2023-10-10 00:00:00+00:00,-0.03408489
2023-10-11 00:00:00+00:00,0.01542593
2023-10-12 00:00:00+00:00,-0.01026006
2023-10-13 00:00:00+00:00,0.02388636
2023-10-16 00:00:00+00:00,0.01040260
2023-10-17 00:00:00+00:00,0.00954655
2023-10-18 00:00:00+00:00,0.01761520
2023-10-19 00:00:00+00:00,-0.02567219
2023-10-20 00:00:00+00:00,-0.01803415
2023-10-23 00:00:00+00:00,-0.00899146
2023-10-24 00:00:00+00:00,0.01587849
2023-10-25 00:00:00+00:00,0.00897089
2023-10-26 00:00:00+00:00,-0.03231577
2023-10-27 00:00:00+00:00,0.00746332
2023-10-30 00:00:00+00:00,0.00824289
2023-10-31 00:00:00+00:00,-0.07579261
2023-11-01 00:00:00+00:00,-0.01475093
2023-11-02 00:00:00+00:00,0.00462707
2023-11-03 00:00:00+00:00,0.03220015
2023-11-06 00:00:00+00:00,0.02531139
2023-11-07 00:00:00+00:00,-0.00892507
2023-11-08 00:00:00+00:00,0.02714425
2023-11-09 00:00:00+00:00,-0.00501961
2023-11-10 00:00:00+00:00,-0.01894054
2023-11-13 00:00:00+00:00,0.02547087
2023-11-14 00:00:00+00:00,0.02374282
2023-11-15 00:00:00+00:00,0.00894527
2023-11-16 00:00:00+00:00,-0.01046662
2023-11-17 00:00:00+00:00,-0.02542301
2023-11-20 00:00:00+00:00,0.00081535
2023-11-21 00:00:00+00:00,0.00905178
2023-11-22 00:00:00+00:00,-0.02600131
2023-11-23 00:00:00+00:00,-0.01620217
2023-11-24 00:00:00+00:00,-0.04800485
2023-11-27 00:00:00+00:00,-0.07659932
2023-11-28 00:00:00+00:00,0.02963544
2023-11-29 00:00:00+00:00,0.01503913
2023-11-30 00:00:00+00:00,-0.02233007
2023-12-01 00:00:00+00:00,0.04394124
2023-12-04 00:00:00+00:00,0.02613404
2023-12-05 00:00:00+00:00,-0.00684512
2023-12-06 00:00:00+00:00,0.04903643
2023-12-07 00:00:00+00:00,0.00754441
2023-12-08 00:00:00+00:00,-0.00890923
2023-12-11 00:00:00+00:00,-0.01746338
2023-12-12 00:00:00+00:00,0.01825534
2023-12-13 00:00:00+00:00,0.00671421
2023-12-14 00:00:00+00:00,0.05361247
2023-12-15 00:00:00+00:00,-0.01614448
2023-12-18 00:00:00+00:00,-0.02817655
2023-12-19 00:00:00+00:00,0.02518783
2023-12-20 00:00:00+00:00,0.00498196
2023-12-21 00:00:00+00:00,-0.00375995
2023-12-22 00:00:00+00:00,-0.02343566
2023-12-27 00:00:00+00:00,0.06313960
2023-12-28 00:00:00+00:00,0.00390509
2023-12-29 00:00:00+00:00,-0.02276012
2024-01-02 00:00:00+00:00,-0.01790136
2024-01-03 00:00:00+00:00,0.00735784
2024-01-04 00:00:00+00:00,-0.03722662
2024-01-05 00:00:00+00:00,-0.01693666
2024-01-08 00:00:00+00:00,-0.01138251
2024-01-09 00:00:00+00:00,-0.02168050
2024-01-10 00:00:00+00:00,0.01656571
2024-01-11 00:00:00+00:00,0.01006554
2024-01-12 00:00:00+00:00,0.00613788
2024-01-15 00:00:00+00:00,0.01018666
2024-01-16 00:00:00+00:00,0.03199635
2024-01-17 00:00:00+00:00,0.00678085
2024-01-18 00:00:00+00:00,0.00932909
2024-01-19 00:00:00+00:00,-0.00137311
2024-01-22 00:00:00+00:00,0.02514730
2024-01-23 00:00:00+00:00,0.04879639
2024-01-24 00:00:00+00:00,0.02037923
2024-01-25 00:00:00+00:00,0.01037303
2024-01-26 00:00:00+00:00,0.00131386
2024-01-29 00:00:00+00:00,-0.02511161
2024-01-30 00:00:00+00:00,-0.02580335
2024-01-31 00:00:00+00:00,0.01770108
2024-02-01 00:00:00+00:00,-0.03315891
2024-02-02 00:00:00+00:00,-0.02055205
2024-02-05 00:00:00+00:00,-0.05818230
2024-02-06 00:00:00+00:00,0.02806549
2024-02-07 00:00:00+00:00,0.02368587
2024-02-08 00:00:00+00:00,0.03185925
2024-02-09 00:00:00+00:00,0.03677637
2024-02-12 00:00:00+00:00,0.07029024
2024-02-13 00:00:00+00:00,0.01981189
2024-02-14 00:00:00+00:00,-0.00763544
2024-02-15 00:00:00+00:00,-0.01276568
2024-02-16 00:00:00+00:00,-0.02330551
2024-02-19 00:00:00+00:00,-0.04287393
2024-02-20 00:00:00+00:00,-0.00056609
2024-02-21 00:00:00+00:00,-0.00891824
2024-02-22 00:00:00+00:00,-0.00762236
2024-02-23 00:00:00+00:00,0.01624574
2024-02-26 00:00:00+00:00,-0.02311836
2024-02-27 00:00:00+00:00,0.02223892
2024-02-28 00:00:00+00:00,0.01592266
2024-02-29 00:00:00+00:00,-0.00093890
2024-03-01 00:00:00+00:00,-0.00560323
2024-03-04 00:00:00+00:00,0.02602974
2024-03-05 00:00:00+00:00,-0.00130363
2024-03-06 00:00:00+00:00,0.02663400
2024-03-07 00:00:00+00:00,0.03012739
2024-03-08 00:00:00+00:00,0.00234689
2024-03-11 00:00:00+00:00,-0.00000536
2024-03-12 00:00:00+00:00,-0.00867264
2024-03-13 00:00:00+00:00,0.03934267
2024-03-14 00:00:00+00:00,0.01261840
2024-03-15 00:00:00+00:00,0.02915373
2024-03-18 00:00:00+00:00,0.00086055
2024-03-19 00:00:00+00:00,-0.08833780
2024-03-20 00:00:00+00:00,-0.01586344
2024-03-21 00:00:00+00:00,0.04759062
2024-03-22 00:00:00+00:00,-0.00933713
2024-03-25 00:00:00+00:00,-0.00721087
2024-03-26 00:00:00+00:00,-0.01553913
2024-03-27 00:00:00+00:00,0.00672902
2024-03-28 00:00:00+00:00,-0.00689669
