Date,TIN_LME
2023-06-02 00:00:00+00:00,
2023-06-05 00:00:00+00:00,-0.00670076
2023-06-06 00:00:00+00:00,0.00400725
2023-06-07 00:00:00+00:00,0.00526020
2023-06-08 00:00:00+00:00,0.01397860
2023-06-09 00:00:00+00:00,0.05415544
2023-06-12 00:00:00+00:00,-0.04595035
2023-06-13 00:00:00+00:00,0.01210744
2023-06-14 00:00:00+00:00,0.05242213
2023-06-15 00:00:00+00:00,0.03763498
2023-06-16 00:00:00+00:00,-0.01875669
2023-06-19 00:00:00+00:00,-0.00312296
2023-06-20 00:00:00+00:00,-0.00257535
2023-06-21 00:00:00+00:00,0.03886911
2023-06-22 00:00:00+00:00,-0.01733219
2023-06-23 00:00:00+00:00,-0.04499218
2023-06-26 00:00:00+00:00,-0.06558385
2023-06-27 00:00:00+00:00,0.05228351
2023-06-28 00:00:00+00:00,-0.01324689
2023-06-29 00:00:00+00:00,-0.00444267
2023-06-30 00:00:00+00:00,0.04919702
2023-07-03 00:00:00+00:00,0.01780238
2023-07-04 00:00:00+00:00,-0.00379090
2023-07-05 00:00:00+00:00,0.02454096
2023-07-06 00:00:00+00:00,0.06477486
2023-07-07 00:00:00+00:00,-0.01397761
2023-07-10 00:00:00+00:00,-0.02780360
2023-07-11 00:00:00+00:00,-0.00045309
2023-07-12 00:00:00+00:00,0.08060350
2023-07-13 00:00:00+00:00,-0.01768729
2023-07-14 00:00:00+00:00,-0.01843564
2023-07-17 00:00:00+00:00,-0.01275561
2023-07-18 00:00:00+00:00,0.00903093
2023-07-19 00:00:00+00:00,-0.02900464
2023-07-20 00:00:00+00:00,0.04342795
2023-07-21 00:00:00+00:00,-0.01566984
2023-07-24 00:00:00+00:00,0.00787922
2023-07-25 00:00:00+00:00,0.02198575
2023-07-26 00:00:00+00:00,0.00724063
2023-07-27 00:00:00+00:00,-0.02203879
2023-07-28 00:00:00+00:00,0.00198937
2023-07-31 00:00:00+00:00,-0.00635723
2023-08-01 00:00:00+00:00,-0.06419537
2023-08-02 00:00:00+00:00,-0.02271622
2023-08-03 00:00:00+00:00,0.04494833
2023-08-04 00:00:00+00:00,-0.02390343
2023-08-07 00:00:00+00:00,0.00459592
2023-08-08 00:00:00+00:00,-0.03331709
2023-08-09 00:00:00+00:00,-0.00330027
2023-08-10 00:00:00+00:00,-0.02898442
2023-08-11 00:00:00+00:00,-0.03166457
2023-08-14 00:00:00+00:00,-0.08772509
2023-08-15 00:00:00+00:00,-0.01038729
2023-08-16 00:00:00+00:00,-0.00994421
2023-08-17 00:00:00+00:00,0.01821254
2023-08-18 00:00:00+00:00,-0.00455374
2023-08-21 00:00:00+00:00,0.03816365
2023-08-22 00:00:00+00:00,0.03192532
2023-08-23 00:00:00+00:00,0.00095784
2023-08-24 00:00:00+00:00,-0.02027453
2023-08-25 00:00:00+00:00,-0.02878413
2023-08-29 00:00:00+00:00,-0.00940316
2023-08-30 00:00:00+00:00,0.00571869
2023-08-31 00:00:00+00:00,-0.00608666
2023-09-01 00:00:00+00:00,0.03095476
2023-09-04 00:00:00+00:00,0.04506086
2023-09-05 00:00:00+00:00,0.00645621
2023-09-06 00:00:00+00:00,-0.01418658
