Date,COCOA
2000-01-04 00:00:00+00:00,
2000-01-05 00:00:00+00:00,-0.01180663
2000-01-06 00:00:00+00:00,0.02200513
2000-01-07 00:00:00+00:00,0.03102331
2000-01-10 00:00:00+00:00,-0.03200882
2000-01-11 00:00:00+00:00,0.01597557
2000-01-12 00:00:00+00:00,0.01813563
2000-01-13 00:00:00+00:00,0.03840200
2000-01-14 00:00:00+00:00,-0.04579633
2000-01-18 00:00:00+00:00,-0.04916388
2000-01-19 00:00:00+00:00,0.03714653
2000-01-20 00:00:00+00:00,0.02042527
2000-01-21 00:00:00+00:00,0.01681463
2000-01-24 00:00:00+00:00,-0.03506264
2000-01-25 00:00:00+00:00,-0.01505101
2000-01-26 00:00:00+00:00,0.01708626
2000-01-27 00:00:00+00:00,-0.04928225
2000-01-28 00:00:00+00:00,-0.02943651
2000-01-31 00:00:00+00:00,-0.03582868
2000-02-01 00:00:00+00:00,-0.07749489
2000-02-02 00:00:00+00:00,0.00482552
2000-02-03 00:00:00+00:00,0.01987462
2000-02-04 00:00:00+00:00,-0.02007749
2000-02-07 00:00:00+00:00,0.04240612
2000-02-08 00:00:00+00:00,-0.04197125
2000-02-09 00:00:00+00:00,0.03874431
2000-02-10 00:00:00+00:00,-0.01625116
2000-02-11 00:00:00+00:00,-0.03498326
2000-02-14 00:00:00+00:00,-0.04805933
2000-02-15 00:00:00+00:00,0.02302169
2000-02-16 00:00:00+00:00,0.03928568
2000-02-17 00:00:00+00:00,0.03229560
2000-02-18 00:00:00+00:00,0.00597672
2000-02-22 00:00:00+00:00,-0.04928352
2000-02-23 00:00:00+00:00,0.02495271
2000-02-24 00:00:00+00:00,-0.02129726
2000-02-25 00:00:00+00:00,-0.08237896
2000-02-28 00:00:00+00:00,0.01560458
2000-02-29 00:00:00+00:00,0.03377943
2000-03-01 00:00:00+00:00,0.02035902
2000-03-02 00:00:00+00:00,0.08228163
2000-03-03 00:00:00+00:00,0.04607914
2000-03-06 00:00:00+00:00,-0.00730532
2000-03-07 00:00:00+00:00,0.04017640
2000-03-08 00:00:00+00:00,0.01493006
2000-03-09 00:00:00+00:00,-0.02340448
2000-03-10 00:00:00+00:00,0.02092318
2000-03-13 00:00:00+00:00,0.04690986
2000-03-14 00:00:00+00:00,0.03892088
2000-03-15 00:00:00+00:00,-0.02172049
2000-03-16 00:00:00+00:00,0.07663491
2000-03-17 00:00:00+00:00,-0.01303654
2000-03-20 00:00:00+00:00,-0.07816595
2000-03-21 00:00:00+00:00,0.01556407
2000-03-22 00:00:00+00:00,0.00985250
2000-03-23 00:00:00+00:00,0.00978616
2000-03-24 00:00:00+00:00,-0.07755080
2000-03-27 00:00:00+00:00,-0.09893823
2000-03-28 00:00:00+00:00,0.04327460
2000-03-29 00:00:00+00:00,-0.04630556
2000-03-30 00:00:00+00:00,-0.00504733
2000-03-31 00:00:00+00:00,0.01557059
2000-04-03 00:00:00+00:00,-0.03871321
2000-04-04 00:00:00+00:00,0.05869127
2000-04-05 00:00:00+00:00,0.00576040
2000-04-06 00:00:00+00:00,0.03308827
2000-04-07 00:00:00+00:00,-0.03412367
2000-04-10 00:00:00+00:00,-0.00258207
2000-04-11 00:00:00+00:00,-0.01208036
2000-04-12 00:00:00+00:00,-0.00139999
2000-04-13 00:00:00+00:00,0.03328923
2000-04-14 00:00:00+00:00,-0.01547974
2000-04-17 00:00:00+00:00,0.04353245
2000-04-18 00:00:00+00:00,0.02635585
2000-04-19 00:00:00+00:00,-0.06184581
2000-04-20 00:00:00+00:00,-0.02147751
2000-04-24 00:00:00+00:00,-0.08612078
2000-04-25 00:00:00+00:00,0.00476602
2000-04-26 00:00:00+00:00,-0.01015397
2000-04-27 00:00:00+00:00,-0.03520378
2000-04-28 00:00:00+00:00,-0.02066633
2000-05-01 00:00:00+00:00,0.04372028
2000-05-02 00:00:00+00:00,0.00611100
2000-05-03 00:00:00+00:00,0.01735712
2000-05-04 00:00:00+00:00,-0.00020810
2000-05-05 00:00:00+00:00,-0.00265460
2000-05-08 00:00:00+00:00,-0.05763990
2000-05-09 00:00:00+00:00,0.04605825
2000-05-10 00:00:00+00:00,-0.00273775
2000-05-11 00:00:00+00:00,0.07777268
2000-05-12 00:00:00+00:00,-0.02927030
2000-05-15 00:00:00+00:00,-0.00630978
2000-05-16 00:00:00+00:00,0.06521732
2000-05-17 00:00:00+00:00,-0.03376704
2000-05-18 00:00:00+00:00,0.01744215
2000-05-19 00:00:00+00:00,0.06513973
2000-05-22 00:00:00+00:00,-0.03749225
2000-05-23 00:00:00+00:00,-0.01401527
2000-05-24 00:00:00+00:00,0.03455786
2000-05-25 00:00:00+00:00,-0.04353250
2000-05-26 00:00:00+00:00,0.01028810
2000-05-30 00:00:00+00:00,-0.01178850
2000-05-31 00:00:00+00:00,0.02894012
2000-06-01 00:00:00+00:00,0.01816951
2000-06-02 00:00:00+00:00,-0.00702905
2000-06-05 00:00:00+00:00,-0.03677469
2000-06-06 00:00:00+00:00,0.00211934
2000-06-07 00:00:00+00:00,-0.03504828
2000-06-08 00:00:00+00:00,0.11681654
2000-06-09 00:00:00+00:00,-0.04042929
2000-06-12 00:00:00+00:00,0.00778012
2000-06-13 00:00:00+00:00,-0.01039588
2000-06-14 00:00:00+00:00,0.00891023
2000-06-15 00:00:00+00:00,0.00432809
2000-06-16 00:00:00+00:00,0.00209757
2000-06-19 00:00:00+00:00,-0.04083269
2000-06-20 00:00:00+00:00,-0.00482468
2000-06-21 00:00:00+00:00,0.04493686
2000-06-22 00:00:00+00:00,0.11317605
2000-06-23 00:00:00+00:00,-0.16936715
2000-06-26 00:00:00+00:00,-0.06928563
2000-06-27 00:00:00+00:00,0.02052854
2000-06-28 00:00:00+00:00,0.01065195
2000-06-29 00:00:00+00:00,0.00579038
2000-06-30 00:00:00+00:00,0.00456790
2000-07-05 00:00:00+00:00,0.00577982
2000-07-06 00:00:00+00:00,-0.01685606
2000-07-07 00:00:00+00:00,0.03336371
2000-07-10 00:00:00+00:00,-0.00728612
2000-07-11 00:00:00+00:00,0.02582479
2000-07-12 00:00:00+00:00,-0.03974743
2000-07-13 00:00:00+00:00,0.02232654
2000-07-14 00:00:00+00:00,-0.02390933
