Date,US-FINANCE
2012-03-26 00:00:00+00:00,0.03129381
2012-03-27 00:00:00+00:00,-0.01510874
2012-03-28 00:00:00+00:00,0.00252059
2012-03-29 00:00:00+00:00,-0.01646939
2012-03-30 00:00:00+00:00,0.00764397
2012-04-02 00:00:00+00:00,0.01587901
2012-04-03 00:00:00+00:00,-0.01010572
2012-04-04 00:00:00+00:00,-0.03424550
2012-04-05 00:00:00+00:00,-0.00259386
2012-04-06 00:00:00+00:00,-0.00001405
2012-04-09 00:00:00+00:00,-0.03229171
2012-04-10 00:00:00+00:00,-0.04267932
2012-04-11 00:00:00+00:00,0.02882523
2012-04-12 00:00:00+00:00,0.04031610
2012-04-13 00:00:00+00:00,-0.04667675
2012-04-16 00:00:00+00:00,0.01259357
2012-04-17 00:00:00+00:00,0.02899992
2012-04-18 00:00:00+00:00,-0.01366364
2012-04-19 00:00:00+00:00,-0.01048518
2012-04-20 00:00:00+00:00,-0.00988247
2012-04-23 00:00:00+00:00,-0.01786550
2012-04-24 00:00:00+00:00,0.02333443
2012-04-25 00:00:00+00:00,0.01976785
2012-04-26 00:00:00+00:00,0.01532989
2012-04-27 00:00:00+00:00,-0.00001454
2012-04-30 00:00:00+00:00,-0.01037209
2012-05-01 00:00:00+00:00,0.02408969
2012-05-02 00:00:00+00:00,-0.01996920
2012-05-03 00:00:00+00:00,-0.01366828
2012-05-04 00:00:00+00:00,-0.03340194
2012-05-07 00:00:00+00:00,0.01330090
2012-05-08 00:00:00+00:00,-0.01588770
2012-05-09 00:00:00+00:00,-0.01934795
2012-05-10 00:00:00+00:00,0.00940975
2012-05-11 00:00:00+00:00,-0.02346520
2012-05-14 00:00:00+00:00,-0.04204866
2012-05-15 00:00:00+00:00,-0.01109502
2012-05-16 00:00:00+00:00,-0.02508432
2012-05-17 00:00:00+00:00,-0.04585389
2012-05-18 00:00:00+00:00,-0.02238885
2012-05-21 00:00:00+00:00,0.01823378
2012-05-22 00:00:00+00:00,0.01517533
2012-05-23 00:00:00+00:00,0.00788223
2012-05-24 00:00:00+00:00,0.00141542
2012-05-25 00:00:00+00:00,-0.00287256
2012-05-29 00:00:00+00:00,0.02431476
2012-05-30 00:00:00+00:00,-0.04101786
2012-05-31 00:00:00+00:00,0.01225597
2012-06-01 00:00:00+00:00,-0.07461935
2012-06-04 00:00:00+00:00,-0.02087863
2012-06-05 00:00:00+00:00,0.03311828
2012-06-06 00:00:00+00:00,0.05924486
2012-06-07 00:00:00+00:00,-0.00145324
2012-06-08 00:00:00+00:00,0.02229586
2012-06-11 00:00:00+00:00,-0.03346649
2012-06-12 00:00:00+00:00,0.00975731
2012-06-13 00:00:00+00:00,-0.00251164
2012-06-14 00:00:00+00:00,0.00933962
2012-06-15 00:00:00+00:00,0.00854143
2012-06-18 00:00:00+00:00,0.00458609
2012-06-19 00:00:00+00:00,0.01370090
2012-06-20 00:00:00+00:00,0.00415705
2012-06-21 00:00:00+00:00,-0.02312963
2012-06-22 00:00:00+00:00,0.00706488
2012-06-25 00:00:00+00:00,-0.02035355
2012-06-26 00:00:00+00:00,0.00751881
2012-06-27 00:00:00+00:00,0.01030688
2012-06-28 00:00:00+00:00,-0.00211358
2012-06-29 00:00:00+00:00,0.02820635
2012-07-02 00:00:00+00:00,0.06172558
2012-07-03 00:00:00+00:00,0.00716019
2012-07-05 00:00:00+00:00,-0.01424913
2012-07-06 00:00:00+00:00,-0.00929324
2012-07-09 00:00:00+00:00,-0.00208659
2012-07-10 00:00:00+00:00,-0.00766004
2012-07-11 00:00:00+00:00,0.00806467
2012-07-12 00:00:00+00:00,-0.00730971
2012-07-13 00:00:00+00:00,0.02488341
2012-07-16 00:00:00+00:00,-0.00034482
2012-07-17 00:00:00+00:00,0.00547100
2012-07-18 00:00:00+00:00,-0.00544657
2012-07-19 00:00:00+00:00,-0.00581834
2012-07-20 00:00:00+00:00,-0.01411128
2012-07-23 00:00:00+00:00,-0.01082306
2012-07-24 00:00:00+00:00,-0.00035567
2012-07-25 00:00:00+00:00,0.00140911
2012-07-26 00:00:00+00:00,0.01480141
2012-07-27 00:00:00+00:00,0.01979558
2012-07-30 00:00:00+00:00,-0.00102490
2012-07-31 00:00:00+00:00,-0.00443528
2012-08-01 00:00:00+00:00,-0.00376980
2012-08-02 00:00:00+00:00,-0.01100288
2012-08-03 00:00:00+00:00,0.02815207
2012-08-06 00:00:00+00:00,0.00168751
2012-08-07 00:00:00+00:00,0.00472198
2012-08-08 00:00:00+00:00,-0.00000303
2012-08-09 00:00:00+00:00,0.01477667
2012-08-10 00:00:00+00:00,-0.00102295
2012-08-13 00:00:00+00:00,-0.00639396
2012-08-14 00:00:00+00:00,0.00133033
2012-08-15 00:00:00+00:00,0.00167714
2012-08-16 00:00:00+00:00,0.00603396
2012-08-17 00:00:00+00:00,0.00333093
2012-08-20 00:00:00+00:00,0.00265485
2012-08-21 00:00:00+00:00,0.00264766
2012-08-22 00:00:00+00:00,-0.00000296
2012-08-23 00:00:00+00:00,-0.00958636
2012-08-24 00:00:00+00:00,0.00333392
2012-08-27 00:00:00+00:00,0.00099471
2012-08-28 00:00:00+00:00,-0.00166409
2012-08-29 00:00:00+00:00,0.00132830
2012-08-30 00:00:00+00:00,-0.00532013
2012-08-31 00:00:00+00:00,0.00634561
2012-09-04 00:00:00+00:00,-0.00000282
2012-09-05 00:00:00+00:00,0.00066105
2012-09-06 00:00:00+00:00,0.02388556
2012-09-07 00:00:00+00:00,0.01198667
2012-09-10 00:00:00+00:00,-0.00800802
2012-09-11 00:00:00+00:00,0.00580738
2012-09-12 00:00:00+00:00,0.00737843
2012-09-13 00:00:00+00:00,0.02357156
2012-09-14 00:00:00+00:00,0.10301609
2012-09-17 00:00:00+00:00,-0.02466827
2012-09-18 00:00:00+00:00,-0.01028247
2012-09-19 00:00:00+00:00,-0.00158103
2012-09-20 00:00:00+00:00,-0.01818545
2012-09-21 00:00:00+00:00,0.01303674
2012-09-24 00:00:00+00:00,-0.01359712
2012-09-25 00:00:00+00:00,-0.01554879
2012-09-26 00:00:00+00:00,-0.00515926
2012-09-27 00:00:00+00:00,0.00939163
2012-09-28 00:00:00+00:00,-0.00321185
2012-10-01 00:00:00+00:00,0.01448569
2012-10-02 00:00:00+00:00,-0.00920596
2012-10-03 00:00:00+00:00,0.00960669
2012-10-04 00:00:00+00:00,0.01427376
2012-10-05 00:00:00+00:00,0.00093556
2012-10-08 00:00:00+00:00,-0.00125282
2012-10-09 00:00:00+00:00,-0.00375752
2012-10-10 00:00:00+00:00,-0.00031690
2012-10-12 00:00:00+00:00,-0.01225542
2012-10-15 00:00:00+00:00,0.00985695
2012-10-16 00:00:00+00:00,0.00818588
2012-10-17 00:00:00+00:00,0.01280547
2012-10-18 00:00:00+00:00,0.00647452
2012-10-19 00:00:00+00:00,-0.01501953
2012-10-22 00:00:00+00:00,-0.00498118
2012-10-23 00:00:00+00:00,-0.01376156
2012-10-24 00:00:00+00:00,0.00538688
2012-10-25 00:00:00+00:00,-0.00757176
2012-10-26 00:00:00+00:00,-0.00127415
2012-10-31 00:00:00+00:00,0.00667835
2012-11-01 00:00:00+00:00,0.01263948
2012-11-02 00:00:00+00:00,-0.00593276
2012-11-05 00:00:00+00:00,-0.00125885
2012-11-06 00:00:00+00:00,0.01037113
2012-11-07 00:00:00+00:00,-0.02924980
2012-11-08 00:00:00+00:00,-0.00096408
2012-11-09 00:00:00+00:00,-0.00481493
2012-11-12 00:00:00+00:00,-0.00387109
2012-11-13 00:00:00+00:00,0.00193879
2012-11-14 00:00:00+00:00,-0.02842673
2012-11-15 00:00:00+00:00,0.00398711
2012-11-16 00:00:00+00:00,-0.00265126
2012-11-19 00:00:00+00:00,0.02854992
2012-11-20 00:00:00+00:00,0.00290257
2012-11-21 00:00:00+00:00,0.00225030
2012-11-23 00:00:00+00:00,0.00738339
2012-11-26 00:00:00+00:00,-0.00223425
2012-11-27 00:00:00+00:00,-0.00223924
2012-11-28 00:00:00+00:00,-0.00384528
2012-11-29 00:00:00+00:00,0.01060499
2012-11-30 00:00:00+00:00,-0.00350098
2012-12-03 00:00:00+00:00,-0.00064104
2012-12-04 00:00:00+00:00,-0.00447409
2012-12-05 00:00:00+00:00,0.01250928
2012-12-06 00:00:00+00:00,0.00126475
2012-12-07 00:00:00+00:00,0.00695963
2012-12-10 00:00:00+00:00,-0.00125961
2012-12-11 00:00:00+00:00,0.00503236
2012-12-12 00:00:00+00:00,0.00876446
2012-12-13 00:00:00+00:00,0.00248110
2012-12-18 00:00:00+00:00,0.02857583
2012-12-19 00:00:00+00:00,0.00305282
2012-12-20 00:00:00+00:00,0.00273901
2012-12-21 00:00:00+00:00,0.00941229
2012-12-24 00:00:00+00:00,-0.00154167
2012-12-26 00:00:00+00:00,0.00152806
2012-12-27 00:00:00+00:00,-0.01100456
2012-12-28 00:00:00+00:00,-0.00247247
2012-12-31 00:00:00+00:00,0.01239031
2013-01-02 00:00:00+00:00,0.02600768
2013-01-03 00:00:00+00:00,0.00089275
2013-01-04 00:00:00+00:00,0.01430077
2013-01-07 00:00:00+00:00,-0.00528980
2013-01-08 00:00:00+00:00,-0.00147850
2013-01-09 00:00:00+00:00,0.00088562
2013-01-10 00:00:00+00:00,0.01093191
2013-01-11 00:00:00+00:00,-0.00380203
2013-01-14 00:00:00+00:00,-0.00499038
2013-01-15 00:00:00+00:00,0.00795986
2013-01-16 00:00:00+00:00,-0.00058725
2013-01-17 00:00:00+00:00,0.00087597
2013-01-18 00:00:00+00:00,0.00204527
2013-01-22 00:00:00+00:00,0.00671125
2013-01-23 00:00:00+00:00,0.00086770
2013-01-24 00:00:00+00:00,0.00637086
2013-01-25 00:00:00+00:00,0.00258856
2013-01-28 00:00:00+00:00,-0.00287320
2013-01-29 00:00:00+00:00,0.00201358
2013-01-30 00:00:00+00:00,-0.00143875
2013-01-31 00:00:00+00:00,-0.00403096
2013-02-01 00:00:00+00:00,0.01617839
2013-02-04 00:00:00+00:00,-0.01450297
2013-02-05 00:00:00+00:00,0.01269257
2013-02-06 00:00:00+00:00,-0.00456038
2013-02-07 00:00:00+00:00,0.00114285
2013-02-08 00:00:00+00:00,0.00228505
2013-02-11 00:00:00+00:00,0.00570204
2013-02-12 00:00:00+00:00,0.01985013
2013-02-13 00:00:00+00:00,-0.01418503
2013-02-14 00:00:00+00:00,0.00366432
2013-02-15 00:00:00+00:00,-0.00534290
2013-02-19 00:00:00+00:00,0.00988649
2013-02-20 00:00:00+00:00,-0.01455291
2013-02-21 00:00:00+00:00,-0.00908920
2013-02-22 00:00:00+00:00,0.01231739
2013-02-25 00:00:00+00:00,-0.02576053
2013-02-26 00:00:00+00:00,0.00551667
2013-02-27 00:00:00+00:00,0.01502153
2013-02-28 00:00:00+00:00,-0.00199556
2013-03-01 00:00:00+00:00,0.00427542
2013-03-04 00:00:00+00:00,0.00709772
2013-03-05 00:00:00+00:00,0.00873950
2013-03-06 00:00:00+00:00,0.00810468
2013-03-07 00:00:00+00:00,0.10371336
2013-03-08 00:00:00+00:00,0.00743162
2013-03-11 00:00:00+00:00,0.00851104
2013-03-12 00:00:00+00:00,-0.00820259
2013-03-13 00:00:00+00:00,0.00246003
2013-03-14 00:00:00+00:00,0.00603133
2013-03-15 00:00:00+00:00,0.00408696
2013-03-18 00:00:00+00:00,-0.00977703
2013-03-19 00:00:00+00:00,-0.00576034
2013-03-20 00:00:00+00:00,0.00551375
2013-03-21 00:00:00+00:00,-0.01069855
2013-03-22 00:00:00+00:00,0.00277048
2013-03-25 00:00:00+00:00,-0.00304331
2013-03-26 00:00:00+00:00,0.00859467
2013-03-27 00:00:00+00:00,-0.00467658
2013-03-28 00:00:00+00:00,0.00193173
2013-04-01 00:00:00+00:00,-0.00413783
2013-04-02 00:00:00+00:00,0.00332015
2013-04-03 00:00:00+00:00,-0.01352266
2013-04-04 00:00:00+00:00,0.00587215
2013-04-05 00:00:00+00:00,0.00111052
2013-04-08 00:00:00+00:00,0.00999817
2013-04-09 00:00:00+00:00,0.00357339
2013-04-10 00:00:00+00:00,0.01013779
2013-04-11 00:00:00+00:00,0.00406755
2013-04-12 00:00:00+00:00,-0.00297386
2013-04-15 00:00:00+00:00,-0.01815894
2013-04-16 00:00:00+00:00,0.01159105
2013-04-17 00:00:00+00:00,-0.01964684
2013-04-18 00:00:00+00:00,-0.01029935
2013-04-19 00:00:00+00:00,0.01321569
2013-04-22 00:00:00+00:00,-0.00055657
2013-04-23 00:00:00+00:00,0.02138147
2013-04-24 00:00:00+00:00,0.00706751
2013-04-25 00:00:00+00:00,0.00269823
2013-04-26 00:00:00+00:00,-0.00242474
2013-04-29 00:00:00+00:00,0.00269765
2013-04-30 00:00:00+00:00,0.00322874
2013-05-01 00:00:00+00:00,-0.00805092
2013-05-02 00:00:00+00:00,0.00378530
2013-05-03 00:00:00+00:00,0.01401099
2013-05-06 00:00:00+00:00,0.00876840
2013-05-07 00:00:00+00:00,0.00895560
2013-05-08 00:00:00+00:00,0.00443738
2013-05-09 00:00:00+00:00,-0.00546007
2013-05-10 00:00:00+00:00,0.00287394
2013-05-13 00:00:00+00:00,0.00286548
2013-05-14 00:00:00+00:00,0.01818993
2013-05-15 00:00:00+00:00,0.00842154
2013-05-16 00:00:00+00:00,-0.00658153
2013-05-17 00:00:00+00:00,0.01452131
2013-05-20 00:00:00+00:00,0.00200777
2013-05-21 00:00:00+00:00,0.00375813
2013-05-22 00:00:00+00:00,-0.01298490
2013-05-23 00:00:00+00:00,-0.00404876
2013-05-24 00:00:00+00:00,-0.00152520
2013-05-28 00:00:00+00:00,0.01373562
2013-05-29 00:00:00+00:00,0.08230732
2013-05-30 00:00:00+00:00,0.01002724
2013-05-31 00:00:00+00:00,-0.01863923
2013-06-03 00:00:00+00:00,0.00278418
2013-06-04 00:00:00+00:00,-0.00505184
2013-06-05 00:00:00+00:00,-0.02005217
2013-06-06 00:00:00+00:00,0.00051659
2013-06-07 00:00:00+00:00,0.02743855
2013-06-10 00:00:00+00:00,0.00201435
2013-06-11 00:00:00+00:00,-0.01684814
2013-06-12 00:00:00+00:00,-0.00920850
2013-06-13 00:00:00+00:00,-0.02116809
2013-06-14 00:00:00+00:00,0.00952527
2013-06-17 00:00:00+00:00,0.00485062
2013-06-18 00:00:00+00:00,0.00482698
2013-06-19 00:00:00+00:00,-0.01416428
2013-06-20 00:00:00+00:00,-0.02052475
2013-06-21 00:00:00+00:00,-0.00288236
2013-06-24 00:00:00+00:00,-0.01681283
2013-06-25 00:00:00+00:00,0.01923415
2013-06-26 00:00:00+00:00,0.00995899
2013-06-27 00:00:00+00:00,0.01167766
2013-06-28 00:00:00+00:00,-0.00307949
2013-07-01 00:00:00+00:00,-0.00027013
2013-07-02 00:00:00+00:00,0.00077008
2013-07-03 00:00:00+00:00,-0.00256984
2013-07-05 00:00:00+00:00,0.01648097
2013-07-08 00:00:00+00:00,0.00911958
2013-07-09 00:00:00+00:00,0.00803295
2013-07-10 00:00:00+00:00,-0.00672591
2013-07-11 00:00:00+00:00,0.01078122
2013-07-12 00:00:00+00:00,0.00520857
2013-07-15 00:00:00+00:00,0.00493471
2013-07-16 00:00:00+00:00,-0.00442156
2013-07-17 00:00:00+00:00,0.00542582
2013-07-18 00:00:00+00:00,0.01226608
2013-07-19 00:00:00+00:00,0.00072639
2013-07-22 00:00:00+00:00,0.00968659
2013-07-23 00:00:00+00:00,-0.00263930
2013-07-24 00:00:00+00:00,-0.00889921
2013-07-25 00:00:00+00:00,-0.00097134
2013-07-26 00:00:00+00:00,-0.00145794
2013-07-29 00:00:00+00:00,0.00608040
2013-07-30 00:00:00+00:00,-0.01402420
2013-07-31 00:00:00+00:00,0.00097982
2013-08-01 00:00:00+00:00,0.01567746
2013-08-02 00:00:00+00:00,-0.00000099
2013-08-05 00:00:00+00:00,-0.00217203
2013-08-06 00:00:00+00:00,-0.00749476
2013-08-07 00:00:00+00:00,-0.00682056
2013-08-08 00:00:00+00:00,-0.00294403
2013-08-09 00:00:00+00:00,0.00319577
2013-08-12 00:00:00+00:00,-0.00637573
2013-08-13 00:00:00+00:00,0.00517980
2013-08-14 00:00:00+00:00,-0.00466513
2013-08-15 00:00:00+00:00,-0.01331830
2013-08-16 00:00:00+00:00,-0.00150089
2013-08-19 00:00:00+00:00,-0.01401907
2013-08-20 00:00:00+00:00,0.01040726
2013-08-21 00:00:00+00:00,-0.00552890
2013-08-22 00:00:00+00:00,0.00656799
2013-08-23 00:00:00+00:00,0.00150518
2013-08-26 00:00:00+00:00,-0.01328434
2013-08-27 00:00:00+00:00,-0.01447916
2013-08-28 00:00:00+00:00,0.00025675
2013-08-29 00:00:00+00:00,0.00721379
2013-08-30 00:00:00+00:00,-0.00869858
2013-09-03 00:00:00+00:00,0.00774123
2013-09-04 00:00:00+00:00,0.00716966
2013-09-05 00:00:00+00:00,0.00533873
2013-09-06 00:00:00+00:00,-0.00075929
2013-09-09 00:00:00+00:00,0.01012332
2013-09-10 00:00:00+00:00,0.01027255
2013-09-11 00:00:00+00:00,0.00148739
2013-09-12 00:00:00+00:00,0.02922175
2013-09-13 00:00:00+00:00,-0.00075839
2013-09-16 00:00:00+00:00,0.02614616
2013-09-17 00:00:00+00:00,0.00319443
2013-09-18 00:00:00+00:00,0.00172089
2013-09-19 00:00:00+00:00,0.00515436
2013-09-20 00:00:00+00:00,-0.00537283
2013-09-23 00:00:00+00:00,-0.01350412
2013-09-24 00:00:00+00:00,-0.00323614
2013-09-25 00:00:00+00:00,0.00199694
2013-09-26 00:00:00+00:00,-0.00448556
2013-09-27 00:00:00+00:00,0.00100069
2013-09-30 00:00:00+00:00,-0.00850255
2013-10-01 00:00:00+00:00,0.00554771
2013-10-02 00:00:00+00:00,-0.00025159
2013-10-03 00:00:00+00:00,-0.00526928
2013-10-04 00:00:00+00:00,0.00680881
2013-10-07 00:00:00+00:00,-0.01127353
2013-10-08 00:00:00+00:00,-0.00962912
2013-10-09 00:00:00+00:00,0.00127783
2013-10-10 00:00:00+00:00,0.02861375
2013-10-11 00:00:00+00:00,0.00347550
2013-10-14 00:00:00+00:00,0.00569117
2013-10-15 00:00:00+00:00,-0.00689512
2013-10-16 00:00:00+00:00,0.02279782
2013-10-17 00:00:00+00:00,0.00896401
2013-10-18 00:00:00+00:00,0.00119992
2013-10-21 00:00:00+00:00,-0.00120046
2013-10-22 00:00:00+00:00,0.00192010
2013-10-23 00:00:00+00:00,-0.00862994
2013-10-24 00:00:00+00:00,-0.00024277
2013-10-25 00:00:00+00:00,0.00531945
2013-10-28 00:00:00+00:00,-0.00264734
