Date,SP500
2000-01-04 00:00:00+00:00,
2000-01-05 00:00:00+00:00,0.00267319
2000-01-06 00:00:00+00:00,-0.01430310
2000-01-07 00:00:00+00:00,0.08103858
2000-01-10 00:00:00+00:00,0.01969086
2000-01-11 00:00:00+00:00,-0.02863397
2000-01-12 00:00:00+00:00,-0.01735389
2000-01-13 00:00:00+00:00,0.02411301
2000-01-14 00:00:00+00:00,0.02657180
2000-01-18 00:00:00+00:00,-0.01300507
2000-01-19 00:00:00+00:00,0.00528427
2000-01-20 00:00:00+00:00,-0.02188515
2000-01-21 00:00:00+00:00,-0.00496489
2000-01-24 00:00:00+00:00,-0.05797220
2000-01-25 00:00:00+00:00,0.00975201
2000-01-26 00:00:00+00:00,-0.00439161
2000-01-27 00:00:00+00:00,-0.00863813
2000-01-28 00:00:00+00:00,-0.06257657
2000-01-31 00:00:00+00:00,0.05180996
2000-02-01 00:00:00+00:00,0.02196016
2000-02-02 00:00:00+00:00,-0.00157693
2000-02-03 00:00:00+00:00,0.02949635
2000-02-04 00:00:00+00:00,-0.00712472
2000-02-07 00:00:00+00:00,-0.00575154
2000-02-08 00:00:00+00:00,0.02574403
2000-02-09 00:00:00+00:00,-0.03889303
2000-02-10 00:00:00+00:00,0.00194988
2000-02-11 00:00:00+00:00,-0.03255987
2000-02-14 00:00:00+00:00,0.00269833
2000-02-15 00:00:00+00:00,0.01627231
2000-02-16 00:00:00+00:00,-0.02499014
2000-02-17 00:00:00+00:00,-0.01021797
2000-02-18 00:00:00+00:00,-0.04778705
2000-02-22 00:00:00+00:00,-0.00608134
2000-02-23 00:00:00+00:00,0.02355161
2000-02-24 00:00:00+00:00,-0.01482140
2000-02-25 00:00:00+00:00,-0.02526136
2000-02-28 00:00:00+00:00,0.01477829
2000-02-29 00:00:00+00:00,0.03543920
2000-03-01 00:00:00+00:00,0.01878188
2000-03-02 00:00:00+00:00,-0.00016856
2000-03-03 00:00:00+00:00,0.03811076
2000-03-06 00:00:00+00:00,-0.02284917
2000-03-07 00:00:00+00:00,-0.06181924
2000-03-08 00:00:00+00:00,0.02053956
2000-03-09 00:00:00+00:00,0.05469444
2000-03-10 00:00:00+00:00,-0.00729384
2000-03-13 00:00:00+00:00,-0.02233030
2000-03-14 00:00:00+00:00,-0.00234081
2000-03-15 00:00:00+00:00,0.04911731
2000-03-16 00:00:00+00:00,0.09176643
2000-03-17 00:00:00+00:00,0.01471309
2000-03-20 00:00:00+00:00,-0.01494746
2000-03-21 00:00:00+00:00,0.03974637
2000-03-22 00:00:00+00:00,0.01375328
2000-03-23 00:00:00+00:00,0.03474220
2000-03-24 00:00:00+00:00,0.01472393
2000-03-27 00:00:00+00:00,-0.02266463
2000-03-28 00:00:00+00:00,-0.01057501
2000-03-29 00:00:00+00:00,0.00048143
2000-03-30 00:00:00+00:00,-0.03415854
2000-03-31 00:00:00+00:00,0.01378160
2000-04-03 00:00:00+00:00,0.01699066
