Date,JPY
2001-07-05 00:00:00+00:00,-0.02268855
2001-07-06 00:00:00+00:00,-0.00434317
2001-07-09 00:00:00+00:00,0.00915921
2001-07-10 00:00:00+00:00,0.00064886
2001-07-11 00:00:00+00:00,0.01583719
2001-07-12 00:00:00+00:00,0.00854782
2001-07-13 00:00:00+00:00,-0.01805182
2001-07-16 00:00:00+00:00,-0.00928075
2001-07-17 00:00:00+00:00,0.00513703
2001-07-18 00:00:00+00:00,0.01793003
2001-07-19 00:00:00+00:00,0.00852790
2001-07-20 00:00:00+00:00,0.00898183
2001-07-23 00:00:00+00:00,-0.02622873
2001-07-24 00:00:00+00:00,0.00831765
2001-07-25 00:00:00+00:00,0.00384644
2001-07-26 00:00:00+00:00,-0.00206420
2001-07-27 00:00:00+00:00,0.00125790
2001-07-30 00:00:00+00:00,-0.02481991
2001-07-31 00:00:00+00:00,0.00040216
2001-08-01 00:00:00+00:00,0.00687669
2001-08-02 00:00:00+00:00,0.01355195
2001-08-03 00:00:00+00:00,0.00113673
2001-08-06 00:00:00+00:00,-0.00329753
2001-08-07 00:00:00+00:00,0.00582553
2001-08-08 00:00:00+00:00,0.00113528
2001-08-09 00:00:00+00:00,0.02522582
2001-08-10 00:00:00+00:00,-0.00349208
2001-08-13 00:00:00+00:00,-0.00763119
2001-08-14 00:00:00+00:00,0.01308746
2001-08-15 00:00:00+00:00,0.03385485
2001-08-16 00:00:00+00:00,-0.00486151
2001-08-17 00:00:00+00:00,-0.00678435
2001-08-20 00:00:00+00:00,-0.00824709
2001-08-21 00:00:00+00:00,0.01592086
2001-08-22 00:00:00+00:00,-0.01179749
2001-08-23 00:00:00+00:00,0.01120178
2001-08-24 00:00:00+00:00,-0.00690281
2001-08-27 00:00:00+00:00,0.00350336
2001-08-28 00:00:00+00:00,-0.00380255
2001-08-29 00:00:00+00:00,-0.00069181
2001-08-30 00:00:00+00:00,0.01285953
2001-08-31 00:00:00+00:00,0.00920193
2001-09-04 00:00:00+00:00,-0.01195278
2001-09-05 00:00:00+00:00,-0.02145019
2001-09-06 00:00:00+00:00,-0.00563821
2001-09-07 00:00:00+00:00,0.01442328
2001-09-10 00:00:00+00:00,-0.01341394
2001-09-11 00:00:00+00:00,0.01006245
2001-09-13 00:00:00+00:00,0.02673572
2001-09-14 00:00:00+00:00,0.02685081
2001-09-17 00:00:00+00:00,0.00355187
2001-09-18 00:00:00+00:00,0.00413041
2001-09-19 00:00:00+00:00,-0.00669561
2001-09-20 00:00:00+00:00,0.02457774
2001-09-21 00:00:00+00:00,-0.01274680
2001-09-24 00:00:00+00:00,-0.01399174
2001-09-25 00:00:00+00:00,-0.00099891
2001-09-26 00:00:00+00:00,-0.00439147
2001-09-27 00:00:00+00:00,-0.03076517
2001-09-28 00:00:00+00:00,0.00267267
2001-10-01 00:00:00+00:00,-0.01277983
2001-10-02 00:00:00+00:00,-0.01058671
2001-10-03 00:00:00+00:00,0.00030034
2001-10-04 00:00:00+00:00,0.00114178
2001-10-05 00:00:00+00:00,0.00510454
2001-10-09 00:00:00+00:00,0.00113789
2001-10-10 00:00:00+00:00,-0.00197604
2001-10-11 00:00:00+00:00,-0.01779684
2001-10-12 00:00:00+00:00,0.00066376
2001-10-15 00:00:00+00:00,0.00670652
2001-10-16 00:00:00+00:00,-0.00620351
2001-10-17 00:00:00+00:00,0.00078516
2001-10-18 00:00:00+00:00,0.00090634
2001-10-19 00:00:00+00:00,-0.00005972
2001-10-22 00:00:00+00:00,-0.02202727
2001-10-23 00:00:00+00:00,-0.00396516
2001-10-24 00:00:00+00:00,-0.00299387
2001-10-25 00:00:00+00:00,-0.00165044
2001-10-26 00:00:00+00:00,0.00239237
2001-10-29 00:00:00+00:00,0.01169294
2001-10-30 00:00:00+00:00,-0.00005583
2001-10-31 00:00:00+00:00,-0.00516567
2001-11-01 00:00:00+00:00,0.00555557
2001-11-02 00:00:00+00:00,0.00262052
2001-11-05 00:00:00+00:00,-0.00029809
2001-11-06 00:00:00+00:00,0.01161239
2001-11-07 00:00:00+00:00,0.00212489
2001-11-08 00:00:00+00:00,0.01370344
2001-11-09 00:00:00+00:00,-0.00196681
2001-11-13 00:00:00+00:00,-0.02295745
2001-11-14 00:00:00+00:00,-0.00005111
2001-11-15 00:00:00+00:00,-0.01448844
2001-11-16 00:00:00+00:00,-0.00763039
2001-11-19 00:00:00+00:00,-0.00643236
2001-11-20 00:00:00+00:00,0.00905505
2001-11-21 00:00:00+00:00,-0.00789455
2001-11-23 00:00:00+00:00,-0.01948767
2001-11-26 00:00:00+00:00,0.00392077
2001-11-27 00:00:00+00:00,0.00168297
2001-11-28 00:00:00+00:00,0.01493568
2001-11-29 00:00:00+00:00,-0.01135819
2001-11-30 00:00:00+00:00,0.00304176
2001-12-03 00:00:00+00:00,-0.00881024
2001-12-04 00:00:00+00:00,-0.00203050
2001-12-05 00:00:00+00:00,-0.00141296
2001-12-06 00:00:00+00:00,-0.00836635
2001-12-07 00:00:00+00:00,-0.01351231
2001-12-10 00:00:00+00:00,-0.00971153
2001-12-11 00:00:00+00:00,-0.00067560
2001-12-12 00:00:00+00:00,-0.00055058
2001-12-13 00:00:00+00:00,-0.00042508
2001-12-14 00:00:00+00:00,-0.01670772
2001-12-17 00:00:00+00:00,0.00262514
2001-12-18 00:00:00+00:00,-0.00461635
2001-12-19 00:00:00+00:00,-0.00488072
2001-12-20 00:00:00+00:00,-0.00769764
2001-12-21 00:00:00+00:00,-0.01745718
2001-12-24 00:00:00+00:00,-0.00056382
2001-12-26 00:00:00+00:00,-0.01709914
2001-12-27 00:00:00+00:00,-0.01385830
2001-12-28 00:00:00+00:00,0.00887488
2001-12-31 00:00:00+00:00,-0.00723071
2002-01-02 00:00:00+00:00,-0.00869787
2002-01-03 00:00:00+00:00,0.00469239
2002-01-04 00:00:00+00:00,0.01229887
2002-01-07 00:00:00+00:00,-0.00135212
2002-01-08 00:00:00+00:00,-0.02525579
2002-01-09 00:00:00+00:00,0.00127720
2002-01-10 00:00:00+00:00,-0.00163195
2002-01-11 00:00:00+00:00,0.01120098
2002-01-14 00:00:00+00:00,0.00048326
2002-01-15 00:00:00+00:00,0.00889829
2002-01-16 00:00:00+00:00,-0.00881439
2002-01-17 00:00:00+00:00,-0.00832738
2002-01-18 00:00:00+00:00,-0.00347696
2002-01-22 00:00:00+00:00,-0.01988462
2002-01-23 00:00:00+00:00,-0.00512211
2002-01-24 00:00:00+00:00,-0.00794796
2002-01-25 00:00:00+00:00,0.00694526
2002-01-28 00:00:00+00:00,0.01375434
2002-01-29 00:00:00+00:00,-0.00031325
2002-01-30 00:00:00+00:00,0.00900334
2002-01-31 00:00:00+00:00,-0.02946358
2002-02-01 00:00:00+00:00,0.02415851
2002-02-04 00:00:00+00:00,0.01323935
2002-02-05 00:00:00+00:00,-0.02354303
2002-02-06 00:00:00+00:00,0.00395972
2002-02-07 00:00:00+00:00,0.00075298
2002-02-08 00:00:00+00:00,-0.01736831
2002-02-11 00:00:00+00:00,0.01769471
2002-02-12 00:00:00+00:00,0.01274213
2002-02-13 00:00:00+00:00,-0.00984377
2002-02-14 00:00:00+00:00,0.01751242
2002-02-15 00:00:00+00:00,-0.00901493
2002-02-19 00:00:00+00:00,-0.01488404
2002-02-20 00:00:00+00:00,-0.00084839
2002-02-21 00:00:00+00:00,-0.00912641
2002-02-22 00:00:00+00:00,0.00156180
2002-02-25 00:00:00+00:00,0.00263261
2002-02-26 00:00:00+00:00,-0.01021895
2002-02-27 00:00:00+00:00,0.00560208
2002-02-28 00:00:00+00:00,0.00893962
2002-03-01 00:00:00+00:00,0.00542622
2002-03-04 00:00:00+00:00,0.01553255
2002-03-05 00:00:00+00:00,-0.00004875
2002-03-06 00:00:00+00:00,0.02136000
2002-03-07 00:00:00+00:00,0.06179762
2002-03-08 00:00:00+00:00,-0.02681209
2002-03-11 00:00:00+00:00,0.00702178
2002-03-12 00:00:00+00:00,-0.00812175
2002-03-13 00:00:00+00:00,-0.01162705
2002-03-14 00:00:00+00:00,0.00409025
2002-03-15 00:00:00+00:00,0.00537244
2002-03-18 00:00:00+00:00,-0.03523754
