Date,EU-INSURE
2021-07-28 00:00:00+00:00,0.00033803
2021-07-29 00:00:00+00:00,0.00678528
2021-07-30 00:00:00+00:00,-0.00707913
2021-08-02 00:00:00+00:00,-0.00577187
2021-08-03 00:00:00+00:00,-0.00000142
2021-08-04 00:00:00+00:00,0.00682685
2021-08-05 00:00:00+00:00,0.00813688
2021-08-06 00:00:00+00:00,0.01446209
2021-08-09 00:00:00+00:00,0.00563519
2021-08-10 00:00:00+00:00,0.00725199
2021-08-11 00:00:00+00:00,0.00916389
2021-08-12 00:00:00+00:00,0.01232424
2021-08-13 00:00:00+00:00,0.00288222
2021-08-16 00:00:00+00:00,-0.00575255
2021-08-17 00:00:00+00:00,-0.00289409
2021-08-18 00:00:00+00:00,0.00547687
2021-08-19 00:00:00+00:00,-0.01506558
2021-08-20 00:00:00+00:00,0.00357809
2021-08-23 00:00:00+00:00,0.00907770
2021-08-24 00:00:00+00:00,0.00353309
2021-08-25 00:00:00+00:00,-0.00032162
2021-08-26 00:00:00+00:00,-0.00608731
2021-08-27 00:00:00+00:00,0.00160987
2021-08-30 00:00:00+00:00,-0.00514928
2021-08-31 00:00:00+00:00,-0.00420568
2021-09-01 00:00:00+00:00,0.00324653
2021-09-02 00:00:00+00:00,0.00388347
2021-09-03 00:00:00+00:00,-0.00451595
2021-09-06 00:00:00+00:00,0.00615356
2021-09-07 00:00:00+00:00,-0.00515246
2021-09-08 00:00:00+00:00,-0.00291390
2021-09-09 00:00:00+00:00,-0.00486983
2021-09-10 00:00:00+00:00,-0.00815528
2021-09-13 00:00:00+00:00,0.01634800
2021-09-14 00:00:00+00:00,-0.00848717
2021-09-15 00:00:00+00:00,-0.00032922
2021-09-16 00:00:00+00:00,-0.00098555
2021-09-17 00:00:00+00:00,-0.01051354
2021-09-20 00:00:00+00:00,-0.03187334
2021-09-21 00:00:00+00:00,0.00925856
2021-09-22 00:00:00+00:00,0.02072632
2021-09-23 00:00:00+00:00,0.00266228
2021-09-24 00:00:00+00:00,-0.00166100
2021-09-27 00:00:00+00:00,0.01429913
2021-09-28 00:00:00+00:00,-0.01541097
2021-09-29 00:00:00+00:00,0.00765787
2021-09-30 00:00:00+00:00,0.00264270
2021-10-01 00:00:00+00:00,0.00131734
2021-10-04 00:00:00+00:00,-0.00000106
2021-10-05 00:00:00+00:00,0.01250709
