Date,CLP
2016-03-31 00:00:00+00:00,0.00473321
2016-04-01 00:00:00+00:00,0.00665890
2016-04-04 00:00:00+00:00,-0.00458994
2016-04-05 00:00:00+00:00,-0.01026432
2016-04-06 00:00:00+00:00,-0.00351238
2016-04-07 00:00:00+00:00,-0.02677861
2016-04-08 00:00:00+00:00,0.00226363
2016-04-11 00:00:00+00:00,0.01522709
2016-04-12 00:00:00+00:00,0.01949280
2016-04-13 00:00:00+00:00,0.00772149
2016-04-14 00:00:00+00:00,0.02030849
2016-04-15 00:00:00+00:00,-0.00967284
2016-04-18 00:00:00+00:00,0.00910440
2016-04-19 00:00:00+00:00,0.01075255
2016-04-20 00:00:00+00:00,0.00679337
2016-04-21 00:00:00+00:00,-0.02398811
2016-04-22 00:00:00+00:00,-0.00315866
2016-04-25 00:00:00+00:00,-0.00818901
2016-04-26 00:00:00+00:00,0.00134700
2016-04-27 00:00:00+00:00,0.01078521
2016-04-28 00:00:00+00:00,0.01674755
2016-04-29 00:00:00+00:00,-0.00354841
2016-05-02 00:00:00+00:00,0.00089975
2016-05-03 00:00:00+00:00,-0.02192854
2016-05-04 00:00:00+00:00,-0.00474221
2016-05-05 00:00:00+00:00,0.00972305
2016-05-06 00:00:00+00:00,0.00903082
2016-05-09 00:00:00+00:00,-0.03784837
2016-05-10 00:00:00+00:00,-0.00657141
2016-05-11 00:00:00+00:00,-0.00114962
2016-05-12 00:00:00+00:00,-0.01399682
2016-05-13 00:00:00+00:00,-0.01762026
2016-05-16 00:00:00+00:00,-0.00840403
2016-05-17 00:00:00+00:00,0.01430356
2016-05-18 00:00:00+00:00,-0.02223633
2016-05-19 00:00:00+00:00,0.00838934
2016-05-20 00:00:00+00:00,0.00833633
2016-05-23 00:00:00+00:00,-0.00859294
2016-05-24 00:00:00+00:00,-0.00214629
2016-05-25 00:00:00+00:00,0.00868991
2016-05-26 00:00:00+00:00,0.01364989
2016-05-27 00:00:00+00:00,0.00209552
2016-05-31 00:00:00+00:00,-0.01399361
2016-06-01 00:00:00+00:00,-0.00279398
2016-06-02 00:00:00+00:00,0.00612657
2016-06-03 00:00:00+00:00,0.01688179
2016-06-06 00:00:00+00:00,0.01156106
2016-06-07 00:00:00+00:00,0.00311655
2016-06-08 00:00:00+00:00,0.01301285
2016-06-09 00:00:00+00:00,-0.01400574
2016-06-10 00:00:00+00:00,-0.01363414
2016-06-13 00:00:00+00:00,0.00024025
2016-06-14 00:00:00+00:00,-0.01456346
2016-06-15 00:00:00+00:00,0.01217920
2016-06-16 00:00:00+00:00,-0.00970353
2016-06-17 00:00:00+00:00,0.01283878
2016-06-20 00:00:00+00:00,0.01718022
2016-06-21 00:00:00+00:00,0.01114493
2016-06-22 00:00:00+00:00,0.00188516
2016-06-23 00:00:00+00:00,0.01358512
2016-06-24 00:00:00+00:00,-0.02284882
2016-06-27 00:00:00+00:00,-0.01252671
2016-06-28 00:00:00+00:00,0.04534343
2016-06-29 00:00:00+00:00,0.01679562
2016-06-30 00:00:00+00:00,-0.00098531
2016-07-01 00:00:00+00:00,0.00351238
2016-07-05 00:00:00+00:00,-0.01585569
2016-07-06 00:00:00+00:00,0.00229129
2016-07-07 00:00:00+00:00,-0.01072165
2016-07-08 00:00:00+00:00,0.02255352
2016-07-11 00:00:00+00:00,-0.00877937
2016-07-12 00:00:00+00:00,0.00567954
2016-07-13 00:00:00+00:00,0.01070014
2016-07-14 00:00:00+00:00,0.01654095
2016-07-15 00:00:00+00:00,-0.00697445
2016-07-18 00:00:00+00:00,0.01380412
2016-07-19 00:00:00+00:00,-0.00515204
2016-07-20 00:00:00+00:00,-0.00404191
2016-07-21 00:00:00+00:00,0.00515262
2016-07-22 00:00:00+00:00,0.00123150
2016-07-25 00:00:00+00:00,-0.02714578
2016-07-26 00:00:00+00:00,-0.00666892
2016-07-27 00:00:00+00:00,-0.01668362
2016-07-28 00:00:00+00:00,0.01507686
2016-07-29 00:00:00+00:00,0.00727209
2016-08-01 00:00:00+00:00,0.00863926
2016-08-02 00:00:00+00:00,0.00400744
2016-08-03 00:00:00+00:00,-0.00099214
2016-08-04 00:00:00+00:00,0.00459133
2016-08-05 00:00:00+00:00,-0.00196392
2016-08-08 00:00:00+00:00,0.00497968
2016-08-09 00:00:00+00:00,0.00483907
2016-08-10 00:00:00+00:00,0.01315763
2016-08-11 00:00:00+00:00,0.01954562
2016-08-12 00:00:00+00:00,-0.02125436
2016-08-15 00:00:00+00:00,0.00501720
2016-08-16 00:00:00+00:00,-0.01028287
2016-08-17 00:00:00+00:00,-0.01982295
2016-08-18 00:00:00+00:00,0.00144583
2016-08-19 00:00:00+00:00,-0.01193402
2016-08-22 00:00:00+00:00,-0.01982102
2016-08-23 00:00:00+00:00,-0.00869253
2016-08-24 00:00:00+00:00,0.00705239
2016-08-25 00:00:00+00:00,0.01805755
2016-08-26 00:00:00+00:00,-0.01646788
2016-08-29 00:00:00+00:00,-0.00703589
2016-08-30 00:00:00+00:00,-0.00973717
2016-08-31 00:00:00+00:00,-0.00519950
2016-09-01 00:00:00+00:00,-0.01456040
2016-09-02 00:00:00+00:00,0.02971154
2016-09-06 00:00:00+00:00,0.02575764
2016-09-07 00:00:00+00:00,0.00405270
2016-09-08 00:00:00+00:00,-0.00630876
2016-09-09 00:00:00+00:00,-0.02183049
2016-09-12 00:00:00+00:00,0.00671652
2016-09-13 00:00:00+00:00,-0.02173983
2016-09-14 00:00:00+00:00,0.00773525
2016-09-15 00:00:00+00:00,0.00639657
2016-09-16 00:00:00+00:00,-0.01144660
2016-09-19 00:00:00+00:00,0.00235438
2016-09-20 00:00:00+00:00,0.01473957
2016-09-21 00:00:00+00:00,0.01837304
2016-09-22 00:00:00+00:00,0.01688124
2016-09-23 00:00:00+00:00,-0.00349453
2016-09-26 00:00:00+00:00,-0.00449613
2016-09-27 00:00:00+00:00,-0.00039927
2016-09-28 00:00:00+00:00,0.00085091
2016-09-29 00:00:00+00:00,0.00760441
2016-09-30 00:00:00+00:00,0.00340063
2016-10-03 00:00:00+00:00,-0.00307912
2016-10-04 00:00:00+00:00,-0.01119932
2016-10-05 00:00:00+00:00,-0.00331854
2016-10-06 00:00:00+00:00,-0.00580271
2016-10-07 00:00:00+00:00,-0.00675062
2016-10-10 00:00:00+00:00,-0.00101997
2016-10-11 00:00:00+00:00,0.00701988
2016-10-12 00:00:00+00:00,0.00241116
2016-10-13 00:00:00+00:00,-0.01122857
2016-10-14 00:00:00+00:00,0.00066125
2016-10-17 00:00:00+00:00,0.00100189
2016-10-18 00:00:00+00:00,0.00616794
2016-10-19 00:00:00+00:00,0.00940438
2016-10-20 00:00:00+00:00,-0.00631559
2016-10-21 00:00:00+00:00,0.00304405
2016-10-24 00:00:00+00:00,0.02333960
2016-10-25 00:00:00+00:00,0.01538621
2016-10-26 00:00:00+00:00,-0.00223464
2016-10-27 00:00:00+00:00,0.01132054
2016-10-28 00:00:00+00:00,-0.00270185
2016-10-31 00:00:00+00:00,-0.00434784
2016-11-01 00:00:00+00:00,0.00620037
2016-11-02 00:00:00+00:00,0.00486581
2016-11-03 00:00:00+00:00,-0.00833063
2016-11-04 00:00:00+00:00,-0.01202900
2016-11-07 00:00:00+00:00,0.01143506
2016-11-08 00:00:00+00:00,0.01546054
2016-11-09 00:00:00+00:00,-0.00453852
2016-11-10 00:00:00+00:00,-0.03245176
2016-11-11 00:00:00+00:00,-0.02155931
2016-11-14 00:00:00+00:00,-0.01097380
2016-11-15 00:00:00+00:00,-0.00237286
2016-11-16 00:00:00+00:00,-0.00921214
2016-11-17 00:00:00+00:00,-0.00441726
2016-11-18 00:00:00+00:00,-0.00642979
2016-11-21 00:00:00+00:00,0.01424633
2016-11-22 00:00:00+00:00,-0.00884887
2016-11-23 00:00:00+00:00,-0.00055836
2016-11-25 00:00:00+00:00,-0.00617785
2016-11-28 00:00:00+00:00,0.01364012
2016-11-29 00:00:00+00:00,0.00708971
2016-11-30 00:00:00+00:00,-0.00726926
2016-12-01 00:00:00+00:00,-0.00044233
2016-12-02 00:00:00+00:00,0.01174911
2016-12-05 00:00:00+00:00,0.01932881
2016-12-06 00:00:00+00:00,0.01361817
2016-12-07 00:00:00+00:00,0.01565689
2016-12-08 00:00:00+00:00,0.00149268
2016-12-09 00:00:00+00:00,0.00804207
2016-12-12 00:00:00+00:00,0.00821365
2016-12-13 00:00:00+00:00,-0.00386090
2016-12-14 00:00:00+00:00,-0.01283312
2016-12-15 00:00:00+00:00,-0.02950093
2016-12-16 00:00:00+00:00,-0.02815520
2016-12-19 00:00:00+00:00,-0.00972639
2016-12-20 00:00:00+00:00,0.00534143
2016-12-21 00:00:00+00:00,0.00707878
2016-12-22 00:00:00+00:00,-0.00561069
2016-12-23 00:00:00+00:00,0.00565672
2016-12-27 00:00:00+00:00,-0.00325248
2016-12-28 00:00:00+00:00,0.00891176
2016-12-29 00:00:00+00:00,0.01362473
2016-12-30 00:00:00+00:00,-0.00375862
2017-01-03 00:00:00+00:00,-0.01295683
2017-01-04 00:00:00+00:00,0.01188246
2017-01-05 00:00:00+00:00,0.02789062
2017-01-06 00:00:00+00:00,-0.01685812
2017-01-09 00:00:00+00:00,-0.00890424
2017-01-10 00:00:00+00:00,0.00186056
2017-01-11 00:00:00+00:00,0.00031324
2017-01-12 00:00:00+00:00,0.02588617
2017-01-13 00:00:00+00:00,0.00639743
2017-01-17 00:00:00+00:00,0.01113291
2017-01-18 00:00:00+00:00,-0.00985151
2017-01-19 00:00:00+00:00,-0.00508610
2017-01-20 00:00:00+00:00,0.01433723
2017-01-23 00:00:00+00:00,0.00838291
2017-01-24 00:00:00+00:00,0.00266125
2017-01-25 00:00:00+00:00,0.01252468
2017-01-26 00:00:00+00:00,-0.00753936
2017-01-27 00:00:00+00:00,0.00233306
2017-01-30 00:00:00+00:00,0.00702330
2017-01-31 00:00:00+00:00,-0.00201420
2017-02-01 00:00:00+00:00,0.00041732
2017-02-02 00:00:00+00:00,0.01669918
2017-02-03 00:00:00+00:00,0.00771132
2017-02-06 00:00:00+00:00,-0.00494030
2017-02-07 00:00:00+00:00,-0.02173305
2017-02-08 00:00:00+00:00,-0.00033795
2017-02-09 00:00:00+00:00,0.00523961
2017-02-10 00:00:00+00:00,0.02350761
2017-02-13 00:00:00+00:00,-0.00833616
2017-02-14 00:00:00+00:00,0.00697989
2017-02-15 00:00:00+00:00,0.00344960
2017-02-16 00:00:00+00:00,0.00139146
2017-02-17 00:00:00+00:00,-0.01649239
2017-02-21 00:00:00+00:00,0.00280828
2017-02-22 00:00:00+00:00,0.00166181
2017-02-23 00:00:00+00:00,0.00371786
2017-02-24 00:00:00+00:00,-0.01362364
2017-02-27 00:00:00+00:00,-0.00305288
2017-02-28 00:00:00+00:00,-0.00142088
2017-03-01 00:00:00+00:00,-0.00778400
2017-03-02 00:00:00+00:00,-0.01301489
2017-03-03 00:00:00+00:00,-0.00779931
2017-03-06 00:00:00+00:00,-0.01545962
2017-03-07 00:00:00+00:00,0.00818405
2017-03-08 00:00:00+00:00,-0.01355389
2017-03-09 00:00:00+00:00,-0.00612171
2017-03-10 00:00:00+00:00,0.00364361
2017-03-13 00:00:00+00:00,-0.00778550
2017-03-14 00:00:00+00:00,-0.00763750
2017-03-15 00:00:00+00:00,-0.00016956
2017-03-16 00:00:00+00:00,0.02365442
2017-03-17 00:00:00+00:00,0.00362032
2017-03-20 00:00:00+00:00,0.00261154
2017-03-21 00:00:00+00:00,0.00308442
2017-03-22 00:00:00+00:00,-0.01076655
2017-03-23 00:00:00+00:00,-0.00095527
2017-03-24 00:00:00+00:00,0.00854107
2017-03-27 00:00:00+00:00,-0.01237869
2017-03-28 00:00:00+00:00,-0.00287417
2017-03-29 00:00:00+00:00,0.00869246
2017-03-30 00:00:00+00:00,-0.00352872
2017-03-31 00:00:00+00:00,0.00632302
2017-04-03 00:00:00+00:00,0.00583792
2017-04-04 00:00:00+00:00,-0.00621743
2017-04-05 00:00:00+00:00,0.00552352
2017-04-06 00:00:00+00:00,0.00729172
2017-04-07 00:00:00+00:00,-0.00009869
2017-04-10 00:00:00+00:00,0.01443568
2017-04-11 00:00:00+00:00,-0.00961052
2017-04-12 00:00:00+00:00,0.00272506
2017-04-13 00:00:00+00:00,0.01418060
2017-04-17 00:00:00+00:00,0.01295830
2017-04-18 00:00:00+00:00,-0.01175896
2017-04-19 00:00:00+00:00,-0.00341569
2017-04-20 00:00:00+00:00,0.00097619
2017-04-21 00:00:00+00:00,-0.01024722
2017-04-24 00:00:00+00:00,-0.00622363
2017-04-25 00:00:00+00:00,-0.02078645
2017-04-26 00:00:00+00:00,-0.00837183
2017-04-27 00:00:00+00:00,0.00396469
2017-04-28 00:00:00+00:00,0.00163519
2017-05-01 00:00:00+00:00,0.00204420
2017-05-02 00:00:00+00:00,-0.01718275
2017-05-03 00:00:00+00:00,-0.00658847
2017-05-04 00:00:00+00:00,-0.01686510
2017-05-05 00:00:00+00:00,0.01230170
2017-05-08 00:00:00+00:00,-0.02033893
2017-05-09 00:00:00+00:00,-0.00077467
2017-05-10 00:00:00+00:00,0.00643119
