Date,SWISSLEAD
2022-03-14 00:00:00+00:00,
2022-03-15 00:00:00+00:00,-0.00564940
2022-03-16 00:00:00+00:00,0.05406875
2022-03-17 00:00:00+00:00,0.02526314
2022-03-18 00:00:00+00:00,0.02376960
2022-03-21 00:00:00+00:00,0.01063324
2022-03-22 00:00:00+00:00,0.01121369
2022-03-23 00:00:00+00:00,-0.01956307
2022-03-24 00:00:00+00:00,-0.00530859
2022-03-25 00:00:00+00:00,-0.00638851
2022-03-28 00:00:00+00:00,0.01431634
2022-03-29 00:00:00+00:00,0.03415290
2022-03-30 00:00:00+00:00,-0.00907324
2022-03-31 00:00:00+00:00,-0.01455864
2022-04-01 00:00:00+00:00,0.00063489
2022-04-04 00:00:00+00:00,0.01197138
2022-04-05 00:00:00+00:00,-0.00503616
2022-04-06 00:00:00+00:00,-0.02112767
2022-04-07 00:00:00+00:00,0.00923848
2022-04-08 00:00:00+00:00,0.01490249
2022-04-11 00:00:00+00:00,0.00372054
2022-04-12 00:00:00+00:00,-0.01330676
2022-04-13 00:00:00+00:00,-0.00517067
2022-04-14 00:00:00+00:00,0.02219061
2022-04-19 00:00:00+00:00,-0.01547974
2022-04-20 00:00:00+00:00,0.00757816
2022-04-21 00:00:00+00:00,0.00796763
2022-04-22 00:00:00+00:00,-0.02226939
2022-04-25 00:00:00+00:00,-0.03625838
2022-04-26 00:00:00+00:00,-0.02939083
2022-04-27 00:00:00+00:00,0.00927980
2022-04-28 00:00:00+00:00,0.00912587
2022-04-29 00:00:00+00:00,0.01784959
2022-05-02 00:00:00+00:00,-0.01883136
2022-05-03 00:00:00+00:00,-0.00098309
2022-05-04 00:00:00+00:00,-0.01387489
2022-05-05 00:00:00+00:00,-0.00469687
2022-05-06 00:00:00+00:00,-0.02580775
2022-05-09 00:00:00+00:00,-0.05914481
2022-05-10 00:00:00+00:00,0.01654258
2022-05-11 00:00:00+00:00,0.02002389
2022-05-12 00:00:00+00:00,-0.00639718
2022-05-13 00:00:00+00:00,0.03135036
2022-05-16 00:00:00+00:00,0.00242116
2022-05-17 00:00:00+00:00,0.00993313
2022-05-18 00:00:00+00:00,-0.02453450
2022-05-19 00:00:00+00:00,-0.04364921
2022-05-20 00:00:00+00:00,0.00158362
2022-05-23 00:00:00+00:00,0.02460465
2022-05-24 00:00:00+00:00,0.00066002
2022-05-25 00:00:00+00:00,-0.00046211
2022-05-27 00:00:00+00:00,-0.02236036
2022-05-30 00:00:00+00:00,0.08271557
2022-05-31 00:00:00+00:00,-0.02782518
2022-06-01 00:00:00+00:00,-0.02257241
2022-06-02 00:00:00+00:00,0.01441312
2022-06-03 00:00:00+00:00,-0.00356994
2022-06-07 00:00:00+00:00,0.00643285
2022-06-08 00:00:00+00:00,-0.01564985
2022-06-09 00:00:00+00:00,-0.02559737
2022-06-10 00:00:00+00:00,-0.05251726
2022-06-13 00:00:00+00:00,-0.02558374
2022-06-14 00:00:00+00:00,-0.01405797
2022-06-15 00:00:00+00:00,0.01119598
2022-06-16 00:00:00+00:00,-0.03693050
2022-06-17 00:00:00+00:00,0.00659759
2022-06-20 00:00:00+00:00,-0.00867717
2022-06-21 00:00:00+00:00,0.00480776
2022-06-22 00:00:00+00:00,0.00305077
2022-06-23 00:00:00+00:00,-0.00998059
2022-06-24 00:00:00+00:00,0.03442085
2022-06-27 00:00:00+00:00,0.00459259
2022-06-28 00:00:00+00:00,-0.00322805
2022-06-29 00:00:00+00:00,-0.00564414
2022-06-30 00:00:00+00:00,-0.00936474
2022-07-01 00:00:00+00:00,0.00526580
2022-07-04 00:00:00+00:00,0.00882195
2022-07-05 00:00:00+00:00,-0.01630629
2022-07-06 00:00:00+00:00,0.01127163
2022-07-07 00:00:00+00:00,0.01229306
2022-07-08 00:00:00+00:00,0.01016908
2022-07-11 00:00:00+00:00,-0.00266126
2022-07-12 00:00:00+00:00,0.00231221
2022-07-13 00:00:00+00:00,-0.01267477
2022-07-14 00:00:00+00:00,-0.01091796
2022-07-15 00:00:00+00:00,0.01084489
2022-07-18 00:00:00+00:00,0.00862773
2022-07-19 00:00:00+00:00,0.01318529
2022-07-20 00:00:00+00:00,-0.00165308
2022-07-21 00:00:00+00:00,0.00762855
2022-07-22 00:00:00+00:00,-0.00560704
2022-07-25 00:00:00+00:00,-0.00024495
2022-07-26 00:00:00+00:00,-0.01115337
2022-07-27 00:00:00+00:00,-0.00181872
2022-07-28 00:00:00+00:00,0.01446821
2022-07-29 00:00:00+00:00,0.03006224
2022-08-02 00:00:00+00:00,-0.01632877
2022-08-03 00:00:00+00:00,0.01850972
2022-08-04 00:00:00+00:00,0.00669320
2022-08-05 00:00:00+00:00,-0.01263453
2022-08-08 00:00:00+00:00,0.00763601
2022-08-09 00:00:00+00:00,-0.01456736
2022-08-10 00:00:00+00:00,0.01357547
