Date,PLAT
2000-04-20 00:00:00+00:00,-0.03833115
2000-04-24 00:00:00+00:00,-0.09741306
2000-04-25 00:00:00+00:00,0.01662733
2000-04-26 00:00:00+00:00,-0.01552816
2000-04-27 00:00:00+00:00,0.09797283
2000-04-28 00:00:00+00:00,0.13312426
2000-05-01 00:00:00+00:00,0.01144974
2000-05-02 00:00:00+00:00,-0.05677514
2000-05-03 00:00:00+00:00,-0.03867582
2000-05-04 00:00:00+00:00,0.03499478
2000-05-05 00:00:00+00:00,-0.02850537
2000-05-08 00:00:00+00:00,0.00657356
2000-05-09 00:00:00+00:00,0.01833776
2000-05-10 00:00:00+00:00,0.02734586
2000-05-11 00:00:00+00:00,-0.00018856
2000-05-12 00:00:00+00:00,-0.00510383
2000-05-15 00:00:00+00:00,-0.02411539
2000-05-16 00:00:00+00:00,0.01859892
2000-05-17 00:00:00+00:00,0.01180953
2000-05-18 00:00:00+00:00,0.07539748
2000-05-19 00:00:00+00:00,0.06941111
2000-05-22 00:00:00+00:00,0.02575279
2000-05-23 00:00:00+00:00,0.04051574
2000-05-24 00:00:00+00:00,0.02123925
2000-05-25 00:00:00+00:00,-0.05265891
2000-05-26 00:00:00+00:00,0.01476215
2000-05-30 00:00:00+00:00,0.02577621
2000-05-31 00:00:00+00:00,-0.02673686
2000-06-01 00:00:00+00:00,0.00260315
2000-06-02 00:00:00+00:00,0.05321132
2000-06-05 00:00:00+00:00,0.02335604
2000-06-06 00:00:00+00:00,-0.02490256
2000-06-07 00:00:00+00:00,-0.06039310
2000-06-08 00:00:00+00:00,0.01984376
2000-06-09 00:00:00+00:00,-0.00518365
2000-06-12 00:00:00+00:00,0.02380556
2000-06-13 00:00:00+00:00,-0.00716718
2000-06-14 00:00:00+00:00,-0.04767606
2000-06-15 00:00:00+00:00,-0.00093522
2000-06-16 00:00:00+00:00,0.01984623
2000-06-19 00:00:00+00:00,0.05561513
2000-06-20 00:00:00+00:00,0.05013966
2000-06-21 00:00:00+00:00,-0.02401064
2000-06-22 00:00:00+00:00,0.02319659
2000-06-23 00:00:00+00:00,-0.03398287
2000-06-26 00:00:00+00:00,0.04990143
2000-06-27 00:00:00+00:00,-0.03696861
2000-06-28 00:00:00+00:00,0.05929894
2000-06-29 00:00:00+00:00,-0.03265284
2000-06-30 00:00:00+00:00,-0.04599044
2000-07-05 00:00:00+00:00,-0.08903259
2000-07-06 00:00:00+00:00,0.02913549
2000-07-07 00:00:00+00:00,0.02186718
2000-07-10 00:00:00+00:00,0.02576272
2000-07-11 00:00:00+00:00,-0.00093025
2000-07-12 00:00:00+00:00,0.01207827
2000-07-13 00:00:00+00:00,0.01978075
2000-07-14 00:00:00+00:00,0.05020460
2000-07-17 00:00:00+00:00,0.05279102
2000-07-18 00:00:00+00:00,-0.01187176
2000-07-19 00:00:00+00:00,-0.00352358
2000-07-20 00:00:00+00:00,0.04253937
2000-07-21 00:00:00+00:00,-0.00501920
2000-07-24 00:00:00+00:00,-0.01679236
2000-07-25 00:00:00+00:00,-0.02824389
2000-07-26 00:00:00+00:00,-0.00354893
2000-07-27 00:00:00+00:00,-0.00479744
2000-07-28 00:00:00+00:00,0.00654976
2000-07-31 00:00:00+00:00,0.04789152
2000-08-01 00:00:00+00:00,0.03880080
2000-08-02 00:00:00+00:00,0.04136946
2000-08-03 00:00:00+00:00,-0.10892989
2000-08-04 00:00:00+00:00,0.00495535
2000-08-07 00:00:00+00:00,-0.03021927
2000-08-08 00:00:00+00:00,0.04908142
2000-08-09 00:00:00+00:00,-0.01854341
2000-08-10 00:00:00+00:00,0.03300776
2000-08-11 00:00:00+00:00,-0.05313188
2000-08-14 00:00:00+00:00,-0.00690121
2000-08-15 00:00:00+00:00,0.02888557
2000-08-16 00:00:00+00:00,-0.00263886
2000-08-17 00:00:00+00:00,-0.01907329
2000-08-18 00:00:00+00:00,-0.00831077
2000-08-21 00:00:00+00:00,0.02388715
2000-08-22 00:00:00+00:00,-0.00474108
2000-08-23 00:00:00+00:00,-0.00159304
2000-08-24 00:00:00+00:00,0.00855772
2000-08-25 00:00:00+00:00,0.02350423
2000-08-28 00:00:00+00:00,0.02012675
2000-08-29 00:00:00+00:00,0.02469591
2000-08-30 00:00:00+00:00,-0.00777059
2000-08-31 00:00:00+00:00,-0.01524231
2000-09-01 00:00:00+00:00,0.03253325
2000-09-05 00:00:00+00:00,0.02668559
2000-09-06 00:00:00+00:00,0.03240554
2000-09-07 00:00:00+00:00,-0.01442685
2000-09-08 00:00:00+00:00,0.01580457
2000-09-11 00:00:00+00:00,-0.01717897
2000-09-12 00:00:00+00:00,-0.00414197
2000-09-13 00:00:00+00:00,-0.03219008
2000-09-14 00:00:00+00:00,-0.03190024
2000-09-15 00:00:00+00:00,0.02439293
2000-09-18 00:00:00+00:00,0.00420306
2000-09-19 00:00:00+00:00,-0.00558750
2000-09-20 00:00:00+00:00,-0.01083640
2000-09-21 00:00:00+00:00,-0.01496493
2000-09-22 00:00:00+00:00,-0.00343614
2000-09-25 00:00:00+00:00,-0.01353413
2000-09-26 00:00:00+00:00,-0.04531540
2000-09-27 00:00:00+00:00,0.00315485
2000-09-28 00:00:00+00:00,0.02877100
2000-09-29 00:00:00+00:00,-0.02075439
2000-10-02 00:00:00+00:00,-0.02592614
2000-10-03 00:00:00+00:00,0.00409821
2000-10-04 00:00:00+00:00,0.00444573
2000-10-05 00:00:00+00:00,0.02934575
2000-10-06 00:00:00+00:00,0.00156213
2000-10-09 00:00:00+00:00,0.00506445
2000-10-10 00:00:00+00:00,-0.00648146
2000-10-11 00:00:00+00:00,0.01207888
2000-10-12 00:00:00+00:00,0.00956615
2000-10-13 00:00:00+00:00,-0.00539133
2000-10-16 00:00:00+00:00,-0.02800291
2000-10-17 00:00:00+00:00,-0.01217960
2000-10-18 00:00:00+00:00,0.01824999
2000-10-19 00:00:00+00:00,0.05533271
2000-10-20 00:00:00+00:00,-0.00839981
2000-10-23 00:00:00+00:00,-0.02727209
2000-10-24 00:00:00+00:00,-0.03806791
2000-10-25 00:00:00+00:00,0.01963832
2000-10-26 00:00:00+00:00,-0.00685783
2000-10-27 00:00:00+00:00,-0.00863172
2000-10-30 00:00:00+00:00,0.00933727
2000-10-31 00:00:00+00:00,0.03107702
2000-11-01 00:00:00+00:00,0.00084322
2000-11-02 00:00:00+00:00,0.05651322
2000-11-03 00:00:00+00:00,-0.01532636
2000-11-06 00:00:00+00:00,-0.01950855
2000-11-07 00:00:00+00:00,0.02751520
2000-11-08 00:00:00+00:00,-0.00154553
2000-11-09 00:00:00+00:00,0.00925917
2000-11-10 00:00:00+00:00,-0.00859689
2000-11-13 00:00:00+00:00,-0.02314466
2000-11-14 00:00:00+00:00,0.01465682
2000-11-15 00:00:00+00:00,-0.01512538
2000-11-16 00:00:00+00:00,-0.02173285
2000-11-17 00:00:00+00:00,0.02330656
2000-11-20 00:00:00+00:00,0.01176093
2000-11-21 00:00:00+00:00,-0.01785171
2000-11-22 00:00:00+00:00,-0.00105112
2000-11-27 00:00:00+00:00,0.02108780
2000-11-28 00:00:00+00:00,0.03441343
2000-11-29 00:00:00+00:00,0.00281072
2000-11-30 00:00:00+00:00,0.01912352
2000-12-01 00:00:00+00:00,0.02242035
2000-12-04 00:00:00+00:00,0.03281729
2000-12-05 00:00:00+00:00,-0.04744617
2000-12-06 00:00:00+00:00,-0.00677289
2000-12-07 00:00:00+00:00,0.02359807
2000-12-08 00:00:00+00:00,-0.01634779
2000-12-11 00:00:00+00:00,0.02021093
2000-12-12 00:00:00+00:00,0.01772523
2000-12-13 00:00:00+00:00,-0.02891454
2000-12-14 00:00:00+00:00,0.02521518
2000-12-15 00:00:00+00:00,-0.02525913
2000-12-18 00:00:00+00:00,-0.02130686
2000-12-19 00:00:00+00:00,-0.00332842
2000-12-20 00:00:00+00:00,0.01772021
2000-12-21 00:00:00+00:00,0.02186061
2000-12-22 00:00:00+00:00,-0.01577696
2000-12-26 00:00:00+00:00,0.00818101
2000-12-27 00:00:00+00:00,0.01322080
2000-12-28 00:00:00+00:00,0.00632858
2000-12-29 00:00:00+00:00,-0.01930683
2001-01-02 00:00:00+00:00,-0.00132879
2001-01-03 00:00:00+00:00,0.01709143
2001-01-04 00:00:00+00:00,0.02083750
2001-01-05 00:00:00+00:00,-0.02313206
2001-01-08 00:00:00+00:00,0.02662527
2001-01-09 00:00:00+00:00,0.00460102
2001-01-10 00:00:00+00:00,0.01916861
2001-01-11 00:00:00+00:00,-0.02873286
2001-01-12 00:00:00+00:00,0.01607570
2001-01-16 00:00:00+00:00,-0.01122359
2001-01-17 00:00:00+00:00,-0.01954524
2001-01-18 00:00:00+00:00,-0.05116985
2001-01-19 00:00:00+00:00,0.02682733
2001-01-22 00:00:00+00:00,0.01282656
2001-01-23 00:00:00+00:00,-0.00984465
2001-01-24 00:00:00+00:00,-0.04606078
2001-01-25 00:00:00+00:00,0.03429441
2001-01-26 00:00:00+00:00,-0.00635443
2001-01-29 00:00:00+00:00,-0.04492554
2001-01-30 00:00:00+00:00,0.01053483
2001-01-31 00:00:00+00:00,0.00150507
2001-02-01 00:00:00+00:00,-0.01246904
2001-02-02 00:00:00+00:00,-0.00149908
2001-02-05 00:00:00+00:00,0.02228478
2001-02-06 00:00:00+00:00,0.00745960
2001-02-07 00:00:00+00:00,-0.01006080
2001-02-08 00:00:00+00:00,-0.03150351
2001-02-09 00:00:00+00:00,0.00051453
2001-02-12 00:00:00+00:00,-0.01161712
2001-02-13 00:00:00+00:00,0.01458415
2001-02-14 00:00:00+00:00,-0.00453926
2001-02-15 00:00:00+00:00,0.00895482
2001-02-16 00:00:00+00:00,0.01664673
2001-02-20 00:00:00+00:00,0.01217189
2001-02-21 00:00:00+00:00,0.00050364
2001-02-22 00:00:00+00:00,-0.01770739
2001-02-23 00:00:00+00:00,-0.00082348
2001-02-26 00:00:00+00:00,0.01922809
2001-02-27 00:00:00+00:00,0.03327563
2001-02-28 00:00:00+00:00,-0.00961760
2001-03-01 00:00:00+00:00,-0.04080915
2001-03-02 00:00:00+00:00,-0.06029402
2001-03-05 00:00:00+00:00,-0.01460904
2001-03-06 00:00:00+00:00,0.01614182
2001-03-07 00:00:00+00:00,0.03303437
2001-03-08 00:00:00+00:00,0.02590786
2001-03-09 00:00:00+00:00,-0.01735361
2001-03-12 00:00:00+00:00,-0.02762312
2001-03-13 00:00:00+00:00,-0.00869716
2001-03-14 00:00:00+00:00,0.00740903
2001-03-15 00:00:00+00:00,-0.01451333
2001-03-16 00:00:00+00:00,-0.00100725
2001-03-19 00:00:00+00:00,-0.01031118
2001-03-20 00:00:00+00:00,-0.01364621
2001-03-21 00:00:00+00:00,0.02146926
2001-03-22 00:00:00+00:00,-0.03520150
2001-03-23 00:00:00+00:00,-0.01437405
2001-03-26 00:00:00+00:00,0.01856043
2001-03-27 00:00:00+00:00,0.01244666
2001-03-28 00:00:00+00:00,-0.01992530
2001-03-29 00:00:00+00:00,-0.04834355
2001-03-30 00:00:00+00:00,-0.03060506
2001-04-02 00:00:00+00:00,-0.01194606
2001-04-03 00:00:00+00:00,0.06345692
2001-04-04 00:00:00+00:00,0.01824619
2001-04-05 00:00:00+00:00,-0.02513328
2001-04-06 00:00:00+00:00,0.00529168
2001-04-09 00:00:00+00:00,0.01285139
2001-04-10 00:00:00+00:00,0.00631718
2001-04-11 00:00:00+00:00,0.04808976
2001-04-12 00:00:00+00:00,0.01347007
2001-04-16 00:00:00+00:00,0.09548230
2001-04-17 00:00:00+00:00,-0.00112657
2001-04-18 00:00:00+00:00,0.00284070
2001-04-19 00:00:00+00:00,0.00152014
2001-04-20 00:00:00+00:00,0.00283427
2001-04-23 00:00:00+00:00,-0.02050516
2001-04-24 00:00:00+00:00,-0.00278270
2001-04-25 00:00:00+00:00,-0.01227506
2001-04-26 00:00:00+00:00,-0.01067951
2001-04-27 00:00:00+00:00,-0.00181111
2001-04-30 00:00:00+00:00,0.00627832
2001-05-01 00:00:00+00:00,0.02003951
2001-05-02 00:00:00+00:00,0.04413157
2001-05-03 00:00:00+00:00,0.05857223
2001-05-04 00:00:00+00:00,-0.03972466
2001-05-07 00:00:00+00:00,-0.02533392
2001-05-08 00:00:00+00:00,-0.02041774
2001-05-09 00:00:00+00:00,0.02269432
2001-05-10 00:00:00+00:00,-0.01385606
2001-05-11 00:00:00+00:00,0.00086382
2001-05-14 00:00:00+00:00,-0.00440156
2001-05-15 00:00:00+00:00,0.01141849
2001-05-16 00:00:00+00:00,0.00676544
2001-05-17 00:00:00+00:00,0.01000884
2001-05-18 00:00:00+00:00,0.00345529
2001-05-21 00:00:00+00:00,0.01220977
2001-05-22 00:00:00+00:00,-0.01173278
2001-05-23 00:00:00+00:00,-0.00790792
2001-05-24 00:00:00+00:00,0.01583629
2001-05-25 00:00:00+00:00,0.00957103
2001-05-29 00:00:00+00:00,-0.00880412
2001-05-30 00:00:00+00:00,-0.02014505
2001-05-31 00:00:00+00:00,-0.03274244
2001-06-01 00:00:00+00:00,-0.04787530
2001-06-04 00:00:00+00:00,0.01040731
2001-06-05 00:00:00+00:00,-0.03036335
2001-06-06 00:00:00+00:00,-0.00132154
2001-06-07 00:00:00+00:00,0.01806048
2001-06-08 00:00:00+00:00,0.01823637
2001-06-11 00:00:00+00:00,-0.02875973
2001-06-12 00:00:00+00:00,-0.02233415
2001-06-13 00:00:00+00:00,0.00057195
2001-06-14 00:00:00+00:00,0.00368148
2001-06-15 00:00:00+00:00,0.01091565
2001-06-18 00:00:00+00:00,-0.01229304
2001-06-19 00:00:00+00:00,-0.00304701
2001-06-20 00:00:00+00:00,0.01644229
2001-06-21 00:00:00+00:00,-0.00525004
2001-06-22 00:00:00+00:00,-0.03013404
2001-06-25 00:00:00+00:00,-0.01126658
2001-06-26 00:00:00+00:00,-0.00502115
2001-06-27 00:00:00+00:00,-0.01118061
2001-06-28 00:00:00+00:00,-0.01089570
2001-06-29 00:00:00+00:00,-0.01646706
2001-07-02 00:00:00+00:00,-0.01563343
2001-07-03 00:00:00+00:00,0.00934429
2001-07-05 00:00:00+00:00,-0.01787859
2001-07-06 00:00:00+00:00,0.03790412
2001-07-09 00:00:00+00:00,-0.01016853
2001-07-10 00:00:00+00:00,-0.01112025
2001-07-11 00:00:00+00:00,0.04305061
2001-07-12 00:00:00+00:00,-0.01769849
2001-07-13 00:00:00+00:00,-0.02395618
2001-07-16 00:00:00+00:00,0.00096726
2001-07-17 00:00:00+00:00,-0.04147021
2001-07-18 00:00:00+00:00,-0.06678550
2001-07-19 00:00:00+00:00,-0.03797748
2001-07-20 00:00:00+00:00,-0.03448698
2001-07-23 00:00:00+00:00,-0.02912766
2001-07-24 00:00:00+00:00,0.04060670
2001-07-25 00:00:00+00:00,0.00580829
2001-07-26 00:00:00+00:00,-0.00327175
2001-07-27 00:00:00+00:00,-0.01235273
2001-07-30 00:00:00+00:00,-0.12201762
2001-07-31 00:00:00+00:00,0.00580069
2001-08-01 00:00:00+00:00,-0.00054000
2001-08-02 00:00:00+00:00,0.03024184
2001-08-03 00:00:00+00:00,-0.00385687
2001-08-06 00:00:00+00:00,-0.06004365
2001-08-07 00:00:00+00:00,-0.11080039
2001-08-08 00:00:00+00:00,0.00714854
2001-08-09 00:00:00+00:00,-0.02321981
2001-08-10 00:00:00+00:00,0.06496130
2001-08-13 00:00:00+00:00,0.01408709
2001-08-14 00:00:00+00:00,-0.05322301
2001-08-15 00:00:00+00:00,-0.04813390
2001-08-16 00:00:00+00:00,0.04740448
2001-08-17 00:00:00+00:00,0.04016622
2001-08-20 00:00:00+00:00,-0.07132238
2001-08-21 00:00:00+00:00,0.03570623
2001-08-22 00:00:00+00:00,0.02334560
2001-08-23 00:00:00+00:00,0.05897062
2001-08-24 00:00:00+00:00,-0.03738555
2001-08-27 00:00:00+00:00,0.02505479
2001-08-28 00:00:00+00:00,0.01210877
2001-08-29 00:00:00+00:00,-0.00575650
2001-08-30 00:00:00+00:00,-0.08410074
2001-08-31 00:00:00+00:00,0.01214984
2001-09-04 00:00:00+00:00,0.00846168
2001-09-05 00:00:00+00:00,-0.01429178
2001-09-06 00:00:00+00:00,-0.01755424
2001-09-07 00:00:00+00:00,0.02960933
2001-09-10 00:00:00+00:00,-0.02578729
2001-09-11 00:00:00+00:00,-0.00011161
2001-09-14 00:00:00+00:00,0.07977715
2001-09-17 00:00:00+00:00,0.13049574
2001-09-18 00:00:00+00:00,-0.01853018
2001-09-19 00:00:00+00:00,0.03207379
2001-09-20 00:00:00+00:00,-0.00637897
2001-09-21 00:00:00+00:00,-0.02841649
2001-09-24 00:00:00+00:00,-0.04808055
2001-09-25 00:00:00+00:00,-0.10055318
2001-09-26 00:00:00+00:00,-0.01830617
2001-09-27 00:00:00+00:00,-0.00412332
2001-09-28 00:00:00+00:00,-0.04636918
2001-10-01 00:00:00+00:00,-0.05270687
2001-10-02 00:00:00+00:00,0.00042429
2001-10-03 00:00:00+00:00,0.01430544
2001-10-04 00:00:00+00:00,0.00594096
2001-10-05 00:00:00+00:00,0.01878992
2001-10-08 00:00:00+00:00,-0.01059864
2001-10-09 00:00:00+00:00,-0.01615467
2001-10-10 00:00:00+00:00,0.00138279
2001-10-11 00:00:00+00:00,0.07010764
2001-10-12 00:00:00+00:00,0.01570725
2001-10-15 00:00:00+00:00,0.03623717
2001-10-16 00:00:00+00:00,-0.07775332
2001-10-17 00:00:00+00:00,-0.00734011
2001-10-18 00:00:00+00:00,-0.03585584
2001-10-19 00:00:00+00:00,0.02723575
2001-10-22 00:00:00+00:00,-0.04736419
2001-10-23 00:00:00+00:00,0.02074038
2001-10-24 00:00:00+00:00,-0.03458972
2001-10-25 00:00:00+00:00,0.01845059
2001-10-26 00:00:00+00:00,0.05186330
2001-10-29 00:00:00+00:00,-0.00102509
2001-10-30 00:00:00+00:00,-0.00905804
2001-10-31 00:00:00+00:00,-0.04185401
2001-11-01 00:00:00+00:00,0.04404266
2001-11-02 00:00:00+00:00,-0.00434801
2001-11-05 00:00:00+00:00,0.01085602
2001-11-06 00:00:00+00:00,-0.02796981
2001-11-07 00:00:00+00:00,-0.01493657
2001-11-08 00:00:00+00:00,0.01828477
2001-11-09 00:00:00+00:00,0.02290478
2001-11-12 00:00:00+00:00,0.09457943
2001-11-13 00:00:00+00:00,-0.10468241
2001-11-14 00:00:00+00:00,0.02708815
2001-11-15 00:00:00+00:00,-0.01018308
2001-11-16 00:00:00+00:00,0.02309207
2001-11-19 00:00:00+00:00,0.04245752
2001-11-20 00:00:00+00:00,0.00930651
2001-11-21 00:00:00+00:00,0.01221595
2001-11-26 00:00:00+00:00,-0.01048413
2001-11-27 00:00:00+00:00,-0.00303206
2001-11-28 00:00:00+00:00,-0.01396493
2001-11-29 00:00:00+00:00,0.03754265
2001-11-30 00:00:00+00:00,0.02289116
2001-12-03 00:00:00+00:00,0.03620760
2001-12-04 00:00:00+00:00,-0.01864148
2001-12-05 00:00:00+00:00,-0.00271320
2001-12-06 00:00:00+00:00,0.04159617
2001-12-07 00:00:00+00:00,0.02777476
2001-12-10 00:00:00+00:00,0.01758991
2001-12-11 00:00:00+00:00,-0.05571724
2001-12-12 00:00:00+00:00,0.02988544
2001-12-13 00:00:00+00:00,0.00399377
2001-12-14 00:00:00+00:00,-0.00625637
2001-12-17 00:00:00+00:00,0.00420652
2001-12-18 00:00:00+00:00,-0.02145547
2001-12-19 00:00:00+00:00,-0.01950336
2001-12-20 00:00:00+00:00,-0.00551993
2001-12-21 00:00:00+00:00,0.06206199
2001-12-26 00:00:00+00:00,0.00820490
2001-12-27 00:00:00+00:00,0.03241923
2001-12-28 00:00:00+00:00,0.02510196
2001-12-31 00:00:00+00:00,0.02356843
2002-01-02 00:00:00+00:00,-0.03353823
2002-01-03 00:00:00+00:00,0.01044623
2002-01-04 00:00:00+00:00,-0.02428692
2002-01-07 00:00:00+00:00,0.00035285
2002-01-08 00:00:00+00:00,0.00732508
2002-01-09 00:00:00+00:00,0.00287695
2002-01-10 00:00:00+00:00,0.00854475
2002-01-11 00:00:00+00:00,0.00871421
2002-01-14 00:00:00+00:00,-0.01963294
2002-01-15 00:00:00+00:00,-0.01330984
2002-01-16 00:00:00+00:00,0.03123626
2002-01-17 00:00:00+00:00,0.01117787
2002-01-18 00:00:00+00:00,-0.01083544
2002-01-22 00:00:00+00:00,-0.02047289
2002-01-23 00:00:00+00:00,-0.03498694
2002-01-24 00:00:00+00:00,-0.02276274
2002-01-25 00:00:00+00:00,0.01248974
2002-01-28 00:00:00+00:00,-0.03342494
2002-01-29 00:00:00+00:00,-0.02719169
2002-01-30 00:00:00+00:00,0.02077193
2002-01-31 00:00:00+00:00,-0.03298731
2002-02-01 00:00:00+00:00,0.00840730
2002-02-04 00:00:00+00:00,0.00526123
2002-02-05 00:00:00+00:00,0.02075794
2002-02-06 00:00:00+00:00,0.00256425
2002-02-07 00:00:00+00:00,0.05167323
2002-02-08 00:00:00+00:00,0.03369837
2002-02-11 00:00:00+00:00,-0.02066711
2002-02-12 00:00:00+00:00,-0.03234925
2002-02-13 00:00:00+00:00,0.03187411
2002-02-14 00:00:00+00:00,0.04305648
2002-02-15 00:00:00+00:00,-0.02542905
2002-02-19 00:00:00+00:00,-0.02070222
2002-02-20 00:00:00+00:00,-0.01537351
2002-02-21 00:00:00+00:00,0.02305570
2002-02-22 00:00:00+00:00,0.00882013
2002-02-25 00:00:00+00:00,0.01257425
2002-02-26 00:00:00+00:00,0.01605502
2002-02-27 00:00:00+00:00,0.05786125
2002-02-28 00:00:00+00:00,-0.02992138
2002-03-01 00:00:00+00:00,0.04194533
2002-03-04 00:00:00+00:00,0.05656613
2002-03-05 00:00:00+00:00,-0.01569675
2002-03-06 00:00:00+00:00,0.01096273
2002-03-07 00:00:00+00:00,-0.00379491
2002-03-08 00:00:00+00:00,0.03289501
2002-03-11 00:00:00+00:00,0.02888509
2002-03-12 00:00:00+00:00,-0.02766577
2002-03-13 00:00:00+00:00,-0.01242821
2002-03-14 00:00:00+00:00,-0.01949802
2002-03-15 00:00:00+00:00,0.01208821
2002-03-18 00:00:00+00:00,0.01667738
2002-03-19 00:00:00+00:00,-0.00645379
2002-03-20 00:00:00+00:00,-0.00841793
2002-03-21 00:00:00+00:00,-0.01274590
2002-03-22 00:00:00+00:00,0.02191797
2002-03-25 00:00:00+00:00,0.01449094
2002-03-26 00:00:00+00:00,-0.02439649
2002-03-27 00:00:00+00:00,0.02301078
2002-03-28 00:00:00+00:00,0.01770245
2002-04-01 00:00:00+00:00,0.00951216
2002-04-02 00:00:00+00:00,0.02341456
2002-04-03 00:00:00+00:00,-0.03363098
2002-04-04 00:00:00+00:00,-0.00766174
2002-04-05 00:00:00+00:00,0.00945275
2002-04-08 00:00:00+00:00,-0.00310395
2002-04-09 00:00:00+00:00,-0.00728496
2002-04-10 00:00:00+00:00,0.01231600
2002-04-11 00:00:00+00:00,0.03135160
2002-04-12 00:00:00+00:00,-0.01311477
2002-04-15 00:00:00+00:00,-0.00794839
2002-04-16 00:00:00+00:00,0.01612536
2002-04-17 00:00:00+00:00,0.03262173
2002-04-18 00:00:00+00:00,0.04324871
2002-04-19 00:00:00+00:00,-0.01803645
2002-04-22 00:00:00+00:00,-0.02109968
2002-04-23 00:00:00+00:00,-0.00373457
2002-04-24 00:00:00+00:00,0.01938674
2002-04-25 00:00:00+00:00,0.00538305
2002-04-26 00:00:00+00:00,-0.01348630
2002-04-29 00:00:00+00:00,-0.03292432
2002-04-30 00:00:00+00:00,-0.02382342
2002-05-01 00:00:00+00:00,-0.06767697
2002-05-02 00:00:00+00:00,0.01197920
2002-05-03 00:00:00+00:00,-0.00238945
2002-05-06 00:00:00+00:00,-0.00471378
2002-05-07 00:00:00+00:00,0.02396927
2002-05-08 00:00:00+00:00,0.02559944
2002-05-09 00:00:00+00:00,-0.01860736
2002-05-10 00:00:00+00:00,-0.01152609
2002-05-13 00:00:00+00:00,0.01720922
2002-05-14 00:00:00+00:00,0.03038717
2002-05-15 00:00:00+00:00,-0.00157115
2002-05-16 00:00:00+00:00,0.01156368
2002-05-17 00:00:00+00:00,0.00627223
2002-05-20 00:00:00+00:00,0.02410572
2002-05-21 00:00:00+00:00,-0.02285652
2002-05-22 00:00:00+00:00,0.00736444
2002-05-23 00:00:00+00:00,0.00585543
