Date,BRE
2001-08-24 00:00:00+00:00,-0.01154316
2001-08-27 00:00:00+00:00,-0.00777186
2001-08-28 00:00:00+00:00,0.00452985
2001-08-29 00:00:00+00:00,0.01016931
2001-08-30 00:00:00+00:00,0.01777003
2001-08-31 00:00:00+00:00,-0.01856319
2001-09-04 00:00:00+00:00,-0.01717632
2001-09-05 00:00:00+00:00,-0.01046850
2001-09-06 00:00:00+00:00,-0.01052095
2001-09-07 00:00:00+00:00,-0.00008875
2001-09-10 00:00:00+00:00,-0.00898913
2001-09-11 00:00:00+00:00,-0.00008861
2001-09-13 00:00:00+00:00,-0.04162298
2001-09-14 00:00:00+00:00,-0.01430885
2001-09-17 00:00:00+00:00,0.01182470
2001-09-18 00:00:00+00:00,-0.01297503
2001-09-19 00:00:00+00:00,-0.01414985
2001-09-20 00:00:00+00:00,-0.02404502
2001-09-21 00:00:00+00:00,-0.02490213
2001-09-24 00:00:00+00:00,-0.00928720
2001-09-25 00:00:00+00:00,0.07329193
2001-09-26 00:00:00+00:00,-0.01713817
2001-09-27 00:00:00+00:00,0.02236444
2001-09-28 00:00:00+00:00,0.03509920
2001-10-01 00:00:00+00:00,-0.02558279
2001-10-02 00:00:00+00:00,-0.00988288
2001-10-03 00:00:00+00:00,-0.02199011
2001-10-04 00:00:00+00:00,-0.00061433
2001-10-05 00:00:00+00:00,-0.01170403
2001-10-08 00:00:00+00:00,-0.00006000
2001-10-09 00:00:00+00:00,-0.02822509
2001-10-10 00:00:00+00:00,0.01149851
2001-10-11 00:00:00+00:00,-0.00791140
2001-10-12 00:00:00+00:00,-0.00006167
2001-10-15 00:00:00+00:00,0.02077167
2001-10-16 00:00:00+00:00,0.03950492
2001-10-17 00:00:00+00:00,-0.00935018
2001-10-18 00:00:00+00:00,-0.01433759
2001-10-19 00:00:00+00:00,-0.00835619
2001-10-22 00:00:00+00:00,0.03715202
2001-10-23 00:00:00+00:00,-0.01341864
2001-10-24 00:00:00+00:00,-0.01900481
