Date,OJ
2000-01-04 00:00:00+00:00,
2000-01-05 00:00:00+00:00,0.04310163
2000-01-06 00:00:00+00:00,-0.02489568
2000-01-07 00:00:00+00:00,0.00037759
2000-01-10 00:00:00+00:00,0.00461635
2000-01-11 00:00:00+00:00,-0.04662034
2000-01-12 00:00:00+00:00,0.01377032
2000-01-13 00:00:00+00:00,0.04084397
2000-01-14 00:00:00+00:00,-0.02150801
2000-01-18 00:00:00+00:00,0.02071446
2000-01-19 00:00:00+00:00,-0.02332588
2000-01-20 00:00:00+00:00,-0.00502270
2000-01-21 00:00:00+00:00,0.01420258
2000-01-24 00:00:00+00:00,-0.02765071
2000-01-25 00:00:00+00:00,0.00098765
2000-01-26 00:00:00+00:00,0.02403352
2000-01-27 00:00:00+00:00,-0.04084482
2000-01-28 00:00:00+00:00,-0.02528635
2000-01-31 00:00:00+00:00,-0.03421919
2000-02-01 00:00:00+00:00,0.00794921
2000-02-02 00:00:00+00:00,0.01793858
2000-02-03 00:00:00+00:00,0.00902888
2000-02-04 00:00:00+00:00,-0.02542553
2000-02-07 00:00:00+00:00,0.01470043
2000-02-08 00:00:00+00:00,0.05957638
2000-02-09 00:00:00+00:00,-0.00862382
2000-02-10 00:00:00+00:00,0.00760555
2000-02-11 00:00:00+00:00,0.06219947
2000-02-14 00:00:00+00:00,-0.01301564
2000-02-15 00:00:00+00:00,-0.02537420
2000-02-16 00:00:00+00:00,-0.01502034
2000-02-17 00:00:00+00:00,0.00096275
2000-02-18 00:00:00+00:00,-0.03770569
2000-02-22 00:00:00+00:00,0.02648668
2000-02-23 00:00:00+00:00,0.00156782
2000-02-24 00:00:00+00:00,0.01773468
2000-02-25 00:00:00+00:00,0.05427326
2000-02-28 00:00:00+00:00,-0.02209360
2000-02-29 00:00:00+00:00,-0.06833155
2000-03-01 00:00:00+00:00,0.02399918
2000-03-02 00:00:00+00:00,0.02245801
2000-03-03 00:00:00+00:00,-0.02500815
2000-03-06 00:00:00+00:00,-0.02593255
2000-03-07 00:00:00+00:00,-0.01657433
2000-03-08 00:00:00+00:00,0.01382818
2000-03-09 00:00:00+00:00,0.01614334
2000-03-10 00:00:00+00:00,-0.01404515
2000-03-13 00:00:00+00:00,0.00762812
2000-03-14 00:00:00+00:00,0.02329070
2000-03-15 00:00:00+00:00,0.03786418
2000-03-16 00:00:00+00:00,0.00444430
2000-03-17 00:00:00+00:00,0.00442469
2000-03-20 00:00:00+00:00,-0.03735542
2000-03-21 00:00:00+00:00,-0.01560796
2000-03-22 00:00:00+00:00,0.00215277
2000-03-23 00:00:00+00:00,0.00393947
2000-03-24 00:00:00+00:00,-0.03291218
2000-03-27 00:00:00+00:00,-0.00083675
