Date,EU-DJ-TELECOM
2014-06-18 00:00:00+00:00,
2014-06-19 00:00:00+00:00,0.00527126
2014-06-20 00:00:00+00:00,-0.01048886
2014-06-23 00:00:00+00:00,-0.00563171
2014-06-24 00:00:00+00:00,-0.00133329
2014-06-25 00:00:00+00:00,-0.01434360
2014-06-26 00:00:00+00:00,0.01150508
2014-06-27 00:00:00+00:00,0.00635587
2014-06-30 00:00:00+00:00,-0.00099861
2014-07-01 00:00:00+00:00,0.00532333
2014-07-02 00:00:00+00:00,-0.01125512
2014-07-03 00:00:00+00:00,0.00769975
2014-07-04 00:00:00+00:00,-0.00132918
2014-07-07 00:00:00+00:00,-0.00798495
2014-07-08 00:00:00+00:00,-0.01475611
2014-07-09 00:00:00+00:00,0.00068003
2014-07-10 00:00:00+00:00,-0.00102097
2014-07-11 00:00:00+00:00,-0.00817217
2014-07-14 00:00:00+00:00,0.00755165
2014-07-15 00:00:00+00:00,0.00170287
2014-07-16 00:00:00+00:00,-0.00102111
2014-07-17 00:00:00+00:00,0.00170200
2014-07-18 00:00:00+00:00,-0.00068023
2014-07-21 00:00:00+00:00,-0.00272186
2014-07-22 00:00:00+00:00,0.01125434
2014-07-23 00:00:00+00:00,0.00236017
2014-07-24 00:00:00+00:00,0.00201814
2014-07-25 00:00:00+00:00,0.00402871
2014-07-28 00:00:00+00:00,0.00066812
2014-07-29 00:00:00+00:00,-0.00434591
2014-07-30 00:00:00+00:00,0.00939814
2014-07-31 00:00:00+00:00,-0.01563090
2014-08-01 00:00:00+00:00,-0.01250069
2014-08-04 00:00:00+00:00,0.00136790
2014-08-05 00:00:00+00:00,-0.00410059
2014-08-06 00:00:00+00:00,-0.00720481
2014-08-07 00:00:00+00:00,-0.01140360
2014-08-08 00:00:00+00:00,-0.01223418
2014-08-11 00:00:00+00:00,0.00990716
2014-08-12 00:00:00+00:00,-0.00175276
2014-08-13 00:00:00+00:00,0.00772104
2014-08-14 00:00:00+00:00,-0.00383233
2014-08-15 00:00:00+00:00,-0.00209868
2014-08-18 00:00:00+00:00,0.01261310
2014-08-19 00:00:00+00:00,0.00311335
2014-08-20 00:00:00+00:00,0.00103401
2014-08-21 00:00:00+00:00,0.00792501
