Date,HEATOIL-ICE
2006-06-01 00:00:00+00:00,
2006-06-02 00:00:00+00:00,0.04411775
2006-06-05 00:00:00+00:00,0.02741950
2006-06-06 00:00:00+00:00,0.00025990
2006-06-07 00:00:00+00:00,-0.04433940
2006-06-08 00:00:00+00:00,-0.01025474
2006-06-09 00:00:00+00:00,0.06100778
2006-06-12 00:00:00+00:00,-0.05331210
2006-06-13 00:00:00+00:00,-0.05743196
2006-06-14 00:00:00+00:00,0.00390581
2006-06-15 00:00:00+00:00,0.00002393
2006-06-16 00:00:00+00:00,-0.00524341
2006-06-19 00:00:00+00:00,-0.03692620
2006-06-20 00:00:00+00:00,0.01385224
2006-06-21 00:00:00+00:00,0.03231887
2006-06-22 00:00:00+00:00,0.03574553
2006-06-23 00:00:00+00:00,-0.01032811
2006-06-26 00:00:00+00:00,0.01774979
2006-06-27 00:00:00+00:00,-0.01822773
2006-06-28 00:00:00+00:00,-0.01698340
2006-06-29 00:00:00+00:00,0.05261576
2006-06-30 00:00:00+00:00,0.02049255
2006-07-03 00:00:00+00:00,0.00321623
2006-07-04 00:00:00+00:00,-0.01569397
2006-07-05 00:00:00+00:00,0.04691083
2006-07-06 00:00:00+00:00,0.00160947
2006-07-07 00:00:00+00:00,-0.04805943
2006-07-10 00:00:00+00:00,-0.04067496
2006-07-11 00:00:00+00:00,0.04353836
2006-07-12 00:00:00+00:00,0.00642764
2006-07-13 00:00:00+00:00,0.06372559
2006-07-14 00:00:00+00:00,-0.00302191
2006-07-17 00:00:00+00:00,-0.05206435
2006-07-18 00:00:00+00:00,-0.03257433
2006-07-19 00:00:00+00:00,-0.02212072
2006-07-20 00:00:00+00:00,-0.03255378
2006-07-21 00:00:00+00:00,0.01625333
2006-07-24 00:00:00+00:00,0.01462239
2006-07-25 00:00:00+00:00,-0.03074979
2006-07-26 00:00:00+00:00,0.01899838
2006-07-27 00:00:00+00:00,0.02261930
2006-07-28 00:00:00+00:00,-0.03721632
2006-07-31 00:00:00+00:00,0.04952257
2006-08-01 00:00:00+00:00,0.04079176
2006-08-02 00:00:00+00:00,0.04052741
2006-08-03 00:00:00+00:00,-0.01338171
2006-08-04 00:00:00+00:00,-0.02313260
2006-08-07 00:00:00+00:00,0.05054157
2006-08-08 00:00:00+00:00,-0.02225177
2006-08-09 00:00:00+00:00,-0.00741352
2006-08-10 00:00:00+00:00,-0.07363068
2006-08-11 00:00:00+00:00,0.01250413
2006-08-14 00:00:00+00:00,-0.02459144
2006-08-15 00:00:00+00:00,0.00472626
2006-08-16 00:00:00+00:00,-0.00784657
2006-08-17 00:00:00+00:00,-0.05279263
2006-08-18 00:00:00+00:00,0.02021839
2006-08-21 00:00:00+00:00,0.04253633
2006-08-22 00:00:00+00:00,0.00310879
2006-08-23 00:00:00+00:00,-0.03686559
2006-08-24 00:00:00+00:00,0.02423047
2006-08-25 00:00:00+00:00,0.00045318
2006-08-28 00:00:00+00:00,-0.06492241
2006-08-29 00:00:00+00:00,-0.01865326
2006-08-30 00:00:00+00:00,0.00907487
2006-08-31 00:00:00+00:00,0.03140792
2006-09-01 00:00:00+00:00,-0.04359394
2006-09-04 00:00:00+00:00,-0.02646437
2006-09-05 00:00:00+00:00,-0.00374439
2006-09-06 00:00:00+00:00,-0.02683506
2006-09-07 00:00:00+00:00,-0.02357774
2006-09-08 00:00:00+00:00,-0.04516454
2006-09-11 00:00:00+00:00,-0.04038990
2006-09-12 00:00:00+00:00,-0.05762703
2006-09-13 00:00:00+00:00,-0.01212311
2006-09-14 00:00:00+00:00,-0.03100354
2006-09-15 00:00:00+00:00,-0.01421929
2006-09-18 00:00:00+00:00,0.02242376
2006-09-19 00:00:00+00:00,-0.04168218
2006-09-20 00:00:00+00:00,-0.05440183
2006-09-21 00:00:00+00:00,0.03275936
2006-09-22 00:00:00+00:00,-0.03766035
2006-09-25 00:00:00+00:00,0.01364812
2006-09-26 00:00:00+00:00,-0.00315089
2006-09-27 00:00:00+00:00,0.06821158
2006-09-28 00:00:00+00:00,0.00080170
2006-09-29 00:00:00+00:00,0.02303233
2006-10-02 00:00:00+00:00,-0.05813065
2006-10-03 00:00:00+00:00,-0.05724912
2006-10-04 00:00:00+00:00,0.02743807
2006-10-05 00:00:00+00:00,0.01608562
2006-10-06 00:00:00+00:00,0.00418060
2006-10-09 00:00:00+00:00,0.03693820
2006-10-10 00:00:00+00:00,-0.05592495
2006-10-11 00:00:00+00:00,-0.01316464
2006-10-12 00:00:00+00:00,0.01714740
2006-10-13 00:00:00+00:00,0.03464433
2006-10-16 00:00:00+00:00,0.04363935
2006-10-17 00:00:00+00:00,-0.02786330
2006-10-18 00:00:00+00:00,-0.04495271
2006-10-19 00:00:00+00:00,0.03011144
2006-10-20 00:00:00+00:00,-0.04467014
2006-10-23 00:00:00+00:00,-0.01442426
2006-10-24 00:00:00+00:00,0.02862106
2006-10-25 00:00:00+00:00,0.05295226
2006-10-26 00:00:00+00:00,-0.04407198
2006-10-27 00:00:00+00:00,-0.00431473
2006-10-30 00:00:00+00:00,-0.10129474
2006-10-31 00:00:00+00:00,0.04076200
2006-11-01 00:00:00+00:00,-0.01741335
2006-11-02 00:00:00+00:00,-0.01545656
2006-11-03 00:00:00+00:00,0.04682196
2006-11-06 00:00:00+00:00,0.04641967
2006-11-07 00:00:00+00:00,-0.04517975
2006-11-08 00:00:00+00:00,0.03384390
2006-11-09 00:00:00+00:00,0.04195265
2006-11-10 00:00:00+00:00,-0.05473239
2006-11-13 00:00:00+00:00,-0.04269355
2006-11-14 00:00:00+00:00,0.00148852
2006-11-15 00:00:00+00:00,0.03347220
2006-11-16 00:00:00+00:00,-0.04191270
2006-11-17 00:00:00+00:00,0.01202730
2006-11-20 00:00:00+00:00,0.00195990
2006-11-21 00:00:00+00:00,0.07312117
2006-11-22 00:00:00+00:00,-0.07312733
2006-11-23 00:00:00+00:00,0.01234451
2006-11-24 00:00:00+00:00,0.02012576
2006-11-27 00:00:00+00:00,0.01343272
2006-11-28 00:00:00+00:00,0.02631191
2006-11-29 00:00:00+00:00,0.07074272
2006-11-30 00:00:00+00:00,0.03033227
2006-12-01 00:00:00+00:00,0.00045862
2006-12-04 00:00:00+00:00,-0.04143021
2006-12-05 00:00:00+00:00,-0.01157835
2006-12-06 00:00:00+00:00,-0.00274865
2006-12-07 00:00:00+00:00,-0.01585372
2006-12-08 00:00:00+00:00,-0.02498245
2006-12-11 00:00:00+00:00,-0.03410667
2006-12-12 00:00:00+00:00,-0.00384547
2006-12-13 00:00:00+00:00,0.00805271
2006-12-14 00:00:00+00:00,0.04957736
2006-12-15 00:00:00+00:00,0.00566507
2006-12-18 00:00:00+00:00,-0.06888782
2006-12-19 00:00:00+00:00,0.00102822
2006-12-20 00:00:00+00:00,0.01254949
2006-12-21 00:00:00+00:00,-0.03365291
2006-12-22 00:00:00+00:00,-0.02270102
2006-12-26 00:00:00+00:00,-0.06803057
2006-12-27 00:00:00+00:00,-0.01707601
2006-12-28 00:00:00+00:00,0.01080421
2006-12-29 00:00:00+00:00,0.01532861
2007-01-02 00:00:00+00:00,-0.00735680
2007-01-03 00:00:00+00:00,-0.06517936
2007-01-04 00:00:00+00:00,-0.05743764
2007-01-05 00:00:00+00:00,0.02896040
2007-01-08 00:00:00+00:00,-0.01099394
2007-01-09 00:00:00+00:00,-0.00309192
2007-01-10 00:00:00+00:00,-0.04157656
2007-01-11 00:00:00+00:00,-0.06057733
2007-01-12 00:00:00+00:00,0.02992160
2007-01-15 00:00:00+00:00,-0.00160100
2007-01-16 00:00:00+00:00,-0.03308280
2007-01-17 00:00:00+00:00,0.02620761
2007-01-18 00:00:00+00:00,-0.03861020
2007-01-19 00:00:00+00:00,0.05500485
2007-01-22 00:00:00+00:00,-0.00879384
2007-01-23 00:00:00+00:00,0.08995623
2007-01-24 00:00:00+00:00,0.00709331
2007-01-25 00:00:00+00:00,-0.04540725
2007-01-26 00:00:00+00:00,0.05428001
2007-01-29 00:00:00+00:00,-0.05461901
2007-01-30 00:00:00+00:00,0.11458762
2007-01-31 00:00:00+00:00,0.02782225
2007-02-01 00:00:00+00:00,-0.02787350
2007-02-02 00:00:00+00:00,0.03156852
2007-02-05 00:00:00+00:00,-0.01130271
2007-02-06 00:00:00+00:00,0.01573540
2007-02-07 00:00:00+00:00,-0.03006427
2007-02-08 00:00:00+00:00,0.06966394
2007-02-09 00:00:00+00:00,0.00009251
2007-02-12 00:00:00+00:00,-0.08813455
2007-02-13 00:00:00+00:00,0.05413286
2007-02-14 00:00:00+00:00,-0.06410124
2007-02-15 00:00:00+00:00,-0.01472822
2007-02-16 00:00:00+00:00,0.05498883
2007-02-19 00:00:00+00:00,-0.02667274
2007-02-20 00:00:00+00:00,-0.00583718
2007-02-21 00:00:00+00:00,0.04612161
2007-02-22 00:00:00+00:00,0.05076342
2007-02-23 00:00:00+00:00,0.02814951
2007-02-26 00:00:00+00:00,0.00545861
2007-02-27 00:00:00+00:00,0.02457418
2007-02-28 00:00:00+00:00,-0.00081366
2007-03-01 00:00:00+00:00,-0.00216338
2007-03-02 00:00:00+00:00,-0.00953983
2007-03-05 00:00:00+00:00,-0.04866149
2007-03-06 00:00:00+00:00,0.02595144
2007-03-07 00:00:00+00:00,0.02349876
2007-03-08 00:00:00+00:00,-0.00732327
2007-03-09 00:00:00+00:00,-0.05594848
