Date,DX
2000-01-04 00:00:00+00:00,
2000-01-05 00:00:00+00:00,-0.00134574
2000-01-06 00:00:00+00:00,0.00565100
2000-01-07 00:00:00+00:00,0.00304389
2000-01-10 00:00:00+00:00,0.00283925
2000-01-11 00:00:00+00:00,-0.00789629
2000-01-12 00:00:00+00:00,0.00124916
2000-01-13 00:00:00+00:00,0.00663153
2000-01-14 00:00:00+00:00,0.01535007
2000-01-18 00:00:00+00:00,0.00369843
2000-01-19 00:00:00+00:00,-0.00172306
2000-01-20 00:00:00+00:00,-0.00832861
2000-01-21 00:00:00+00:00,0.00697037
2000-01-24 00:00:00+00:00,0.00842254
2000-01-25 00:00:00+00:00,0.00347860
2000-01-26 00:00:00+00:00,0.00210104
2000-01-27 00:00:00+00:00,0.01451767
2000-01-28 00:00:00+00:00,0.02431353
2000-01-31 00:00:00+00:00,0.01307211
2000-02-01 00:00:00+00:00,-0.00396477
2000-02-02 00:00:00+00:00,-0.00187082
2000-02-03 00:00:00+00:00,-0.01942858
2000-02-04 00:00:00+00:00,0.00977945
2000-02-07 00:00:00+00:00,0.00646967
2000-02-08 00:00:00+00:00,-0.00818881
2000-02-09 00:00:00+00:00,-0.00956499
2000-02-10 00:00:00+00:00,0.00833870
2000-02-11 00:00:00+00:00,0.00080794
2000-02-14 00:00:00+00:00,0.00926000
2000-02-15 00:00:00+00:00,-0.00550746
2000-02-16 00:00:00+00:00,-0.00764940
2000-02-17 00:00:00+00:00,-0.00044412
2000-02-18 00:00:00+00:00,0.00746093
2000-02-22 00:00:00+00:00,-0.02781091
2000-02-23 00:00:00+00:00,0.00685309
2000-02-24 00:00:00+00:00,0.01080783
2000-02-25 00:00:00+00:00,0.02406674
2000-02-28 00:00:00+00:00,0.00041537
2000-02-29 00:00:00+00:00,0.01166327
2000-03-01 00:00:00+00:00,-0.01835143
2000-03-02 00:00:00+00:00,0.01514786
2000-03-03 00:00:00+00:00,0.00525439
2000-03-06 00:00:00+00:00,0.00438624
2000-03-07 00:00:00+00:00,-0.00148015
2000-03-08 00:00:00+00:00,-0.00346684
2000-03-09 00:00:00+00:00,-0.01047751
2000-03-10 00:00:00+00:00,0.00574166
2000-03-13 00:00:00+00:00,-0.00328981
2000-03-14 00:00:00+00:00,-0.00186958
2000-03-15 00:00:00+00:00,0.00098519
2000-03-16 00:00:00+00:00,-0.00748748
2000-03-17 00:00:00+00:00,0.00089046
2000-03-20 00:00:00+00:00,-0.00187613
2000-03-21 00:00:00+00:00,0.01339378
2000-03-22 00:00:00+00:00,0.00486493
2000-03-23 00:00:00+00:00,-0.01784265
2000-03-24 00:00:00+00:00,-0.00760175
2000-03-27 00:00:00+00:00,0.01420674
2000-03-28 00:00:00+00:00,-0.00053950
2000-03-29 00:00:00+00:00,0.01448631
2000-03-30 00:00:00+00:00,-0.01375405
2000-03-31 00:00:00+00:00,-0.00091962
2000-04-03 00:00:00+00:00,0.00069751
2000-04-04 00:00:00+00:00,-0.00738142
2000-04-05 00:00:00+00:00,-0.00187534
2000-04-06 00:00:00+00:00,0.00840819
2000-04-07 00:00:00+00:00,0.01048796
2000-04-10 00:00:00+00:00,-0.00696711
2000-04-11 00:00:00+00:00,0.00401720
2000-04-12 00:00:00+00:00,0.00211474
2000-04-13 00:00:00+00:00,0.00324768
2000-04-14 00:00:00+00:00,-0.00893908
2000-04-17 00:00:00+00:00,0.00372978
2000-04-18 00:00:00+00:00,0.01438206
2000-04-19 00:00:00+00:00,0.00952051
2000-04-20 00:00:00+00:00,0.00592095
2000-04-24 00:00:00+00:00,-0.00388501
2000-04-25 00:00:00+00:00,0.02720862
2000-04-26 00:00:00+00:00,-0.00273453
2000-04-27 00:00:00+00:00,0.01884814
2000-04-28 00:00:00+00:00,0.01007736
2000-05-01 00:00:00+00:00,-0.00924951
2000-05-02 00:00:00+00:00,0.01143818
2000-05-03 00:00:00+00:00,0.02145111
2000-05-04 00:00:00+00:00,0.00667817
2000-05-05 00:00:00+00:00,-0.00848698
2000-05-08 00:00:00+00:00,0.00136545
2000-05-09 00:00:00+00:00,-0.01238286
2000-05-10 00:00:00+00:00,0.00128031
2000-05-11 00:00:00+00:00,0.01220773
2000-05-12 00:00:00+00:00,-0.02987857
2000-05-15 00:00:00+00:00,0.01158872
2000-05-16 00:00:00+00:00,0.00390859
2000-05-17 00:00:00+00:00,0.01409016
2000-05-18 00:00:00+00:00,0.00243788
2000-05-19 00:00:00+00:00,-0.01420684
2000-05-22 00:00:00+00:00,-0.00682615
2000-05-23 00:00:00+00:00,0.00110310
2000-05-24 00:00:00+00:00,0.00110480
2000-05-25 00:00:00+00:00,-0.00846430
2000-05-26 00:00:00+00:00,-0.03025967
2000-05-30 00:00:00+00:00,-0.00264133
2000-05-31 00:00:00+00:00,-0.00300964
2000-06-01 00:00:00+00:00,0.00612097
2000-06-02 00:00:00+00:00,-0.01929032
2000-06-05 00:00:00+00:00,-0.01234067
2000-06-06 00:00:00+00:00,-0.00819932
2000-06-07 00:00:00+00:00,-0.01476308
2000-06-08 00:00:00+00:00,0.01250689
2000-06-09 00:00:00+00:00,0.00341043
2000-06-12 00:00:00+00:00,-0.00081486
2000-06-13 00:00:00+00:00,-0.00447611
2000-06-14 00:00:00+00:00,-0.00515298
2000-06-15 00:00:00+00:00,0.00794779
2000-06-16 00:00:00+00:00,-0.01968068
2000-06-19 00:00:00+00:00,0.00780364
2000-06-20 00:00:00+00:00,0.00125924
2000-06-21 00:00:00+00:00,0.01881400
2000-06-22 00:00:00+00:00,0.00694371
2000-06-23 00:00:00+00:00,0.00580071
2000-06-26 00:00:00+00:00,0.00077084
2000-06-27 00:00:00+00:00,-0.01481862
2000-06-28 00:00:00+00:00,0.00376875
2000-06-29 00:00:00+00:00,-0.01191288
2000-06-30 00:00:00+00:00,-0.00381879
2000-07-03 00:00:00+00:00,0.00537576
2000-07-05 00:00:00+00:00,0.00246323
2000-07-06 00:00:00+00:00,0.00620427
2000-07-07 00:00:00+00:00,0.00357011
2000-07-10 00:00:00+00:00,-0.01302050
2000-07-11 00:00:00+00:00,0.00264795
2000-07-12 00:00:00+00:00,0.01893446
2000-07-13 00:00:00+00:00,0.00818031
2000-07-14 00:00:00+00:00,-0.00182917
2000-07-17 00:00:00+00:00,0.00501018
2000-07-18 00:00:00+00:00,0.01108304
2000-07-19 00:00:00+00:00,0.00441770
2000-07-20 00:00:00+00:00,-0.01791463
2000-07-21 00:00:00+00:00,-0.00238080
2000-07-24 00:00:00+00:00,0.00389941
2000-07-25 00:00:00+00:00,-0.00662267
2000-07-26 00:00:00+00:00,-0.00386756
2000-07-27 00:00:00+00:00,0.00687616
2000-07-28 00:00:00+00:00,0.01934497
2000-07-31 00:00:00+00:00,0.00065400
2000-08-01 00:00:00+00:00,0.00915726
2000-08-02 00:00:00+00:00,0.01075212
2000-08-03 00:00:00+00:00,0.00571509
2000-08-04 00:00:00+00:00,-0.00161237
2000-08-07 00:00:00+00:00,-0.00206528
2000-08-08 00:00:00+00:00,0.00995651
2000-08-09 00:00:00+00:00,0.00216988
2000-08-10 00:00:00+00:00,-0.00996223
2000-08-11 00:00:00+00:00,0.00560931
2000-08-14 00:00:00+00:00,-0.00097981
2000-08-15 00:00:00+00:00,-0.01206054
2000-08-16 00:00:00+00:00,-0.00506296
2000-08-17 00:00:00+00:00,-0.00162623
2000-08-18 00:00:00+00:00,0.01659900
2000-08-21 00:00:00+00:00,0.00389744
2000-08-22 00:00:00+00:00,0.00955153
2000-08-23 00:00:00+00:00,-0.00591506
2000-08-24 00:00:00+00:00,-0.00359095
2000-08-25 00:00:00+00:00,0.00163304
2000-08-28 00:00:00+00:00,0.00127075
2000-08-29 00:00:00+00:00,0.01476450
2000-08-30 00:00:00+00:00,-0.00142194
2000-08-31 00:00:00+00:00,0.00859275
2000-09-01 00:00:00+00:00,-0.02224921
2000-09-05 00:00:00+00:00,0.01909651
2000-09-06 00:00:00+00:00,0.01543633
2000-09-07 00:00:00+00:00,0.00747106
2000-09-08 00:00:00+00:00,0.01199785
2000-09-11 00:00:00+00:00,0.01814530
2000-09-12 00:00:00+00:00,-0.00459257
2000-09-13 00:00:00+00:00,0.00349000
2000-09-14 00:00:00+00:00,-0.00355358
2000-09-15 00:00:00+00:00,0.01357661
2000-09-18 00:00:00+00:00,0.00087052
2000-09-19 00:00:00+00:00,0.00017870
2000-09-20 00:00:00+00:00,0.00501318
2000-09-21 00:00:00+00:00,-0.01962565
2000-09-22 00:00:00+00:00,-0.02903622
2000-09-25 00:00:00+00:00,0.00874458
2000-09-26 00:00:00+00:00,-0.01439744
2000-09-27 00:00:00+00:00,-0.00264515
2000-09-28 00:00:00+00:00,0.00514697
