Date,SOFR
2000-01-04 00:00:00+00:00,
2000-01-05 00:00:00+00:00,-0.00208620
2000-01-06 00:00:00+00:00,0.00071659
2000-01-07 00:00:00+00:00,0.00114822
2000-01-10 00:00:00+00:00,-0.00122309
2000-01-11 00:00:00+00:00,-0.00262567
2000-01-12 00:00:00+00:00,-0.00090265
2000-01-13 00:00:00+00:00,0.00168913
2000-01-14 00:00:00+00:00,-0.00133256
2000-01-18 00:00:00+00:00,-0.00144091
2000-01-19 00:00:00+00:00,0.00033705
2000-01-20 00:00:00+00:00,-0.00057995
2000-01-21 00:00:00+00:00,0.00017617
2000-01-24 00:00:00+00:00,0.00168748
2000-01-25 00:00:00+00:00,-0.00025817
2000-01-26 00:00:00+00:00,-0.00068998
2000-01-27 00:00:00+00:00,-0.00149973
2000-01-28 00:00:00+00:00,-0.00155626
2000-01-31 00:00:00+00:00,-0.00188271
2000-02-01 00:00:00+00:00,0.00076498
2000-02-02 00:00:00+00:00,-0.00134173
2000-02-03 00:00:00+00:00,0.00076730
2000-02-04 00:00:00+00:00,-0.00069356
2000-02-07 00:00:00+00:00,-0.00101725
2000-02-08 00:00:00+00:00,0.00076583
2000-02-09 00:00:00+00:00,-0.00074746
2000-02-10 00:00:00+00:00,-0.00091016
2000-02-11 00:00:00+00:00,0.00065871
2000-02-14 00:00:00+00:00,0.00163231
2000-02-15 00:00:00+00:00,-0.00139794
2000-02-16 00:00:00+00:00,-0.00085756
2000-02-17 00:00:00+00:00,-0.00064177
2000-02-18 00:00:00+00:00,0.00119707
2000-02-22 00:00:00+00:00,0.00270916
2000-02-23 00:00:00+00:00,-0.00166844
2000-02-24 00:00:00+00:00,0.00205821
2000-02-25 00:00:00+00:00,0.00081493
2000-02-28 00:00:00+00:00,-0.00199066
2000-02-29 00:00:00+00:00,0.00000556
2000-03-01 00:00:00+00:00,0.00049195
2000-03-02 00:00:00+00:00,-0.00004792
2000-03-03 00:00:00+00:00,0.00059884
2000-03-06 00:00:00+00:00,-0.00139828
2000-03-07 00:00:00+00:00,0.00038198
2000-03-08 00:00:00+00:00,-0.00026573
2000-03-09 00:00:00+00:00,0.00049008
2000-03-10 00:00:00+00:00,-0.00161526
2000-03-13 00:00:00+00:00,0.00027301
2000-03-14 00:00:00+00:00,0.00005700
2000-03-15 00:00:00+00:00,0.00000356
2000-03-16 00:00:00+00:00,0.00081276
2000-03-17 00:00:00+00:00,0.00027233
2000-03-20 00:00:00+00:00,-0.00059078
2000-03-21 00:00:00+00:00,0.00005597
2000-03-22 00:00:00+00:00,-0.00048328
2000-03-23 00:00:00+00:00,0.00070344
2000-03-24 00:00:00+00:00,-0.00134566
2000-03-27 00:00:00+00:00,0.00011132
2000-03-28 00:00:00+00:00,-0.00059060
2000-03-29 00:00:00+00:00,-0.00042915
2000-03-30 00:00:00+00:00,0.00167526
2000-03-31 00:00:00+00:00,0.00102654
2000-04-03 00:00:00+00:00,0.00108053
2000-04-04 00:00:00+00:00,0.00285684
2000-04-05 00:00:00+00:00,-0.00101871
2000-04-06 00:00:00+00:00,-0.00123475
2000-04-07 00:00:00+00:00,0.00043241
2000-04-10 00:00:00+00:00,0.00037926
2000-04-11 00:00:00+00:00,-0.00123330
2000-04-12 00:00:00+00:00,-0.00096486
2000-04-13 00:00:00+00:00,0.00070399
2000-04-14 00:00:00+00:00,0.00075742
2000-04-17 00:00:00+00:00,-0.00112530
2000-04-18 00:00:00+00:00,-0.00080296
2000-04-19 00:00:00+00:00,0.00048868
2000-04-20 00:00:00+00:00,-0.00010288
2000-04-24 00:00:00+00:00,-0.00020964
2000-04-25 00:00:00+00:00,-0.00257783
2000-04-26 00:00:00+00:00,-0.00026332
2000-04-27 00:00:00+00:00,-0.00263389
2000-04-28 00:00:00+00:00,-0.00004964
2000-05-01 00:00:00+00:00,-0.00026537
2000-05-02 00:00:00+00:00,-0.00118489
2000-05-03 00:00:00+00:00,-0.00318203
2000-05-04 00:00:00+00:00,-0.00226757
2000-05-05 00:00:00+00:00,-0.00210919
2000-05-08 00:00:00+00:00,-0.00119244
2000-05-09 00:00:00+00:00,0.00080960
2000-05-10 00:00:00+00:00,0.00107995
2000-05-11 00:00:00+00:00,0.00015893
2000-05-12 00:00:00+00:00,-0.00243895
2000-05-15 00:00:00+00:00,-0.00005693
2000-05-16 00:00:00+00:00,0.00172878
2000-05-17 00:00:00+00:00,-0.00102967
2000-05-18 00:00:00+00:00,-0.00205540
2000-05-19 00:00:00+00:00,0.00114204
2000-05-22 00:00:00+00:00,0.00179125
2000-05-23 00:00:00+00:00,-0.00043311
2000-05-24 00:00:00+00:00,-0.00053889
2000-05-25 00:00:00+00:00,0.00200724
2000-05-26 00:00:00+00:00,0.00059980
2000-05-30 00:00:00+00:00,-0.00193964
2000-05-31 00:00:00+00:00,0.00190331
2000-06-01 00:00:00+00:00,0.00254724
2000-06-02 00:00:00+00:00,0.00200026
2000-06-05 00:00:00+00:00,0.00172781
2000-06-06 00:00:00+00:00,-0.00113148
2000-06-07 00:00:00+00:00,-0.00091445
2000-06-08 00:00:00+00:00,-0.00069883
2000-06-09 00:00:00+00:00,-0.00010610
2000-06-12 00:00:00+00:00,0.00113602
2000-06-13 00:00:00+00:00,0.00075686
