Date,MIB
2023-07-05 00:00:00+00:00,-0.01268532
2023-07-06 00:00:00+00:00,-0.05290776
2023-07-07 00:00:00+00:00,0.01815103
2023-07-10 00:00:00+00:00,0.00757018
2023-07-11 00:00:00+00:00,0.01344276
2023-07-12 00:00:00+00:00,0.03644483
2023-07-13 00:00:00+00:00,0.01310649
2023-07-14 00:00:00+00:00,-0.00578376
2023-07-17 00:00:00+00:00,-0.00449699
2023-07-18 00:00:00+00:00,0.00629430
2023-07-19 00:00:00+00:00,0.00740236
2023-07-20 00:00:00+00:00,0.00565208
2023-07-21 00:00:00+00:00,0.00278611
2023-07-24 00:00:00+00:00,0.00899476
2023-07-25 00:00:00+00:00,0.00328352
2023-07-26 00:00:00+00:00,0.00019060
2023-07-27 00:00:00+00:00,0.04237164
2023-07-28 00:00:00+00:00,-0.00451757
2023-07-31 00:00:00+00:00,0.00809302
2023-08-01 00:00:00+00:00,-0.01942320
2023-08-02 00:00:00+00:00,-0.02739397
2023-08-03 00:00:00+00:00,-0.01987960
2023-08-04 00:00:00+00:00,-0.00500318
2023-08-07 00:00:00+00:00,-0.00570978
2023-08-08 00:00:00+00:00,-0.04073127
2023-08-09 00:00:00+00:00,0.02224537
2023-08-10 00:00:00+00:00,0.01900905
2023-08-11 00:00:00+00:00,-0.02104726
2023-08-14 00:00:00+00:00,0.01075721
2023-08-16 00:00:00+00:00,-0.01870372
2023-08-17 00:00:00+00:00,-0.02241025
2023-08-18 00:00:00+00:00,-0.00836985
2023-08-21 00:00:00+00:00,0.01652900
2023-08-22 00:00:00+00:00,0.01123174
2023-08-23 00:00:00+00:00,0.00603758
2023-08-24 00:00:00+00:00,-0.01284964
2023-08-25 00:00:00+00:00,0.00907430
2023-08-28 00:00:00+00:00,0.02422307
2023-08-29 00:00:00+00:00,0.02288283
2023-08-30 00:00:00+00:00,0.00260689
2023-08-31 00:00:00+00:00,-0.00738993
2023-09-01 00:00:00+00:00,-0.01294869
2023-09-04 00:00:00+00:00,-0.00015257
2023-09-05 00:00:00+00:00,-0.00154363
2023-09-06 00:00:00+00:00,-0.02871483
2023-09-07 00:00:00+00:00,-0.00722011
2023-09-08 00:00:00+00:00,0.00693885
2023-09-11 00:00:00+00:00,0.02034165
2023-09-12 00:00:00+00:00,0.00771637
2023-09-13 00:00:00+00:00,-0.00469168
2023-09-14 00:00:00+00:00,0.02822291
2023-09-15 00:00:00+00:00,0.00088343
2023-09-18 00:00:00+00:00,-0.01863648
2023-09-19 00:00:00+00:00,0.01154548
2023-09-20 00:00:00+00:00,0.03525688
2023-09-21 00:00:00+00:00,-0.03597153
2023-09-22 00:00:00+00:00,-0.01127051
2023-09-25 00:00:00+00:00,-0.01307937
2023-09-26 00:00:00+00:00,-0.02002047
2023-09-27 00:00:00+00:00,-0.00725651
2023-09-28 00:00:00+00:00,0.00982504
2023-09-29 00:00:00+00:00,0.00552023
2023-10-02 00:00:00+00:00,-0.02790700
2023-10-03 00:00:00+00:00,-0.02794214
2023-10-04 00:00:00+00:00,-0.00469889
2023-10-05 00:00:00+00:00,0.00330722
2023-10-06 00:00:00+00:00,0.02220896
2023-10-09 00:00:00+00:00,-0.00842656
2023-10-10 00:00:00+00:00,0.04480801
2023-10-11 00:00:00+00:00,0.00761546
2023-10-12 00:00:00+00:00,0.00353950
2023-10-13 00:00:00+00:00,-0.01859129
2023-10-16 00:00:00+00:00,0.01101021
2023-10-17 00:00:00+00:00,-0.00156441
2023-10-18 00:00:00+00:00,-0.01638271
2023-10-19 00:00:00+00:00,-0.02754131
2023-10-20 00:00:00+00:00,-0.02936887
2023-10-23 00:00:00+00:00,0.01466838
2023-10-24 00:00:00+00:00,-0.00160661
2023-10-25 00:00:00+00:00,-0.00942305
2023-10-26 00:00:00+00:00,0.00459438
2023-10-27 00:00:00+00:00,-0.01436121
2023-10-30 00:00:00+00:00,-0.00015367
2023-10-31 00:00:00+00:00,0.03030068
2023-11-01 00:00:00+00:00,0.01610687
2023-11-02 00:00:00+00:00,0.03515214
2023-11-03 00:00:00+00:00,0.01375867
2023-11-06 00:00:00+00:00,-0.00539869
2023-11-07 00:00:00+00:00,-0.01453096
2023-11-08 00:00:00+00:00,0.00249742
2023-11-09 00:00:00+00:00,0.01413857
2023-11-10 00:00:00+00:00,-0.01031108
2023-11-13 00:00:00+00:00,0.02731270
2023-11-14 00:00:00+00:00,0.03023537
2023-11-15 00:00:00+00:00,0.00891567
2023-11-16 00:00:00+00:00,-0.01445673
2023-11-17 00:00:00+00:00,0.01391382
2023-11-20 00:00:00+00:00,0.01756271
2023-11-21 00:00:00+00:00,-0.02429503
2023-11-22 00:00:00+00:00,-0.00134870
2023-11-23 00:00:00+00:00,0.00480767
2023-11-24 00:00:00+00:00,0.01281286
2023-11-27 00:00:00+00:00,-0.00591471
2023-11-28 00:00:00+00:00,0.00086787
2023-11-29 00:00:00+00:00,0.02023592
2023-11-30 00:00:00+00:00,0.00388492
2023-12-01 00:00:00+00:00,0.01176777
2023-12-04 00:00:00+00:00,0.00051636
2023-12-05 00:00:00+00:00,0.01035901
2023-12-06 00:00:00+00:00,0.01561352
2023-12-07 00:00:00+00:00,-0.01398304
2023-12-08 00:00:00+00:00,0.02339379
2023-12-11 00:00:00+00:00,0.00050153
2023-12-12 00:00:00+00:00,-0.00390373
2023-12-13 00:00:00+00:00,-0.00374697
2023-12-14 00:00:00+00:00,0.00443263
2023-12-15 00:00:00+00:00,-0.00162135
2023-12-18 00:00:00+00:00,-0.01060865
2023-12-19 00:00:00+00:00,0.00756618
2023-12-20 00:00:00+00:00,0.00066681
2023-12-21 00:00:00+00:00,-0.00767198
2023-12-22 00:00:00+00:00,0.00395305
2023-12-27 00:00:00+00:00,0.00476275
2023-12-28 00:00:00+00:00,-0.00668709
2023-12-29 00:00:00+00:00,0.00116156
2024-01-02 00:00:00+00:00,0.00951513
2024-01-03 00:00:00+00:00,-0.02835471
2024-01-04 00:00:00+00:00,0.01903193
2024-01-05 00:00:00+00:00,0.00197845
2024-01-08 00:00:00+00:00,0.00884925
2024-01-09 00:00:00+00:00,-0.01025212
2024-01-10 00:00:00+00:00,0.00164998
2024-01-11 00:00:00+00:00,-0.01405330
2024-01-12 00:00:00+00:00,0.01352136
2024-01-15 00:00:00+00:00,-0.00881883
2024-01-16 00:00:00+00:00,-0.00113618
2024-01-17 00:00:00+00:00,-0.01609413
2024-01-18 00:00:00+00:00,0.01675090
2024-01-19 00:00:00+00:00,-0.00475110
2024-01-22 00:00:00+00:00,0.00034365
2024-01-23 00:00:00+00:00,-0.00854836
2024-01-24 00:00:00+00:00,0.01721058
2024-01-25 00:00:00+00:00,-0.01096813
2024-01-26 00:00:00+00:00,0.01369275
2024-01-29 00:00:00+00:00,-0.01095231
2024-01-30 00:00:00+00:00,0.02667200
2024-01-31 00:00:00+00:00,0.00861877
2024-02-01 00:00:00+00:00,-0.00661775
2024-02-02 00:00:00+00:00,0.00293135
2024-02-05 00:00:00+00:00,0.01313046
2024-02-06 00:00:00+00:00,0.01111220
2024-02-07 00:00:00+00:00,-0.00911087
2024-02-08 00:00:00+00:00,0.00450916
2024-02-09 00:00:00+00:00,0.00529954
2024-02-12 00:00:00+00:00,0.01807148
2024-02-13 00:00:00+00:00,-0.01947350
2024-02-14 00:00:00+00:00,0.01152542
2024-02-15 00:00:00+00:00,0.02131522
2024-02-16 00:00:00+00:00,0.00425358
2024-02-19 00:00:00+00:00,-0.00454661
2024-02-20 00:00:00+00:00,0.00189470
2024-02-21 00:00:00+00:00,0.01918538
2024-02-22 00:00:00+00:00,0.02180438
2024-02-23 00:00:00+00:00,0.01925698
2024-02-26 00:00:00+00:00,-0.00747430
2024-02-27 00:00:00+00:00,0.00735163
2024-02-28 00:00:00+00:00,-0.00533777
2024-02-29 00:00:00+00:00,-0.00382129
2024-03-01 00:00:00+00:00,0.02068950
2024-03-04 00:00:00+00:00,-0.00106028
2024-03-05 00:00:00+00:00,0.01380783
2024-03-06 00:00:00+00:00,0.01371108
2024-03-07 00:00:00+00:00,0.00164490
2024-03-08 00:00:00+00:00,-0.00059905
2024-03-11 00:00:00+00:00,-0.00433820
2024-03-12 00:00:00+00:00,0.02517888
2024-03-13 00:00:00+00:00,0.00858332
2024-03-14 00:00:00+00:00,-0.02374290
2024-03-15 00:00:00+00:00,0.01111888
2024-03-18 00:00:00+00:00,0.00029801
2024-03-19 00:00:00+00:00,0.01898223
2024-03-20 00:00:00+00:00,0.00103367
2024-03-21 00:00:00+00:00,0.00192099
2024-03-22 00:00:00+00:00,-0.00029811
2024-03-25 00:00:00+00:00,0.01758798
2024-03-26 00:00:00+00:00,0.00190017
2024-03-27 00:00:00+00:00,0.00277729
2024-03-28 00:00:00+00:00,-0.00073465
