Date,excess_net_ret
1977-03-15,-0.002100443175794887
1977-03-16,-0.0021057344632769343
1977-03-17,0.00156994008871609
1977-03-18,0.0038284197513421296
1977-03-21,0.006909640679238102
1977-03-22,-0.00012666666666666666
1977-03-23,0.004345660828519886
1977-03-24,-0.0037446396772397557
1977-03-25,0.0018264279065438118
1977-03-28,0.005725342809364489
1977-03-29,0.00014958506511503474
1977-03-30,-0.0051130940289319535
1977-03-31,0.0012658710715169265
1977-04-01,0.008492181910851597
1977-04-04,0.0026299506921474932
1977-04-05,0.0070190061694459
1977-04-06,-0.002037702571567156
1977-04-07,-0.0042289449457662545
1977-04-11,0.01003258649093913
1977-04-12,0.0028624429192443705
1977-04-13,-0.006902012195095065
1977-04-14,-0.004764027588325014
1977-04-15,-0.000947923976580788
1977-04-18,-0.005612246227709129
1977-04-19,0.00015030651341001554
1977-04-20,-0.011156439602895765
1977-04-21,0.007683698333051641
1977-04-22,-0.004829762497694132
1977-04-25,-0.0012378711426188154
1977-04-26,-0.001794913721124461
1977-04-27,0.00405815638261634
1977-04-28,0.0009885497254609405
1977-04-29,-0.0015168557034849553
1977-05-02,-0.0015204476379741222
1977-05-03,0.0009804026078360267
1977-05-04,0.005147499999999937
1977-05-05,0.0015262498848669114
1977-05-06,-0.003995402298850551
1977-05-09,-0.004010653481645656
1977-05-10,0.001530834491706001
1977-05-11,-0.0023603719122951825
1977-05-12,0.001530095812056786
1977-05-13,0.0006944908050511489
1977-05-16,-0.0001386111111111111
1977-05-17,0.0018033974596127983
1977-05-18,-0.0015229913228099565
1977-05-19,0.0020771357921981863
1977-05-20,-0.001803821404442632
1977-05-23,-0.0006968237250277278
1977-05-24,-0.00014166666666666665
1977-05-25,-0.0006951867258272133
1977-05-26,0.0020800336046090935
1977-05-27,-0.000692320967118778
1977-05-31,-0.0012477554632195082
1977-06-01,-0.00014
1977-06-02,0.0029104714364949504
1977-06-03,-0.00013944444444444442
1977-06-06,0.004283555432679027
1977-06-07,-0.0009660416093495131
1977-06-08,0.00481812213039493
1977-06-09,0.0009553801169864069
1977-06-10,0.00040708957040295134
1977-06-13,0.006154749589491053
1977-06-14,-0.0031307358807271856
1977-06-15,0.0004061092926259922
1977-06-16,0.00013318369077921816
1977-06-17,-0.0017739340873989895
1977-06-20,0.0006798341523067921
1977-06-21,0.0017697158574287157
1977-06-22,0.0028553826723811933
1977-06-23,-0.0023109971045965653
1977-06-24,0.002582014871236789
1977-06-27,-0.0006795380418399465
1977-06-28,0.002576663047412234
1977-06-29,0.012043861065992882
1977-06-30,-0.0014755892841223737
1977-07-01,0.003609886032229362
1977-07-05,0.004927148108647738
1977-07-06,0.0009196307111465787
1977-07-07,0.0041009619464066754
1977-07-08,-0.0009346837866121662
1977-07-11,0.004614093258163135
1977-07-12,-0.003299566894616806
1977-07-13,-0.002518003518029948
1977-07-15,-0.0033176524435304952
1977-07-18,0.006754492644701237
1977-07-19,-0.002516541501976493
1977-07-20,-0.0017300638316867709
1977-07-21,-0.001203478835952557
1977-07-22,0.004093677024482098
1977-07-25,-0.0014618987342036086
1977-07-26,-0.0011995783821582887
1977-07-27,-0.002260557097541626
1977-07-28,-0.005977536791758738
1977-07-29,-0.0009493605115907964
1977-08-01,-0.00041527777777763735
1977-08-02,0.0027841157642037708
1977-08-03,0.0009157742316785163
1977-08-04,-0.0001486111111111111
1977-08-05,-0.0006796829614151009
1977-08-08,-0.0014768580541999787
1977-08-09,0.0006448983379174838
1977-08-10,-0.0012154964539007385
1977-08-11,-0.00015333333333333334
1977-08-12,-0.0009517776002839727
1977-08-15,-0.006548772981614595
1977-08-16,0.00466953137570395
1977-08-17,0.0001113246152210289
1977-08-18,0.001180433712821623
1977-08-19,-0.0028167572608579516
1977-08-22,0.0017182131831270338
1977-08-23,0.00037916666666660794
1977-08-24,0.003044127576403721
1977-08-25,-0.0044044081355797335
1977-08-26,-0.0006875068184245457
1977-08-29,0.0003791806074360393
1977-08-30,-0.0014893226016572212
1977-08-31,-0.00015444444444444444
1977-09-01,-0.00389475969958729
1977-09-02,0.0006508941181728805
1977-09-06,0.0022565755626741285
1977-09-07,0.0011809854762808913
1977-09-08,-0.00015583333333333334
1977-09-09,-0.0001611111111111111
1977-09-12,0.001440041822388276
1977-09-13,-0.0001638888888888889
1977-09-14,0.0022356651267472906
1977-09-15,-0.0014924892168159264
1977-09-16,0.0006359442669507504
1977-09-19,0.00010325042121124339
1977-09-20,0.0009007742316785162
1977-09-21,-0.00016305555555555556
1977-09-22,0.00010011925844552672
1977-09-23,-0.00016527777777777778
1977-09-26,0.0003653751660291677
1977-09-27,0.0003664820222133106
1977-09-28,0.00010254458892418105
1977-09-29,0.0064693552903037415
1977-09-30,0.009059050285436927
1977-10-03,0.011061876269219922
1977-10-04,-0.010239157844883495
1977-10-05,0.005567854720918036
1977-10-06,0.007869141309359123
1977-10-07,0.004460820684306647
1977-10-10,0.004695556978258967
1977-10-11,-0.00476132262996928
1977-10-12,0.005199677419354612
1977-10-13,0.006444163483575285
1977-10-14,0.009944174818000397
1977-10-17,-0.004431894982911933
1977-10-18,0.004604227587774045
1977-10-19,-0.015189329022389002
1977-10-20,-0.00042329627276594035
1977-10-21,0.005423383607298323
1977-10-24,0.009688165093809547
1977-10-25,-0.0014223977889028427
1977-10-26,0.0018355680868837874
1977-10-27,0.00908657175810156
1977-10-28,-0.0051235739364149544
1977-10-31,0.0058059173931344224
1977-11-01,0.009730663668124716
1977-11-02,-0.004830782190624139
1977-11-03,-0.007807690202517907
