Date,EUR
2000-01-04 00:00:00+00:00,
2000-01-05 00:00:00+00:00,0.00313772
2000-01-06 00:00:00+00:00,-0.00400349
2000-01-07 00:00:00+00:00,-0.00333372
2000-01-10 00:00:00+00:00,-0.00556561
2000-01-11 00:00:00+00:00,0.01324647
2000-01-12 00:00:00+00:00,-0.00274986
2000-01-13 00:00:00+00:00,-0.01153690
2000-01-14 00:00:00+00:00,-0.02247593
2000-01-18 00:00:00+00:00,-0.00446564
2000-01-19 00:00:00+00:00,0.00004818
2000-01-20 00:00:00+00:00,0.00791991
2000-01-21 00:00:00+00:00,-0.01367029
2000-01-24 00:00:00+00:00,-0.01139482
2000-01-25 00:00:00+00:00,-0.00540846
2000-01-26 00:00:00+00:00,-0.00114501
2000-01-27 00:00:00+00:00,-0.02821584
2000-01-28 00:00:00+00:00,-0.02134722
2000-01-31 00:00:00+00:00,-0.01606711
2000-02-01 00:00:00+00:00,0.00724971
2000-02-02 00:00:00+00:00,0.00456013
2000-02-03 00:00:00+00:00,0.02907973
2000-02-04 00:00:00+00:00,-0.01566603
2000-02-07 00:00:00+00:00,-0.00502504
2000-02-08 00:00:00+00:00,0.01104145
2000-02-09 00:00:00+00:00,0.01280165
2000-02-10 00:00:00+00:00,-0.01262136
2000-02-11 00:00:00+00:00,0.00126407
2000-02-14 00:00:00+00:00,-0.01188097
2000-02-15 00:00:00+00:00,-0.00035842
2000-02-16 00:00:00+00:00,0.01042433
2000-02-17 00:00:00+00:00,0.00348789
2000-02-18 00:00:00+00:00,-0.00803300
2000-02-22 00:00:00+00:00,0.04060696
2000-02-23 00:00:00+00:00,-0.00472787
2000-02-24 00:00:00+00:00,-0.01748534
2000-02-25 00:00:00+00:00,-0.04084327
2000-02-28 00:00:00+00:00,-0.00538609
2000-02-29 00:00:00+00:00,-0.01146484
2000-03-01 00:00:00+00:00,0.01618026
2000-03-02 00:00:00+00:00,-0.01676924
2000-03-03 00:00:00+00:00,-0.01039424
2000-03-06 00:00:00+00:00,-0.00545813
2000-03-07 00:00:00+00:00,-0.00432591
2000-03-08 00:00:00+00:00,0.00819672
2000-03-09 00:00:00+00:00,0.01294594
2000-03-10 00:00:00+00:00,-0.01018003
2000-03-13 00:00:00+00:00,0.00762874
2000-03-14 00:00:00+00:00,0.00417530
2000-03-15 00:00:00+00:00,0.00148584
2000-03-16 00:00:00+00:00,0.00682247
2000-03-17 00:00:00+00:00,0.00229635
2000-03-20 00:00:00+00:00,0.00106667
2000-03-21 00:00:00+00:00,-0.01833570
2000-03-22 00:00:00+00:00,-0.00922787
2000-03-23 00:00:00+00:00,0.02385739
2000-03-24 00:00:00+00:00,0.00618261
2000-03-27 00:00:00+00:00,-0.01983788
2000-03-28 00:00:00+00:00,-0.00850081
2000-03-29 00:00:00+00:00,-0.02270545
2000-03-30 00:00:00+00:00,0.02107570
2000-03-31 00:00:00+00:00,-0.01154370
2000-04-03 00:00:00+00:00,0.00463012
2000-04-04 00:00:00+00:00,0.01147282
2000-04-05 00:00:00+00:00,-0.00201669
2000-04-06 00:00:00+00:00,-0.00615249
2000-04-07 00:00:00+00:00,-0.01176779
2000-04-10 00:00:00+00:00,0.01360313
2000-04-11 00:00:00+00:00,-0.00554164
2000-04-12 00:00:00+00:00,-0.00597146
2000-04-13 00:00:00+00:00,-0.00463425
2000-04-14 00:00:00+00:00,0.00871293
2000-04-17 00:00:00+00:00,-0.01075325
2000-04-18 00:00:00+00:00,-0.01331622
2000-04-19 00:00:00+00:00,-0.01708294
2000-04-20 00:00:00+00:00,-0.00694180
2000-04-24 00:00:00+00:00,0.00601438
2000-04-25 00:00:00+00:00,-0.04215448
2000-04-26 00:00:00+00:00,0.00764368
2000-04-27 00:00:00+00:00,-0.02842459
2000-04-28 00:00:00+00:00,-0.00333113
2000-05-01 00:00:00+00:00,0.01606701
2000-05-02 00:00:00+00:00,-0.02005968
2000-05-03 00:00:00+00:00,-0.02597228
2000-05-04 00:00:00+00:00,-0.01362306
2000-05-05 00:00:00+00:00,0.01843444
2000-05-08 00:00:00+00:00,-0.00349269
2000-05-09 00:00:00+00:00,0.02117963
2000-05-10 00:00:00+00:00,0.00500439
2000-05-11 00:00:00+00:00,-0.02123205
2000-05-12 00:00:00+00:00,0.04175061
2000-05-15 00:00:00+00:00,-0.01319856
2000-05-16 00:00:00+00:00,-0.02028311
2000-05-17 00:00:00+00:00,-0.01893749
2000-05-18 00:00:00+00:00,-0.00461854
2000-05-19 00:00:00+00:00,0.01224224
2000-05-22 00:00:00+00:00,0.01249821
2000-05-23 00:00:00+00:00,0.00226496
2000-05-24 00:00:00+00:00,0.00215432
2000-05-25 00:00:00+00:00,0.01139973
2000-05-26 00:00:00+00:00,0.04154164
2000-05-30 00:00:00+00:00,0.00080938
2000-05-31 00:00:00+00:00,0.00820701
2000-06-01 00:00:00+00:00,-0.00730521
2000-06-02 00:00:00+00:00,0.01976241
2000-06-05 00:00:00+00:00,0.01320272
2000-06-06 00:00:00+00:00,0.01321661
2000-06-07 00:00:00+00:00,0.01313035
2000-06-08 00:00:00+00:00,-0.01024366
2000-06-09 00:00:00+00:00,-0.00642801
2000-06-12 00:00:00+00:00,-0.00099646
2000-06-13 00:00:00+00:00,0.01472893
2000-06-14 00:00:00+00:00,-0.00057350
2000-06-15 00:00:00+00:00,-0.00182296
2000-06-16 00:00:00+00:00,0.02476197
2000-06-19 00:00:00+00:00,-0.01333896
2000-06-20 00:00:00+00:00,-0.00295548
2000-06-21 00:00:00+00:00,-0.02735512
2000-06-22 00:00:00+00:00,-0.01562793
2000-06-23 00:00:00+00:00,-0.00397607
2000-06-26 00:00:00+00:00,0.00388060
2000-06-27 00:00:00+00:00,0.01765798
2000-06-28 00:00:00+00:00,-0.00751453
2000-06-29 00:00:00+00:00,0.01840958
2000-06-30 00:00:00+00:00,0.00276811
2000-07-03 00:00:00+00:00,-0.00621337
2000-07-05 00:00:00+00:00,0.00528222
2000-07-06 00:00:00+00:00,-0.00663499
2000-07-07 00:00:00+00:00,-0.00812284
2000-07-10 00:00:00+00:00,0.01560898
2000-07-11 00:00:00+00:00,-0.00569420
2000-07-12 00:00:00+00:00,-0.02140292
2000-07-13 00:00:00+00:00,-0.01253715
2000-07-14 00:00:00+00:00,0.00259957
2000-07-17 00:00:00+00:00,-0.00484050
2000-07-18 00:00:00+00:00,-0.01975934
2000-07-19 00:00:00+00:00,-0.00758682
2000-07-20 00:00:00+00:00,0.02034062
2000-07-21 00:00:00+00:00,0.00848857
2000-07-24 00:00:00+00:00,-0.00952682
2000-07-25 00:00:00+00:00,0.01116119
2000-07-26 00:00:00+00:00,0.00748477
2000-07-27 00:00:00+00:00,-0.02028211
2000-07-28 00:00:00+00:00,-0.01941650
2000-07-31 00:00:00+00:00,0.00739108
2000-08-01 00:00:00+00:00,-0.01436827
2000-08-02 00:00:00+00:00,-0.01847847
2000-08-03 00:00:00+00:00,-0.01175782
2000-08-04 00:00:00+00:00,0.00170151
2000-08-07 00:00:00+00:00,0.00071059
2000-08-08 00:00:00+00:00,-0.01466483
2000-08-09 00:00:00+00:00,-0.00758012
2000-08-10 00:00:00+00:00,0.01981584
2000-08-11 00:00:00+00:00,-0.01017302
2000-08-14 00:00:00+00:00,0.00380785
2000-08-15 00:00:00+00:00,0.01725062
2000-08-16 00:00:00+00:00,0.00485870
2000-08-17 00:00:00+00:00,0.00310130
2000-08-18 00:00:00+00:00,-0.02324274
2000-08-21 00:00:00+00:00,-0.01117996
2000-08-22 00:00:00+00:00,-0.01013402
2000-08-23 00:00:00+00:00,0.00583895
2000-08-24 00:00:00+00:00,0.00426782
2000-08-25 00:00:00+00:00,0.00038318
2000-08-28 00:00:00+00:00,-0.00614599
2000-08-29 00:00:00+00:00,-0.01715141
2000-08-30 00:00:00+00:00,0.00027722
2000-08-31 00:00:00+00:00,-0.01136222
2000-09-01 00:00:00+00:00,0.02673010
2000-09-05 00:00:00+00:00,-0.02460220
2000-09-06 00:00:00+00:00,-0.04199345
2000-09-07 00:00:00+00:00,0.00706667
2000-09-08 00:00:00+00:00,-0.00966240
2000-09-11 00:00:00+00:00,-0.02545554
2000-09-12 00:00:00+00:00,0.00926622
2000-09-13 00:00:00+00:00,-0.00340932
2000-09-14 00:00:00+00:00,0.00737914
2000-09-15 00:00:00+00:00,-0.00606384
2000-09-18 00:00:00+00:00,-0.00435383
2000-09-19 00:00:00+00:00,-0.00599526
2000-09-20 00:00:00+00:00,-0.00881805
2000-09-21 00:00:00+00:00,0.02402365
2000-09-22 00:00:00+00:00,0.04798305
2000-09-25 00:00:00+00:00,-0.01444239
2000-09-26 00:00:00+00:00,0.02128717
2000-09-27 00:00:00+00:00,0.00254250
2000-09-28 00:00:00+00:00,-0.00422770
2000-09-29 00:00:00+00:00,0.00050983
2000-10-02 00:00:00+00:00,-0.00852531
2000-10-03 00:00:00+00:00,-0.01014906
2000-10-04 00:00:00+00:00,0.00097152
2000-10-05 00:00:00+00:00,-0.01315563
2000-10-06 00:00:00+00:00,-0.00303498
2000-10-10 00:00:00+00:00,0.00763996
2000-10-11 00:00:00+00:00,-0.00634443
2000-10-12 00:00:00+00:00,-0.01416419
2000-10-13 00:00:00+00:00,-0.02131107
2000-10-16 00:00:00+00:00,-0.01032714
2000-10-17 00:00:00+00:00,0.01344342
2000-10-18 00:00:00+00:00,-0.04061761
2000-10-19 00:00:00+00:00,0.01196363
2000-10-20 00:00:00+00:00,-0.00395413
2000-10-23 00:00:00+00:00,-0.01569060
2000-10-24 00:00:00+00:00,0.00341027
2000-10-25 00:00:00+00:00,-0.02293471
2000-10-26 00:00:00+00:00,0.00296237
2000-10-27 00:00:00+00:00,0.02582452
2000-10-30 00:00:00+00:00,0.00600603
2000-10-31 00:00:00+00:00,0.01534386
2000-11-01 00:00:00+00:00,0.02780200
2000-11-02 00:00:00+00:00,-0.00156293
2000-11-03 00:00:00+00:00,0.01096337
2000-11-06 00:00:00+00:00,-0.01090122
2000-11-07 00:00:00+00:00,0.00168266
2000-11-08 00:00:00+00:00,-0.01523651
2000-11-09 00:00:00+00:00,0.02481290
2000-11-10 00:00:00+00:00,-0.01031955
2000-11-13 00:00:00+00:00,-0.00225818
2000-11-14 00:00:00+00:00,-0.00852531
2000-11-15 00:00:00+00:00,0.00180871
2000-11-16 00:00:00+00:00,-0.01367389
2000-11-17 00:00:00+00:00,-0.01095306
2000-11-20 00:00:00+00:00,0.00383446
2000-11-21 00:00:00+00:00,-0.01451786
2000-11-22 00:00:00+00:00,0.00290780
2000-11-24 00:00:00+00:00,-0.01105152
2000-11-27 00:00:00+00:00,0.02777237
2000-11-28 00:00:00+00:00,0.01062009
2000-11-29 00:00:00+00:00,0.00356487
2000-11-30 00:00:00+00:00,0.03208305
2000-12-01 00:00:00+00:00,0.01404114
2000-12-04 00:00:00+00:00,0.02065523
2000-12-05 00:00:00+00:00,-0.01581704
2000-12-06 00:00:00+00:00,0.02310192
2000-12-07 00:00:00+00:00,-0.00498928
2000-12-08 00:00:00+00:00,-0.01320960
2000-12-11 00:00:00+00:00,-0.01352165
2000-12-12 00:00:00+00:00,0.00667344
2000-12-13 00:00:00+00:00,-0.01038480
2000-12-14 00:00:00+00:00,0.02997365
2000-12-15 00:00:00+00:00,0.01130765
2000-12-18 00:00:00+00:00,-0.00516389
2000-12-19 00:00:00+00:00,-0.00105139
2000-12-20 00:00:00+00:00,0.03240188
2000-12-21 00:00:00+00:00,0.01279850
2000-12-22 00:00:00+00:00,0.02057129
2000-12-26 00:00:00+00:00,0.01333199
2000-12-27 00:00:00+00:00,0.00091461
2000-12-28 00:00:00+00:00,-0.00444227
2000-12-29 00:00:00+00:00,0.02388562
2001-01-02 00:00:00+00:00,0.01893456
2001-01-03 00:00:00+00:00,-0.04207335
2001-01-04 00:00:00+00:00,0.04341635
2001-01-05 00:00:00+00:00,0.01403582
2001-01-08 00:00:00+00:00,-0.01494135
2001-01-09 00:00:00+00:00,-0.01400285
2001-01-10 00:00:00+00:00,-0.01050548
2001-01-11 00:00:00+00:00,0.02621762
2001-01-12 00:00:00+00:00,-0.00287099
2001-01-16 00:00:00+00:00,-0.01905344
2001-01-17 00:00:00+00:00,-0.01478056
2001-01-18 00:00:00+00:00,0.02068889
2001-01-19 00:00:00+00:00,-0.02202735
2001-01-22 00:00:00+00:00,0.00798233
2001-01-23 00:00:00+00:00,0.00156228
2001-01-24 00:00:00+00:00,-0.03311772
2001-01-25 00:00:00+00:00,-0.00468501
2001-01-26 00:00:00+00:00,0.00516915
2001-01-29 00:00:00+00:00,-0.01235483
2001-01-30 00:00:00+00:00,0.01835296
2001-01-31 00:00:00+00:00,0.01366042
2001-02-01 00:00:00+00:00,0.01795313
2001-02-02 00:00:00+00:00,-0.01519847
2001-02-05 00:00:00+00:00,0.00841197
2001-02-06 00:00:00+00:00,-0.01907930
2001-02-07 00:00:00+00:00,0.00158214
2001-02-08 00:00:00+00:00,-0.02836823
2001-02-09 00:00:00+00:00,0.01837177
2001-02-12 00:00:00+00:00,0.01065082
2001-02-13 00:00:00+00:00,-0.02352667
2001-02-14 00:00:00+00:00,-0.00339392
2001-02-15 00:00:00+00:00,-0.03428292
2001-02-16 00:00:00+00:00,0.02818755
2001-02-20 00:00:00+00:00,-0.01431769
2001-02-21 00:00:00+00:00,-0.00354168
2001-02-22 00:00:00+00:00,-0.00739785
2001-02-23 00:00:00+00:00,0.03023760
2001-02-26 00:00:00+00:00,-0.01666502
2001-02-27 00:00:00+00:00,0.01160655
2001-02-28 00:00:00+00:00,0.01316996
2001-03-01 00:00:00+00:00,0.01925656
2001-03-02 00:00:00+00:00,0.00491114
2001-03-05 00:00:00+00:00,-0.00933348
2001-03-06 00:00:00+00:00,0.00739609
2001-03-07 00:00:00+00:00,-0.01051572
2001-03-08 00:00:00+00:00,0.00600962
2001-03-09 00:00:00+00:00,0.00148312
2001-03-12 00:00:00+00:00,-0.00977814
2001-03-13 00:00:00+00:00,-0.02975932
2001-03-14 00:00:00+00:00,-0.01007589
2001-03-15 00:00:00+00:00,-0.00979399
2001-03-16 00:00:00+00:00,-0.01055563
2001-03-19 00:00:00+00:00,0.00523257
2001-03-20 00:00:00+00:00,0.02235552
2001-03-21 00:00:00+00:00,-0.02839711
2001-03-22 00:00:00+00:00,-0.01708234
2001-03-23 00:00:00+00:00,0.00269599
2001-03-26 00:00:00+00:00,0.01584417
2001-03-27 00:00:00+00:00,-0.00669524
2001-03-28 00:00:00+00:00,-0.01511135
2001-03-29 00:00:00+00:00,-0.00868543
2001-03-30 00:00:00+00:00,-0.00826829
2001-04-02 00:00:00+00:00,0.00170289
2001-04-03 00:00:00+00:00,0.03634820
2001-04-04 00:00:00+00:00,0.01394215
2001-04-05 00:00:00+00:00,-0.01306996
2001-04-06 00:00:00+00:00,0.01337913
2001-04-09 00:00:00+00:00,-0.01029741
2001-04-10 00:00:00+00:00,-0.02236960
2001-04-11 00:00:00+00:00,-0.00314897
2001-04-12 00:00:00+00:00,0.01014699
2001-04-16 00:00:00+00:00,-0.01267109
2001-04-17 00:00:00+00:00,-0.00959034
2001-04-18 00:00:00+00:00,0.00510931
2001-04-19 00:00:00+00:00,0.02002233
2001-04-20 00:00:00+00:00,0.02227819
2001-04-23 00:00:00+00:00,-0.01537477
2001-04-24 00:00:00+00:00,-0.00724006
2001-04-25 00:00:00+00:00,0.00504410
2001-04-26 00:00:00+00:00,0.01663919
2001-04-27 00:00:00+00:00,-0.02821948
2001-04-30 00:00:00+00:00,-0.00684197
2001-05-01 00:00:00+00:00,0.00834324
2001-05-02 00:00:00+00:00,0.00225058
2001-05-03 00:00:00+00:00,-0.00727368
2001-05-04 00:00:00+00:00,0.01035565
2001-05-07 00:00:00+00:00,-0.01005498
2001-05-08 00:00:00+00:00,-0.01561099
2001-05-09 00:00:00+00:00,0.00307158
2001-05-10 00:00:00+00:00,-0.00677353
2001-05-11 00:00:00+00:00,-0.01167596
2001-05-14 00:00:00+00:00,-0.00443923
2001-05-15 00:00:00+00:00,0.00859551
2001-05-16 00:00:00+00:00,0.01368765
2001-05-17 00:00:00+00:00,-0.00326500
2001-05-18 00:00:00+00:00,-0.00734991
2001-05-21 00:00:00+00:00,-0.00624014
2001-05-22 00:00:00+00:00,-0.02679280
2001-05-23 00:00:00+00:00,-0.02091069
2001-05-24 00:00:00+00:00,0.00083566
2001-05-25 00:00:00+00:00,0.00363798
2001-05-29 00:00:00+00:00,-0.00511169
2001-05-30 00:00:00+00:00,0.00200385
2001-05-31 00:00:00+00:00,-0.02531136
2001-06-01 00:00:00+00:00,0.00415679
2001-06-04 00:00:00+00:00,-0.00458230
2001-06-05 00:00:00+00:00,0.01538954
2001-06-06 00:00:00+00:00,-0.01065772
2001-06-07 00:00:00+00:00,0.00591723
2001-06-08 00:00:00+00:00,0.00154767
2001-06-11 00:00:00+00:00,-0.01748718
2001-06-12 00:00:00+00:00,0.01353391
2001-06-13 00:00:00+00:00,0.00826160
2001-06-14 00:00:00+00:00,0.02287920
2001-06-15 00:00:00+00:00,-0.00334071
2001-06-18 00:00:00+00:00,-0.00207235
2001-06-19 00:00:00+00:00,-0.01592184
2001-06-20 00:00:00+00:00,0.00107802
2001-06-21 00:00:00+00:00,0.00154682
2001-06-22 00:00:00+00:00,0.00131175
2001-06-25 00:00:00+00:00,0.01090941
2001-06-26 00:00:00+00:00,0.00642559
2001-06-27 00:00:00+00:00,-0.00589709
2001-06-28 00:00:00+00:00,-0.03733684
2001-06-29 00:00:00+00:00,0.01176236
2001-07-02 00:00:00+00:00,-0.00717256
2001-07-03 00:00:00+00:00,0.00368678
2001-07-05 00:00:00+00:00,-0.02702365
2001-07-06 00:00:00+00:00,0.02539829
2001-07-09 00:00:00+00:00,0.00096481
2001-07-10 00:00:00+00:00,0.01632028
2001-07-11 00:00:00+00:00,0.01091510
2001-07-12 00:00:00+00:00,-0.01384547
2001-07-13 00:00:00+00:00,0.00084047
2001-07-16 00:00:00+00:00,0.00271578
2001-07-17 00:00:00+00:00,0.00856719
2001-07-18 00:00:00+00:00,0.03126711
2001-07-19 00:00:00+00:00,-0.00204731
2001-07-20 00:00:00+00:00,-0.00021059
2001-07-23 00:00:00+00:00,-0.00652994
2001-07-24 00:00:00+00:00,0.01488775
2001-07-25 00:00:00+00:00,0.01180156
2001-07-26 00:00:00+00:00,-0.00487320
2001-07-27 00:00:00+00:00,-0.00420008
2001-07-30 00:00:00+00:00,-0.00329521
2001-07-31 00:00:00+00:00,0.00036169
2001-08-01 00:00:00+00:00,0.01363142
2001-08-02 00:00:00+00:00,0.00422150
2001-08-03 00:00:00+00:00,0.00262522
2001-08-06 00:00:00+00:00,-0.00530330
2001-08-07 00:00:00+00:00,-0.01076497
2001-08-08 00:00:00+00:00,0.00789355
2001-08-09 00:00:00+00:00,0.02684419
2001-08-10 00:00:00+00:00,0.00170071
2001-08-13 00:00:00+00:00,0.00976675
2001-08-14 00:00:00+00:00,0.01150258
2001-08-15 00:00:00+00:00,0.02141260
2001-08-16 00:00:00+00:00,0.00363666
2001-08-17 00:00:00+00:00,0.00691463
2001-08-20 00:00:00+00:00,-0.00794690
2001-08-21 00:00:00+00:00,-0.00162491
2001-08-22 00:00:00+00:00,0.00264822
2001-08-23 00:00:00+00:00,0.00253446
2001-08-24 00:00:00+00:00,-0.00533926
2001-08-27 00:00:00+00:00,-0.00294265
2001-08-28 00:00:00+00:00,-0.00119010
2001-08-29 00:00:00+00:00,-0.00162964
2001-08-30 00:00:00+00:00,0.01573251
2001-08-31 00:00:00+00:00,-0.01655468
2001-09-04 00:00:00+00:00,-0.05252806
2001-09-05 00:00:00+00:00,0.00103656
2001-09-06 00:00:00+00:00,0.01886451
2001-09-07 00:00:00+00:00,0.02293572
2001-09-10 00:00:00+00:00,-0.01146857
2001-09-11 00:00:00+00:00,0.01480027
2001-09-13 00:00:00+00:00,0.01161391
2001-09-14 00:00:00+00:00,0.02053494
2001-09-17 00:00:00+00:00,0.00252761
2001-09-18 00:00:00+00:00,0.00198817
2001-09-19 00:00:00+00:00,0.00599318
2001-09-20 00:00:00+00:00,-0.00954508
2001-09-21 00:00:00+00:00,-0.02713469
2001-09-24 00:00:00+00:00,0.00696185
2001-09-25 00:00:00+00:00,0.01437654
2001-09-26 00:00:00+00:00,0.00123835
2001-09-27 00:00:00+00:00,-0.01308952
2001-09-28 00:00:00+00:00,-0.01525072
2001-10-01 00:00:00+00:00,0.01424643
2001-10-02 00:00:00+00:00,0.00387194
