start,end,days,corr,R2,TE,IR,rep_ann_return,bench_ann_return,mean_overlay,pct_days_at_cap,pct_days_at_floor,mean_live_L1,avg_replication_cost_bps_per_day,avg_overlay_cost_bps_per_day
2013-07-01,2024-03-29,2805,0.64898910,0.42118685,0.07052712,0.17533904,0.04398670,0.03311992,1.53115363,0.07344029,0.00000000,0.99928699,0.00120011,0.01279581
