Date,5,10,15,16,20,30,32,40,60,80,90,120,150,160,180,220,260
2001-12-31 00:00:00+00:00,-0.00001084,-0.00000372,-0.00000848,-0.00002158,0.00000989,-0.00001668,-0.00004330,-0.00002837,-0.00005853,-0.00002312,0.00001396,0.00015437,0.00005298,0.00012249,0.00021053,0.00007522,0.00007002
2002-01-31 00:00:00+00:00,0.00004221,-0.00071675,-0.00015290,-0.00060638,0.00187897,-0.00000793,-0.00106827,-0.00074152,0.00171294,-0.00102585,-0.00043932,0.00000234,0.00044138,0.00116701,0.00016127,0.00089066,0.00077814
2002-02-28 00:00:00+00:00,-0.00199586,-0.00211735,-0.00277029,-0.00358052,-0.00616595,-0.00435553,-0.00608316,-0.00445710,-0.00737108,-0.00544847,-0.00203374,-0.00381988,-0.00052669,-0.00071738,-0.00037642,0.00004110,0.00017312
2002-03-31 00:00:00+00:00,0.00375618,0.00308933,0.00424213,0.00609729,-0.00036160,0.00461894,0.00871536,0.00413579,-0.00267728,0.00353408,0.00008931,-0.00585694,-0.00149564,-0.00190784,-0.00383641,-0.00213673,-0.00190003
2002-04-30 00:00:00+00:00,-0.00064728,0.00024967,0.00047404,0.00088725,-0.00099557,0.00204115,0.00249547,0.00041106,-0.00799626,-0.00607163,-0.00323848,-0.00449451,-0.00185070,-0.00464607,0.00718234,-0.00031939,0.00000256
2002-05-31 00:00:00+00:00,-0.00366303,0.00013915,0.00145273,0.00314513,-0.00508606,0.00368915,0.00619141,0.00475435,-0.00751591,0.00757425,0.00311445,-0.00609633,0.00053489,0.00034192,-0.00363313,-0.00050060,-0.00057644
2002-06-30 00:00:00+00:00,-0.00269382,0.00184620,0.00270468,0.00347521,0.00490404,0.00716717,0.01005856,0.00901511,0.01173998,0.01809619,0.01013885,0.00728936,0.00411009,0.00759381,0.00193322,0.00063576,0.00053575
2002-07-31 00:00:00+00:00,-0.00086927,-0.00037016,-0.00052895,-0.00047189,0.00105893,0.00085931,0.00157176,0.00200331,0.00284553,0.00538249,0.00344474,0.00609367,0.00243459,0.00448890,0.00338671,0.00179449,0.00117272
2002-08-31 00:00:00+00:00,0.00042558,0.00005103,0.00025058,0.00020367,-0.00202275,0.00051466,0.00071510,0.00082330,-0.00085016,0.00237412,0.00153060,0.00008444,0.00124154,0.00189324,0.00036893,0.00096038,0.00063762
