start,end,days,corr,R2,TE,IR,rep_ann_return,bench_ann_return,mean_overlay,pct_days_at_cap,pct_days_at_floor,mean_live_L1,avg_replication_cost_bps_per_day,avg_overlay_cost_bps_per_day
2001-12-31,2024-03-29,5805,0.76121122,0.57944252,0.08219759,0.16979925,0.06544333,0.05025709,1.78648166,0.39276486,0.00000000,0.99965547,0.00088782,0.00861285
