Period,Annual Return,Annual Volatility,Sharpe Ratio,Correlation,R-squared,Tracking Error,Max Drawdown,Skewness,Excess Kurtosis,95% VaR,Hit Rate
OOS,0.12071342230774462,0.10314170233591893,1.1703648434405953,0.7069001377974733,0.49970780481808674,0.0744313921143981,0.10655312240123749,-0.8454466462135315,6.8846001625061035,-0.00977200767956674,0.5952380952380952
